distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,score_evaluations,adjacent_component_width,full_set_diameter,largest_component_width,topology_component_count,topology_scan_points,topology_point_budget_reached
"Beta(0.5,0.5)",0.5,0.125,1000000,10,Gaffke,0.4991369825790008,0.5009597493296206,0.0018227667506198,1.82276675061982,2.577781459769286,True,False,cornish-fisher-moments,0.0007620310061611,0,0.0018227667506198,0.0018227667506198,0.0018227667506198,1.0,,
"Beta(0.5,0.5)",0.5,0.125,3000000,10,Square-root feedback,0.4990709832510535,0.5001157392746417,0.0010447560235882,1.8095705143684293,2.559119163490291,True,False,local-batched-bisection,0.8253983104950748,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000000,10,Squared-hinge feedback,0.4990649491147827,0.5001077207579866,0.0010427716432038,1.8061334667212,2.554258444093056,True,False,local-batched-bisection,0.8253983104950748,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000000,10,Target-capped feedback,0.4991265863993747,0.5001791989493826,0.0010526125500078,1.8231784172982848,2.578363644369149,True,False,local-batched-bisection,0.8253983104950748,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000000,10,Regularized Efficient betting,0.4991189323607492,0.5001976658362247,0.0010787334754754,1.8684211873489047,2.642346583374063,True,False,local-batched-bisection,3.980794768955093,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000000,10,Gaffke,0.4991180436773755,0.5001701264476247,0.0010520827702491,1.822260811839345,2.5770659542842083,True,False,cornish-fisher-moments,0.0018380859983153,0,0.0010520827702491,0.0010520827702491,0.0010520827702491,1.0,,
"Beta(0.5,0.5)",0.5,0.125,1000,11,Square-root feedback,0.4649836933528113,0.5215437051923657,0.0565600118395543,1.788584618990819,2.5294406256287307,True,False,local-batched-bisection,0.0005759765044786,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,1000,11,Squared-hinge feedback,0.4655003750260887,0.5211312468609082,0.0556308718348194,1.759202632189397,2.4878882214046927,True,False,local-batched-bisection,0.0005759765044786,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,1000,11,Target-capped feedback,0.4613314413532917,0.520663350581674,0.0593319092283822,1.8762397108805136,2.653403645390197,True,False,local-batched-bisection,0.0005759765044786,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,1000,11,Regularized Efficient betting,0.4618680806877687,0.5219605985596456,0.0600925178718768,1.9002922680950527,2.687419098012753,True,False,local-batched-bisection,0.0023403149680234,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,1000,11,Gaffke,0.4609674661047537,0.5194708720330403,0.0585034059282866,1.8500401361078311,2.616351851418261,True,False,bspline-exact,0.0165101450402289,0,0.0585034059282866,0.0585034059282866,0.0585034059282866,1.0,,
"Beta(0.5,0.5)",0.5,0.125,3000,11,Square-root feedback,0.4758538251886066,0.5100435537114877,0.034189728522881,1.8726485546959728,2.64832498360942,True,False,local-batched-bisection,0.0011627710046013,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000,11,Squared-hinge feedback,0.4757307766702511,0.5102820394996409,0.0345512628293898,1.8924506041946567,2.6763293105732413,True,False,local-batched-bisection,0.0011627710046013,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000,11,Target-capped feedback,0.4759451601713036,0.5092164647015099,0.0332713045302063,1.8223444008817828,2.5771841670416897,True,False,local-batched-bisection,0.0011627710046013,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000,11,Regularized Efficient betting,0.4760694772310855,0.5072870131920376,0.0312175359609521,1.7098548635542186,2.4180999377279737,True,False,local-batched-bisection,0.0050007450045086,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,3000,11,Gaffke,0.4756606865138876,0.5089229581367652,0.0332622716228776,1.821849648171406,2.5764844810486536,True,False,bspline-exact,0.1572541019995696,0,0.0332622716228776,0.0332622716228776,0.0332622716228776,1.0,,
"Beta(0.5,0.5)",0.5,0.125,10000,11,Square-root feedback,0.4900404173760148,0.5077213504242373,0.0176809330482224,1.7680933048222491,2.5004615312206915,True,False,local-batched-bisection,0.0035246462502982,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,10000,11,Squared-hinge feedback,0.4901679561106974,0.5075903078781623,0.0174223517674648,1.7422351767464872,2.4638926157983683,True,False,local-batched-bisection,0.0035246462502982,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,10000,11,Target-capped feedback,0.4906388683618331,0.5092090687414412,0.0185702003796081,1.8570200379608104,2.6262229232827776,True,False,local-batched-bisection,0.0035246462502982,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,10000,11,Regularized Efficient betting,0.4903844916547464,0.5083008808285367,0.0179163891737903,1.7916389173790348,2.53376005583288,True,False,local-batched-bisection,0.0145005049998871,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,10000,11,Gaffke,0.4906410844676367,0.5089376980207831,0.0182966135531464,1.829661355314644,2.587531903235907,True,False,cornish-fisher-moments,0.0002148660132661,0,0.0182966135531464,0.0182966135531464,0.0182966135531464,1.0,,
"Beta(0.5,0.5)",0.5,0.125,30000,11,Square-root feedback,0.4935794210337653,0.5042633567514948,0.0106839357177295,1.8505119487907389,2.6170190953133288,True,False,local-batched-bisection,0.0087839647458167,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,30000,11,Squared-hinge feedback,0.4936118162299985,0.5043297669037728,0.0107179506737743,1.8564035119994249,2.6253510239066307,True,False,local-batched-bisection,0.0087839647458167,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,30000,11,Target-capped feedback,0.49334536574098,0.5039078194728347,0.0105624537318547,1.829470651616786,2.5872622074800025,True,False,local-batched-bisection,0.0087839647458167,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,30000,11,Regularized Efficient betting,0.4935636283756015,0.5041985663590282,0.0106349379834266,1.842025292263902,2.6050171505538744,True,False,local-batched-bisection,0.0418831659480929,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,30000,11,Gaffke,0.4933736515716355,0.5039230450374923,0.0105493934658568,1.827208547189913,2.5840631087200148,True,False,cornish-fisher-moments,0.0002393720205873,0,0.0105493934658568,0.0105493934658568,0.0105493934658568,1.0,,
"Beta(0.5,0.5)",0.5,0.125,100000,11,Square-root feedback,0.4969307627360869,0.5029421433772955,0.0060113806412085,1.900965470846244,2.6883711504737144,True,False,local-batched-bisection,0.028596630989341,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,100000,11,Squared-hinge feedback,0.4969105672312931,0.502984309815876,0.0060737425845829,1.920686048883996,2.71626025939254,True,False,local-batched-bisection,0.028596630989341,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,100000,11,Target-capped feedback,0.4971080837067491,0.5028915436509989,0.0057834599442497,1.8288906180179745,2.5864419160979306,True,False,local-batched-bisection,0.028596630989341,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,100000,11,Regularized Efficient betting,0.496982472105504,0.5029543494516214,0.0059718773461173,1.88847343208926,2.6707047398418964,True,False,local-batched-bisection,0.1333683319971896,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,100000,11,Gaffke,0.4970727597020081,0.5028463170783333,0.0057735573763251,1.8257591510853293,2.582013353091662,True,False,cornish-fisher-moments,0.0002712730201892,0,0.0057735573763251,0.0057735573763251,0.0057735573763251,1.0,,
"Beta(0.5,0.5)",0.5,0.125,300000,11,Square-root feedback,0.4981650055395989,0.5014904709997098,0.0033254654601108,1.8214324467069871,2.5758944690794308,True,False,local-batched-bisection,0.0885732830065535,31,,,,,,
"Beta(0.5,0.5)",0.5,0.125,300000,11,Squared-hinge feedback,0.4981760331492839,0.501492907332082,0.003316874182798,1.816726810324992,2.5692396942884166,True,False,local-batched-bisection,0.0885732830065535,31,,,,,,
