distribution,n,method,replications,coverage,mean_width,q10_width,q90_width,mean_sqrt_n_width,q10_sqrt_n_width,q90_sqrt_n_width,mean_sqrt_n_largest_component,mean_normalized_halfwidth,mean_runtime_seconds,mean_score_evaluations,empty_rate
Bernoulli(0.1),3000,Capped original feedback,50,1.0,0.03195305028652939,0.03111724147652578,0.0326966696157587,1.7501406423029084,1.7043615084028545,1.7908703503844858,1.7501406423029056,2.9169010705048475,0.002231725865276488,31.42,0.0
Bernoulli(0.1),3000,Common-clock Efficient betting,5,1.0,0.02853051928708264,0.02705925883182634,0.02985572926377738,1.5626808990871408,1.4820966451562216,1.6352656388538025,1.5626808990871373,2.604468165145235,0.00427621640264984,123.0,0.0
Bernoulli(0.1),3000,Common-clock STaR betting,5,1.0,0.029319094573503547,0.027989067416116623,0.03067560300531167,1.6058729463535197,1.533024358733991,1.6801719731082467,1.6058729463535197,2.6764549105891997,0.0012100308202207088,123.0,0.0
Bernoulli(0.1),3000,Efficient betting,5,1.0,0.028375451966367038,0.02727045738560282,0.029423088620162942,1.5541875121383575,1.4936644663578036,1.6115689348736815,1.554187512138355,2.590312520230596,0.0053272617980837395,31.0,0.0
Bernoulli(0.1),3000,Gaffke,50,1.0,0.028481413457433765,0.02777183460582935,0.029166977780246378,1.5599912620267702,1.5211260276915355,1.5975411664492922,1.559991262026768,2.5999854367112833,0.000196159260813094,0.0,0.0
Bernoulli(0.1),3000,Regularized Efficient betting,50,1.0,0.028546577506894752,0.02639480124316024,0.03031825877252239,1.5635604440095863,1.445702804174427,1.6605994233989416,1.5635604440095845,2.605934073349311,0.005062963244272352,31.02,0.0
Bernoulli(0.1),3000,STaR betting,5,1.0,0.02923530973127818,0.028324471835512167,0.03013615417221307,1.6012838615471356,1.551395215372977,1.6506251436574526,1.6012838615471356,2.6688064359118924,0.0015095979906618595,31.0,0.0
Bernoulli(0.1),3000,Square-root feedback,50,1.0,0.028884430561088616,0.0271376371409119,0.03002591515115308,1.5820654178999862,1.4863896019467473,1.6445871038022708,1.5820654178999838,2.6367756964999773,0.001173353089543474,31.04,0.0
Bernoulli(0.1),3000,Squared-hinge feedback,50,1.0,0.02898913730160084,0.02737020277956107,0.0302101543061625,1.5878004422701246,1.4991277465856239,1.6546782979197083,1.5878004422701222,2.6463340704502083,0.001173353089543474,31.04,0.0
Bernoulli(0.1),3000,Target-capped feedback,50,1.0,0.028882330924037934,0.02786798161104123,0.02972110214808302,1.5819504160424631,1.5263922160506447,1.6278918080420328,1.5819504160424607,2.6365840267374385,0.001173353089543474,31.0,0.0
Bernoulli(0.1),10000,Capped original feedback,50,1.0,0.017239957935383174,0.016939886167969587,0.01764511768350138,1.7239957935383226,1.6939886167969673,1.7645117683501437,1.7239957935383174,2.873326322563871,0.005611296480055847,31.26,0.0
