distribution,population_mean,population_variance,replication,n,sampling_fraction,method,width,normalized_width
Bernoulli(0.5),0.5,0.25,84,1200,0.3,Bridge-efficient betting,0.06359898149967191,1.0221635511047116
Bernoulli(0.5),0.5,0.25,84,1200,0.3,WSR running intersection,0.07636492280289553,1.2273379043412436
Bernoulli(0.5),0.5,0.25,84,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,84,1200,0.3,Bardenet--Maillard EBS,0.14107419999205928,2.2673461403447703
Bernoulli(0.5),0.5,0.25,84,1200,0.3,Shekhar--Ramdas AS-CI,0.14885702893268937,2.392431855241573
Bernoulli(0.5),0.5,0.25,84,1200,0.3,Shekhar--Ramdas rate CI,0.2474976308019758,3.9777847258741943
Bernoulli(0.5),0.5,0.25,84,2000,0.5,Bridge-efficient betting,0.04149714997038245,1.018771747934577
Bernoulli(0.5),0.5,0.25,84,2000,0.5,WSR running intersection,0.050364666152745485,1.236472842284235
Bernoulli(0.5),0.5,0.25,84,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,84,2000,0.5,Bardenet--Maillard EBS,0.08954755309517659,2.198428500635573
Bernoulli(0.5),0.5,0.25,84,2000,0.5,Shekhar--Ramdas AS-CI,0.09745996446880945,2.3926813871891475
Bernoulli(0.5),0.5,0.25,84,2000,0.5,Shekhar--Ramdas rate CI,0.16325903453376878,4.008075062908861
Bernoulli(0.5),0.5,0.25,84,2800,0.7,Bridge-efficient betting,0.027253106608987054,1.0220285556593303
Bernoulli(0.5),0.5,0.25,84,2800,0.7,WSR running intersection,0.034648434072732937,1.29936339145774
Bernoulli(0.5),0.5,0.25,84,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,84,2800,0.7,Bardenet--Maillard EBS,0.06046033652200239,2.26734483142859
Bernoulli(0.5),0.5,0.25,84,2800,0.7,Shekhar--Ramdas AS-CI,0.06214896413779908,2.3306706631578082
Bernoulli(0.5),0.5,0.25,84,2800,0.7,Shekhar--Ramdas rate CI,0.10697399664294804,4.011670333614191
Bernoulli(0.5),0.5,0.25,84,3200,0.8,Bridge-efficient betting,0.020878694020211752,1.0251606973849385
Bernoulli(0.5),0.5,0.25,84,3200,0.8,WSR running intersection,0.027561092935502574,1.3532718678236735
Bernoulli(0.5),0.5,0.25,84,3200,0.8,Exact hypergeometric,0.0205,1.0065665158963855
Bernoulli(0.5),0.5,0.25,84,3200,0.8,Bardenet--Maillard EBS,0.04862126198418015,2.387343135312273
Bernoulli(0.5),0.5,0.25,84,3200,0.8,Shekhar--Ramdas AS-CI,0.046719089271558545,2.293944922630482
Bernoulli(0.5),0.5,0.25,84,3200,0.8,Shekhar--Ramdas rate CI,0.08147612664377307,4.000543459734406
Bernoulli(0.5),0.5,0.25,84,3600,0.9,Bridge-efficient betting,0.014001985825598418,1.031263177178281
Bernoulli(0.5),0.5,0.25,84,3600,0.9,WSR running intersection,0.02079922752454888,1.5318882426381488
Bernoulli(0.5),0.5,0.25,84,3600,0.9,Exact hypergeometric,0.0135,0.9942913144830148
Bernoulli(0.5),0.5,0.25,84,3600,0.9,Bardenet--Maillard EBS,0.03668797379172628,2.7021136064514018
Bernoulli(0.5),0.5,0.25,84,3600,0.9,Shekhar--Ramdas AS-CI,0.029964698005875645,2.206936219877679
Bernoulli(0.5),0.5,0.25,84,3600,0.9,Shekhar--Ramdas rate CI,0.053703803391183635,3.9553500197449902
Bernoulli(0.5),0.5,0.25,85,400,0.1,Bridge-efficient betting,0.12623261762782945,1.0330205375457313
Bernoulli(0.5),0.5,0.25,85,400,0.1,WSR running intersection,0.14948676545172945,1.223320103035508
Bernoulli(0.5),0.5,0.25,85,400,0.1,Exact hypergeometric,0.12375,1.012704116603071
Bernoulli(0.5),0.5,0.25,85,400,0.1,Bardenet--Maillard EBS,0.33018305607374865,2.7020423443916597
Bernoulli(0.5),0.5,0.25,85,400,0.1,Shekhar--Ramdas AS-CI,0.2948847939300734,2.4131801594879483
Bernoulli(0.5),0.5,0.25,85,400,0.1,Shekhar--Ramdas rate CI,0.46524910590333707,3.8073509882360206
Bernoulli(0.5),0.5,0.25,85,1200,0.3,Bridge-efficient betting,0.06348897749558113,1.0203955655048518
Bernoulli(0.5),0.5,0.25,85,1200,0.3,WSR running intersection,0.07624378390610231,1.2253909586197356
Bernoulli(0.5),0.5,0.25,85,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,85,1200,0.3,Bardenet--Maillard EBS,0.14107232938187259,2.2673160758766597
Bernoulli(0.5),0.5,0.25,85,1200,0.3,Shekhar--Ramdas AS-CI,0.1484883323932885,2.38650616028377
Bernoulli(0.5),0.5,0.25,85,1200,0.3,Shekhar--Ramdas rate CI,0.2474925728584642,3.9777034345487805
Bernoulli(0.5),0.5,0.25,85,2000,0.5,Bridge-efficient betting,0.041459704749286175,1.017852452672727
Bernoulli(0.5),0.5,0.25,85,2000,0.5,WSR running intersection,0.05103222979232669,1.252861798548439
Bernoulli(0.5),0.5,0.25,85,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,85,2000,0.5,Bardenet--Maillard EBS,0.08955578352307059,2.198630560955807
Bernoulli(0.5),0.5,0.25,85,2000,0.5,Shekhar--Ramdas AS-CI,0.09649540988264949,2.3690011835505396
Bernoulli(0.5),0.5,0.25,85,2000,0.5,Shekhar--Ramdas rate CI,0.16328169162007028,4.008631303504443
Bernoulli(0.5),0.5,0.25,85,2800,0.7,Bridge-efficient betting,0.02720536440610888,1.020238158133219
Bernoulli(0.5),0.5,0.25,85,2800,0.7,WSR running intersection,0.03513546539470547,1.3176277282798876
Bernoulli(0.5),0.5,0.25,85,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,85,2800,0.7,Bardenet--Maillard EBS,0.06046041505408123,2.267347776488332
Bernoulli(0.5),0.5,0.25,85,2800,0.7,Shekhar--Ramdas AS-CI,0.06210394141433878,2.32898224980772
Bernoulli(0.5),0.5,0.25,85,2800,0.7,Shekhar--Ramdas rate CI,0.10697421476488461,4.011678513483408
Bernoulli(0.5),0.5,0.25,85,3200,0.8,Bridge-efficient betting,0.02083448786288511,1.0229901394453558
Bernoulli(0.5),0.5,0.25,85,3200,0.8,WSR running intersection,0.027470949664712196,1.348845760603626
Bernoulli(0.5),0.5,0.25,85,3200,0.8,Exact hypergeometric,0.0205,1.0065665158963855
Bernoulli(0.5),0.5,0.25,85,3200,0.8,Bardenet--Maillard EBS,0.04862167527682709,2.3873634283142082
Bernoulli(0.5),0.5,0.25,85,3200,0.8,Shekhar--Ramdas AS-CI,0.04653988966691264,2.2851460776695824
Bernoulli(0.5),0.5,0.25,85,3200,0.8,Shekhar--Ramdas rate CI,0.08147727952803446,4.000600067280465
Bernoulli(0.5),0.5,0.25,85,3600,0.9,Bridge-efficient betting,0.014020887296646856,1.0326552933630524
Bernoulli(0.5),0.5,0.25,85,3600,0.9,WSR running intersection,0.02100101830437784,1.5467503774327183
Bernoulli(0.5),0.5,0.25,85,3600,0.9,Exact hypergeometric,0.0135,0.9942913144830148
Bernoulli(0.5),0.5,0.25,85,3600,0.9,Bardenet--Maillard EBS,0.03668798286238745,2.7021142745165583
Bernoulli(0.5),0.5,0.25,85,3600,0.9,Shekhar--Ramdas AS-CI,0.029973424903204815,2.2075789664122554
Bernoulli(0.5),0.5,0.25,85,3600,0.9,Shekhar--Ramdas rate CI,0.0537038289403301,3.955351901470503
Bernoulli(0.5),0.5,0.25,86,400,0.1,Bridge-efficient betting,0.12602621493861077,1.0313314478241176
Bernoulli(0.5),0.5,0.25,86,400,0.1,WSR running intersection,0.14270254187285886,1.1678016291261921
Bernoulli(0.5),0.5,0.25,86,400,0.1,Exact hypergeometric,0.12375,1.012704116603071
Bernoulli(0.5),0.5,0.25,86,400,0.1,Bardenet--Maillard EBS,0.33017203432908315,2.7019521483011957
Bernoulli(0.5),0.5,0.25,86,400,0.1,Shekhar--Ramdas AS-CI,0.291348755427064,2.384243102934699
Bernoulli(0.5),0.5,0.25,86,400,0.1,Shekhar--Ramdas rate CI,0.46522183396320693,3.8071278091973335
Bernoulli(0.5),0.5,0.25,86,1200,0.3,Bridge-efficient betting,0.06348894489929086,1.0203950416169052
Bernoulli(0.5),0.5,0.25,86,1200,0.3,WSR running intersection,0.07141806744039059,1.1478319889176527
Bernoulli(0.5),0.5,0.25,86,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,86,1200,0.3,Bardenet--Maillard EBS,0.14106634316736288,2.2672198653692486
Bernoulli(0.5),0.5,0.25,86,1200,0.3,Shekhar--Ramdas AS-CI,0.14995760411009118,2.4101203119599646
Bernoulli(0.5),0.5,0.25,86,1200,0.3,Shekhar--Ramdas rate CI,0.2474763867446007,3.9774432911434117
Bernoulli(0.5),0.5,0.25,86,2000,0.5,Bridge-efficient betting,0.04148368816822767,1.0184412552689033
Bernoulli(0.5),0.5,0.25,86,2000,0.5,WSR running intersection,0.04934024251997471,1.2113228294344789
Bernoulli(0.5),0.5,0.25,86,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,86,2000,0.5,Bardenet--Maillard EBS,0.08954428999938036,2.198348390319313
Bernoulli(0.5),0.5,0.25,86,2000,0.5,Shekhar--Ramdas AS-CI,0.09566789251703978,2.348685298878698
Bernoulli(0.5),0.5,0.25,86,2000,0.5,Shekhar--Ramdas rate CI,0.16325005174644686,4.007854531861601
Bernoulli(0.5),0.5,0.25,86,2800,0.7,Bridge-efficient betting,0.027184844948351272,1.019468650565667
Bernoulli(0.5),0.5,0.25,86,2800,0.7,WSR running intersection,0.03508156137540963,1.3156062542594915
Bernoulli(0.5),0.5,0.25,86,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,86,2800,0.7,Bardenet--Maillard EBS,0.06045378834610199,2.267099265928344
Bernoulli(0.5),0.5,0.25,86,2800,0.7,Shekhar--Ramdas AS-CI,0.06149295386508341,2.3060693859111185
Bernoulli(0.5),0.5,0.25,86,2800,0.7,Shekhar--Ramdas rate CI,0.10695580915868463,4.010988278223608
Bernoulli(0.5),0.5,0.25,86,3200,0.8,Bridge-efficient betting,0.020829833485186355,1.0227616057505313
Bernoulli(0.5),0.5,0.25,86,3200,0.8,WSR running intersection,0.02807664070278404,1.3785856785500474
Bernoulli(0.5),0.5,0.25,86,3200,0.8,Exact hypergeometric,0.02025,0.9942913144830149
Bernoulli(0.5),0.5,0.25,86,3200,0.8,Bardenet--Maillard EBS,0.04862060185192463,2.3873107222866885
Bernoulli(0.5),0.5,0.25,86,3200,0.8,Shekhar--Ramdas AS-CI,0.04637502960685258,2.277051315900552
Bernoulli(0.5),0.5,0.25,86,3200,0.8,Shekhar--Ramdas rate CI,0.08147428519741956,4.000453043234881
Bernoulli(0.5),0.5,0.25,86,3600,0.9,Bridge-efficient betting,0.014009978715330385,1.0318518631662894
Bernoulli(0.5),0.5,0.25,86,3600,0.9,WSR running intersection,0.02099648471921689,1.5464164734068664
Bernoulli(0.5),0.5,0.25,86,3600,0.9,Exact hypergeometric,0.01375,1.0127041166030706
Bernoulli(0.5),0.5,0.25,86,3600,0.9,Bardenet--Maillard EBS,0.03668791029698021,2.702108929986621
Bernoulli(0.5),0.5,0.25,86,3600,0.9,Shekhar--Ramdas AS-CI,0.029938502685239954,2.2050069028563337
Bernoulli(0.5),0.5,0.25,86,3600,0.9,Shekhar--Ramdas rate CI,0.053703624546809325,3.9553368476406923
Bernoulli(0.5),0.5,0.25,87,400,0.1,Bridge-efficient betting,0.1266367619857191,1.0363278398078466
Bernoulli(0.5),0.5,0.25,87,400,0.1,WSR running intersection,0.14282212899997826,1.1687802665074167
Bernoulli(0.5),0.5,0.25,87,400,0.1,Exact hypergeometric,0.12375,1.012704116603071
Bernoulli(0.5),0.5,0.25,87,400,0.1,Bardenet--Maillard EBS,0.33011250499807804,2.701464991949135
Bernoulli(0.5),0.5,0.25,87,400,0.1,Shekhar--Ramdas AS-CI,0.2892055037614718,2.366703872351575
Bernoulli(0.5),0.5,0.25,87,400,0.1,Shekhar--Ramdas rate CI,0.4650745380113621,3.8059224175464874
Bernoulli(0.5),0.5,0.25,87,1200,0.3,Bridge-efficient betting,0.06349048344418423,1.0204197691278598
Bernoulli(0.5),0.5,0.25,87,1200,0.3,WSR running intersection,0.07549802381545301,1.213405093994935
Bernoulli(0.5),0.5,0.25,87,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,87,1200,0.3,Bardenet--Maillard EBS,0.1410339108998433,2.266698613598285
Bernoulli(0.5),0.5,0.25,87,1200,0.3,Shekhar--Ramdas AS-CI,0.14675532772677485,2.358653289652284
Bernoulli(0.5),0.5,0.25,87,1200,0.3,Shekhar--Ramdas rate CI,0.24738869355830773,3.9760338852599326
Bernoulli(0.5),0.5,0.25,87,2000,0.5,Bridge-efficient betting,0.04147879360243678,1.0183210917070749
Bernoulli(0.5),0.5,0.25,87,2000,0.5,WSR running intersection,0.04997209273278713,1.226835006685186
Bernoulli(0.5),0.5,0.25,87,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,87,2000,0.5,Bardenet--Maillard EBS,0.08955249149020289,2.198549740222786
Bernoulli(0.5),0.5,0.25,87,2000,0.5,Shekhar--Ramdas AS-CI,0.0961068775272414,2.3594625577140484
Bernoulli(0.5),0.5,0.25,87,2000,0.5,Shekhar--Ramdas rate CI,0.16327262916309465,4.008408816535091
Bernoulli(0.5),0.5,0.25,87,2800,0.7,Bridge-efficient betting,0.02720836484804745,1.0203506787858114
Bernoulli(0.5),0.5,0.25,87,2800,0.7,WSR running intersection,0.03478203015401932,1.3043734261652635
Bernoulli(0.5),0.5,0.25,87,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,87,2800,0.7,Bardenet--Maillard EBS,0.0604603856045704,2.2673466720916315
Bernoulli(0.5),0.5,0.25,87,2800,0.7,Shekhar--Ramdas AS-CI,0.06203634691941218,2.32644736433534
Bernoulli(0.5),0.5,0.25,87,2800,0.7,Shekhar--Ramdas rate CI,0.10697413296921116,4.01167544603443
Bernoulli(0.5),0.5,0.25,87,3200,0.8,Bridge-efficient betting,0.020828741788863958,1.0227080025815727
Bernoulli(0.5),0.5,0.25,87,3200,0.8,WSR running intersection,0.028254975751042244,1.387342073095778
Bernoulli(0.5),0.5,0.25,87,3200,0.8,Exact hypergeometric,0.02025,0.9942913144830149
Bernoulli(0.5),0.5,0.25,87,3200,0.8,Bardenet--Maillard EBS,0.04862115291987357,2.3873377801669515
Bernoulli(0.5),0.5,0.25,87,3200,0.8,Shekhar--Ramdas AS-CI,0.046435044824600535,2.279998111443446
Bernoulli(0.5),0.5,0.25,87,3200,0.8,Shekhar--Ramdas rate CI,0.08147582240769335,4.000528521497783
Bernoulli(0.5),0.5,0.25,87,3600,0.9,Bridge-efficient betting,0.013989687617868007,1.0303573993167954
Bernoulli(0.5),0.5,0.25,87,3600,0.9,WSR running intersection,0.021005585696548035,1.5470867713856562
Bernoulli(0.5),0.5,0.25,87,3600,0.9,Exact hypergeometric,0.0135,0.9942913144830148
Bernoulli(0.5),0.5,0.25,87,3600,0.9,Bardenet--Maillard EBS,0.03668762003266385,2.7020875516689427
Bernoulli(0.5),0.5,0.25,87,3600,0.9,Shekhar--Ramdas AS-CI,0.029886046030606184,2.201143406849727
Bernoulli(0.5),0.5,0.25,87,3600,0.9,Shekhar--Ramdas rate CI,0.05370280696477969,3.955276631736178
Bernoulli(0.5),0.5,0.25,88,400,0.1,Bridge-efficient betting,0.12596466327086087,1.0308277417448117
Bernoulli(0.5),0.5,0.25,88,400,0.1,WSR running intersection,0.14997139703482376,1.227286069898017
Bernoulli(0.5),0.5,0.25,88,400,0.1,Exact hypergeometric,0.1235,1.0106582497008425
Bernoulli(0.5),0.5,0.25,88,400,0.1,Bardenet--Maillard EBS,0.330013244741561,2.7006526988550754
Bernoulli(0.5),0.5,0.25,88,400,0.1,Shekhar--Ramdas AS-CI,0.28704556830643363,2.349028110517926
Bernoulli(0.5),0.5,0.25,88,400,0.1,Shekhar--Ramdas rate CI,0.4648289416293794,3.8039125875096653
Bernoulli(0.5),0.5,0.25,88,1200,0.3,Bridge-efficient betting,0.06343169016763561,1.019474842921167
Bernoulli(0.5),0.5,0.25,88,1200,0.3,WSR running intersection,0.07688859524205355,1.2357543737154928
Bernoulli(0.5),0.5,0.25,88,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,88,1200,0.3,Bardenet--Maillard EBS,0.14105636525610699,2.2670595002665155
Bernoulli(0.5),0.5,0.25,88,1200,0.3,Shekhar--Ramdas AS-CI,0.1475005724575691,2.370630871407656
Bernoulli(0.5),0.5,0.25,88,1200,0.3,Shekhar--Ramdas rate CI,0.24744940753552508,3.977009680989531
Bernoulli(0.5),0.5,0.25,88,2000,0.5,Bridge-efficient betting,0.041516889818012714,1.0192563691456384
Bernoulli(0.5),0.5,0.25,88,2000,0.5,WSR running intersection,0.045489801093935966,1.1167929413644564
Bernoulli(0.5),0.5,0.25,88,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,88,2000,0.5,Bardenet--Maillard EBS,0.08955604805342343,2.198637055282529
Bernoulli(0.5),0.5,0.25,88,2000,0.5,Shekhar--Ramdas AS-CI,0.09664070679976322,2.3725682813951656
Bernoulli(0.5),0.5,0.25,88,2000,0.5,Shekhar--Ramdas rate CI,0.16328241983137243,4.008649181385254
Bernoulli(0.5),0.5,0.25,88,2800,0.7,Bridge-efficient betting,0.027264568582176962,1.0224583952395425
Bernoulli(0.5),0.5,0.25,88,2800,0.7,WSR running intersection,0.03484446303918953,1.3067147442532028
Bernoulli(0.5),0.5,0.25,88,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,88,2800,0.7,Bardenet--Maillard EBS,0.06045567339252117,2.267169957732284
Bernoulli(0.5),0.5,0.25,88,2800,0.7,Shekhar--Ramdas AS-CI,0.061583847654055224,2.3094780265917607
Bernoulli(0.5),0.5,0.25,88,2800,0.7,Shekhar--Ramdas rate CI,0.10696104485408042,4.011184623920266
Bernoulli(0.5),0.5,0.25,88,3200,0.8,Bridge-efficient betting,0.020829633250832424,1.022751774082434
Bernoulli(0.5),0.5,0.25,88,3200,0.8,WSR running intersection,0.028213440626859765,1.3853026650355007
Bernoulli(0.5),0.5,0.25,88,3200,0.8,Exact hypergeometric,0.0205,1.0065665158963855
Bernoulli(0.5),0.5,0.25,88,3200,0.8,Bardenet--Maillard EBS,0.048620756840829615,2.387318332366791
Bernoulli(0.5),0.5,0.25,88,3200,0.8,Shekhar--Ramdas AS-CI,0.04639004051631607,2.277788363648801
Bernoulli(0.5),0.5,0.25,88,3200,0.8,Shekhar--Ramdas rate CI,0.08147471754075392,4.0004742716409165
Bernoulli(0.5),0.5,0.25,88,3600,0.9,Bridge-efficient betting,0.014044186472892739,1.0343713058501554
Bernoulli(0.5),0.5,0.25,88,3600,0.9,WSR running intersection,0.020787909999489596,1.5310546932405273
Bernoulli(0.5),0.5,0.25,88,3600,0.9,Exact hypergeometric,0.01375,1.0127041166030706
Bernoulli(0.5),0.5,0.25,88,3600,0.9,Bardenet--Maillard EBS,0.03668793750903948,2.702110934187672
Bernoulli(0.5),0.5,0.25,88,3600,0.9,Shekhar--Ramdas AS-CI,0.02994723689893758,2.205650188250288
Bernoulli(0.5),0.5,0.25,88,3600,0.9,Shekhar--Ramdas rate CI,0.053703701194472764,3.9553424928337315
Bernoulli(0.5),0.5,0.25,89,400,0.1,Bridge-efficient betting,0.12643629955127833,1.0346873619687966
Bernoulli(0.5),0.5,0.25,89,400,0.1,WSR running intersection,0.11267291530966761,0.9220551528385419
Bernoulli(0.5),0.5,0.25,89,400,0.1,Exact hypergeometric,0.1235,1.0106582497008425
Bernoulli(0.5),0.5,0.25,89,400,0.1,Bardenet--Maillard EBS,0.3295537131292876,2.696892136790764
Bernoulli(0.5),0.5,0.25,89,400,0.1,Shekhar--Ramdas AS-CI,0.28120111495919553,2.3012002158589957
Bernoulli(0.5),0.5,0.25,89,400,0.1,Shekhar--Ramdas rate CI,0.4636920601245856,3.794608954540012
Bernoulli(0.5),0.5,0.25,89,1200,0.3,Bridge-efficient betting,0.06346072498708966,1.0199414908683355
Bernoulli(0.5),0.5,0.25,89,1200,0.3,WSR running intersection,0.07389193093404178,1.1875919510112574
Bernoulli(0.5),0.5,0.25,89,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,89,1200,0.3,Bardenet--Maillard EBS,0.14105324693139198,2.2670093825163717
Bernoulli(0.5),0.5,0.25,89,1200,0.3,Shekhar--Ramdas AS-CI,0.1473766304024967,2.368638873294531
Bernoulli(0.5),0.5,0.25,89,1200,0.3,Shekhar--Ramdas rate CI,0.24744097592946995,3.9768741681215007
Bernoulli(0.5),0.5,0.25,89,2000,0.5,Bridge-efficient betting,0.04149485193192959,1.018715330164848
Bernoulli(0.5),0.5,0.25,89,2000,0.5,WSR running intersection,0.05082081304863095,1.2476714323263907
Bernoulli(0.5),0.5,0.25,89,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,89,2000,0.5,Bardenet--Maillard EBS,0.08955498992486938,2.1986110778002845
Bernoulli(0.5),0.5,0.25,89,2000,0.5,Shekhar--Ramdas AS-CI,0.09634989385524367,2.36542870645998
Bernoulli(0.5),0.5,0.25,89,2000,0.5,Shekhar--Ramdas rate CI,0.16327950696666454,4.008577669383295
Bernoulli(0.5),0.5,0.25,89,2800,0.7,Bridge-efficient betting,0.027202395815402347,1.020126831945138
Bernoulli(0.5),0.5,0.25,89,2800,0.7,WSR running intersection,0.03372410377487556,1.2646997484160394
Bernoulli(0.5),0.5,0.25,89,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,89,2800,0.7,Bardenet--Maillard EBS,0.06045962972608049,2.2673183256204426
Bernoulli(0.5),0.5,0.25,89,2800,0.7,Shekhar--Ramdas AS-CI,0.06228383975469853,2.3357286821906897
Bernoulli(0.5),0.5,0.25,89,2800,0.7,Shekhar--Ramdas rate CI,0.10697203352546181,4.011596714039079
Bernoulli(0.5),0.5,0.25,89,3200,0.8,Bridge-efficient betting,0.020837654173374298,1.0231456078413241
Bernoulli(0.5),0.5,0.25,89,3200,0.8,WSR running intersection,0.028235933929681878,1.3864071043258743
Bernoulli(0.5),0.5,0.25,89,3200,0.8,Exact hypergeometric,0.02025,0.9942913144830149
Bernoulli(0.5),0.5,0.25,89,3200,0.8,Bardenet--Maillard EBS,0.04862152029276556,2.3873558184719235
Bernoulli(0.5),0.5,0.25,89,3200,0.8,Shekhar--Ramdas AS-CI,0.04667435233933209,2.291748303215698
Bernoulli(0.5),0.5,0.25,89,3200,0.8,Shekhar--Ramdas rate CI,0.08147684719835674,4.000578839544981
Bernoulli(0.5),0.5,0.25,89,3600,0.9,Bridge-efficient betting,0.013993159681558343,1.0306131210035088
Bernoulli(0.5),0.5,0.25,89,3600,0.9,WSR running intersection,0.02096974644809968,1.544447167426412
Bernoulli(0.5),0.5,0.25,89,3600,0.9,Exact hypergeometric,0.0135,0.9942913144830148
Bernoulli(0.5),0.5,0.25,89,3600,0.9,Bardenet--Maillard EBS,0.03668798286238739,2.7021142745165543
Bernoulli(0.5),0.5,0.25,89,3600,0.9,Shekhar--Ramdas AS-CI,0.02999087139578327,2.2088639216744
Bernoulli(0.5),0.5,0.25,89,3600,0.9,Shekhar--Ramdas rate CI,0.05370382894033021,3.955351901470511
Bernoulli(0.5),0.5,0.25,90,400,0.1,Bridge-efficient betting,0.1259332831017672,1.0305709431474717
Bernoulli(0.5),0.5,0.25,90,400,0.1,WSR running intersection,0.14908816823735815,1.2200581956426975
Bernoulli(0.5),0.5,0.25,90,400,0.1,Exact hypergeometric,0.124,1.0147499835052993
Bernoulli(0.5),0.5,0.25,90,400,0.1,Bardenet--Maillard EBS,0.33018966878986455,2.702096459339801
Bernoulli(0.5),0.5,0.25,90,400,0.1,Shekhar--Ramdas AS-CI,0.29276850968647683,2.3958616159292214
Bernoulli(0.5),0.5,0.25,90,400,0.1,Shekhar--Ramdas rate CI,0.4652654683045005,3.8074848894159454
Bernoulli(0.5),0.5,0.25,90,1200,0.3,Bridge-efficient betting,0.06350712645798917,1.020687255834263
Bernoulli(0.5),0.5,0.25,90,1200,0.3,WSR running intersection,0.07393439281731873,1.1882743988802877
Bernoulli(0.5),0.5,0.25,90,1200,0.3,Exact hypergeometric,0.06275,1.0085187108248193
Bernoulli(0.5),0.5,0.25,90,1200,0.3,Bardenet--Maillard EBS,0.14098998391559514,2.265992618609849
Bernoulli(0.5),0.5,0.25,90,1200,0.3,Shekhar--Ramdas AS-CI,0.14575565619751213,2.342586557509809
Bernoulli(0.5),0.5,0.25,90,1200,0.3,Shekhar--Ramdas rate CI,0.24726992092503275,3.974124970152494
Bernoulli(0.5),0.5,0.25,90,2000,0.5,Bridge-efficient betting,0.04166076518595219,1.022788567385398
Bernoulli(0.5),0.5,0.25,90,2000,0.5,WSR running intersection,0.04869778221473098,1.1955501701405542
Bernoulli(0.5),0.5,0.25,90,2000,0.5,Exact hypergeometric,0.041,1.0065665158963855
Bernoulli(0.5),0.5,0.25,90,2000,0.5,Bardenet--Maillard EBS,0.08953461723657108,2.198110920095898
Bernoulli(0.5),0.5,0.25,90,2000,0.5,Shekhar--Ramdas AS-CI,0.09532506209595276,2.3402686739397502
Bernoulli(0.5),0.5,0.25,90,2000,0.5,Shekhar--Ramdas rate CI,0.1632234241824641,4.007200814439529
Bernoulli(0.5),0.5,0.25,90,2800,0.7,Bridge-efficient betting,0.027201347518712393,1.0200875193938275
Bernoulli(0.5),0.5,0.25,90,2800,0.7,WSR running intersection,0.031945537403225976,1.1980010910467598
Bernoulli(0.5),0.5,0.25,90,2800,0.7,Exact hypergeometric,0.02675,1.003161373715524
Bernoulli(0.5),0.5,0.25,90,2800,0.7,Bardenet--Maillard EBS,0.06045994385920406,2.2673301060397235
Bernoulli(0.5),0.5,0.25,90,2800,0.7,Shekhar--Ramdas AS-CI,0.06192352775710602,2.3222164923413033
Bernoulli(0.5),0.5,0.25,90,2800,0.7,Shekhar--Ramdas rate CI,0.106972906026579,4.01162943401737
Bernoulli(0.5),0.5,0.25,90,3200,0.8,Bridge-efficient betting,0.020832815766334445,1.0229080381575877
Bernoulli(0.5),0.5,0.25,90,3200,0.8,WSR running intersection,0.026670307666063375,1.3095335934299546
Bernoulli(0.5),0.5,0.25,90,3200,0.8,Exact hypergeometric,0.0205,1.0065665158963855
Bernoulli(0.5),0.5,0.25,90,3200,0.8,Bardenet--Maillard EBS,0.04862167527682709,2.3873634283142082
Bernoulli(0.5),0.5,0.25,90,3200,0.8,Shekhar--Ramdas AS-CI,0.04653988966691264,2.2851460776695824
Bernoulli(0.5),0.5,0.25,90,3200,0.8,Shekhar--Ramdas rate CI,0.08147727952803446,4.000600067280465
Bernoulli(0.5),0.5,0.25,90,3600,0.9,Bridge-efficient betting,0.01407388579100366,1.0365586965200633
Bernoulli(0.5),0.5,0.25,90,3600,0.9,WSR running intersection,0.02093481039628392,1.5418740849906536
Bernoulli(0.5),0.5,0.25,90,3600,0.9,Exact hypergeometric,0.01375,1.0127041166030706
