distribution,n,method,calibration,mean,lo,hi,replications,noncoverage,empty_rate,sample_mean_exclusion_rate,poisson_round_fraction
"Beta(0.5,0.5)",100,PE-betting,Uniformly randomized,1.830542598074923,1.720472902059555,1.9191772267222404,120,0.0,0.0,0.0,0.42133333333333334
"Beta(0.5,0.5)",500,PE-betting,Deterministic,1.8823895844086977,1.8304299126662864,1.9318103727852387,120,0.008333333333333333,0.0,0.0,0.2246
"Beta(0.5,0.5)",500,PE-betting,Uniformly randomized,1.8289460030986453,1.7924702190204893,1.8666797046485777,120,0.008333333333333333,0.0,0.0,0.2246
"Beta(0.5,0.5)",1000,PE-betting,Deterministic,1.8619647521181788,1.834202068740208,1.8989207510007986,120,0.008333333333333333,0.0,0.0,0.16769166666666668
"Beta(0.5,0.5)",1000,PE-betting,Uniformly randomized,1.8232077120764627,1.791312251037606,1.850658436658032,120,0.016666666666666666,0.0,0.0,0.16769166666666668
"Beta(0.5,0.5)",5000,PE-betting,Deterministic,1.8400228284598799,1.8261958863832055,1.853618930930171,120,0.025,0.0,0.0,0.028361666666666667
"Beta(0.5,0.5)",5000,PE-betting,Uniformly randomized,1.8237349280571449,1.810586833964421,1.8368671128121294,120,0.025,0.0,0.0,0.028361666666666667
"Beta(0.5,0.5)",10000,PE-betting,Deterministic,1.8338656130557258,1.8216570373624563,1.8468212056905031,120,0.008333333333333333,0.0,0.0,0.019646666666666666
"Beta(0.5,0.5)",10000,PE-betting,Uniformly randomized,1.8219693920885522,1.8090079072862864,1.8349953275173903,120,0.008333333333333333,0.0,0.0,0.019646666666666666
"Beta(1,5)",10,PE-betting,Deterministic,1.6458398739779276,1.5078371528732615,1.7692259935249166,120,0.0,0.0,0.0,0.2225
"Beta(1,5)",10,PE-betting,Uniformly randomized,1.4163457642624262,1.17361174149108,1.6193086523148628,120,0.0,0.0,0.0,0.2225
"Beta(1,5)",50,PE-betting,Deterministic,1.1723104121521912,1.026196969682612,1.3077118255434335,120,0.0,0.0,0.0,0.5183333333333333
"Beta(1,5)",50,PE-betting,Uniformly randomized,0.940232205380227,0.7518394033909467,1.109749620399002,120,0.008333333333333333,0.0,0.0,0.5183333333333333
"Beta(1,5)",100,PE-betting,Deterministic,0.976902910352995,0.870660956017673,1.115696169435978,120,0.0,0.0,0.0,0.6038333333333333
"Beta(1,5)",100,PE-betting,Uniformly randomized,0.8407968474396815,0.7305379426106811,0.9718852937221527,120,0.008333333333333333,0.0,0.0,0.6038333333333333
"Beta(1,5)",500,PE-betting,Deterministic,0.7967574268792639,0.7295995112358674,0.8631336512848491,120,0.008333333333333333,0.0,0.0,0.8813166666666666
"Beta(1,5)",500,PE-betting,Uniformly randomized,0.746770208582341,0.6791048154863963,0.8237879410441569,120,0.008333333333333333,0.0,0.0,0.8813166666666666
"Beta(1,5)",1000,PE-betting,Deterministic,0.7730710430542505,0.7333261460890825,0.8202369769534334,120,0.016666666666666666,0.0,0.0,0.9409333333333333
"Beta(1,5)",1000,PE-betting,Uniformly randomized,0.7418502768234354,0.7045348487862677,0.786310307783018,120,0.025,0.0,0.0,0.9409333333333333
"Beta(1,5)",5000,PE-betting,Deterministic,0.7403307572776927,0.7203745932927088,0.7597185710105071,120,0.008333333333333333,0.0,0.0,0.9877466666666667
"Beta(1,5)",5000,PE-betting,Uniformly randomized,0.727478956627575,0.710363195533558,0.7489375520412122,120,0.008333333333333333,0.0,0.0,0.9877466666666667
"Beta(1,5)",10000,PE-betting,Deterministic,0.7362958036052684,0.723377512767911,0.7482625916600227,120,0.0,0.0,0.0,0.9940391666666667
"Beta(1,5)",10000,PE-betting,Uniformly randomized,0.7283048362781605,0.7142535224556923,0.7406840194016695,120,0.0,0.0,0.0,0.9940391666666667
"Beta(2,2)",10,PE-betting,Deterministic,1.9218688624381315,1.6477230291672367,2.2402598999642094,120,0.0,0.0,0.0,0.06333333333333334
"Beta(2,2)",10,PE-betting,Uniformly randomized,1.4796570001884402,1.1444960472504475,1.8092095904006043,120,0.016666666666666666,0.0,0.0,0.06333333333333334
"Beta(2,2)",50,PE-betting,Deterministic,1.3995044590433396,1.253721584184799,1.5418206082076469,120,0.008333333333333333,0.0,0.0,0.37633333333333335
"Beta(2,2)",50,PE-betting,Uniformly randomized,1.221286439266611,1.0897227419047508,1.3669301858964917,120,0.025,0.0,0.0,0.37633333333333335
"Beta(2,2)",100,PE-betting,Deterministic,1.2986828330128144,1.1965622687712312,1.4009104575961828,120,0.0,0.0,0.0,0.3416666666666667
"Beta(2,2)",100,PE-betting,Uniformly randomized,1.2034201660038282,1.1194380959495902,1.3076125448569655,120,0.008333333333333333,0.0,0.0,0.3416666666666667
"Beta(2,2)",500,PE-betting,Deterministic,1.2039988538610946,1.1608255065024142,1.2478288615519977,120,0.0,0.0,0.0,0.24806666666666669
"Beta(2,2)",500,PE-betting,Uniformly randomized,1.159108838794505,1.1125859089873162,1.1988768759890005,120,0.0,0.0,0.0,0.24806666666666669
"Beta(2,2)",1000,PE-betting,Deterministic,1.185783633544349,1.153057297050711,1.2175356443791139,120,0.008333333333333333,0.0,0.0,0.15176666666666666
"Beta(2,2)",1000,PE-betting,Uniformly randomized,1.1578804492350845,1.1281201173919992,1.1851084554943885,120,0.008333333333333333,0.0,0.0,0.15176666666666666
"Beta(2,2)",5000,PE-betting,Deterministic,1.1664399945586452,1.1519454672554679,1.1817586990941569,120,0.016666666666666666,0.0,0.0,0.02877
"Beta(2,2)",5000,PE-betting,Uniformly randomized,1.1535509005330407,1.1382246331626422,1.1677142628155535,120,0.025,0.0,0.0,0.02877
"Beta(2,2)",10000,PE-betting,Deterministic,1.1621007944146793,1.1519460193812847,1.1716068536043167,120,0.008333333333333333,0.0,0.0,0.01398
"Beta(2,2)",10000,PE-betting,Uniformly randomized,1.1522036596822243,1.1422761995345354,1.1616510804742575,120,0.008333333333333333,0.0,0.0,0.01398
"Beta(20,80)",10,PE-betting,Deterministic,1.6814630292244295,1.6563949885376168,1.7056796218000096,120,0.0,0.0,0.0,0.06833333333333334
"Beta(20,80)",10,PE-betting,Uniformly randomized,1.3752788594715057,1.1498294868503547,1.6031071508972141,120,0.0,0.0,0.0,0.06833333333333334
"Beta(20,80)",50,PE-betting,Deterministic,0.8884479712316847,0.8408741539621543,0.9383385047261182,120,0.0,0.0,0.0,0.7933333333333333
"Beta(20,80)",50,PE-betting,Uniformly randomized,0.6895025839968901,0.5119058314321188,0.8187446725871824,120,0.008333333333333333,0.0,0.008333333333333333,0.7933333333333333
"Beta(20,80)",100,PE-betting,Deterministic,0.6673601854903003,0.6155371917411685,0.7305456344038248,120,0.0,0.0,0.0,0.8929166666666667
"Beta(20,80)",100,PE-betting,Uniformly randomized,0.5195025850553066,0.4295253036543727,0.6114325998350978,120,0.0,0.0,0.0,0.8929166666666667
"Beta(20,80)",500,PE-betting,Deterministic,0.34403808415588005,0.3201769222527539,0.36448681617240186,120,0.0,0.0,0.0,0.9789833333333333
"Beta(20,80)",500,PE-betting,Uniformly randomized,0.29526021959061427,0.2547206405719959,0.3339051388820864,120,0.0,0.0,0.0,0.9789833333333333
"Beta(20,80)",1000,PE-betting,Deterministic,0.281623777266581,0.262184586210537,0.2987637042543187,120,0.0,0.0,0.0,0.9291250000000001
"Beta(20,80)",1000,PE-betting,Uniformly randomized,0.2508249771921374,0.21783009636590686,0.28264864109669674,120,0.008333333333333333,0.0,0.0,0.9291250000000001
"Beta(20,80)",5000,PE-betting,Deterministic,0.22230318642972155,0.2148948674868993,0.2311859020127053,120,0.0,0.0,0.0,0.24350833333333333
"Beta(20,80)",5000,PE-betting,Uniformly randomized,0.212996777029979,0.20297626556362483,0.2247958339175064,120,0.0,0.0,0.0,0.24350833333333333
"Beta(20,80)",10000,PE-betting,Deterministic,0.2145792117031912,0.2103317342698574,0.2188780065625906,120,0.03333333333333333,0.0,0.0,0.250415
"Beta(20,80)",10000,PE-betting,Uniformly randomized,0.20740950480103493,0.19669760949909687,0.21561098285019398,120,0.03333333333333333,0.0,0.0,0.250415
"Beta(50,50)",10,PE-betting,Deterministic,1.3837527449616815,1.3768539677924183,1.3939361368912009,120,0.0,0.0,0.0,0.0
"Beta(50,50)",10,PE-betting,Uniformly randomized,1.183424018622374,0.9840450066445308,1.325272303633313,120,0.0,0.0,0.0,0.0
"Beta(50,50)",50,PE-betting,Deterministic,0.7738514482799287,0.7627430341280049,0.786180603532607,120,0.0,0.0,0.0,0.0005
"Beta(50,50)",50,PE-betting,Uniformly randomized,0.6390395355599399,0.5177638469313393,0.7430542207740158,120,0.016666666666666666,0.0,0.008333333333333333,0.0005
"Beta(50,50)",100,PE-betting,Deterministic,0.5852091879739115,0.5719876419752836,0.5976785141974688,120,0.0,0.0,0.0,0.015416666666666667
"Beta(50,50)",100,PE-betting,Uniformly randomized,0.48612047685310245,0.371267469599843,0.5637662280350924,120,0.0,0.0,0.0,0.015416666666666667
"Beta(50,50)",500,PE-betting,Deterministic,0.3384313393678347,0.32851467774571624,0.34993213836058074,120,0.0,0.0,0.0,0.06728333333333333
"Beta(50,50)",500,PE-betting,Uniformly randomized,0.2996604792915596,0.24742426865198125,0.3313667081130101,120,0.008333333333333333,0.0,0.0,0.06728333333333333
"Beta(50,50)",1000,PE-betting,Deterministic,0.3008836082618325,0.29047025981182917,0.30962939659139466,120,0.0,0.0,0.0,0.06066666666666667
"Beta(50,50)",1000,PE-betting,Uniformly randomized,0.2732813349404481,0.24105164008243804,0.2980079443259043,120,0.0,0.0,0.0,0.06066666666666667
"Beta(50,50)",5000,PE-betting,Deterministic,0.2690752866212714,0.26458204402875035,0.27356870702080954,120,0.0,0.0,0.0,0.018571666666666667
"Beta(50,50)",5000,PE-betting,Uniformly randomized,0.2596722550225305,0.25023813463514194,0.2683158004111051,120,0.008333333333333333,0.0,0.0,0.018571666666666667
"Beta(50,50)",10000,PE-betting,Deterministic,0.26392473994443816,0.2611983008682728,0.2668094262480736,120,0.008333333333333333,0.0,0.0,0.004885
"Beta(50,50)",10000,PE-betting,Uniformly randomized,0.2572089829482138,0.24935143999755383,0.2635180205106735,120,0.008333333333333333,0.0,0.0,0.004885
"Uniform(0,1)",10,PE-betting,Deterministic,2.228793660229544,1.874034816092042,2.571099623139665,120,0.0,0.0,0.0,0.0875
"Uniform(0,1)",10,PE-betting,Uniformly randomized,1.7320194907686834,1.3679051683792391,2.0777217640656622,120,0.0,0.0,0.0,0.0875
"Uniform(0,1)",50,PE-betting,Deterministic,1.7121140362695604,1.5267059541269634,1.8715985921124563,120,0.0,0.0,0.0,0.4091666666666667
"Uniform(0,1)",50,PE-betting,Uniformly randomized,1.5284009838116936,1.365560699128204,1.6755649635356105,120,0.008333333333333333,0.0,0.0,0.4091666666666667
"Uniform(0,1)",100,PE-betting,Deterministic,1.6325774885869275,1.5254689641296864,1.7518486864864826,120,0.0,0.0,0.0,0.40191666666666664
"Uniform(0,1)",100,PE-betting,Uniformly randomized,1.5065110931172967,1.3977330448105931,1.6174648432061076,120,0.008333333333333333,0.0,0.0,0.40191666666666664
"Uniform(0,1)",500,PE-betting,Deterministic,1.5379981103159068,1.4888754388398946,1.5898595282923453,120,0.008333333333333333,0.0,0.0,0.23426666666666665
"Uniform(0,1)",500,PE-betting,Uniformly randomized,1.4947920217094746,1.4518651759536783,1.5409522352744205,120,0.008333333333333333,0.0,0.0,0.23426666666666665
"Uniform(0,1)",1000,PE-betting,Deterministic,1.5259863393211581,1.4933997986526522,1.5597415435091397,120,0.008333333333333333,0.0,0.0,0.15331666666666666
"Uniform(0,1)",1000,PE-betting,Uniformly randomized,1.493419406395986,1.4580480571625014,1.5222758088283235,120,0.016666666666666666,0.0,0.0,0.15331666666666666
"Uniform(0,1)",5000,PE-betting,Deterministic,1.5018408168528903,1.4857384383162215,1.5202147645469304,120,0.0,0.0,0.0,0.027483333333333335
"Uniform(0,1)",5000,PE-betting,Uniformly randomized,1.4883984263537817,1.4746185389285638,1.5022541616427063,120,0.0,0.0,0.0,0.027483333333333335
"Uniform(0,1)",10000,PE-betting,Deterministic,1.4998101598272722,1.488894084468484,1.5142396558076143,120,0.016666666666666666,0.0,0.0,0.013826666666666666
"Uniform(0,1)",10000,PE-betting,Uniformly randomized,1.4884808201653261,1.479322798550129,1.498983260244131,120,0.016666666666666666,0.0,0.0,0.013826666666666666
"Uniform(0.45,0.55)",10,PE-betting,Deterministic,1.3754216073550096,1.3743962548590813,1.3767107301755028,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",10,PE-betting,Uniformly randomized,1.1363614995000728,0.9300607800944223,1.3111190223279978,120,0.008333333333333333,0.0,0.008333333333333333,0.0
"Uniform(0.45,0.55)",50,PE-betting,Deterministic,0.7532736930790894,0.747971300636241,0.7601325366980366,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",50,PE-betting,Uniformly randomized,0.5975800119825397,0.48119696655022776,0.7082592393438734,120,0.016666666666666666,0.0,0.03333333333333333,0.0
"Uniform(0.45,0.55)",100,PE-betting,Deterministic,0.5549864449227849,0.5502542285248637,0.5611920980736613,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",100,PE-betting,Uniformly randomized,0.45173244806937873,0.3669798271730542,0.5237813256680965,120,0.008333333333333333,0.008333333333333333,0.008333333333333333,0.0
"Uniform(0.45,0.55)",500,PE-betting,Deterministic,0.2771664264398847,0.27390226191790495,0.280175109789996,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",500,PE-betting,Uniformly randomized,0.2342836229683528,0.1831017815076667,0.2689270222433392,120,0.025,0.0,0.008333333333333333,0.0
"Uniform(0.45,0.55)",1000,PE-betting,Deterministic,0.2182701054355083,0.2153462662806965,0.221390546251562,120,0.0,0.0,0.0,0.0005583333333333333
"Uniform(0.45,0.55)",1000,PE-betting,Uniformly randomized,0.19275492598328903,0.16566169513434154,0.21389078874265458,120,0.008333333333333333,0.0,0.008333333333333333,0.0005583333333333333
"Uniform(0.45,0.55)",5000,PE-betting,Deterministic,0.1644989302231834,0.16175461940288588,0.1678131300946507,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",5000,PE-betting,Uniformly randomized,0.15550662076075536,0.14657834267841266,0.1638025084302499,120,0.016666666666666666,0.0,0.0,0.0
"Uniform(0.45,0.55)",10000,PE-betting,Deterministic,0.15782703490306935,0.15593296848237514,0.1595694851130247,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",10000,PE-betting,Uniformly randomized,0.15187471406534314,0.14477931894361973,0.15753837302327156,120,0.008333333333333333,0.0,0.0,0.0
