distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,u_plus,u_minus
"Beta(0.5,0.5)",0.5,0.125,10000,15,Gaffke,0.4957275240087869,0.5139897454051398,0.018262221396352862,1.8262221396352862,2.582668117778234,True,False,cornish-fisher,0.013285636901855469,,
"Beta(0.5,0.5)",0.5,0.125,50000,15,STaR,0.4968265491211298,0.5052880926176694,0.008461543496539603,1.892058645283381,2.675774996965022,True,False,direct-two-arm,0.09581279754638672,,
"Beta(0.5,0.5)",0.5,0.125,50000,15,Probit-STaR,0.49734326401288487,0.5045203814668585,0.007177117453973647,1.6048522509585292,2.2696038189105416,True,False,randomized,0.17974138259887695,0.06990639519724884,0.00560262125392641
"Beta(0.5,0.5)",0.5,0.125,50000,15,Gaffke,0.4969860168646267,0.5051216569416425,0.008135640077015782,1.8191844252678913,2.5727152866717558,True,False,cornish-fisher,0.03353691101074219,,
"Beta(0.5,0.5)",0.5,0.125,100000,15,STaR,0.49756367223522113,0.503246527485236,0.005682855250014884,1.797076620309266,2.541450129064969,True,False,direct-two-arm,0.16402864456176758,,
"Beta(0.5,0.5)",0.5,0.125,100000,15,Probit-STaR,0.4971556522494206,0.5029192547840076,0.005763602534586965,1.822611153721421,2.577561412525307,True,False,randomized,0.35890746116638184,0.7475575881811137,0.17708943672162847
"Beta(0.5,0.5)",0.5,0.125,100000,15,Gaffke,0.49729981463859646,0.5030522839190367,0.005752469280440209,1.8190905096340946,2.572582469908722,True,False,cornish-fisher,0.022008895874023438,,
"Beta(0.5,0.5)",0.5,0.125,500000,15,STaR,0.49890865533952555,0.501592975842394,0.002684320502868487,1.8981012304563905,2.684320502868487,True,False,direct-two-arm,0.6263346672058105,,
"Beta(0.5,0.5)",0.5,0.125,500000,15,Probit-STaR,0.49899450401709466,0.5016627165058485,0.0026682124887538183,1.8867111444444598,2.6682124887538183,True,False,randomized,1.8186204433441162,0.6870182910431797,0.816949880180892
"Beta(0.5,0.5)",0.5,0.125,500000,15,Gaffke,0.4990356488728933,0.5016112763270331,0.0025756274541397506,1.821243638632461,2.5756274541397506,True,False,cornish-fisher,0.01682257652282715,,
"Beta(0.5,0.5)",0.5,0.125,1000000,15,STaR,0.4994205105998054,0.5012982029708919,0.0018776923710864812,1.8776923710864812,2.655458017154996,True,False,direct-two-arm,1.2149684429168701,,
"Beta(0.5,0.5)",0.5,0.125,1000000,15,Probit-STaR,0.49945139040065234,0.501331519774523,0.0018801293738706093,1.8801293738706093,2.6589044595438507,True,False,randomized,3.647496223449707,0.9137740146072048,0.5268018039769369
"Beta(0.5,0.5)",0.5,0.125,1000000,15,Gaffke,0.4995085376392665,0.5013302138517167,0.0018216762124502184,1.8216762124502184,2.5762392058995505,True,False,cornish-fisher,0.03872394561767578,,
"Beta(0.5,0.5)",0.5,0.125,10,16,STaR,0.1284893039285583,0.7329855346273384,0.6044962306987801,1.9115849259947433,2.703389327969735,True,False,direct-two-arm,0.00032210350036621094,,
"Beta(0.5,0.5)",0.5,0.125,10,16,Probit-STaR,0.07424315256783412,0.8095733629958104,0.7353302104279763,2.325318297283303,3.2884966728523595,True,False,randomized,0.00013947486877441406,0.7151552703448384,0.5290482206634018
"Beta(0.5,0.5)",0.5,0.125,10,16,Gaffke,0.18697863867598286,0.7063846191981675,0.5194059805221847,1.6425059287631572,2.3228541607350732,True,False,bspline-exact,0.00029850006103515625,,
"Beta(0.5,0.5)",0.5,0.125,50,16,STaR,0.3660374748827028,0.6470531588002244,0.28101568391752163,1.9870809571785497,2.810156839175216,True,False,direct-two-arm,0.00017404556274414062,,
"Beta(0.5,0.5)",0.5,0.125,50,16,Probit-STaR,0.40339739499886473,0.6336652857301854,0.2302678907313207,1.6282398702563983,2.302678907313207,True,False,randomized,0.00028777122497558594,0.04991397379440765,0.15133177455703428
"Beta(0.5,0.5)",0.5,0.125,50,16,Gaffke,0.3659196079704129,0.6441103875593929,0.27819077958898,1.9671058671093995,2.7819077958897998,True,False,bspline-exact,0.0002548694610595703,,
"Beta(0.5,0.5)",0.5,0.125,100,16,STaR,0.44299864178498227,0.6367474222430582,0.19374878045807598,1.9374878045807598,2.740021530170583,True,False,direct-two-arm,0.0002262592315673828,,
"Beta(0.5,0.5)",0.5,0.125,100,16,Probit-STaR,0.37457944973289925,0.6273280617916235,0.25274861205872423,2.527486120587242,3.5744051504442376,True,False,randomized,0.0004811286926269531,0.9915270783996712,0.23162404712131313
"Beta(0.5,0.5)",0.5,0.125,100,16,Gaffke,0.43438428819877184,0.6284268696664818,0.19404258146770992,1.9404258146770992,2.7441765038952153,True,False,bspline-exact,0.0003428459167480469,,
"Beta(0.5,0.5)",0.5,0.125,500,16,STaR,0.449684369193586,0.5324901439974155,0.08280577480382945,1.8515934139090195,2.618548517950835,True,False,direct-two-arm,0.0007853507995605469,,
"Beta(0.5,0.5)",0.5,0.125,500,16,Probit-STaR,0.4382323002399786,0.525367221119067,0.08713492087908836,1.9483960629970731,2.755448137164804,True,False,randomized,0.0020813941955566406,0.8258500251049564,0.09774897539107874
"Beta(0.5,0.5)",0.5,0.125,500,16,Gaffke,0.4497788083081152,0.5338863866404332,0.08410757833231802,1.880702625739515,2.659715160111513,True,False,bspline-exact,0.0045773983001708984,,
"Beta(0.5,0.5)",0.5,0.125,1000,16,STaR,0.47368510697122235,0.5330211844643618,0.059336077493139405,1.8763715229857452,2.6535900558571,True,False,direct-two-arm,0.0016183853149414062,,
"Beta(0.5,0.5)",0.5,0.125,1000,16,Probit-STaR,0.47224881532167506,0.5368620777401443,0.06461326241846921,2.043250762965223,2.8895929403145924,True,False,randomized,0.0042345523834228516,0.35401883151583124,0.9085202166846341
"Beta(0.5,0.5)",0.5,0.125,1000,16,Gaffke,0.47277622926191404,0.5317364453803715,0.05896021611845742,1.864485742700975,2.6367810241789913,True,False,bspline-exact,0.015643596649169922,,
"Beta(0.5,0.5)",0.5,0.125,5000,16,STaR,0.4844712397063389,0.5112344865911413,0.026763246884802472,1.8924473358813572,2.676324688480247,True,False,direct-two-arm,0.007924795150756836,,
"Beta(0.5,0.5)",0.5,0.125,5000,16,Probit-STaR,0.48561711482431047,0.5139626942251647,0.02834557940085425,2.0043351411005754,2.834557940085425,True,False,randomized,0.019914865493774414,0.24828082349925418,0.9769350122021171
"Beta(0.5,0.5)",0.5,0.125,5000,16,Gaffke,0.4852525750668125,0.5112873036678316,0.026034728601019075,1.8409333140131947,2.6034728601019075,True,False,bspline-exact,0.43830227851867676,,
"Beta(0.5,0.5)",0.5,0.125,10000,16,STaR,0.4872738519490226,0.505839186916516,0.018565334967493352,1.8565334967493352,2.625534850102856,True,False,direct-two-arm,0.014107704162597656,,
"Beta(0.5,0.5)",0.5,0.125,10000,16,Probit-STaR,0.48741973355968526,0.5071079591156389,0.01968822555595362,1.968822555595362,2.784335560029018,True,False,randomized,0.0384364128112793,0.7576533073373477,0.7052192388475487
"Beta(0.5,0.5)",0.5,0.125,10000,16,Gaffke,0.4882191692393691,0.5066163701539227,0.018397200914553602,1.8397200914553602,2.601757104306441,True,False,cornish-fisher,0.021847963333129883,,
"Beta(0.5,0.5)",0.5,0.125,50000,16,STaR,0.49426824122331237,0.5027166101300273,0.008448368906714965,1.889112717441024,2.6716088258565884,True,False,direct-two-arm,0.09587216377258301,,
"Beta(0.5,0.5)",0.5,0.125,50000,16,Probit-STaR,0.4946412301715093,0.5023297083070313,0.007688478135521981,1.719195975454799,2.4313102648654192,True,False,randomized,0.18197250366210938,0.35579392403527643,0.03575951491821583
"Beta(0.5,0.5)",0.5,0.125,50000,16,Gaffke,0.49459277524448203,0.5027586260146456,0.008165850770163574,1.8259397416204763,2.5822687466757026,True,False,cornish-fisher,0.022253751754760742,,
"Beta(0.5,0.5)",0.5,0.125,100000,16,STaR,0.4954071557037683,0.5013179759678081,0.005910820264039829,1.8691654874243713,2.6433991826352625,True,False,direct-two-arm,0.15790271759033203,,
"Beta(0.5,0.5)",0.5,0.125,100000,16,Probit-STaR,0.49557033111156645,0.5013083940746632,0.005738062963096757,1.8145348320840453,2.5661397689316434,True,False,randomized,0.3588531017303467,0.050878856990560384,0.8639620958367409
"Beta(0.5,0.5)",0.5,0.125,100000,16,Gaffke,0.4953321071981481,0.5011046439455208,0.005772536747372714,1.8254363998717775,2.5815569139481838,True,False,cornish-fisher,0.022203683853149414,,
"Beta(0.5,0.5)",0.5,0.125,500000,16,STaR,0.4985465880969386,0.5012101481214366,0.002663560024498024,1.8834213554199595,2.663560024498024,True,False,direct-two-arm,0.6355106830596924,,
"Beta(0.5,0.5)",0.5,0.125,500000,16,Probit-STaR,0.4986084857821115,0.5012536235692526,0.0026451377871411497,1.8703948664602854,2.6451377871411497,True,False,randomized,1.8092548847198486,0.8892709598534748,0.39099396784498386
"Beta(0.5,0.5)",0.5,0.125,500000,16,Gaffke,0.49867984108719204,0.501256886786012,0.0025770456988199464,1.8222464890632093,2.5770456988199464,True,False,cornish-fisher,0.022029876708984375,,
"Beta(0.5,0.5)",0.5,0.125,1000000,16,STaR,0.4990634375822325,0.5009135706052277,0.0018501330229951929,1.8501330229951929,2.616483213314135,True,False,direct-two-arm,1.2345049381256104,,
"Beta(0.5,0.5)",0.5,0.125,1000000,16,Probit-STaR,0.4991330780197908,0.5010334020752287,0.0019003240554379408,1.9003240554379408,2.6874640521041773,True,False,randomized,3.5988986492156982,0.662694514063871,0.9355263435676827
"Beta(0.5,0.5)",0.5,0.125,1000000,16,Gaffke,0.4991489407732043,0.5009714605722949,0.001822519799090594,1.822519799090594,2.5774322175674063,True,False,cornish-fisher,0.028049945831298828,,
"Beta(0.5,0.5)",0.5,0.125,10,17,STaR,0.11526656333395885,0.7951549379232614,0.6798883745893025,2.1499958183719423,3.0405532453870423,True,False,direct-two-arm,0.0003509521484375,,
"Beta(0.5,0.5)",0.5,0.125,10,17,Probit-STaR,0.15478178356025135,0.839495961262394,0.6847141777021426,2.1652563477480475,3.0621348929997234,True,False,randomized,0.00022935867309570312,0.1288520700696837,0.5466176733471168
"Beta(0.5,0.5)",0.5,0.125,10,17,Gaffke,0.14635238722426505,0.7584240902861761,0.612071703061911,1.9355406730138953,2.7372678703009985,True,False,bspline-exact,0.00029587745666503906,,
"Beta(0.5,0.5)",0.5,0.125,50,17,STaR,0.28672723681729984,0.5748559427426807,0.28812870592538087,2.037377618143414,2.8812870592538085,True,False,direct-two-arm,0.0002028942108154297,,
"Beta(0.5,0.5)",0.5,0.125,50,17,Probit-STaR,0.26286067907124055,0.5882289947749091,0.32536831570366853,2.3007014241730945,3.253683157036685,True,False,randomized,0.00035691261291503906,0.48537754309016945,0.5043929221174448
"Beta(0.5,0.5)",0.5,0.125,50,17,Gaffke,0.29602663848230926,0.5678302543213367,0.27180361583902746,1.9219417991079961,2.7180361583902743,True,False,bspline-exact,0.0003287792205810547,,
"Beta(0.5,0.5)",0.5,0.125,100,17,STaR,0.35633765930602734,0.5511050587543309,0.19476739944830357,1.9476739944830357,2.7544269780792896,True,False,direct-two-arm,0.00026345252990722656,,
"Beta(0.5,0.5)",0.5,0.125,100,17,Probit-STaR,0.3345741177909891,0.5513645274986481,0.21679040970765895,2.1679040970765895,3.0658793760099115,True,False,randomized,0.0004601478576660156,0.6697274173599106,0.35727906355616523
"Beta(0.5,0.5)",0.5,0.125,100,17,Gaffke,0.35568026098748157,0.548053014159636,0.19237275317215446,1.9237275317215445,2.7205615656711264,True,False,bspline-exact,0.0003561973571777344,,
"Beta(0.5,0.5)",0.5,0.125,500,17,STaR,0.45551716701718736,0.5387738197890013,0.08325665277181393,1.8616753517687226,2.63280653120703,True,False,direct-two-arm,0.0008444786071777344,,
"Beta(0.5,0.5)",0.5,0.125,500,17,Probit-STaR,0.4646536751238689,0.5405181173587512,0.07586444223488231,1.6963804991230294,2.399044308805028,True,False,randomized,0.0020401477813720703,0.0374728771469931,0.4840168186150241
"Beta(0.5,0.5)",0.5,0.125,500,17,Gaffke,0.45416623667278944,0.5368156854124984,0.08264944873970892,1.8480978568487347,2.613605053748131,True,False,bspline-exact,0.004287242889404297,,
"Beta(0.5,0.5)",0.5,0.125,1000,17,STaR,0.47198051532870666,0.5312746605724503,0.05929414524374366,1.8750455088306972,2.651714788655133,True,False,direct-two-arm,0.0015783309936523438,,
"Beta(0.5,0.5)",0.5,0.125,1000,17,Probit-STaR,0.4711921099709314,0.5346193247525184,0.06342721478158697,2.0057446435051407,2.836551277502158,True,False,randomized,0.004178524017333984,0.5649439309402582,0.7374773640436055
"Beta(0.5,0.5)",0.5,0.125,1000,17,Gaffke,0.4717807121658322,0.52987257082447,0.05809185865863786,1.8370258687386953,2.59794689800048,True,False,bspline-exact,0.014064550399780273,,
"Beta(0.5,0.5)",0.5,0.125,5000,17,STaR,0.4836564695905283,0.5098887118642319,0.026232242273703577,1.8548996397464217,2.6232242273703577,True,False,direct-two-arm,0.007668972015380859,,
"Beta(0.5,0.5)",0.5,0.125,5000,17,Probit-STaR,0.4809429651822451,0.5076464431633758,0.026703477981130708,1.8882210361723182,2.6703477981130708,True,False,randomized,0.020085811614990234,0.9945362628663421,0.01597202599589742
"Beta(0.5,0.5)",0.5,0.125,5000,17,Gaffke,0.48414299824792695,0.5098114456208759,0.025668447372948933,1.8150333199942212,2.5668447372948933,True,False,bspline-exact,0.4362456798553467,,
"Beta(0.5,0.5)",0.5,0.125,10000,17,STaR,0.4909782327005048,0.5096847586818949,0.01870652598139011,1.870652598139011,2.645502274776656,True,False,direct-two-arm,0.014232397079467773,,
"Beta(0.5,0.5)",0.5,0.125,10000,17,Probit-STaR,0.4911839013755931,0.5097577216060931,0.018573820230500027,1.8573820230500027,2.6267348475052903,True,False,randomized,0.0382077693939209,0.6254064961325957,0.37436281223346657
"Beta(0.5,0.5)",0.5,0.125,10000,17,Gaffke,0.49153052575757433,0.5097587847795273,0.018228259021952964,1.8228259021952964,2.577865112729561,True,False,cornish-fisher,0.013512372970581055,,
"Beta(0.5,0.5)",0.5,0.125,50000,17,STaR,0.4981702693545488,0.5065133323699695,0.00834306301542076,1.8655656043045195,2.63830817910421,True,False,direct-two-arm,0.0759742259979248,,
"Beta(0.5,0.5)",0.5,0.125,50000,17,Probit-STaR,0.4978056558988313,0.5063287750331791,0.008523119134347779,1.9058273764730795,2.6952469233501635,True,False,randomized,0.18032002449035645,0.818334281698056,0.5184153574078638
"Beta(0.5,0.5)",0.5,0.125,50000,17,Gaffke,0.49806586127385033,0.5062410698349211,0.00817520856107079,1.8280322072792528,2.585227939989144,True,False,cornish-fisher,0.02782893180847168,,
"Beta(0.5,0.5)",0.5,0.125,100000,17,STaR,0.4987639127340936,0.504673596914461,0.005909684180367414,1.8688062262226353,2.642891110571333,True,False,direct-two-arm,0.15929079055786133,,
"Beta(0.5,0.5)",0.5,0.125,100000,17,Probit-STaR,0.49873605879424,0.5049591383806744,0.006223079586434421,1.9679105553631449,2.7830457969317286,True,False,randomized,0.36284661293029785,0.46537716287038167,0.992406793777732
"Beta(0.5,0.5)",0.5,0.125,100000,17,Gaffke,0.4987323745898814,0.5045116582419983,0.0057792836521168844,1.8275699584865548,2.58457422147732,True,False,cornish-fisher,0.027829408645629883,,
"Beta(0.5,0.5)",0.5,0.125,500000,17,STaR,0.4983624142996969,0.5010135886942322,0.0026511743945352717,1.8746633924840301,2.6511743945352717,True,False,direct-two-arm,0.6254305839538574,,
"Beta(0.5,0.5)",0.5,0.125,500000,17,Probit-STaR,0.4983827056849528,0.5009838721129545,0.0026011664280016777,1.8393024202347759,2.6011664280016777,True,False,randomized,1.7929205894470215,0.7432326457954479,0.2996694274024375
"Beta(0.5,0.5)",0.5,0.125,500000,17,Gaffke,0.49842628083593093,0.5010048340767572,0.002578553240826287,1.8233124822388163,2.578553240826287,True,False,cornish-fisher,0.037352561950683594,,
"Beta(0.5,0.5)",0.5,0.125,1000000,17,STaR,0.4985870108199989,0.50048237081069,0.0018953599906911256,1.8953599906911256,2.680443804414733,True,False,direct-two-arm,1.2250750064849854,,
"Beta(0.5,0.5)",0.5,0.125,1000000,17,Probit-STaR,0.4987188114851193,0.500499644481595,0.0017808329964756897,1.7808329964756897,2.5184781759374384,True,False,randomized,3.64935040473938,0.005364728973007327,0.8711523187968573
"Beta(0.5,0.5)",0.5,0.125,1000000,17,Gaffke,0.4986318203520249,0.5004546614980416,0.0018228411460167182,1.8228411460167182,2.577886670748558,True,False,cornish-fisher,0.038738250732421875,,
"Beta(0.5,0.5)",0.5,0.125,10,18,STaR,0.2825208281016903,0.9243351099970447,0.6418142818953544,2.02959496561469,2.87028072649645,True,False,direct-two-arm,0.00029659271240234375,,
"Beta(0.5,0.5)",0.5,0.125,10,18,Probit-STaR,0.30352660750433946,0.9263704639156998,0.6228438564113603,1.9696052129027666,2.7854424046078394,True,False,randomized,0.00016307830810546875,0.18644277991313385,0.37378960516419335
"Beta(0.5,0.5)",0.5,0.125,10,18,Gaffke,0.2957878994814799,0.8793753880809877,0.5835874885995078,1.8454656779519925,2.609882590653766,True,False,bspline-exact,0.0002918243408203125,,
"Beta(0.5,0.5)",0.5,0.125,50,18,STaR,0.3896151746623978,0.6776489706253424,0.28803379596294454,2.036706503363005,2.8803379596294456,True,False,direct-two-arm,0.00023818016052246094,,
"Beta(0.5,0.5)",0.5,0.125,50,18,Probit-STaR,0.38100570932850664,0.775075591195826,0.3940698818673194,2.7864948572976327,3.940698818673194,True,False,randomized,0.0004093647003173828,0.3534884192664215,0.9985499043545674
"Beta(0.5,0.5)",0.5,0.125,50,18,Gaffke,0.387080333065536,0.6665410227853085,0.27946068971977245,1.976085487759208,2.7946068971977245,True,False,bspline-exact,0.0003044605255126953,,
"Beta(0.5,0.5)",0.5,0.125,100,18,STaR,0.37857563375249736,0.5782508921876106,0.19967525843511325,1.9967525843511325,2.823834585492899,True,False,direct-two-arm,0.0002484321594238281,,
"Beta(0.5,0.5)",0.5,0.125,100,18,Probit-STaR,0.3953630765495183,0.5699034483481082,0.17454037179858994,1.7454037179858994,2.4683736097920836,True,False,randomized,0.00046133995056152344,0.08499848877118554,0.24292492498703788
"Beta(0.5,0.5)",0.5,0.125,100,18,Gaffke,0.3827539198459449,0.5794110355420726,0.1966571156961277,1.966571156961277,2.7811516015463864,True,False,bspline-exact,0.0004088878631591797,,
"Beta(0.5,0.5)",0.5,0.125,500,18,STaR,0.4386959098277561,0.5225955073036443,0.08389959747588827,1.8760520324095595,2.6531382279512083,True,False,direct-two-arm,0.0008099079132080078,,
"Beta(0.5,0.5)",0.5,0.125,500,18,Probit-STaR,0.4445615171487196,0.5241841364790301,0.07962261933031045,1.7804158936916297,2.5178883035233173,True,False,randomized,0.002051830291748047,0.1555397174909483,0.39979753608950674
"Beta(0.5,0.5)",0.5,0.125,500,18,Gaffke,0.44175370457208324,0.5247708267755061,0.08301712220342289,1.8563192854326072,2.6252319095535253,True,False,bspline-exact,0.0038907527923583984,,
"Beta(0.5,0.5)",0.5,0.125,1000,18,STaR,0.46085046168711186,0.5189157506717865,0.05806528898467467,1.8361856618745778,2.596758666058046,True,False,direct-two-arm,0.0015411376953125,,
"Beta(0.5,0.5)",0.5,0.125,1000,18,Probit-STaR,0.4609827911844343,0.5177225556141001,0.05673976442966577,1.7942688949914851,2.537479405841145,True,False,randomized,0.004167079925537109,0.19265726486015677,0.45103375920066247
"Beta(0.5,0.5)",0.5,0.125,1000,18,Gaffke,0.45921703148446874,0.5172991500919022,0.05808211860743345,1.8367178612753694,2.597511309668532,True,False,bspline-exact,0.016295909881591797,,
"Beta(0.5,0.5)",0.5,0.125,5000,18,STaR,0.47893416833935243,0.5049465495416379,0.02601238120228544,1.8393531142945514,2.601238120228544,True,False,direct-two-arm,0.007712364196777344,,
"Beta(0.5,0.5)",0.5,0.125,5000,18,Probit-STaR,0.4783146612523156,0.5065164484605245,0.028201787208208873,1.9941674976504526,2.8201787208208873,True,False,randomized,0.01969170570373535,0.8874421286619714,0.5934687106247942
"Beta(0.5,0.5)",0.5,0.125,5000,18,Gaffke,0.48011503884452356,0.5059263766460196,0.025811337801496026,1.8251371990934513,2.5811337801496026,True,False,bspline-exact,0.413726806640625,,
"Beta(0.5,0.5)",0.5,0.125,10000,18,STaR,0.49287965059360905,0.5107208329505666,0.01784118235695753,1.784118235695753,2.523124205798092,True,False,direct-two-arm,0.014703035354614258,,
"Beta(0.5,0.5)",0.5,0.125,10000,18,Probit-STaR,0.49373275200728284,0.5120681005845775,0.018335348577294686,1.8335348577294686,2.5930098628848377,True,False,randomized,0.03873777389526367,0.48562232336548183,0.39620992566671476
"Beta(0.5,0.5)",0.5,0.125,10000,18,Gaffke,0.4937106400612467,0.5119189320721307,0.018208292010883975,1.8208292010883975,2.575041350944179,True,False,cornish-fisher,0.01355123519897461,,
"Beta(0.5,0.5)",0.5,0.125,50000,18,STaR,0.4953016224655705,0.5036902863766575,0.008388663911086947,1.8757622745589664,2.6527284484690954,True,False,direct-two-arm,0.07649445533752441,,
"Beta(0.5,0.5)",0.5,0.125,50000,18,Probit-STaR,0.4952267278115864,0.5034194094192792,0.00819268160769282,1.8319392992813408,2.590753402487936,True,False,randomized,0.17963194847106934,0.4563545282512306,0.49369397237061186
"Beta(0.5,0.5)",0.5,0.125,50000,18,Gaffke,0.4951844816671374,0.5033147808666002,0.008130299199462787,1.8179901687410913,2.5710263528946027,True,False,cornish-fisher,0.013955354690551758,,
"Beta(0.5,0.5)",0.5,0.125,100000,18,STaR,0.495841966207884,0.5017658876793247,0.0059239214714407185,1.873308452972878,2.6492582207024054,True,False,direct-two-arm,0.15587139129638672,,
"Beta(0.5,0.5)",0.5,0.125,100000,18,Probit-STaR,0.4961129763407067,0.5019976412505744,0.005884664909867721,1.8608944382051464,2.6317021526543796,True,False,randomized,0.35550522804260254,0.36459091309033753,0.7849101820211498
"Beta(0.5,0.5)",0.5,0.125,100000,18,Gaffke,0.49605205393520824,0.501810578816716,0.005758524881507743,1.82100545883157,2.575290617035047,True,False,cornish-fisher,0.013616561889648438,,
"Beta(0.5,0.5)",0.5,0.125,500000,18,STaR,0.4989309315996351,0.5015655700029177,0.0026346384032825965,1.862970680935622,2.6346384032825965,True,False,direct-two-arm,0.6229569911956787,,
"Beta(0.5,0.5)",0.5,0.125,500000,18,Probit-STaR,0.4989323947044736,0.5014592021217735,0.0025268074172999366,1.7867226595252517,2.5268074172999366,True,False,randomized,1.7999491691589355,0.6591402442198814,0.06154741286012766
"Beta(0.5,0.5)",0.5,0.125,500000,18,Gaffke,0.49895074305510784,0.5015262742286762,0.0025755311735684017,1.821175557987564,2.5755311735684017,True,False,cornish-fisher,0.014731168746948242,,
"Beta(0.5,0.5)",0.5,0.125,1000000,18,STaR,0.49936786303995784,0.501265271446019,0.0018974084060611185,1.8974084060611185,2.6833407012123502,True,False,direct-two-arm,1.2198543548583984,,
"Beta(0.5,0.5)",0.5,0.125,1000000,18,Probit-STaR,0.4993851390391647,0.5011664060684543,0.0017812670292896016,1.7812670292896016,2.5190919910293874,True,False,randomized,3.613518238067627,0.5208502662901403,0.07577986140442694
"Beta(0.5,0.5)",0.5,0.125,1000000,18,Gaffke,0.4993841311876089,0.5012058850273148,0.0018217538397058974,1.8217538397058974,2.5763489874173415,True,False,cornish-fisher,0.042009830474853516,,
"Beta(0.5,0.5)",0.5,0.125,10,19,STaR,0.13585407822297557,0.8248773953688431,0.6890233171458675,2.1788830431454893,3.081405950441112,True,False,direct-two-arm,0.0002875328063964844,,
"Beta(0.5,0.5)",0.5,0.125,10,19,Probit-STaR,0.10896460152585383,0.9101224867784461,0.8011578852525922,2.5334836828020144,3.5828869842695448,True,False,randomized,0.00014281272888183594,0.5020513770754601,0.9679122694867268
"Beta(0.5,0.5)",0.5,0.125,10,19,Gaffke,0.1703555020254706,0.7998258077975926,0.629470305772122,1.9905598856825404,2.815076787048086,True,False,bspline-exact,0.0002868175506591797,,
"Beta(0.5,0.5)",0.5,0.125,50,19,STaR,0.35719135723061723,0.6309991683167084,0.2738078110860912,1.9361135996082024,2.738078110860912,True,False,direct-two-arm,0.00016427040100097656,,
"Beta(0.5,0.5)",0.5,0.125,50,19,Probit-STaR,0.324403024131794,0.6522810670810233,0.3278780429492293,2.318447875715741,3.2787804294922926,True,False,randomized,0.0003342628479003906,0.5710626245182745,0.4920258266019414
"Beta(0.5,0.5)",0.5,0.125,50,19,Gaffke,0.3644746371854795,0.6319335515613361,0.2674589143758566,1.891220120439604,2.674589143758566,True,False,bspline-exact,0.0002384185791015625,,
"Beta(0.5,0.5)",0.5,0.125,100,19,STaR,0.4199747923791114,0.6154021312718416,0.19542733889273023,1.9542733889273023,2.763759931205821,True,False,direct-two-arm,0.000225067138671875,,
"Beta(0.5,0.5)",0.5,0.125,100,19,Probit-STaR,0.42239243901455914,0.6159256131398896,0.19353317412533044,1.9353317412533044,2.7369723961715606,True,False,randomized,0.0005738735198974609,0.2989841390543001,0.3371490714883212
"Beta(0.5,0.5)",0.5,0.125,100,19,Gaffke,0.42125693471032144,0.6122349024141103,0.19097796770378883,1.9097796770378883,2.700836320411491,True,False,bspline-exact,0.0005095005035400391,,
"Beta(0.5,0.5)",0.5,0.125,500,19,STaR,0.44944122789833085,0.5308190407850606,0.08137781288672974,1.819663214749861,2.573392397250679,True,False,direct-two-arm,0.0008687973022460938,,
"Beta(0.5,0.5)",0.5,0.125,500,19,Probit-STaR,0.43689720543333377,0.5242862530011354,0.08738904756780164,1.9540785085056713,2.7634843286705095,True,False,randomized,0.002155303955078125,0.8413327685608893,0.20793714079532943
"Beta(0.5,0.5)",0.5,0.125,500,19,Gaffke,0.44800789955744735,0.5290418852195963,0.08103398566214892,1.8119750042830831,2.562519625738183,True,False,bspline-exact,0.004259824752807617,,
"Beta(0.5,0.5)",0.5,0.125,1000,19,STaR,0.4730661433098209,0.5321805324803055,0.059114389170484616,1.8693611226832307,2.64367585267162,True,False,direct-two-arm,0.0015940666198730469,,
"Beta(0.5,0.5)",0.5,0.125,1000,19,Probit-STaR,0.4647357477616113,0.5319918222240614,0.06725607446245008,2.1268238178322694,3.00778308795652,True,False,randomized,0.00416874885559082,0.9955446454645944,0.23682942549999575
"Beta(0.5,0.5)",0.5,0.125,1000,19,Gaffke,0.47598569632397597,0.5342672611777959,0.05828156485381991,1.8430249053688927,2.606430816964078,True,False,bspline-exact,0.016022682189941406,,
"Beta(0.5,0.5)",0.5,0.125,5000,19,STaR,0.4808989290793607,0.5076023744642664,0.026703445384905655,1.8882187312711407,2.6703445384905655,True,False,direct-two-arm,0.00777125358581543,,
"Beta(0.5,0.5)",0.5,0.125,5000,19,Probit-STaR,0.4812890462871151,0.5073724299835001,0.026083383696384965,1.8443737488004446,2.6083383696384965,True,False,randomized,0.020061254501342773,0.4100632469032176,0.41946707433404595
"Beta(0.5,0.5)",0.5,0.125,5000,19,Gaffke,0.48163808828927734,0.5076301268655241,0.025992038576246768,1.8379146734126426,2.5992038576246768,True,False,bspline-exact,0.4487032890319824,,
"Beta(0.5,0.5)",0.5,0.125,10000,19,STaR,0.4919778127014176,0.5104505115259927,0.01847269882457514,1.847269882457514,2.6124341211347692,True,False,direct-two-arm,0.014639854431152344,,
"Beta(0.5,0.5)",0.5,0.125,10000,19,Probit-STaR,0.49091108866811495,0.5103755509188674,0.01946446225075249,1.946446225075249,2.752690649931331,True,False,randomized,0.03786730766296387,0.9452247174686109,0.26702505096691986
"Beta(0.5,0.5)",0.5,0.125,10000,19,Gaffke,0.4923542641968377,0.5107410966846815,0.018386832487843785,1.8386832487843785,2.6002907873390915,True,False,cornish-fisher,0.02788090705871582,,
