distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,u_plus,u_minus
"Beta(2,2)",0.5,0.05,100,31,Gaffke,0.45714891233447147,0.5887703316573087,0.13162141932283727,1.3162141932283729,2.9431444090086853,True,False,bspline-exact,0.0005197525024414062,,
"Beta(2,2)",0.5,0.05,500,31,STaR,0.47033227417718937,0.5250627234839869,0.05473044930679749,1.2238100508910543,2.7365224653398745,True,False,direct-two-arm,0.004574775695800781,,
"Beta(2,2)",0.5,0.05,500,31,Probit-STaR,0.4708820495572382,0.5257355910568764,0.05485354149963817,1.2265624759979672,2.7426770749819087,True,False,randomized,0.008665084838867188,0.41202746691532277,0.3887944891346796
"Beta(2,2)",0.5,0.05,500,31,Gaffke,0.4735427036876516,0.5273261363373631,0.05378343264971153,1.202634114680366,2.6891716324855763,True,False,bspline-exact,0.007550954818725586,,
"Beta(2,2)",0.5,0.05,1000,31,STaR,0.4823154995471718,0.5188826431517966,0.03656714360462476,1.1563546131707392,2.5856875211452466,True,False,direct-two-arm,0.005692243576049805,,
"Beta(2,2)",0.5,0.05,1000,31,Probit-STaR,0.4782354789684027,0.5186991049851266,0.04046362601672393,1.2795722060209411,2.86121043478219,True,False,randomized,0.004612922668457031,0.7847362639113056,0.46227557876580627
"Beta(2,2)",0.5,0.05,1000,31,Gaffke,0.48241582758418733,0.5191320236024105,0.03671619601822318,1.1610680643479037,2.596227118386013,True,False,bspline-exact,0.017615795135498047,,
"Beta(2,2)",0.5,0.05,5000,31,STaR,0.49359134585830144,0.510324600225357,0.016733254367055528,1.1832197634264374,2.6457598233427335,True,False,direct-two-arm,0.007978200912475586,,
"Beta(2,2)",0.5,0.05,5000,31,Probit-STaR,0.49220456414912306,0.5108795416413952,0.018674977492272093,1.3205203223291744,2.9527732063979673,True,False,randomized,0.02025747299194336,0.8559743136270029,0.8905890555328251
"Beta(2,2)",0.5,0.05,5000,31,Gaffke,0.4934855037749709,0.5099093999882814,0.01642389621331053,1.1613448385935936,2.5968460044137966,True,False,bspline-exact,0.4217658042907715,,
"Beta(2,2)",0.5,0.05,10000,31,STaR,0.494052382672612,0.5059721040286194,0.011919721356007384,1.1919721356007384,2.6653307224888483,True,False,direct-two-arm,0.014916658401489258,,
"Beta(2,2)",0.5,0.05,10000,31,Probit-STaR,0.4945264607708524,0.5064563028172606,0.011929842046408234,1.1929842046408234,2.6675937776604015,True,False,randomized,0.03957819938659668,0.15169876932280923,0.8885328854413133
"Beta(2,2)",0.5,0.05,10000,31,Gaffke,0.4942242376618533,0.5058251378929919,0.011600900231138578,1.1600900231138578,2.5940401517018885,True,False,cornish-fisher,0.01367640495300293,,
"Beta(2,2)",0.5,0.05,10,32,STaR,0.1699323310203287,0.7583314427047423,0.5883991116844136,1.8606813661425405,4.160610019161896,True,False,direct-two-arm,0.00034117698669433594,,
"Beta(2,2)",0.5,0.05,10,32,Probit-STaR,0.13680724958149018,0.8908651646895069,0.7540579151080168,2.384540499419226,5.331994651802687,True,False,randomized,0.00026917457580566406,0.4355138132292694,0.9262032039125793
"Beta(2,2)",0.5,0.05,10,32,Gaffke,0.23351753680928397,0.7082461844321565,0.4747286476228725,1.5012237970197564,3.3568384595765215,True,False,bspline-exact,0.0003917217254638672,,
"Beta(2,2)",0.5,0.05,50,32,STaR,0.40491949993579424,0.5966339760736576,0.1917144761378634,1.3556260612870978,3.031272025108247,True,False,direct-two-arm,0.00031685829162597656,,
"Beta(2,2)",0.5,0.05,50,32,Probit-STaR,0.38394842759645775,0.6440082113203616,0.2600597837239038,1.8389003658507934,4.111906221891607,True,False,randomized,0.00048232078552246094,0.4876099623980046,0.8714670653255985
"Beta(2,2)",0.5,0.05,50,32,Gaffke,0.4133417117454774,0.5978477017242655,0.1845059899787881,1.3046543668353825,2.9172958513858624,True,False,bspline-exact,0.00036406517028808594,,
"Beta(2,2)",0.5,0.05,100,32,STaR,0.44011586797465696,0.5719774418317818,0.13186157385712483,1.3186157385712483,2.9485144276464026,True,False,direct-two-arm,0.00038170814514160156,,
"Beta(2,2)",0.5,0.05,100,32,Probit-STaR,0.43988573117616336,0.5811603474050131,0.14127461622884974,1.4127461622884974,3.15899645382903,True,False,randomized,0.0012941360473632812,0.3221125867827467,0.6050952543014356
"Beta(2,2)",0.5,0.05,100,32,Gaffke,0.4460820032781871,0.5724688914558582,0.12638688817767113,1.2638688817767112,2.8260967342993717,True,False,bspline-exact,0.0005013942718505859,,
"Beta(2,2)",0.5,0.05,500,32,STaR,0.4666556854327335,0.5194211425663258,0.052765457133592264,1.179871490145635,2.638272856679613,True,False,direct-two-arm,0.0017666816711425781,,
"Beta(2,2)",0.5,0.05,500,32,Probit-STaR,0.47215172700009356,0.5252329111682508,0.053081184168157214,1.1869313612618517,2.654059208407861,True,False,randomized,0.0033769607543945312,0.09663086206777305,0.7661412013472965
"Beta(2,2)",0.5,0.05,500,32,Gaffke,0.4691232343083334,0.5215310219923222,0.05240778768398874,1.171873758117751,2.620389384199437,True,False,bspline-exact,0.00520777702331543,,
"Beta(2,2)",0.5,0.05,1000,32,STaR,0.47327601689792376,0.5112949497944037,0.03801893289647995,1.2022642216197925,2.6883445264577284,True,False,direct-two-arm,0.0021448135375976562,,
"Beta(2,2)",0.5,0.05,1000,32,Probit-STaR,0.46963276012174915,0.507929417045482,0.03829665692373285,1.2110466264905309,2.7079825807546247,True,False,randomized,0.006630897521972656,0.8388964934753049,0.11273263213578344
"Beta(2,2)",0.5,0.05,1000,32,Gaffke,0.473627792135258,0.5108581923009771,0.037230400165719046,1.1773286272318246,2.63258684234687,True,False,bspline-exact,0.017650842666625977,,
"Beta(2,2)",0.5,0.05,5000,32,STaR,0.4868896816896745,0.5037756232934953,0.016885941603820842,1.1940163814781763,2.6699017952335233,True,False,direct-two-arm,0.010820388793945312,,
"Beta(2,2)",0.5,0.05,5000,32,Probit-STaR,0.48673793788079023,0.5052139363746482,0.018475998493857948,1.3064503824199394,2.9213118643215807,True,False,randomized,0.02111983299255371,0.8074685103300807,0.8196154892973422
"Beta(2,2)",0.5,0.05,5000,32,Gaffke,0.48762374276132436,0.5042952228177449,0.016671480056420496,1.1788516600311219,2.6359924472180603,True,False,bspline-exact,0.43955016136169434,,
"Beta(2,2)",0.5,0.05,10000,32,STaR,0.49203560208291597,0.5041373203184034,0.012101718235487446,1.2101718235487446,2.706026461909874,True,False,direct-two-arm,0.015152931213378906,,
"Beta(2,2)",0.5,0.05,10000,32,Probit-STaR,0.4918994080702992,0.5042810873653893,0.012381679295090153,1.2381679295090153,2.7686276579423263,True,False,randomized,0.04047369956970215,0.9098641195663729,0.33885407139088164
"Beta(2,2)",0.5,0.05,10000,32,Gaffke,0.49254955823703855,0.5042760712546237,0.01172651301758515,1.172651301758515,2.622128024635658,True,False,cornish-fisher,0.012068748474121094,,
"Beta(2,2)",0.5,0.05,10,33,STaR,0.1971071941858609,0.7540239419198105,0.5569167477339496,1.761125389932698,3.9379960887903365,True,False,direct-two-arm,0.0003428459167480469,,
"Beta(2,2)",0.5,0.05,10,33,Probit-STaR,0.3394480049921885,0.7587620234691299,0.4193140184769414,1.3259873532250628,2.9649978591162656,True,False,randomized,0.00027060508728027344,0.04534019769558484,0.23897411773333554
"Beta(2,2)",0.5,0.05,10,33,Gaffke,0.275782337302711,0.7246587159185397,0.4488763786158287,1.4194717442741183,3.1740353123371263,True,False,bspline-exact,0.00035071372985839844,,
"Beta(2,2)",0.5,0.05,50,33,STaR,0.41819249832129424,0.6014561074545908,0.18326360913329653,1.295869407628749,2.897652085420267,True,False,direct-two-arm,0.00021004676818847656,,
"Beta(2,2)",0.5,0.05,50,33,Probit-STaR,0.42384669863460245,0.6952008498446351,0.2713541512100327,1.9187636042373393,4.290485851827194,True,False,randomized,0.0006239414215087891,0.36829670109580837,0.9893001061586234
"Beta(2,2)",0.5,0.05,50,33,Gaffke,0.43084693214944914,0.6030380375414269,0.1721911053919778,1.21757498282675,2.722580429303752,True,False,bspline-exact,0.0003254413604736328,,
"Beta(2,2)",0.5,0.05,100,33,STaR,0.47014068101768136,0.5953354467808059,0.1251947657631245,1.251947657631245,2.799440066735097,True,False,direct-two-arm,0.000347137451171875,,
"Beta(2,2)",0.5,0.05,100,33,Probit-STaR,0.45668848395436845,0.613053100621169,0.15636461666680057,1.5636461666680057,3.4964191214266265,True,False,randomized,0.005072593688964844,0.5016823761905771,0.8898496717172892
"Beta(2,2)",0.5,0.05,100,33,Gaffke,0.4655416702750593,0.5849038200665416,0.1193621497914823,1.193621497914823,2.669018808742668,True,False,bspline-exact,0.0005083084106445312,,
"Beta(2,2)",0.5,0.05,500,33,STaR,0.4732422323077764,0.5268069293186466,0.05356469701087019,1.1977430371048554,2.6782348505435096,True,False,direct-two-arm,0.0017397403717041016,,
"Beta(2,2)",0.5,0.05,500,33,Probit-STaR,0.4727420711760163,0.5314098906681302,0.05866781949211386,1.3118523247605378,2.933390974605693,True,False,randomized,0.005751371383666992,0.19268026489572898,0.9375918319674774
"Beta(2,2)",0.5,0.05,500,33,Gaffke,0.47346856778826724,0.5269250701571949,0.05345650236892768,1.1953237313630085,2.6728251184463843,True,False,bspline-exact,0.011539220809936523,,
"Beta(2,2)",0.5,0.05,1000,33,STaR,0.47836437235795837,0.515615290232331,0.037250917874372624,1.1779774541489552,2.6340376634392055,True,False,direct-two-arm,0.005391120910644531,,
"Beta(2,2)",0.5,0.05,1000,33,Probit-STaR,0.4801996031507043,0.5166951556665398,0.03649555251583547,1.154090704163284,2.5806252667097027,True,False,randomized,0.0067517757415771484,0.3228792832281079,0.30518558306739896
"Beta(2,2)",0.5,0.05,1000,33,Gaffke,0.4814315504777098,0.5185199112772612,0.037088360799551356,1.172836948086859,2.622543142445609,True,False,bspline-exact,0.016328811645507812,,
"Beta(2,2)",0.5,0.05,5000,33,STaR,0.48737704507787105,0.5037634527944312,0.016386407716560192,1.1586940015667282,2.5909185526244523,True,False,direct-two-arm,0.008013486862182617,,
"Beta(2,2)",0.5,0.05,5000,33,Probit-STaR,0.48778596378815864,0.5036410954136323,0.015855131625473695,1.121127108897774,2.506916426913232,True,False,randomized,0.021326303482055664,0.05400097043575103,0.5446243918443404
"Beta(2,2)",0.5,0.05,5000,33,Gaffke,0.48716378416763306,0.503790183270502,0.016626399102868894,1.1756639552352526,2.6288645226022944,True,False,bspline-exact,0.46209025382995605,,
"Beta(2,2)",0.5,0.05,10000,33,STaR,0.48959605357828495,0.5007886691543668,0.011192615576081866,1.1192615576081866,2.502744927414202,True,False,direct-two-arm,0.01518106460571289,,
"Beta(2,2)",0.5,0.05,10000,33,Probit-STaR,0.4881878486987692,0.5000315198510059,0.011843671152236723,1.1843671152236723,2.6483253799554576,True,False,randomized,0.039597511291503906,0.7538827839909389,0.22452157932825345
"Beta(2,2)",0.5,0.05,10000,33,Gaffke,0.488975959184527,0.5006023036334311,0.011626344448904036,1.1626344448904036,2.5997296517576753,True,False,cornish-fisher,0.021286725997924805,,
"Beta(2,2)",0.5,0.05,10,34,STaR,0.17638833886211777,0.7849285955254701,0.6085402566633523,1.924373258959651,4.303029421116586,True,False,direct-two-arm,0.0003452301025390625,,
"Beta(2,2)",0.5,0.05,10,34,Probit-STaR,0.08980367951249008,0.844273096348789,0.7544694168362989,2.385841782141693,5.334904408428069,True,False,randomized,0.00030612945556640625,0.9283642633288033,0.38825061334805544
"Beta(2,2)",0.5,0.05,10,34,Gaffke,0.274925159554058,0.7684544883076501,0.49352932875359207,1.5606767709553802,3.4897793507610997,True,False,bspline-exact,0.00038051605224609375,,
"Beta(2,2)",0.5,0.05,50,34,STaR,0.42003131842406405,0.6080990788606291,0.18806776043656503,1.3298398872726223,2.9736123871322406,True,False,direct-two-arm,0.0033903121948242188,,
"Beta(2,2)",0.5,0.05,50,34,Probit-STaR,0.3443340347528303,0.5683046784871504,0.22397064373432007,1.5837116097125405,3.541286816072857,True,False,randomized,0.0009512901306152344,0.8903656771423087,0.03932214601109196
"Beta(2,2)",0.5,0.05,50,34,Gaffke,0.41976264170476657,0.6052492256899523,0.18548658398518575,1.3115882135505292,2.9328004039864943,True,False,bspline-exact,0.0004112720489501953,,
"Beta(2,2)",0.5,0.05,100,34,STaR,0.41494997999993377,0.5414801376610101,0.12653015766107634,1.2653015766107634,2.829300337339325,True,False,direct-two-arm,0.003548860549926758,,
"Beta(2,2)",0.5,0.05,100,34,Probit-STaR,0.4303710728672161,0.5297925209355732,0.09942144806835707,0.9942144806835707,2.2231311630231154,True,False,randomized,0.0011296272277832031,0.07553141128327745,0.11863654411766178
"Beta(2,2)",0.5,0.05,100,34,Gaffke,0.4233569597434895,0.5482998642023106,0.12494290445882106,1.2494290445882106,2.7938082767618546,True,False,bspline-exact,0.0005438327789306641,,
"Beta(2,2)",0.5,0.05,500,34,STaR,0.48412049920394684,0.5375044538729241,0.053383954668977274,1.1937015154760047,2.669197733448864,True,False,direct-two-arm,0.0009617805480957031,,
"Beta(2,2)",0.5,0.05,500,34,Probit-STaR,0.4857223303160848,0.5377035399732202,0.051981209657135374,1.1623351834602325,2.599060482856769,True,False,randomized,0.0056760311126708984,0.41366882021903595,0.10160381812596198
"Beta(2,2)",0.5,0.05,500,34,Gaffke,0.48478524902619474,0.5398533715127442,0.05506812248654941,1.2313606527320924,2.753406124327471,True,False,bspline-exact,0.010972261428833008,,
"Beta(2,2)",0.5,0.05,1000,34,STaR,0.49058574248757636,0.5282953712027811,0.03770962871520478,1.192483164593361,2.6664734180548253,True,False,direct-two-arm,0.0017414093017578125,,
"Beta(2,2)",0.5,0.05,1000,34,Probit-STaR,0.4873213134494856,0.5305263532279287,0.043205039778443144,1.3662633209805695,3.0550576608771682,True,False,randomized,0.004399299621582031,0.8131042526452115,0.7528009963303985
"Beta(2,2)",0.5,0.05,1000,34,Gaffke,0.4899719758200528,0.527365728880849,0.037393753060796175,1.182494299340087,2.6441376363304196,True,False,bspline-exact,0.01628255844116211,,
"Beta(2,2)",0.5,0.05,5000,34,STaR,0.49514408938401333,0.512311491008123,0.01716740162410968,1.2139186103760904,2.71440453195302,True,False,direct-two-arm,0.00788569450378418,,
"Beta(2,2)",0.5,0.05,5000,34,Probit-STaR,0.49522260856757916,0.5112564275757947,0.016033819008215544,1.1337622149026976,2.535169382843157,True,False,randomized,0.020687580108642578,0.2341891768462664,0.2541393442275546
"Beta(2,2)",0.5,0.05,5000,34,Gaffke,0.4948885066010761,0.5116404960983925,0.016751989497316377,1.1845445371918235,2.6487221075369454,True,False,bspline-exact,0.4246501922607422,,
"Beta(2,2)",0.5,0.05,10000,34,STaR,0.49538568794650906,0.5071130276224507,0.01172733967594164,1.172733967594164,2.622312871063586,True,False,direct-two-arm,0.015891551971435547,,
"Beta(2,2)",0.5,0.05,10000,34,Probit-STaR,0.49522613408213434,0.507048582087394,0.011822448005259667,1.1822448005259667,2.6435797400217407,True,False,randomized,0.038426876068115234,0.43483486090935863,0.47936778071304753
"Beta(2,2)",0.5,0.05,10000,34,Gaffke,0.4954185422865379,0.5071047765288276,0.01168623424228965,1.168623424228965,2.6131214166745407,True,False,cornish-fisher,0.013538599014282227,,
"Beta(2,2)",0.5,0.05,10,35,STaR,0.14613415549754583,0.7213603913609203,0.5752262358633745,1.8190250752134964,4.067463720954046,True,False,direct-two-arm,0.00048065185546875,,
"Beta(2,2)",0.5,0.05,10,35,Probit-STaR,0.11590468333108489,0.8264122747663178,0.710507591435233,2.2468222837756797,5.024047359883743,True,False,randomized,0.00028514862060546875,0.4206305613942294,0.6298433368974075
"Beta(2,2)",0.5,0.05,10,35,Gaffke,0.2162222651920686,0.6869513164349315,0.47072905124286285,1.4885759627375617,3.3285570423533817,True,False,bspline-exact,0.00044798851013183594,,
"Beta(2,2)",0.5,0.05,50,35,STaR,0.4031889649578654,0.5932682440221035,0.19007927906423816,1.3440634718937297,3.0054172892287574,True,False,direct-two-arm,0.00033211708068847656,,
"Beta(2,2)",0.5,0.05,50,35,Probit-STaR,0.3998042460709562,0.5845008513754613,0.18469660530450505,1.306002220729508,2.9203097443168646,True,False,randomized,0.0006015300750732422,0.2987056776482142,0.22913535979095956
"Beta(2,2)",0.5,0.05,50,35,Gaffke,0.3895805585944412,0.5731288790576735,0.18354832046323233,1.2978826207495313,2.902153766811531,True,False,bspline-exact,0.00037026405334472656,,
"Beta(2,2)",0.5,0.05,100,35,STaR,0.4284800811094823,0.5633948772309958,0.13491479612151347,1.3491479612151347,3.016786552982291,True,False,direct-two-arm,0.00044417381286621094,,
"Beta(2,2)",0.5,0.05,100,35,Probit-STaR,0.46241231818599005,0.6008705782067492,0.13845826002075912,1.3845826002075912,3.0960208145275883,True,False,randomized,0.005118608474731445,0.005732366940983447,0.9517054339282937
"Beta(2,2)",0.5,0.05,100,35,Gaffke,0.426384706587785,0.5583132347039801,0.1319285281161951,1.3192852811619509,2.950011570393045,True,False,bspline-exact,0.0005753040313720703,,
"Beta(2,2)",0.5,0.05,500,35,STaR,0.4806708062619067,0.5362647775298242,0.05559397126791743,1.2431189889423355,2.7796985633958715,True,False,direct-two-arm,0.0011649131774902344,,
"Beta(2,2)",0.5,0.05,500,35,Probit-STaR,0.48066102786009135,0.5372351135947206,0.0565740857346293,1.2650350146753224,2.828704286731465,True,False,randomized,0.005620718002319336,0.3367354573994038,0.5085834413046098
"Beta(2,2)",0.5,0.05,500,35,Gaffke,0.47921476444179234,0.5335252196991286,0.05431045525733624,1.2144186984436467,2.715522762866812,True,False,bspline-exact,0.011222600936889648,,
"Beta(2,2)",0.5,0.05,1000,35,STaR,0.48559495311664824,0.5234709627427072,0.03787600962605897,1.1977445909680877,2.678238325087325,True,False,direct-two-arm,0.0018341541290283203,,
"Beta(2,2)",0.5,0.05,1000,35,Probit-STaR,0.4845548536798595,0.5242286531434017,0.039673799463542214,1.2545956973755978,2.805361263610591,True,False,randomized,0.004688739776611328,0.6007591484648117,0.4422162007310668
"Beta(2,2)",0.5,0.05,1000,35,Gaffke,0.48543610540345244,0.5233222076551844,0.037886102251732,1.1980637478150704,2.678951981492663,True,False,bspline-exact,0.015757322311401367,,
"Beta(2,2)",0.5,0.05,5000,35,STaR,0.49017357160536246,0.5066681107788462,0.016494539173483758,1.1663400502117516,2.6080156371539944,True,False,direct-two-arm,0.007988452911376953,,
"Beta(2,2)",0.5,0.05,5000,35,Probit-STaR,0.4902574361041546,0.5078473951647182,0.017589959060563598,1.2437979332518274,2.781216729024832,True,False,randomized,0.02100372314453125,0.4271780314979746,0.9056507145464402
"Beta(2,2)",0.5,0.05,5000,35,Gaffke,0.4905406556515346,0.5067826481809699,0.016241992529435256,1.1484823057544915,2.568084506622741,True,False,bspline-exact,0.43596887588500977,,
"Beta(2,2)",0.5,0.05,10000,35,STaR,0.4932737063241791,0.5049961339876641,0.011722427663484969,1.172242766348497,2.621214511687642,True,False,direct-two-arm,0.01536703109741211,,
"Beta(2,2)",0.5,0.05,10000,35,Probit-STaR,0.4931906918549901,0.5045954877336001,0.011404795878609986,1.1404795878609986,2.5501898854081366,True,False,randomized,0.03954958915710449,0.5823965919210806,0.20742705255937277
"Beta(2,2)",0.5,0.05,10000,35,Gaffke,0.4935176721711725,0.5050088847215146,0.011491212550342134,1.1491212550342134,2.5695132406463737,True,False,cornish-fisher,0.012268543243408203,,
"Beta(2,2)",0.5,0.05,10,36,STaR,0.2632524740532577,0.8716569408971822,0.6084044668439245,1.9239438538471958,4.30206924209525,True,False,direct-two-arm,0.0004570484161376953,,
"Beta(2,2)",0.5,0.05,10,36,Probit-STaR,0.26399857835863483,0.8554219184310321,0.5914233400723973,1.8702448160131082,4.181994543171897,True,False,randomized,0.0002818107604980469,0.27421436794706655,0.18209182923926337
"Beta(2,2)",0.5,0.05,10,36,Gaffke,0.3221426113958076,0.8274618144114744,0.5053192030156668,1.5979596269505332,3.573146351161597,True,False,bspline-exact,0.00041937828063964844,,
"Beta(2,2)",0.5,0.05,50,36,STaR,0.43846622797943047,0.6206906615460848,0.1822244335666543,1.288521326728588,2.8812212770233394,True,False,direct-two-arm,0.0002951622009277344,,
"Beta(2,2)",0.5,0.05,50,36,Probit-STaR,0.4591881138207703,0.6098759964039759,0.15068788258320565,1.0655242361722697,2.3825846237547355,True,False,randomized,0.0008914470672607422,0.16082959719483192,0.1634295685313949
"Beta(2,2)",0.5,0.05,50,36,Gaffke,0.4586328774018317,0.6299617602087523,0.1713288828069206,1.2114781484588886,2.708947493209657,True,False,bspline-exact,0.0003807544708251953,,
"Beta(2,2)",0.5,0.05,100,36,STaR,0.45942611469135575,0.5813748794593172,0.12194876476796146,1.2194876476796146,2.726857277932932,True,False,direct-two-arm,0.0045397281646728516,,
"Beta(2,2)",0.5,0.05,100,36,Probit-STaR,0.4415654272190672,0.5870624718110931,0.14549704459202584,1.4549704459202584,3.2534128223308794,True,False,randomized,0.0008096694946289062,0.5812004556131075,0.6436208045987148
"Beta(2,2)",0.5,0.05,100,36,Gaffke,0.46370690380189583,0.5834738225054593,0.11976691870356349,1.1976691870356349,2.6780697167685896,True,False,bspline-exact,0.0005323886871337891,,
"Beta(2,2)",0.5,0.05,500,36,STaR,0.4774312588536175,0.5305975056646628,0.053166246811045315,1.1888334197802874,2.658312340552266,True,False,direct-two-arm,0.0052340030670166016,,
"Beta(2,2)",0.5,0.05,500,36,Probit-STaR,0.4777070736734107,0.536145156369277,0.058438082695866256,1.3067152538271112,2.921904134793313,True,False,randomized,0.00662541389465332,0.48460408372260844,0.6847995048197056
"Beta(2,2)",0.5,0.05,500,36,Gaffke,0.48117616044938233,0.5345988037543798,0.05342264330499752,1.1945666196769849,2.671132165249876,True,False,bspline-exact,0.011380910873413086,,
"Beta(2,2)",0.5,0.05,1000,36,STaR,0.48236218851710433,0.5204283789548114,0.03806619043770709,1.2037586362887631,2.6916861392441196,True,False,direct-two-arm,0.00180816650390625,,
"Beta(2,2)",0.5,0.05,1000,36,Probit-STaR,0.4795809165572147,0.5165656625064459,0.03698474594923118,1.1695603588225671,2.615216466116306,True,False,randomized,0.004448652267456055,0.761604940529937,0.0587378409814463
"Beta(2,2)",0.5,0.05,1000,36,Gaffke,0.48343941444044025,0.520842932879729,0.037403518439288796,1.18280310772259,2.644828152865718,True,False,bspline-exact,0.01566910743713379,,
"Beta(2,2)",0.5,0.05,5000,36,STaR,0.4888771824875069,0.5056918030855446,0.016814620598037733,1.1889732247951483,2.65862495406909,True,False,direct-two-arm,0.007835149765014648,,
"Beta(2,2)",0.5,0.05,5000,36,Probit-STaR,0.4892398885984063,0.5063165921579995,0.01707670355959323,1.2075052887300828,2.700063908790976,True,False,randomized,0.020213842391967773,0.28362711341870095,0.8037647267004326
"Beta(2,2)",0.5,0.05,5000,36,Gaffke,0.489389199195489,0.5058584407633396,0.016469241567850623,1.1645512393626545,2.6040157344965245,True,False,bspline-exact,0.4410970211029053,,
"Beta(2,2)",0.5,0.05,10000,36,STaR,0.49299008801676203,0.504755292588907,0.011765204572144916,1.1765204572144916,2.6307797192507363,True,False,direct-two-arm,0.015161991119384766,,
"Beta(2,2)",0.5,0.05,10000,36,Probit-STaR,0.49248360630044796,0.5038081049659668,0.011324498665518878,1.1324498665518878,2.5322348827205867,True,False,randomized,0.04313826560974121,0.5792111197197846,0.09933184758894775
"Beta(2,2)",0.5,0.05,10000,36,Gaffke,0.4928670351543271,0.5044970094754628,0.011629974321135716,1.1629974321135716,2.600541315863643,True,False,cornish-fisher,0.01390528678894043,,
"Beta(2,2)",0.5,0.05,10,37,STaR,0.2603456940546003,0.8162926184157053,0.555946924361105,1.7580585391464423,3.9311384019554203,True,False,direct-two-arm,0.0003268718719482422,,
"Beta(2,2)",0.5,0.05,10,37,Probit-STaR,0.29820273826568056,0.8710905842831773,0.5728878460174968,1.8116304372431125,4.050928807783266,True,False,randomized,0.00022745132446289062,0.15421069014450117,0.5973695374911341
"Beta(2,2)",0.5,0.05,10,37,Gaffke,0.2768802645390497,0.7199302997457391,0.4430500352066894,1.401047228670928,3.132836842995887,True,False,bspline-exact,0.00035381317138671875,,
"Beta(2,2)",0.5,0.05,50,37,STaR,0.37849508987770375,0.565734958820947,0.1872398689432433,1.3239858103824778,2.9605222732603673,True,False,direct-two-arm,0.0003306865692138672,,
"Beta(2,2)",0.5,0.05,50,37,Probit-STaR,0.39473163365623665,0.587909580175985,0.1931779465197484,1.3659743595980631,3.0544115235830116,True,False,randomized,0.0004749298095703125,0.2336277485694872,0.582986862121155
"Beta(2,2)",0.5,0.05,50,37,Gaffke,0.38830388324589554,0.5536016286849575,0.165297745439062,1.1688315671480844,2.613586838390727,True,False,bspline-exact,0.00029277801513671875,,
"Beta(2,2)",0.5,0.05,100,37,STaR,0.4194195925215757,0.5491943909839154,0.12977479846233975,1.2977479846233975,2.9018527112812684,True,False,direct-two-arm,0.0003478527069091797,,
"Beta(2,2)",0.5,0.05,100,37,Probit-STaR,0.43146054720287064,0.5686502706486465,0.13718972344577585,1.3718972344577585,3.0676554743915148,True,False,randomized,0.0046155452728271484,0.1690166656508305,0.7182127740998984
"Beta(2,2)",0.5,0.05,100,37,Gaffke,0.4206142783284764,0.5465014964452022,0.12588721811672576,1.2588721811672576,2.814923772073419,True,False,bspline-exact,0.0005204677581787109,,
"Beta(2,2)",0.5,0.05,500,37,STaR,0.4564695844715856,0.5076068839191539,0.051137299447568285,1.1434647775052513,2.5568649723784143,True,False,direct-two-arm,0.0017383098602294922,,
"Beta(2,2)",0.5,0.05,500,37,Probit-STaR,0.46045470672942745,0.5192146762150476,0.05875996948562012,1.3139128612565996,2.9379984742810064,True,False,randomized,0.006618976593017578,0.23384319734005832,0.9219163189562001
"Beta(2,2)",0.5,0.05,500,37,Gaffke,0.4580042438303725,0.5108644805924346,0.052860236762062085,1.181990827067042,2.6430118381031047,True,False,bspline-exact,0.010868072509765625,,
"Beta(2,2)",0.5,0.05,1000,37,STaR,0.4651095198252103,0.5030827090422807,0.03797318921707038,1.2008176794648846,2.6851099598670354,True,False,direct-two-arm,0.001976490020751953,,
"Beta(2,2)",0.5,0.05,1000,37,Probit-STaR,0.4679971458164448,0.5026783873310272,0.034681241514582406,1.096717152684681,2.452334105492963,True,False,randomized,0.004403352737426758,0.05861073668243577,0.43182657702544736
"Beta(2,2)",0.5,0.05,1000,37,Gaffke,0.46448572334762606,0.501723680969098,0.03723795762147197,1.1775676149667766,2.6331212351680113,True,False,bspline-exact,0.01545405387878418,,
"Beta(2,2)",0.5,0.05,5000,37,STaR,0.4881686206513498,0.5048361177225555,0.01666749707120574,1.17857002044565,2.63536268195979,True,False,direct-two-arm,0.007883787155151367,,
"Beta(2,2)",0.5,0.05,5000,37,Probit-STaR,0.48744541985058176,0.5050489226425994,0.01760350279201761,1.2447556196871976,2.7833581809954495,True,False,randomized,0.0206451416015625,0.5161171073679361,0.7836028254721691
"Beta(2,2)",0.5,0.05,5000,37,Gaffke,0.48716703519094934,0.5036097955228024,0.016442760331853046,1.1626787332078456,2.599828683446085,True,False,bspline-exact,0.4579966068267822,,
"Beta(2,2)",0.5,0.05,10000,37,STaR,0.4903426300632632,0.502388334014529,0.012045703951265807,1.2045703951265807,2.693501287186816,True,False,direct-two-arm,0.015215635299682617,,
"Beta(2,2)",0.5,0.05,10000,37,Probit-STaR,0.49065485160666833,0.5017698751289532,0.011115023522284884,1.1115023522284884,2.485394816733815,True,False,randomized,0.03952383995056152,0.30981420018748906,0.15648264156841907
"Beta(2,2)",0.5,0.05,10000,37,Gaffke,0.49018026436593015,0.5018079363790134,0.01162767201308329,1.162767201308329,2.600026504132606,True,False,cornish-fisher,0.02363133430480957,,
