distribution,n,method,replications,coverage,mean_width,median_width,q10_width,q90_width,mean_sqrt_n_width,mean_normalized_halfwidth,mean_runtime_seconds,empty_rate
"Beta(1,5)",1000000,STaR,20,1.0,0.0007423368144703444,0.000745071697480601,0.0007130348890403676,0.0007590432401077734,0.7423368144703443,2.635034292203145,1.2388253688812256,0.0
"Beta(2,2)",10,Gaffke,50,1.0,0.4719387774995165,0.4662625894206111,0.44868346292321126,0.5077296410232945,1.4924014530538967,3.3371110987479744,0.00035060882568359374,0.0
"Beta(2,2)",10,Probit-STaR,50,1.0,0.6660376400986671,0.7093887034303623,0.5340988066319863,0.7605926822744172,2.106195950115282,4.709597318392527,0.00030200958251953126,0.0
"Beta(2,2)",10,STaR,50,1.0,0.5823270487316734,0.5776351737188445,0.558571732159648,0.6096068555737172,1.8414798171159543,4.117674050265155,0.0006296968460083008,0.0
"Beta(2,2)",50,Gaffke,50,0.98,0.1831374941366848,0.18311873900215167,0.17050737985425296,0.19624084071147405,1.294977639935614,2.8956580322382797,0.000438075065612793,0.0
"Beta(2,2)",50,Probit-STaR,50,1.0,0.21783206047329734,0.21075912206184738,0.1653793667441271,0.27653887680368144,1.5403052712050667,3.4442272925157784,0.0007215642929077149,0.0
"Beta(2,2)",50,STaR,50,0.98,0.1934534379849904,0.19031475396022263,0.1815543242397511,0.20808303537237488,1.3679223784303796,3.058767426113521,0.0003477334976196289,0.0
"Beta(2,2)",100,Gaffke,50,0.96,0.12541567697177486,0.12431503607280331,0.11887593845765802,0.13285679730976485,1.2541567697177487,2.8043797915304354,0.0005098628997802734,0.0
"Beta(2,2)",100,Probit-STaR,50,0.98,0.1423209845343621,0.14596109795412227,0.10992464426732791,0.1679383558727853,1.4232098453436208,3.182393960435298,0.001555638313293457,0.0
"Beta(2,2)",100,STaR,50,0.98,0.12826626279367803,0.12809878393021024,0.12193846431432107,0.13553701968480306,1.2826626279367803,2.868120828265162,0.0007564353942871093,0.0
"Beta(2,2)",500,Gaffke,50,0.98,0.053534669865251024,0.053402011884076256,0.05217095083824222,0.05510421690768737,1.1970716097171081,2.6767334932625517,0.006432404518127441,0.0
