distribution,true_mean,true_variance,n,rep,method,lower,upper,width,sqrt_n_width,normalized_halfwidth,covered,empty_center_component,backend,runtime_seconds,score_evaluations,adjacent_component_width,full_set_diameter,largest_component_width,topology_component_count,topology_scan_points,topology_point_budget_reached
Bernoulli(0.1),0.1,0.09,1000,10,Capped original feedback,0.0807731790535424,0.1395953261218266,0.0588221470682842,1.8601196159717424,3.100199359952904,True,False,local-batched-bisection,0.0011965099838562,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,11,Capped original feedback,0.0807718196206747,0.1367273173973308,0.0559554977766561,1.7694682058272124,2.949113676378688,True,False,local-batched-bisection,0.0015825890004634,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,12,Capped original feedback,0.0660916488989709,0.1196774991738695,0.0535858502748985,1.6945333722543945,2.8242222870906573,True,False,local-batched-bisection,0.0011295540025457,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,13,Capped original feedback,0.0733748028870231,0.1310908833645531,0.0577160804775299,1.8251427192657337,3.041904532109556,True,False,local-batched-bisection,0.0016016250010579,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,14,Capped original feedback,0.0845906630251219,0.1447809528404117,0.0601902898152898,1.9033840884195128,3.1723068140325226,True,False,local-batched-bisection,0.0014091419870965,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,15,Capped original feedback,0.0887592345653053,0.1484419237913282,0.0596826892260229,1.8873323483822424,3.1455539139704043,True,False,local-batched-bisection,0.0012226300314068,31,,,,,,
Bernoulli(0.1),0.1,0.09,1000,16,Capped original feedback,0.0692957109853497,0.1244609002614121,0.0551651892760623,1.7444764566665218,2.90746076111087,True,False,local-batched-bisection,0.0012190230190753,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,17,Capped original feedback,0.0716930282202329,0.125436831943541,0.0537438037233081,1.699528298866915,2.8325471647781915,True,False,local-batched-bisection,0.0013210959732532,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,18,Capped original feedback,0.0651563571482366,0.1210972729245728,0.0559409157763361,1.7690070824886877,2.9483451374811462,True,False,local-batched-bisection,0.0014300210168585,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,19,Capped original feedback,0.0776999774447587,0.1345118576878808,0.0568118802431221,1.7965493972498638,2.99424899541644,True,False,local-batched-bisection,0.0012043149909004,32,,,,,,
Bernoulli(0.1),0.1,0.09,1000,20,Capped original feedback,0.0898625714809899,0.1485826042723809,0.0587200327913909,1.856890479005703,3.094817465009505,True,False,local-batched-bisection,0.0012188830296508,31,,,,,,
