distribution,true_mean,true_variance,n,rep,method,calibration,lower,upper,width,sqrt_n_width,covered,empty,runtime_seconds,score_evaluations,topology_escalated,backend
Bernoulli(0.5),0.5,0.25,10000000,0,Efficient betting,randomized_markov,0.4995917017230127,0.5004062140830596,0.0008145123600468,2.575714240107243,True,False,8.315566037083045,123,False,
Bernoulli(0.5),0.5,0.25,10000000,0,Gaffke,not_applicable,0.49959157570516,0.5004062242959121,0.000814648590752,2.5761450394228027,True,False,0.0030710999853909,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,1000,1,Original STaR,deterministic_markov,0.4791933957821016,0.5635031103938862,0.0843097146117846,2.6661072705201803,True,False,0.0017341009806841,80,False,
Bernoulli(0.5),0.5,0.25,1000,1,Squared-hinge STaR,deterministic_markov,0.4788171391063824,0.563957753877047,0.0851406147706645,2.692382640622746,True,False,0.0024490340147167,80,False,
Bernoulli(0.5),0.5,0.25,1000,1,Efficient betting,deterministic_markov,0.4788235306460661,0.5614109062057282,0.082587375559662,2.611642127442553,True,False,0.0013485110830515,123,False,
Bernoulli(0.5),0.5,0.25,1000,1,Original STaR,randomized_markov,0.4791933957821016,0.5634874330323979,0.0842940372502962,2.665611508820131,True,False,0.0013412579428404,80,False,
Bernoulli(0.5),0.5,0.25,1000,1,Squared-hinge STaR,randomized_markov,0.4788171391063824,0.5639514829324517,0.0851343438260692,2.6921843359427244,True,False,0.0023184870369732,80,False,
Bernoulli(0.5),0.5,0.25,1000,1,Efficient betting,randomized_markov,0.4798760845773729,0.5612218131071616,0.0813457285297886,2.572377800798721,True,False,0.001390489982441,123,False,
Bernoulli(0.5),0.5,0.25,1000,1,Gaffke,not_applicable,0.4787885039992592,0.5610184564764087,0.0822299524771494,2.600339417151971,True,False,0.0001641009002923,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,10000,1,Original STaR,deterministic_markov,0.4982140409346652,0.5231796184171204,0.024965577482455,2.496557748245509,True,False,0.0057011260651052,84,False,
Bernoulli(0.5),0.5,0.25,10000,1,Squared-hinge STaR,deterministic_markov,0.498512548872308,0.5231339992638593,0.0246214503915512,2.462145039155128,True,False,0.0151781470049172,84,False,
Bernoulli(0.5),0.5,0.25,10000,1,Efficient betting,deterministic_markov,0.4957607908675339,0.5216266981941136,0.0258659073265796,2.586590732657968,True,False,0.0094543581362813,123,False,
Bernoulli(0.5),0.5,0.25,10000,1,Original STaR,randomized_markov,0.4982140409346652,0.5231766432549511,0.0249626023202858,2.49626023202858,True,False,0.0058440170250833,84,False,
Bernoulli(0.5),0.5,0.25,10000,1,Squared-hinge STaR,randomized_markov,0.498512548872308,0.5231310241016901,0.024618475229382,2.4618475229382097,True,False,0.014382281107828,84,False,
Bernoulli(0.5),0.5,0.25,10000,1,Efficient betting,randomized_markov,0.4958654555469221,0.5215867242203531,0.025721268673431,2.572126867343105,True,False,0.0103886849246919,123,False,
Bernoulli(0.5),0.5,0.25,10000,1,Gaffke,not_applicable,0.4957711245873116,0.5216205561824472,0.0258494315951355,2.584943159513559,True,False,0.0001696709077805,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,100000,1,Original STaR,deterministic_markov,0.4952299461855994,0.503587586825565,0.0083576406399656,2.642918028747869,True,False,0.0497131678275764,88,False,
Bernoulli(0.5),0.5,0.25,100000,1,Squared-hinge STaR,deterministic_markov,0.4951897999026439,0.503580059397511,0.0083902594948671,2.653233016363388,True,False,0.1333555108867585,88,False,
Bernoulli(0.5),0.5,0.25,100000,1,Efficient betting,deterministic_markov,0.4954125948845865,0.5035689492032194,0.0081563543186328,2.5792657050230448,True,False,0.0981134220492094,123,False,
Bernoulli(0.5),0.5,0.25,100000,1,Original STaR,randomized_markov,0.4952299461855994,0.503587586825565,0.0083576406399656,2.642918028747869,True,False,0.0507939429953694,88,False,
Bernoulli(0.5),0.5,0.25,100000,1,Squared-hinge STaR,randomized_markov,0.4951897999026439,0.503580059397511,0.0083902594948671,2.653233016363388,True,False,0.1335222059860825,88,False,
Bernoulli(0.5),0.5,0.25,100000,1,Efficient betting,randomized_markov,0.495418385213859,0.5035646064562651,0.008146221242406,2.576061344964975,True,False,0.1074263418558985,123,False,
Bernoulli(0.5),0.5,0.25,100000,1,Gaffke,not_applicable,0.4954123606607101,0.5035676879384606,0.0081553272777504,2.5789409261792144,True,False,0.0001795291900634,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,1000000,1,Original STaR,deterministic_markov,0.4993566057283619,0.5020159750713973,0.0026593693430354,2.6593693430354004,True,False,0.4944854930508882,90,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Squared-hinge STaR,deterministic_markov,0.4993433153284825,0.5020214300862731,0.0026781147577906,2.6781147577906173,True,False,1.3265573540702462,90,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Efficient betting,deterministic_markov,0.4993843500103144,0.5019615279194226,0.0025771779091081,2.577177909108164,True,False,0.8557200029026717,123,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Original STaR,randomized_markov,0.4993566057283619,0.5020159750713973,0.0026593693430354,2.6593693430354004,True,False,0.5074485789518803,90,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Squared-hinge STaR,randomized_markov,0.4993433153284825,0.5020214300862731,0.0026781147577906,2.6781147577906173,True,False,1.3303622228559109,90,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Efficient betting,randomized_markov,0.4993850824318922,0.5019606429100162,0.0025755604781239,2.5755604781239616,True,False,0.8767614339012653,123,False,
Bernoulli(0.5),0.5,0.25,1000000,1,Gaffke,not_applicable,0.4993845857726218,0.5019614078215464,0.0025768220489245,2.576822048924565,True,False,0.0005048348102718,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,10000000,1,Original STaR,deterministic_markov,0.4998296492998736,0.5006433605365675,0.0008137112366939,2.573180865625221,True,False,4.968085791915655,94,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Squared-hinge STaR,deterministic_markov,0.499830402039223,0.5006447405587082,0.0008143385194852,2.575164507982649,True,False,13.20064029796049,94,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Efficient betting,deterministic_markov,0.4998767473806723,0.5006914236678142,0.0008146762871418,2.576232623097688,True,False,8.422949825180694,123,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Original STaR,randomized_markov,0.4998296492998736,0.5006433605365675,0.0008137112366939,2.573180865625221,True,False,4.951972189126536,94,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Squared-hinge STaR,randomized_markov,0.499830402039223,0.5006447405587082,0.0008143385194852,2.575164507982649,True,False,13.287088796962053,94,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Efficient betting,randomized_markov,0.4998768245847081,0.5006913368132739,0.0008145122285658,2.575713824327661,True,False,8.383184707025066,123,False,
Bernoulli(0.5),0.5,0.25,10000000,1,Gaffke,not_applicable,0.4998767756351712,0.5006914240944873,0.0008146484593161,2.5761446237859364,True,False,0.0031005239579826,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,1000,2,Original STaR,deterministic_markov,0.4818236395570615,0.5655249467359211,0.0837013071788596,2.646867738185989,True,False,0.0017091932240873,80,False,
Bernoulli(0.5),0.5,0.25,1000,2,Squared-hinge STaR,deterministic_markov,0.4818487120271042,0.5660890773118824,0.0842403652847781,2.6639142522447794,True,False,0.0025306870229542,80,False,
Bernoulli(0.5),0.5,0.25,1000,2,Efficient betting,deterministic_markov,0.4834158619454954,0.5662659105501162,0.0828500486046208,2.619948578462568,True,False,0.0015134632121771,123,False,
Bernoulli(0.5),0.5,0.25,1000,2,Original STaR,randomized_markov,0.4818330417333275,0.5654622655608144,0.0836292238274868,2.644588262468828,True,False,0.0014385511167347,80,False,
Bernoulli(0.5),0.5,0.25,1000,2,Squared-hinge STaR,randomized_markov,0.4818487120271042,0.5660702729593504,0.0842215609322462,2.663319606405521,True,False,0.0022862439509481,80,False,
Bernoulli(0.5),0.5,0.25,1000,2,Efficient betting,randomized_markov,0.4842017874487576,0.5654751634179997,0.0812733759692421,2.570089811940001,True,False,0.0014335608575493,123,False,
Bernoulli(0.5),0.5,0.25,1000,2,Gaffke,not_applicable,0.4837826492238283,0.5659760496152495,0.0821934003914212,2.599183538710662,True,False,0.0001518281642347,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,10000,2,Original STaR,deterministic_markov,0.4947095325792401,0.5214861763792125,0.0267766437999723,2.6776643799972355,True,False,0.0053239699918776,84,False,
Bernoulli(0.5),0.5,0.25,10000,2,Squared-hinge STaR,deterministic_markov,0.4944011053117663,0.5215873325891234,0.027186227277357,2.718622727735709,True,False,0.0143309261184185,84,False,
Bernoulli(0.5),0.5,0.25,10000,2,Efficient betting,deterministic_markov,0.4955161503661888,0.5213819305565552,0.0258657801903664,2.586578019036645,True,False,0.0100725810043513,123,False,
Bernoulli(0.5),0.5,0.25,10000,2,Original STaR,randomized_markov,0.4947234167649141,0.5214861763792125,0.0267627596142983,2.6762759614298304,True,False,0.0056093200109899,84,False,
Bernoulli(0.5),0.5,0.25,10000,2,Squared-hinge STaR,randomized_markov,0.4944179646800848,0.5215873325891234,0.0271693679090385,2.7169367909038566,True,False,0.0142679868731647,84,False,
Bernoulli(0.5),0.5,0.25,10000,2,Efficient betting,randomized_markov,0.4955906062190344,0.52134073571994,0.0257501295009056,2.5750129500905605,True,False,0.0098269779700785,123,False,
Bernoulli(0.5),0.5,0.25,10000,2,Gaffke,not_applicable,0.4955711316230747,0.5214207403936562,0.0258496087705814,2.58496087705814,True,False,0.0002653619740158,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,100000,2,Original STaR,deterministic_markov,0.495659599334046,0.5037562931847683,0.0080966938507223,2.5603994085361865,True,False,0.0504468569997698,88,False,
Bernoulli(0.5),0.5,0.25,100000,2,Squared-hinge STaR,deterministic_markov,0.4956505036872642,0.5037340245323025,0.0080835208450382,2.556233738376995,True,False,0.1360684640239924,88,False,
Bernoulli(0.5),0.5,0.25,100000,2,Efficient betting,deterministic_markov,0.4960166095018259,0.5041748980109932,0.0081582885091673,2.5798773497748253,True,False,0.095317946979776,123,False,
Bernoulli(0.5),0.5,0.25,100000,2,Original STaR,randomized_markov,0.495659599334046,0.5037562931847683,0.0080966938507223,2.5603994085361865,True,False,0.0494104858953505,88,False,
Bernoulli(0.5),0.5,0.25,100000,2,Squared-hinge STaR,randomized_markov,0.4956505036872642,0.5037340245323025,0.0080835208450382,2.556233738376995,True,False,0.1371381380595266,88,False,
Bernoulli(0.5),0.5,0.25,100000,2,Efficient betting,randomized_markov,0.496024619461326,0.5041748980109932,0.0081502785496672,2.577344378176234,True,False,0.0885385840665549,123,False,
Bernoulli(0.5),0.5,0.25,100000,2,Gaffke,not_applicable,0.4960223295593931,0.5041776609113595,0.0081553313519663,2.57894221455941,True,False,0.000222350936383,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,1000000,2,Original STaR,deterministic_markov,0.4987928856728788,0.5014438267191129,0.002650941046234,2.65094104623409,True,False,0.4868692189920693,90,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Squared-hinge STaR,deterministic_markov,0.4987722557814684,0.5014551334865204,0.0026828777050519,2.6828777050519337,True,False,1.311868497170508,90,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Efficient betting,deterministic_markov,0.498914952221555,0.5014921322507198,0.0025771800291647,2.5771800291647384,True,False,0.8381520160473883,123,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Original STaR,randomized_markov,0.4987928856728788,0.5014438267191129,0.002650941046234,2.65094104623409,True,False,0.4949549830053001,90,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Squared-hinge STaR,randomized_markov,0.4987722557814684,0.5014551334865204,0.0026828777050519,2.6828777050519337,True,False,1.3052562410011888,90,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Efficient betting,randomized_markov,0.498915532055781,0.501491705004448,0.0025761729486669,2.576172948666966,True,False,0.8534584371373057,123,False,
Bernoulli(0.5),0.5,0.25,1000000,2,Gaffke,not_applicable,0.4989155869452003,0.5014924111130568,0.0025768241678564,2.576824167856484,True,False,0.0005530458875,0,False,beta-exact
Bernoulli(0.5),0.5,0.25,10000000,2,Original STaR,deterministic_markov,0.4995310863147293,0.5003618597716674,0.000830773456938,2.627136343536052,True,False,4.962735276902095,94,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Squared-hinge STaR,deterministic_markov,0.4995235589200727,0.5003598211022812,0.0008362621822084,2.644493216841431,True,False,13.149093128973618,94,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Efficient betting,deterministic_markov,0.4995336087157273,0.500348294779213,0.0008146860634857,2.576263538611604,True,False,8.224998047109693,123,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Original STaR,randomized_markov,0.4995310863147293,0.5003618597716674,0.000830773456938,2.627136343536052,True,False,5.168358146911487,94,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Squared-hinge STaR,randomized_markov,0.4995235589200727,0.5003598211022812,0.0008362621822084,2.644493216841431,True,False,13.249102071858944,94,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Efficient betting,randomized_markov,0.499533705220787,0.5003481886236474,0.0008144834028603,2.5756226694433293,True,False,8.250121359946206,123,False,
Bernoulli(0.5),0.5,0.25,10000000,2,Gaffke,not_applicable,0.4995336757355144,0.500348324320623,0.0008146485851086,2.576145021576885,True,False,0.0033024880103766,0,False,beta-exact
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Original STaR,deterministic_markov,0.4644172414746615,0.5129893758710355,0.048572134396374,1.5359857550834972,True,False,0.0015844979789108,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Squared-hinge STaR,deterministic_markov,0.4643066070622728,0.5133666210804915,0.0490600140182186,1.551413863373603,True,False,0.0026175519451498,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Efficient betting,deterministic_markov,0.4650787459719383,0.5128917859952902,0.0478130400233518,1.5119810833058216,True,False,0.0015539298765361,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Original STaR,randomized_markov,0.4644698381625183,0.5129893758710355,0.0485195377085171,1.534322501773412,True,False,0.0013847299851477,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Squared-hinge STaR,randomized_markov,0.4643138617778393,0.5133666210804915,0.0490527593026521,1.5511844491239346,True,False,0.0023177349939942,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Efficient betting,randomized_markov,0.4653800956954683,0.5123995814468578,0.0470194857513894,1.4868866938422436,True,False,0.0014334819279611,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,0,Gaffke,not_applicable,0.4650418633036956,0.5131131789339763,0.0480713156302807,1.5201484751253975,True,False,0.0156049837823957,0,False,bspline-exact
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Original STaR,deterministic_markov,0.4898586258523764,0.505305215464489,0.0154465896121126,1.544658961211265,True,False,0.005657864967361,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Squared-hinge STaR,deterministic_markov,0.4897599255992638,0.5054487279014861,0.0156888023022222,1.568880230222225,True,False,0.0143158640712499,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Efficient betting,deterministic_markov,0.4900043418096129,0.5048549337394691,0.0148505919298561,1.485059192985616,True,False,0.0111381630413234,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Original STaR,randomized_markov,0.4898591930952103,0.5053023792503191,0.0154431861551087,1.5443186155108757,True,False,0.0055931110400706,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Squared-hinge STaR,randomized_markov,0.4897599255992638,0.5054487279014861,0.0156888023022222,1.568880230222225,True,False,0.0144302109256386,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Efficient betting,randomized_markov,0.4900696183695848,0.504742881462726,0.014673263093141,1.4673263093141098,True,False,0.0100452848710119,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,0,Gaffke,not_applicable,0.490023865044985,0.5048546289588138,0.0148307639138288,1.4830763913828815,True,False,0.0002379599027335,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Original STaR,deterministic_markov,0.4978509750380837,0.5026758538819102,0.0048248788438264,1.525760658085136,True,False,0.050583389820531,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Squared-hinge STaR,deterministic_markov,0.4978373991268743,0.5027109702389052,0.0048735711120309,1.54115850528173,True,False,0.1344086320605129,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Efficient betting,deterministic_markov,0.4980408637448719,0.502758987192552,0.00471812344768,1.4920016376515326,True,False,0.0870595900341868,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Original STaR,randomized_markov,0.4978509750380837,0.5026758538819102,0.0048248788438264,1.525760658085136,True,False,0.0483179448638111,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Squared-hinge STaR,randomized_markov,0.4978373991268743,0.5027109702389052,0.0048735711120309,1.54115850528173,True,False,0.134752461919561,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Efficient betting,randomized_markov,0.4980537295314949,0.502754809989103,0.004701080457608,1.4866121709748197,True,False,0.0846270089969039,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,0,Gaffke,not_applicable,0.4980501977701079,0.5027611779407392,0.0047109801706312,1.4897427351083288,True,False,0.0002389522269368,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Original STaR,deterministic_markov,0.499714985559192,0.5012014412326986,0.0014864556735065,1.4864556735065817,True,False,0.4979128860868513,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Squared-hinge STaR,deterministic_markov,0.4997183072478479,0.5012027584540621,0.0014844512062142,1.48445120621421,True,False,1.3340629530139267,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Efficient betting,deterministic_markov,0.4996202623647167,0.5011082731524081,0.0014880107876914,1.4880107876914517,True,False,0.8871979259420186,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Original STaR,randomized_markov,0.499714985559192,0.5012014412326986,0.0014864556735065,1.4864556735065817,True,False,0.5013949240092188,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Squared-hinge STaR,randomized_markov,0.4997183072478479,0.5012027584540621,0.0014844512062142,1.48445120621421,True,False,1.3258873149752617,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Efficient betting,randomized_markov,0.4996204562033119,0.5011079207185986,0.0014874645152865,1.487464515286585,True,False,0.851395099889487,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,0,Gaffke,not_applicable,0.4996201698578963,0.5011085236553016,0.0014883537974051,1.4883537974051952,True,False,0.0010346369817852,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Original STaR,deterministic_markov,0.4998553728010256,0.5003232821258468,0.0004679093248211,1.479659204866244,True,False,5.189756714971736,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Squared-hinge STaR,deterministic_markov,0.4998551735982014,0.5003226664080263,0.0004674928098248,1.4783420687984112,True,False,13.580426562111825,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Efficient betting,deterministic_markov,0.4998234648269634,0.5002938843859752,0.0004704195590118,1.4875972623693914,True,False,8.31908379192464,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Original STaR,randomized_markov,0.4998553728010256,0.5003232821258468,0.0004679093248211,1.479659204866244,True,False,5.231356418924406,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Squared-hinge STaR,randomized_markov,0.4998551735982014,0.5003226664080263,0.0004674928098248,1.4783420687984112,True,False,13.621728324797004,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Efficient betting,randomized_markov,0.4998234871153912,0.5002938565254403,0.000470369410049,1.487438677424774,True,False,8.354097842006013,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,0,Gaffke,not_applicable,0.4998234711887973,0.5002938835898381,0.0004704124010407,1.4875746268772747,True,False,0.0074838129803538,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Original STaR,deterministic_markov,0.4606628598376859,0.508175398073759,0.047512538236073,1.5024783824182972,True,False,0.0016776730772107,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Squared-hinge STaR,deterministic_markov,0.4605293571102608,0.5075114926184554,0.0469821355081946,1.4857055754456745,True,False,0.0024423890281468,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Efficient betting,deterministic_markov,0.4613523695063054,0.5092323871833575,0.047880017677052,1.5140991026860888,True,False,0.0015738059300929,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Original STaR,randomized_markov,0.460664663928597,0.5081555530737364,0.0474908891451393,1.5017937780520707,True,False,0.0012330010067671,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Squared-hinge STaR,randomized_markov,0.4605293571102608,0.5075114926184554,0.0469821355081946,1.4857055754456745,True,False,0.0022372610401362,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Efficient betting,randomized_markov,0.4616099381779282,0.5085779185112815,0.0469679803333533,1.4852579495139095,True,False,0.0015246940311044,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,1,Gaffke,not_applicable,0.46148301924016,0.5093044747661583,0.0478214555259982,1.5122472048659998,True,False,0.0168166330549865,0,False,bspline-exact
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Original STaR,deterministic_markov,0.4894175245324288,0.5046500142849476,0.0152324897525187,1.5232489752518783,True,False,0.0058296048082411,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Squared-hinge STaR,deterministic_markov,0.4893495866033063,0.5046874377204812,0.0153378511171748,1.5337851117174894,True,False,0.0143557589035481,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Efficient betting,deterministic_markov,0.489856220201871,0.5048711225712219,0.0150149023693509,1.5014902369350935,True,False,0.0099621200934052,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Original STaR,randomized_markov,0.4894175245324288,0.5046500142849476,0.0152324897525187,1.5232489752518783,True,False,0.0055947510991245,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Squared-hinge STaR,randomized_markov,0.4893495866033063,0.5046874377204812,0.0153378511171748,1.5337851117174894,True,False,0.0140814101323485,86,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Efficient betting,randomized_markov,0.4898579917254466,0.5047340066464736,0.014876014921027,1.4876014921027023,True,False,0.0110955229029059,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000,1,Gaffke,not_applicable,0.4898204321988486,0.5048718725666752,0.0150514403678266,1.505144036782663,True,False,0.0002010599710047,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Original STaR,deterministic_markov,0.496964011970308,0.5017421441747771,0.004778132204469,1.5109780727523725,True,False,0.0500440399628132,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Squared-hinge STaR,deterministic_markov,0.4969781094213028,0.5017352761858309,0.004757166764528,1.504348218516266,True,False,0.1392197150271386,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Efficient betting,deterministic_markov,0.4970668580193551,0.5017682884120508,0.0047014303926956,1.4867228301658135,True,False,0.1081281469669193,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Original STaR,randomized_markov,0.496964011970308,0.5017421441747771,0.004778132204469,1.5109780727523725,True,False,0.0503589860163629,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Squared-hinge STaR,randomized_markov,0.4969781094213028,0.5017352761858309,0.004757166764528,1.504348218516266,True,False,0.1340033300220966,90,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Efficient betting,randomized_markov,0.4970681926892718,0.5017675098545995,0.0046993171653276,1.4860545689961508,True,False,0.0883232620544731,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,100000,1,Gaffke,not_applicable,0.4970588569864246,0.5017626801026444,0.0047038231162196,1.4874794757805156,True,False,0.00028991792351,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Original STaR,deterministic_markov,0.4989922923943499,0.5005067377235252,0.0015144453291752,1.514445329175218,True,False,0.4903684591408819,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Squared-hinge STaR,deterministic_markov,0.4989975037585002,0.5005100592523244,0.0015125554938241,1.5125554938241192,True,False,1.3233598968945444,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Efficient betting,deterministic_markov,0.4990318798194867,0.5005208410052897,0.0014889611858029,1.488961185802995,True,False,0.840230860048905,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Original STaR,randomized_markov,0.4989922923943499,0.5005067377235252,0.0015144453291752,1.514445329175218,True,False,0.4863785931374877,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Squared-hinge STaR,randomized_markov,0.4989975037585002,0.5005100592523244,0.0015125554938241,1.5125554938241192,True,False,1.311930341878906,92,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Efficient betting,randomized_markov,0.4990333247285664,0.5005202947591741,0.0014869700306077,1.486970030607715,True,False,0.8709217810537666,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000000,1,Gaffke,not_applicable,0.4990326348022494,0.5005209170210808,0.0014882822188313,1.4882822188313494,True,False,0.0011195479892194,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Original STaR,deterministic_markov,0.4997095115144657,0.5001944281678643,0.0004849166533986,1.533441100086053,True,False,4.982453519012779,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Squared-hinge STaR,deterministic_markov,0.4997083887707017,0.500196619329081,0.0004882305583792,1.5439205877742856,True,False,13.053607162088156,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Efficient betting,deterministic_markov,0.4997156761577998,0.500186264594876,0.0004705884370762,1.4881313016996285,True,False,8.170251291012391,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Original STaR,randomized_markov,0.4997095115144657,0.5001944281678643,0.0004849166533986,1.533441100086053,True,False,5.163721543038264,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Squared-hinge STaR,randomized_markov,0.4997083887707017,0.500196619329081,0.0004882305583792,1.5439205877742856,True,False,13.171906641218811,96,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Efficient betting,randomized_markov,0.4997159213226912,0.500186153156289,0.0004702318335977,1.4870036224863046,True,False,8.223148369928822,123,False,
"Uniform(0,1)",0.5,0.0833333333333333,10000000,1,Gaffke,not_applicable,0.4997158385504989,0.5001862359593735,0.0004703974088746,1.487527217485277,True,False,0.0072369209956377,0,False,cornish-fisher-moments
"Uniform(0,1)",0.5,0.0833333333333333,1000,2,Original STaR,deterministic_markov,0.4739552678888687,0.5235765186259809,0.0496212507371121,1.569161726755833,True,False,0.0015281208325177,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,2,Squared-hinge STaR,deterministic_markov,0.473809419551042,0.5240359408901354,0.0502265213390933,1.5883020637858525,True,False,0.0023294768761843,82,False,
"Uniform(0,1)",0.5,0.0833333333333333,1000,2,Efficient betting,deterministic_markov,0.4752406264853603,0.5236471288549194,0.048406502369559,1.5307480105014415,True,False,0.001290762098506,123,False,
