distribution,n,method,calibration,replications,mean_sqrt_n_width,q10_sqrt_n_width,q90_sqrt_n_width,coverage,empty_rate,escalation_rate
"Beta(2,2)",10000000,Original STaR,deterministic_markov,3,1.151820307175819,1.13580568558087,1.166947803255503,1.0,0.0,0.0
"Beta(2,2)",10000000,Original STaR,randomized_markov,3,1.151820307175819,1.13580568558087,1.166947803255503,1.0,0.0,0.0
"Beta(2,2)",10000000,Randomized Gaffke,product_orthant_randomized,3,1.152256752993577,1.152219363675934,1.1522975305588825,1.0,0.0,0.0
"Beta(2,2)",10000000,Squared-hinge STaR,deterministic_markov,3,1.1506817571964445,1.1346966602504593,1.163213073977945,1.0,0.0,0.0
"Beta(2,2)",10000000,Squared-hinge STaR,randomized_markov,3,1.1506817571964445,1.1346966602504593,1.163213073977945,1.0,0.0,0.0
"Beta(20,80)",1000,Efficient betting,deterministic_markov,3,0.2922617665334679,0.28897519269451893,0.29645750079190064,1.0,0.0,0.0
"Beta(20,80)",1000,Efficient betting,randomized_markov,3,0.2585178103743572,0.2529519685906974,0.2641260033969029,1.0,0.0,0.0
"Beta(20,80)",1000,Gaffke,not_applicable,3,0.2756353073839006,0.2736799478122046,0.27721934631782036,1.0,0.0,0.0
"Beta(20,80)",1000,Original STaR,deterministic_markov,3,0.294819733393987,0.2929142158293278,0.29651246552003,1.0,0.0,0.0
"Beta(20,80)",1000,Original STaR,randomized_markov,3,0.26497303874423533,0.2599097083796242,0.269394453470344,1.0,0.0,0.0
"Beta(20,80)",1000,Randomized Gaffke,product_orthant_randomized,3,0.27563530738390146,0.2736799478122041,0.27721934631782125,1.0,0.0,0.0
"Beta(20,80)",1000,Squared-hinge STaR,deterministic_markov,3,0.2940649621915252,0.2922874898655916,0.29566976321997274,1.0,0.0,0.0
"Beta(20,80)",1000,Squared-hinge STaR,randomized_markov,3,0.264247923499366,0.2591729415819739,0.2686155917485299,1.0,0.0,0.0
"Beta(20,80)",10000,Efficient betting,deterministic_markov,3,0.21469053198929958,0.21340397732785454,0.21598877469774566,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Efficient betting,randomized_markov,3,0.20232283187327316,0.1972524427664962,0.207508218489299,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Gaffke,not_applicable,3,0.21779192042374976,0.2171270332303904,0.2184902288198004,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Original STaR,deterministic_markov,3,0.22120880513858684,0.21857781417906058,0.2238178581895644,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Original STaR,randomized_markov,3,0.20796712448449273,0.19796094871639802,0.2179018088487661,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Randomized Gaffke,product_orthant_randomized,3,0.21779192042375062,0.21712703323038476,0.2184902288198059,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Squared-hinge STaR,deterministic_markov,3,0.22440741051991764,0.22179875480673455,0.2271756131097868,0.6666666666666666,0.0,0.0
"Beta(20,80)",10000,Squared-hinge STaR,randomized_markov,3,0.2103371359822146,0.19997334554756604,0.22069613058981916,0.6666666666666666,0.0,0.0
"Beta(20,80)",100000,Efficient betting,deterministic_markov,3,0.2078629148804003,0.20745764424158997,0.20828229315087174,1.0,0.0,0.0
"Beta(20,80)",100000,Efficient betting,randomized_markov,3,0.20633153831584009,0.20548624992517872,0.2073606575847388,1.0,0.0,0.0
"Beta(20,80)",100000,Gaffke,not_applicable,3,0.20881534603913043,0.20861196977466434,0.20907953233816626,1.0,0.0,0.0
"Beta(20,80)",100000,Original STaR,deterministic_markov,3,0.21439385861535207,0.2085766038140918,0.21918820829412206,1.0,0.0,0.0
"Beta(20,80)",100000,Original STaR,randomized_markov,3,0.2143014153568931,0.2085211378590164,0.21913274233904667,1.0,0.0,0.0
"Beta(20,80)",100000,Randomized Gaffke,product_orthant_randomized,3,0.2088153460391187,0.20861196977463978,0.20907953233815568,1.0,0.0,0.0
"Beta(20,80)",100000,Squared-hinge STaR,deterministic_markov,3,0.21738359973873253,0.21181857007334348,0.22196158989913836,1.0,0.0,0.0
"Beta(20,80)",100000,Squared-hinge STaR,randomized_markov,3,0.2173175688398383,0.21177895153400694,0.22192197135980182,1.0,0.0,0.0
"Beta(20,80)",1000000,Efficient betting,deterministic_markov,3,0.205589966764295,0.20551177783940666,0.2056583117747701,1.0,0.0,0.0
"Beta(20,80)",1000000,Efficient betting,randomized_markov,3,0.20530726220098952,0.2052816437733473,0.2053293630171482,1.0,0.0,0.0
"Beta(20,80)",1000000,Gaffke,not_applicable,3,0.20611610319059182,0.20605168262393112,0.20617458155955942,1.0,0.0,0.0
"Beta(20,80)",1000000,Original STaR,deterministic_markov,3,0.21203196161800877,0.21013884474870845,0.2134871661973902,1.0,0.0,0.0
"Beta(20,80)",1000000,Original STaR,randomized_markov,3,0.21203196161800877,0.21013884474870845,0.2134871661973902,1.0,0.0,0.0
"Beta(20,80)",1000000,Randomized Gaffke,product_orthant_randomized,3,0.2061161031906196,0.2060516826239311,0.20617458155958163,1.0,0.0,0.0
"Beta(20,80)",1000000,Squared-hinge STaR,deterministic_markov,3,0.21304524478864736,0.21022394715445314,0.21525926927093986,1.0,0.0,0.0
"Beta(20,80)",1000000,Squared-hinge STaR,randomized_markov,3,0.21304524478864736,0.21022394715445314,0.21525926927093986,1.0,0.0,0.0
"Beta(20,80)",10000000,Efficient betting,deterministic_markov,3,0.20521731349185265,0.20518274487647836,0.20525640121001956,1.0,0.0,0.0
"Beta(20,80)",10000000,Efficient betting,randomized_markov,3,0.20484809022223827,0.20443697719027845,0.20517333892155534,1.0,0.0,0.0
"Beta(20,80)",10000000,Gaffke,not_applicable,3,0.20532227164935968,0.2052844255525572,0.2053543507746524,1.0,0.0,0.0
"Beta(20,80)",10000000,Original STaR,deterministic_markov,3,0.21156888587111666,0.20886244602136286,0.2139172515199992,1.0,0.0,0.0
"Beta(20,80)",10000000,Original STaR,randomized_markov,3,0.21154783236670496,0.20884981391871585,0.21390461941735217,1.0,0.0,0.0
"Beta(20,80)",10000000,Randomized Gaffke,product_orthant_randomized,3,0.2053222716492719,0.2052844255525572,0.20535435077444175,1.0,0.0,0.0
"Beta(20,80)",10000000,Squared-hinge STaR,deterministic_markov,3,0.2135029689711184,0.20975594919111318,0.2169013055803707,1.0,0.0,0.0
"Beta(20,80)",10000000,Squared-hinge STaR,randomized_markov,3,0.2135029689711184,0.20975594919111318,0.2169013055803707,1.0,0.0,0.0
"Beta(50,50)",1000,Efficient betting,deterministic_markov,3,0.30065511573917286,0.29769409741571834,0.3038955767562082,1.0,0.0,0.0
"Beta(50,50)",1000,Efficient betting,randomized_markov,3,0.265943986322156,0.24394423783236727,0.28272504435614765,1.0,0.0,0.0
"Beta(50,50)",1000,Gaffke,not_applicable,3,0.3067792994413394,0.3033551525536649,0.30976671317593374,1.0,0.0,0.0
"Beta(50,50)",1000,Original STaR,deterministic_markov,3,0.33042837455716756,0.3292442215504762,0.33169022940162296,1.0,0.0,0.0
"Beta(50,50)",1000,Original STaR,randomized_markov,3,0.28844854401545544,0.2657419046095879,0.30581554978738734,1.0,0.0,0.0
"Beta(50,50)",1000,Randomized Gaffke,product_orthant_randomized,3,0.3067792994413394,0.3033551525536649,0.30976671317593374,1.0,0.0,0.0
"Beta(50,50)",1000,Squared-hinge STaR,deterministic_markov,3,0.3335155882340392,0.33202999922166615,0.3351816852971233,1.0,0.0,0.0
"Beta(50,50)",1000,Squared-hinge STaR,randomized_markov,3,0.29019871932831437,0.2677231359566078,0.30744851287027986,1.0,0.0,0.0
"Beta(50,50)",10000,Efficient betting,deterministic_markov,3,0.26570107690069655,0.2643049757968851,0.26747331361902216,1.0,0.0,0.0
"Beta(50,50)",10000,Efficient betting,randomized_markov,3,0.2588310955107345,0.2533605113777337,0.2633531257771304,1.0,0.0,0.0
"Beta(50,50)",10000,Gaffke,not_applicable,3,0.2682123228314348,0.26758932272318625,0.2688608609845178,1.0,0.0,0.0
"Beta(50,50)",10000,Original STaR,deterministic_markov,3,0.27127975833122764,0.2654301827314043,0.27689695015576166,1.0,0.0,0.0
"Beta(50,50)",10000,Original STaR,randomized_markov,3,0.268885795977349,0.26443473036848236,0.27402740334325654,1.0,0.0,0.0
"Beta(50,50)",10000,Randomized Gaffke,product_orthant_randomized,3,0.2682123228314348,0.26758932272318625,0.2688608609845178,1.0,0.0,0.0
"Beta(50,50)",10000,Squared-hinge STaR,deterministic_markov,3,0.2724096318101203,0.26401612755494575,0.2805862962973326,1.0,0.0,0.0
"Beta(50,50)",10000,Squared-hinge STaR,randomized_markov,3,0.27002615858787526,0.2631435634846612,0.2774047997376672,1.0,0.0,0.0
"Beta(50,50)",100000,Efficient betting,deterministic_markov,3,0.25839328227782793,0.2577908704192038,0.2589872913626595,1.0,0.0,0.0
"Beta(50,50)",100000,Efficient betting,randomized_markov,3,0.2568992212878405,0.25649421731343075,0.25739709585256204,1.0,0.0,0.0
"Beta(50,50)",100000,Gaffke,not_applicable,3,0.25973237810548283,0.25949195631223604,0.25994102302420197,1.0,0.0,0.0
"Beta(50,50)",100000,Original STaR,deterministic_markov,3,0.2644988793835722,0.26048862073096385,0.2681886644748522,1.0,0.0,0.0
"Beta(50,50)",100000,Original STaR,randomized_markov,3,0.264439631627959,0.26041552340301444,0.26813933398613216,1.0,0.0,0.0
"Beta(50,50)",100000,Randomized Gaffke,product_orthant_randomized,3,0.25973237810548283,0.25949195631223604,0.25994102302420197,1.0,0.0,0.0
"Beta(50,50)",100000,Squared-hinge STaR,deterministic_markov,3,0.26584768543637116,0.2600049215575733,0.27101208560008866,1.0,0.0,0.0
"Beta(50,50)",100000,Squared-hinge STaR,randomized_markov,3,0.2658246386912197,0.2599496093692098,0.27101208560008866,1.0,0.0,0.0
"Beta(50,50)",1000000,Efficient betting,deterministic_markov,3,0.25696216691713697,0.2568702541028478,0.2570863645038446,1.0,0.0,0.0
"Beta(50,50)",1000000,Efficient betting,randomized_markov,3,0.25659351769137984,0.25647290568224784,0.25669205014060553,1.0,0.0,0.0
"Beta(50,50)",1000000,Gaffke,not_applicable,3,0.25745881071061644,0.25736234516254836,0.25756438122278563,1.0,0.0,0.0
"Beta(50,50)",1000000,Original STaR,deterministic_markov,3,0.25747498094106736,0.245437783812874,0.2671417797666331,1.0,0.0,0.0
"Beta(50,50)",1000000,Original STaR,randomized_markov,3,0.25747498094106736,0.245437783812874,0.2671417797666331,1.0,0.0,0.0
"Beta(50,50)",1000000,Randomized Gaffke,product_orthant_randomized,3,0.2574588107106349,0.25736234516255946,0.25756438122279673,1.0,0.0,0.0
"Beta(50,50)",1000000,Squared-hinge STaR,deterministic_markov,3,0.25407174946745487,0.23324391687742357,0.27056384650796517,1.0,0.0,0.0
"Beta(50,50)",1000000,Squared-hinge STaR,randomized_markov,3,0.25407174946745487,0.23324391687742357,0.27056384650796517,1.0,0.0,0.0
"Beta(50,50)",10000000,Efficient betting,deterministic_markov,3,0.2564958672743239,0.25645586394907394,0.2565467119307733,1.0,0.0,0.0
"Beta(50,50)",10000000,Efficient betting,randomized_markov,3,0.2564270339360659,0.2564011696752652,0.25645965951570093,1.0,0.0,0.0
"Beta(50,50)",10000000,Gaffke,not_applicable,3,0.25662440843625633,0.2565947107872868,0.2566653159513062,1.0,0.0,0.0
"Beta(50,50)",10000000,Original STaR,deterministic_markov,3,0.2668595888383011,0.2647895376517107,0.2685078622689085,1.0,0.0,0.0
"Beta(50,50)",10000000,Original STaR,randomized_markov,3,0.2668595888383011,0.2647895376517107,0.2685078622689085,1.0,0.0,0.0
"Beta(50,50)",10000000,Randomized Gaffke,product_orthant_randomized,3,0.2566244084363149,0.2565947107873219,0.25666531595134134,1.0,0.0,0.0
"Beta(50,50)",10000000,Squared-hinge STaR,deterministic_markov,3,0.2699385959271798,0.26699255223453155,0.2721629634857337,1.0,0.0,0.0
"Beta(50,50)",10000000,Squared-hinge STaR,randomized_markov,3,0.2699385959271798,0.26699255223453155,0.2721629634857337,1.0,0.0,0.0
"Uniform(0,1)",1000,Efficient betting,deterministic_markov,3,1.5189427321644506,1.512404687181875,1.5274182289383709,1.0,0.0,0.0
"Uniform(0,1)",1000,Efficient betting,randomized_markov,3,1.4934724641629016,1.4855836983795763,1.5039955380744898,1.0,0.0,0.0
"Uniform(0,1)",1000,Gaffke,not_applicable,3,1.520055281157653,1.5138274589178793,1.5262458258103293,1.0,0.0,0.0
"Uniform(0,1)",1000,Original STaR,deterministic_markov,3,1.535875288085876,1.5091798569513373,1.562526532421366,1.0,0.0,0.0
"Uniform(0,1)",1000,Original STaR,randomized_markov,3,1.5345738043023973,1.508299522796339,1.5609486068200502,1.0,0.0,0.0
"Uniform(0,1)",1000,Randomized Gaffke,product_orthant_randomized,3,1.5200552811576538,1.5138274589178793,1.5262458258103306,1.0,0.0,0.0
"Uniform(0,1)",1000,Squared-hinge STaR,deterministic_markov,3,1.5418071675350433,1.49884723303126,1.5809244237034026,1.0,0.0,0.0
"Uniform(0,1)",1000,Squared-hinge STaR,randomized_markov,3,1.5416346100892195,1.4988013501813264,1.5806479343832265,1.0,0.0,0.0
"Uniform(0,1)",10000,Efficient betting,deterministic_markov,3,1.5012478503753626,1.4883454017755116,1.5140533443513216,1.0,0.0,0.0
"Uniform(0,1)",10000,Efficient betting,randomized_markov,3,1.4831465981832583,1.4713813458718283,1.493129892926911,1.0,0.0,0.0
"Uniform(0,1)",10000,Gaffke,not_applicable,3,1.4963819970845247,1.486646225723911,1.5043003420437362,1.0,0.0,0.0
"Uniform(0,1)",10000,Original STaR,deterministic_markov,3,1.497624000877538,1.4446210479859525,1.5403769640193876,1.0,0.0,0.0
"Uniform(0,1)",10000,Original STaR,randomized_markov,3,1.497395728453678,1.4443454707290004,1.5401046874590762,1.0,0.0,0.0
"Uniform(0,1)",10000,Randomized Gaffke,product_orthant_randomized,3,1.4963819970845247,1.486646225723911,1.5043003420437362,1.0,0.0,0.0
"Uniform(0,1)",10000,Squared-hinge STaR,deterministic_markov,3,1.5074874448470943,1.4425946164247527,1.5618612065212778,1.0,0.0,0.0
"Uniform(0,1)",10000,Squared-hinge STaR,randomized_markov,3,1.5074683075375832,1.442548686881926,1.5618612065212778,1.0,0.0,0.0
"Uniform(0,1)",100000,Efficient betting,deterministic_markov,3,1.4909718943758632,1.4877785916629573,1.493753299778501,1.0,0.0,0.0
"Uniform(0,1)",100000,Efficient betting,randomized_markov,3,1.486461951239123,1.4861660893918847,1.4866977251920828,1.0,0.0,0.0
"Uniform(0,1)",100000,Gaffke,not_applicable,3,1.4892765339966356,1.4879321276460782,1.490434459902516,1.0,0.0,0.0
"Uniform(0,1)",100000,Original STaR,deterministic_markov,3,1.5303310434917716,1.5139345898189251,1.548555651327273,1.0,0.0,0.0
"Uniform(0,1)",100000,Original STaR,randomized_markov,3,1.5303119520372996,1.5139345898189251,1.5485098318365391,1.0,0.0,0.0
"Uniform(0,1)",100000,Randomized Gaffke,product_orthant_randomized,3,1.4892765339966534,1.487932127646096,1.4904344599025334,1.0,0.0,0.0
"Uniform(0,1)",100000,Squared-hinge STaR,deterministic_markov,3,1.5396302536039983,1.5117102758693588,1.5669389306675452,1.0,0.0,0.0
"Uniform(0,1)",100000,Squared-hinge STaR,randomized_markov,3,1.5396302536039983,1.5117102758693588,1.5669389306675452,1.0,0.0,0.0
"Uniform(0,1)",1000000,Efficient betting,deterministic_markov,3,1.4884750607462676,1.4880992719020325,1.4888595903912671,1.0,0.0,0.0
"Uniform(0,1)",1000000,Efficient betting,randomized_markov,3,1.4874353713901778,1.487068927543489,1.4877901576783035,1.0,0.0,0.0
"Uniform(0,1)",1000000,Gaffke,not_applicable,3,1.4884362381386202,1.4882965345461185,1.4886089180244921,1.0,0.0,0.0
"Uniform(0,1)",1000000,Original STaR,deterministic_markov,3,1.5146232620689704,1.492053604640309,1.5372640926551329,1.0,0.0,0.0
"Uniform(0,1)",1000000,Original STaR,randomized_markov,3,1.5146232620689704,1.492053604640309,1.5372640926551329,1.0,0.0,0.0
"Uniform(0,1)",1000000,Randomized Gaffke,product_orthant_randomized,3,1.488436238138676,1.488296534546174,1.4886089180245479,1.0,0.0,0.0
"Uniform(0,1)",1000000,Squared-hinge STaR,deterministic_markov,3,1.5171440127458302,1.4900720637361917,1.5460513693241529,1.0,0.0,0.0
"Uniform(0,1)",1000000,Squared-hinge STaR,randomized_markov,3,1.5171440127458302,1.4900720637361917,1.5460513693241529,1.0,0.0,0.0
"Uniform(0,1)",10000000,Efficient betting,deterministic_markov,3,1.4876835919998388,1.4873772220182753,1.4880244938335812,1.0,0.0,0.0
"Uniform(0,1)",10000000,Efficient betting,randomized_markov,3,1.4871080317353265,1.4869061607331817,1.4873516664370803,1.0,0.0,0.0
"Uniform(0,1)",10000000,Gaffke,not_applicable,3,1.4874495485476424,1.4873028845213558,1.4875651449988752,1.0,0.0,0.0
"Uniform(0,1)",10000000,Original STaR,deterministic_markov,3,1.504520048374901,1.4838193319274766,1.5268448481033239,1.0,0.0,0.0
"Uniform(0,1)",10000000,Original STaR,randomized_markov,3,1.504520048374901,1.4838193319274766,1.5268448481033239,1.0,0.0,0.0
"Uniform(0,1)",10000000,Randomized Gaffke,product_orthant_randomized,3,1.4874495485477006,1.4873028845213558,1.4875651449990153,1.0,0.0,0.0
"Uniform(0,1)",10000000,Squared-hinge STaR,deterministic_markov,3,1.5059901337487254,1.481815203973425,1.5342780191541243,1.0,0.0,0.0
"Uniform(0,1)",10000000,Squared-hinge STaR,randomized_markov,3,1.5059901337487254,1.481815203973425,1.5342780191541243,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Efficient betting,deterministic_markov,3,0.2192054433719742,0.21746758033168329,0.22048162622652884,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Efficient betting,randomized_markov,3,0.19170986631252263,0.16678312515832736,0.21295886413652088,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Gaffke,not_applicable,3,0.2201521891566818,0.217973165076281,0.22183783247351013,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Original STaR,deterministic_markov,3,0.2507224504327768,0.24770446713166144,0.2546216406971035,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Original STaR,randomized_markov,3,0.21931774308827848,0.18671249998543174,0.24619397000223903,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Randomized Gaffke,product_orthant_randomized,3,0.22015218915668236,0.21797316507628237,0.22183783247351013,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Squared-hinge STaR,deterministic_markov,3,0.2514300255000507,0.24889580274138096,0.25491370359721655,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000,Squared-hinge STaR,randomized_markov,3,0.21971962230792896,0.18701761036905154,0.24657435432918412,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Efficient betting,deterministic_markov,3,0.15803337368862816,0.15700769006370405,0.1592160199843961,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Efficient betting,randomized_markov,3,0.15418153887220376,0.15328907655082544,0.15520422205510195,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Gaffke,not_applicable,3,0.16163924726065126,0.1606840458591985,0.16240107783138438,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Original STaR,deterministic_markov,3,0.16568626213689,0.164489251043709,0.16669123292419205,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Original STaR,randomized_markov,3,0.16383838945500842,0.16299632847391218,0.1647876807409898,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Randomized Gaffke,product_orthant_randomized,3,0.16163924726065493,0.16068404585920398,0.1624010778313855,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Squared-hinge STaR,deterministic_markov,3,0.16648648403822144,0.16531887563442366,0.167848987777539,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000,Squared-hinge STaR,randomized_markov,3,0.16511670624850627,0.1638113908159599,0.16645234333473977,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Efficient betting,deterministic_markov,3,0.15105520684119345,0.1509117668155608,0.15122564623940624,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Efficient betting,randomized_markov,3,0.1498291722332927,0.14911868045255167,0.15058761799975962,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Gaffke,not_applicable,3,0.1521433916190491,0.15199932641622635,0.15225091427781587,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Original STaR,deterministic_markov,3,0.1551829389821859,0.1542581611849142,0.1561462819447322,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Original STaR,randomized_markov,3,0.15483023635948823,0.1542581611849142,0.15529979565025778,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Randomized Gaffke,product_orthant_randomized,3,0.15214339161905496,0.15199932641624042,0.15225091427781587,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Squared-hinge STaR,deterministic_markov,3,0.15632229153546995,0.15471323101667336,0.15783644636710872,1.0,0.0,0.0
"Uniform(0.45,0.55)",100000,Squared-hinge STaR,randomized_markov,3,0.15592764589818087,0.15471323101667336,0.15688929683761488,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Efficient betting,deterministic_markov,3,0.1493474752138161,0.1492299635090122,0.14944374191190324,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Efficient betting,randomized_markov,3,0.1492247397967272,0.14904042752406085,0.14940215263588014,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Gaffke,not_applicable,3,0.14974234142561824,0.14970287061484283,0.1497739864018799,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Original STaR,deterministic_markov,3,0.15000934873136507,0.14374322411492277,0.15451770355050515,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Original STaR,randomized_markov,3,0.14999598526762206,0.14371115180193955,0.15451770355050515,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Randomized Gaffke,product_orthant_randomized,3,0.14974234142561824,0.14970287061484283,0.1497739864018799,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Squared-hinge STaR,deterministic_markov,3,0.149701784121566,0.14101710402754097,0.15598329501205208,1.0,0.0,0.0
"Uniform(0.45,0.55)",1000000,Squared-hinge STaR,randomized_markov,3,0.14969605787011153,0.14100794050950768,0.15597871552659456,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Efficient betting,deterministic_markov,3,0.14887757382340402,0.14882784344057054,0.14894411561828141,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Efficient betting,randomized_markov,3,0.14873018135608337,0.14864604656921754,0.14882290275234258,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Gaffke,not_applicable,3,0.1490124020098437,0.14900158321846424,0.14902555771227263,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Original STaR,deterministic_markov,3,0.14943251169641725,0.14243822219706012,0.15464380089135188,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Original STaR,randomized_markov,3,0.1494306029831185,0.14243707696908087,0.15464265566337265,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Randomized Gaffke,product_orthant_randomized,3,0.1490124020099607,0.14900158321849935,0.14902555771244813,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Squared-hinge STaR,deterministic_markov,3,0.14922833900577673,0.14010923005464335,0.15611172470435425,1.0,0.0,0.0
"Uniform(0.45,0.55)",10000000,Squared-hinge STaR,randomized_markov,3,0.14922833900577673,0.14010923005464335,0.15611172470435425,1.0,0.0,0.0
