distribution,method,n,reps,mean_width_c1,mean_width_c05,mean_sqrt_n_width_c1,mean_sqrt_n_width_c05,mean_largest_component_width_c1,mean_largest_component_width_c05,width_relative_change,sqrt_n_width_relative_change,largest_component_width_relative_change
Bernoulli(0.1),STaR betting,10000,30,0.015870193752032722,0.015873646632044932,1.5870193752032766,1.587364663204498,,,0.00021757012334955306,0.0002175701233497751,
Bernoulli(0.1),STaR betting,30000,30,0.009181014027392603,0.009181937501725716,1.590198276044664,1.5903582264911054,,,0.00010058522188916008,0.00010058522188760577,
Bernoulli(0.1),STaR betting,100000,30,0.00499180172494818,0.004991895157291529,1.5785463078793776,1.5785758537805896,,,1.8717158352332675e-05,1.871715835299881e-05,
Bernoulli(0.1),STaR betting,300000,30,0.00290219407908266,0.0029022086175189634,1.5895971633715316,1.5896051264010496,,,5.009463842631234e-06,5.009463845073725e-06,
Bernoulli(0.1),STaR betting,1000000,30,0.0015853522016119799,0.0015853661010306066,1.5853522016120347,1.5853661010306577,,,8.767401094011973e-06,8.767401091569482e-06,
Bernoulli(0.1),STaR betting,3000000,30,0.0009134018981969867,0.0009134007520178067,1.58205849540712,1.5820565101665482,,,-1.2548465053718871e-06,-1.254846503817575e-06,
Bernoulli(0.1),STaR betting,10000000,30,0.00049973589023985,0.00049973589023985,1.5803036416899656,1.5803036416899656,,,0.0,0.0,
Bernoulli(0.5),Common-clock Efficient betting,1000,30,0.0812940631376595,0.08106581421108655,2.570743997645385,2.563526132830795,0.0812940631376595,0.08106581421108655,-0.0028076949012431074,-0.0028076949012431074,-0.0028076949012431074
Bernoulli(0.5),Common-clock Efficient betting,3000,30,0.04702625164231878,0.04704247086342602,2.575733881941239,2.5766222452677985,0.04702625164231878,0.04704247086342602,0.00034489717000218967,0.0003448971700017456,0.00034489717000218967
Bernoulli(0.5),Common-clock Efficient betting,10000,30,0.025749183556461698,0.025731879319953254,2.5749183556461737,2.57318793199533,0.025749183556461698,0.025731879319953254,-0.0006720304925591503,-0.0006720304925588172,-0.0006720304925591503
