distribution,method,n,rep,width_c1,sqrt_n_width_c1,largest_component_width_c1,width_c05,sqrt_n_width_c05,largest_component_width_c05,width_relative_change,sqrt_n_width_relative_change,largest_component_width_relative_change
Bernoulli(0.1),Common-clock Efficient betting,1000,17,0.0447312716076922,1.4145270091592923,0.0447312716076922,0.0449825299258366,1.4224724948232892,0.0449825299258366,0.0056170618252935345,0.005617061825294645,0.0056170618252935345
Bernoulli(0.1),Common-clock Efficient betting,1000,18,0.0460641280981266,1.456675632198403,0.0460641280981266,0.0466769449820511,1.4760546036164883,0.0466769449820511,0.0133035598246658,0.013303559824666467,0.0133035598246658
Bernoulli(0.1),Common-clock Efficient betting,1000,19,0.0524699686219531,1.659246096029384,0.0524699686219531,0.0530164329676109,1.6765268159529043,0.0530164329676109,0.010414802219438801,0.010414802219437691,0.010414802219438801
Bernoulli(0.1),Common-clock Efficient betting,1000,20,0.0542185665855754,1.7145416187991704,0.0542185665855754,0.0544263408345148,1.7211120174569623,0.0544263408345148,0.0038321604945319443,0.003832160494531278,0.0038321604945319443
Bernoulli(0.1),Common-clock Efficient betting,1000,21,0.0546801091676906,1.729136876765563,0.0546801091676906,0.055410140318209,1.7522224887506763,0.055410140318209,0.013350945373564738,0.013350945373564738,0.013350945373564738
Bernoulli(0.1),Common-clock Efficient betting,1000,22,0.046104801408075,1.457961835192554,0.046104801408075,0.0456620039881857,1.4439593513035922,0.0456620039881857,-0.00960414981446478,-0.009604149814465113,-0.00960414981446478
Bernoulli(0.1),Common-clock Efficient betting,1000,23,0.0530461638966137,1.677466990478922,0.0530461638966137,0.0539397636828521,1.705725096890449,0.0539397636828521,0.01684570043519118,0.016845700435189626,0.01684570043519118
Bernoulli(0.1),Common-clock Efficient betting,1000,24,0.0534390166439617,1.6898900851456644,0.0534390166439617,0.0546228463362703,1.7273260670399793,0.0546228463362703,0.022152909365751983,0.022152909365751983,0.022152909365751983
Bernoulli(0.1),Common-clock Efficient betting,1000,25,0.0512657687068247,1.6211659511295102,0.0512657687068247,0.051923037266618,1.6419506079631665,0.051923037266618,0.012820807653388444,0.012820807653389776,0.012820807653388444
Bernoulli(0.1),Common-clock Efficient betting,1000,26,0.0531829195552659,1.6817915841214943,0.0531829195552659,0.0538570315630417,1.703108877547903,0.0538570315630417,0.012675347901412115,0.012675347901413225,0.012675347901412115
Bernoulli(0.1),Common-clock Efficient betting,1000,27,0.0547754645895089,1.732152279967483,0.0547754645895089,0.0553978590093867,1.7518341196654117,0.0553978590093867,0.011362649765584987,0.011362649765584099,0.011362649765584987
Bernoulli(0.1),Common-clock Efficient betting,1000,28,0.0555713557805065,1.7573205692996487,0.0555713557805065,0.0561743173076827,1.7763878869729504,0.0561743173076827,0.010850221642202618,0.010850221642201952,0.010850221642202618
Bernoulli(0.1),Common-clock Efficient betting,1000,29,0.0512198521739038,1.619713942866628,0.0512198521739038,0.0518316361300641,1.6390602502407825,0.0518316361300641,0.011944274147515088,0.011944274147516865,0.011944274147515088
Bernoulli(0.1),Common-clock Efficient betting,3000,0,0.0270401664044619,1.4810509098417182,0.0270401664044619,0.0271076371967834,1.4847464373344406,0.0271076371967834,0.0024952062539957964,0.0024952062539951303,0.0024952062539957964
Bernoulli(0.1),Common-clock Efficient betting,3000,1,0.027087897472873,1.4836652481279766,0.027087897472873,0.0268204195208315,1.4690148773311311,0.0268204195208315,-0.009874444936502136,-0.0098744449365048,-0.009874444936502136
Bernoulli(0.1),Common-clock Efficient betting,3000,2,0.0295387838126547,1.6179058215459483,0.0295387838126547,0.0296272212165333,1.6227497376490954,0.0296272212165333,0.0029939419455959904,0.002993941945593992,0.0029939419455959904
Bernoulli(0.1),Common-clock Efficient betting,3000,3,0.0300670262311925,1.646838850392372,0.0300670262311925,0.0301539300951728,1.6515987710560078,0.0301539300951728,0.002890337850909308,0.00289033785090842,0.002890337850909308
Bernoulli(0.1),Common-clock Efficient betting,3000,4,0.0289187225142311,1.5839436655276893,0.0289187225142311,0.0289643604990795,1.5864433609057438,0.0289643604990795,0.001578146642748246,0.001578146642748024,0.001578146642748246
Bernoulli(0.1),Common-clock Efficient betting,3000,5,0.0290006745120549,1.588432361311762,0.0290006745120549,0.0291115690852353,1.5945063072353458,0.0291115690852353,0.0038238618599819585,0.003823861859983735,0.0038238618599819585
Bernoulli(0.1),Common-clock Efficient betting,3000,6,0.0263217119402358,1.4416995381820246,0.0263217119402358,0.0261558831251575,1.4326167199117514,0.0261558831251575,-0.006300077117127434,-0.00630007711712699,-0.006300077117127434
Bernoulli(0.1),Common-clock Efficient betting,3000,7,0.0267306815989516,1.4640997289234094,0.0267306815989516,0.0264569973942678,1.4491094276695888,0.0264569973942678,-0.010238579351995791,-0.010238579351997679,-0.010238579351995791
Bernoulli(0.1),Common-clock Efficient betting,3000,8,0.0271988243159836,1.4897409615484274,0.0271988243159836,0.0271902612840135,1.4892719449713625,0.0271902612840135,-0.0003148309599936283,-0.00031483095999285116,-0.0003148309599936283
Bernoulli(0.1),Common-clock Efficient betting,3000,9,0.0283430323593847,1.552411817133389,0.0283430323593847,0.0284795203896623,1.5598875744346412,0.0284795203896623,0.004815576136912858,0.004815576136914856,0.004815576136912858
Bernoulli(0.1),Common-clock Efficient betting,3000,10,0.0278906108543074,1.527631670750261,0.0278906108543074,0.0278741306197385,1.5267290111276235,0.0278741306197385,-0.0005908882618235189,-0.0005908882618244071,-0.0005908882618235189
Bernoulli(0.1),Common-clock Efficient betting,3000,11,0.0300676018185622,1.6468703766109911,0.0300676018185622,0.0301800199500694,1.6530277712609,0.0301800199500694,0.00373884595737195,0.0037388459573728383,0.00373884595737195
Bernoulli(0.1),Common-clock Efficient betting,3000,12,0.0272645918115959,1.4933431956381755,0.0272645918115959,0.0274520687133833,1.5036117284501875,0.0274520687133833,0.006876204238922989,0.006876204238921657,0.006876204238922989
Bernoulli(0.1),Common-clock Efficient betting,3000,13,0.0273576388270391,1.498439590564849,0.0273576388270391,0.0275089726319795,1.506728484432745,0.0275089726319795,0.005531683706227808,0.005531683706228918,0.005531683706227808
Bernoulli(0.1),Common-clock Efficient betting,3000,14,0.0286166926145963,1.5674008066205902,0.0286166926145963,0.028751523607832,1.574785804265194,0.028751523607832,0.00471162041859885,0.004711620418600182,0.00471162041859885
Bernoulli(0.1),Common-clock Efficient betting,3000,15,0.0300081693277384,1.6436151250236977,0.0300081693277384,0.0299946769008518,1.642876114367572,0.0299946769008518,-0.00044962512505308805,-0.00044962512505164476,-0.00044962512505308805
Bernoulli(0.1),Common-clock Efficient betting,3000,16,0.026691761009754,1.461967960457915,0.026691761009754,0.0268052698740536,1.4681850970032844,0.0268052698740536,0.004252580571889597,0.004252580571890263,0.004252580571889597
Bernoulli(0.1),Common-clock Efficient betting,3000,17,0.0283942769722458,1.5552186001748565,0.0283942769722458,0.0285659567827617,1.564621890663631,0.0285659567827617,0.006046282167484263,0.006046282167482708,0.006046282167484263
Bernoulli(0.1),Common-clock Efficient betting,3000,18,0.0265628084813157,1.4549049395906155,0.0265628084813157,0.0264087201504352,1.4464651741234609,0.0264087201504352,-0.00580090508836395,-0.005800905088362285,-0.00580090508836395
Bernoulli(0.1),Common-clock Efficient betting,3000,19,0.0279883568262864,1.5329854381260788,0.0279883568262864,0.0278978384215178,1.5280275409099633,0.0278978384215178,-0.003234145017173118,-0.003234145017173784,-0.003234145017173118
Bernoulli(0.1),Common-clock Efficient betting,3000,20,0.0304728603441458,1.6690673002193297,0.0304728603441458,0.0306905698706483,1.6809917420842486,0.0306905698706483,0.007144374503863293,0.007144374503863293,0.007144374503863293
Bernoulli(0.1),Common-clock Efficient betting,3000,21,0.0285080220169087,1.5614486728514845,0.0285080220169087,0.0286129125687992,1.567193764985443,0.0286129125687992,0.003679334603722717,0.003679334603722273,0.003679334603722717
Bernoulli(0.1),Common-clock Efficient betting,3000,22,0.0301612939497573,1.6520021059826204,0.0301612939497573,0.0303116420411786,1.6602370100975488,0.0303116420411786,0.004984802431611479,0.004984802431610813,0.004984802431611479
Bernoulli(0.1),Common-clock Efficient betting,3000,23,0.02888758178749,1.5822380176783737,0.02888758178749,0.0291075755518284,1.594287572402232,0.0291075755518284,0.0076155133356876625,0.007615513335685664,0.0076155133356876625
Bernoulli(0.1),Common-clock Efficient betting,3000,24,0.0291088990757488,1.5943600647928924,0.0291088990757488,0.029327139080639,1.606313562155733,0.029327139080639,0.007497363755402997,0.007497363755403219,0.007497363755402997
Bernoulli(0.1),Common-clock Efficient betting,3000,25,0.0273808756953297,1.4997123262577032,0.0273808756953297,0.0270483144520665,1.4814971967889865,0.0270483144520665,-0.012145748987857363,-0.012145748987854033,-0.012145748987857363
Bernoulli(0.1),Common-clock Efficient betting,3000,26,0.0283024448194578,1.5501887460162307,0.0283024448194578,0.0283564501205892,1.5531467381816817,0.0283564501205892,0.0019081496837429768,0.0019081496837418666,0.0019081496837429768
Bernoulli(0.1),Common-clock Efficient betting,3000,27,0.0287903969520122,1.576914985014507,0.0287903969520122,0.0289360583655448,1.5848931892094988,0.0289360583655448,0.005059374963651386,0.005059374963653163,0.005059374963651386
Bernoulli(0.1),Common-clock Efficient betting,3000,28,0.0300152955646577,1.6440054450947834,0.0300152955646577,0.0302725266953453,1.658094574371799,0.0302725266953453,0.008570001589139231,0.008570001589139009,0.008570001589139231
