distribution,n,rep,method,calibration,lower,upper,width,sqrt_n_width,empty,noncoverage,sample_mean_excluded,poisson_round_fraction,evaluations,solvency_c,third_moment_shrinkage,skewness_epsilon
"Beta(2,2)",10,13,PE-betting,Deterministic,0.2413524561561644,0.8533271909691393,0.6119747348129749,1.935234032486539,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,13,PE-betting,Uniformly randomized,0.3094774675555527,0.7688541575334966,0.4593766899779439,1.4526766443193475,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,14,PE-betting,Deterministic,0.06823180196806788,0.7046443275175989,0.636412525549531,2.0125131121966198,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,14,PE-betting,Uniformly randomized,0.11858173040673137,0.6951647228561342,0.5765829924494028,1.82331551625578,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,15,PE-betting,Deterministic,0.017653248738497496,0.6934888628311455,0.675835614092648,2.137179864391359,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,15,PE-betting,Uniformly randomized,0.14503252925351262,0.6750290836207569,0.5299965543672442,1.6759962638417525,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,16,PE-betting,Deterministic,0.2668289956636727,0.9257127097807825,0.6588837141171098,2.0835732498013053,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,16,PE-betting,Uniformly randomized,0.3758559194393456,0.8457522341050208,0.46989631466567516,1.4859426184627158,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,17,PE-betting,Deterministic,0.16454269317910075,0.8667954900301993,0.7022527968510985,2.2207183312729923,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,17,PE-betting,Uniformly randomized,0.19290289049968123,0.8005182729102671,0.6076153824105859,1.9214485497716627,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,18,PE-betting,Deterministic,0.24055565940216184,0.9195920177735388,0.679036358371377,2.147301506519895,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,18,PE-betting,Uniformly randomized,0.4130416135303676,0.8826871155761182,0.4696455020457506,1.4851494793178401,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,19,PE-betting,Deterministic,0.21566043561324477,0.8232110547833145,0.6075506191700697,1.9212437504229782,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,19,PE-betting,Uniformly randomized,0.2527004354633391,0.7043945291079581,0.451694093644619,1.4283821415623827,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,20,PE-betting,Deterministic,0.28755791625007987,0.9148133299313486,0.6272554136812687,1.9835557819039513,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,20,PE-betting,Uniformly randomized,0.34841711865738034,0.8818818456493318,0.5334647269919515,1.6869635886544716,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,21,PE-betting,Deterministic,0.1801360403187573,0.7889229324646294,0.6087868921458721,1.925153188836228,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,21,PE-betting,Uniformly randomized,0.23432016326114535,0.7047950779087842,0.4704749146476388,1.4877723122598532,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,22,PE-betting,Deterministic,0.2197392680682242,0.7550963773392141,0.5353571092709899,1.6929478268599734,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,22,PE-betting,Uniformly randomized,0.24949097959324718,0.7472756062634289,0.49778462667018175,1.5741332044943728,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,23,PE-betting,Deterministic,0.10863059991970658,0.7157579311169684,0.6071273311972618,1.9199051963227498,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,23,PE-betting,Uniformly randomized,0.20095783518627286,0.5770675861276686,0.37610975094139576,1.1893634631734689,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,24,PE-betting,Deterministic,0.12105063581839204,0.6765195191837847,0.5554688833653927,1.7565468407850564,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,24,PE-betting,Uniformly randomized,0.23842088552191854,0.6453702202998102,0.40694933477789164,1.2868867901885097,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,25,PE-betting,Deterministic,0.22284433851018548,0.8855911470018327,0.6627468084916472,2.0957894268410273,False,False,False,0.5,61,0.75,10.0,0.05
"Beta(2,2)",10,25,PE-betting,Uniformly randomized,0.250972508918494,0.7369616855867207,0.4859891766682267,1.5368327164615572,False,False,False,0.5,61,0.75,10.0,0.05
"Beta(2,2)",10,26,PE-betting,Deterministic,0.33100104285404086,0.887146093416959,0.5561450505629182,1.75868506920833,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,26,PE-betting,Uniformly randomized,0.37694222712889314,0.8812205432914197,0.5042783161625266,1.594668053708085,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,27,PE-betting,Deterministic,0.2296464960090816,0.7719193655066192,0.5422728694975376,1.7148173809274663,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,27,PE-betting,Uniformly randomized,0.24149817088618875,0.7504175310023129,0.5089193601161242,1.609344323322406,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,28,PE-betting,Deterministic,0.23206158401444554,0.9241242478601635,0.6920626638457179,2.1884943013159326,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,28,PE-betting,Uniformly randomized,0.23598977224901319,0.8545042187906802,0.618514446541667,1.955914416790123,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,29,PE-betting,Deterministic,0.21706466050818563,0.7825689879246056,0.56550432741642,1.7882817013174899,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,29,PE-betting,Uniformly randomized,0.22088929684832692,0.7249428345821798,0.5040535377338529,1.5939572419046022,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,30,PE-betting,Deterministic,0.1637641084380448,0.9011202822439373,0.7373561738058925,2.3317249560136064,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,30,PE-betting,Uniformly randomized,0.1663599661551416,0.8798645692877471,0.7135046031326056,2.256299666913544,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,31,PE-betting,Deterministic,0.17556634871289134,0.750101753976196,0.5745354052633047,1.816840477039935,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,31,PE-betting,Uniformly randomized,0.20167843019589782,0.7189604104496539,0.517281980253756,1.6357892501641136,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,32,PE-betting,Deterministic,0.09470781264826655,0.8174172504805028,0.7227094378322363,2.285407910049729,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,32,PE-betting,Uniformly randomized,0.15459123579785228,0.7628445313312113,0.608253295533359,1.9234658081889364,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,33,PE-betting,Deterministic,0.17869315249845386,0.7685138289816678,0.5898206764832139,1.8651767487482684,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,33,PE-betting,Uniformly randomized,0.23129641776904464,0.678049064707011,0.44675264693796635,1.4127559150330224,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,34,PE-betting,Deterministic,0.1699648075737059,0.7434913744218647,0.5735265668481588,1.8136502498569995,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,34,PE-betting,Uniformly randomized,0.32142244884744287,0.6892955186776817,0.3678730698302388,1.1633167905017265,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,35,PE-betting,Deterministic,0.18036082526668906,0.7494229455478489,0.5690621202811599,1.7995324302131632,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,35,PE-betting,Uniformly randomized,0.32115699211135507,0.7189612886868417,0.39780429657548666,1.257967640179658,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,36,PE-betting,Deterministic,0.12952536856755614,0.8380566635169089,0.7085312949493527,2.240572685548511,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,36,PE-betting,Uniformly randomized,0.34026055643334985,0.7078071008436382,0.36754654441028833,1.16228422646074,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,37,PE-betting,Deterministic,0.21776316268369555,0.8461967273615301,0.6284335646778345,1.9872814224806965,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,37,PE-betting,Uniformly randomized,0.24223781703040004,0.7687543663196266,0.5265165492892265,1.6649915215262645,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,38,PE-betting,Deterministic,0.22433361457660794,0.7865581619553268,0.5622245473787189,1.7779101261740013,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,38,PE-betting,Uniformly randomized,0.2653430155478418,0.7782750478945673,0.5129320323467255,1.6220335070748146,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,39,PE-betting,Deterministic,0.1639299220405519,0.791097214911133,0.6271672928705812,1.9832771194329182,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,39,PE-betting,Uniformly randomized,0.22927445406094193,0.7793529820628464,0.5500785280019045,1.739501040438729,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,40,PE-betting,Deterministic,0.27264123735949397,0.9013643800280988,0.6287231426686049,1.988197148491786,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,40,PE-betting,Uniformly randomized,0.38510232558473945,0.7280627195723355,0.34296039398759604,1.0845359922295208,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,41,PE-betting,Deterministic,0.1937705078162253,0.7517012762837112,0.5579307684674859,1.7643320050453073,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,41,PE-betting,Uniformly randomized,0.2130607427097857,0.7320455121807754,0.5189847694709897,1.6411739424657472,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,42,PE-betting,Deterministic,0.15987246157601476,0.7955485642887652,0.6356761027127504,2.010184338711431,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,42,PE-betting,Uniformly randomized,0.28229243913665414,0.7527540395967662,0.4704616004601121,1.4877302091020743,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,43,PE-betting,Deterministic,0.21272975904867053,0.7495471588335931,0.5368173997849226,1.6975656709295386,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,43,PE-betting,Uniformly randomized,0.24272824497893453,0.7113706697709858,0.4686424247920513,1.4819774705270439,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,44,PE-betting,Deterministic,0.33332720631733537,0.9184365845285356,0.5851093782112002,1.8502783154722897,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,44,PE-betting,Uniformly randomized,0.36486688116565347,0.8721517114900053,0.5072848303243518,1.6041754862770046,False,False,False,0.3,61,0.75,10.0,0.05
"Beta(2,2)",10,45,PE-betting,Deterministic,0.19945815717801452,0.744523358065635,0.5450652008876204,1.723647508102112,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,45,PE-betting,Uniformly randomized,0.22573232697322965,0.6743285027332604,0.44859617576003075,1.4185856650429132,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,46,PE-betting,Deterministic,0.08223845949396491,0.7906598527915776,0.7084213932976127,2.240225146010398,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,46,PE-betting,Uniformly randomized,0.239950452465564,0.736315447371453,0.49636499490588903,1.5696439346804845,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,47,PE-betting,Deterministic,0.08359949523583055,0.8148226696066558,0.7312231743708253,2.3123307089102685,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,47,PE-betting,Uniformly randomized,0.17059910064563155,0.5803559343330562,0.40975683368742466,1.2957648812710731,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,48,PE-betting,Deterministic,0.2280176323838532,0.7493330272845924,0.5213153949007392,1.6485440271964642,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,48,PE-betting,Uniformly randomized,0.25012097461149096,0.7440560287795961,0.4939350541681051,1.5619597873698572,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,49,PE-betting,Deterministic,0.2036722837947309,0.8498767181299627,0.6462044343352318,2.043477846600048,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,49,PE-betting,Uniformly randomized,0.27436194894835353,0.7687417301349342,0.49437978118658066,1.5633661376852557,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,50,PE-betting,Deterministic,0.08916248800233006,0.7474855869077146,0.6583230989053845,2.081800428841316,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,50,PE-betting,Uniformly randomized,0.1624203217215836,0.7349425400607288,0.5725222183391452,1.8104742210039222,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,51,PE-betting,Deterministic,0.2536610341630876,0.8025735947303474,0.5489125605672598,1.7358139276676683,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,51,PE-betting,Uniformly randomized,0.33688125340268016,0.7749277488328516,0.4380464954301715,1.3852246466138816,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,52,PE-betting,Deterministic,0.08369508245959878,0.7310805660672486,0.6473854836076498,2.047212652329774,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,52,PE-betting,Uniformly randomized,0.13824114156886935,0.6895772111602128,0.5513360695913434,1.7434777361137443,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,53,PE-betting,Deterministic,0.1836893749423325,0.7735519367270172,0.5898625617846847,1.8653092017013988,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,53,PE-betting,Uniformly randomized,0.1898499340750277,0.5781472944654524,0.38829736039042473,1.2279040682649902,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,54,PE-betting,Deterministic,0.21560117648914456,0.7583806314505637,0.5427794549614191,1.7164193448228648,False,False,False,0.4,61,0.75,10.0,0.05
"Beta(2,2)",10,54,PE-betting,Uniformly randomized,0.24058307195082307,0.7486594174988568,0.5080763455480337,1.6066784771865372,False,False,False,0.4,61,0.75,10.0,0.05
"Beta(2,2)",10,55,PE-betting,Deterministic,0.18614571867510676,0.8991483463905752,0.7130026277154684,2.2547122812659777,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,55,PE-betting,Uniformly randomized,0.18880096497014165,0.7549694492481649,0.5661684842780232,1.7903819497237854,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,56,PE-betting,Deterministic,0.032531102653592825,0.7428581989370286,0.7103270962834358,2.2462515079893826,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,56,PE-betting,Uniformly randomized,0.15414766734465957,0.6769806672818959,0.5228329999372363,1.6533431157003382,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,57,PE-betting,Deterministic,0.22737468359991908,0.8387706191278994,0.6113959355279803,1.933403708437879,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,57,PE-betting,Uniformly randomized,0.23090630723163486,0.7613620185293257,0.5304557112976909,1.6774482455454154,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,58,PE-betting,Deterministic,0.25176837807521224,0.8107284638099372,0.558960085734725,1.767586992044723,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,58,PE-betting,Uniformly randomized,0.2572005125693977,0.7982054152525961,0.5410049026831985,1.7108077177966468,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,59,PE-betting,Deterministic,0.27043227618560195,0.8040966303087771,0.5336643541231751,1.6875948650719037,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,59,PE-betting,Uniformly randomized,0.28408934408798814,0.7985410732217133,0.5144517291337252,1.6268392102745735,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,60,PE-betting,Deterministic,0.03843354759737849,0.6947762430645525,0.656342695467174,2.0755378432905425,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,60,PE-betting,Uniformly randomized,0.1177420993335545,0.6539951437152922,0.5362530443817377,1.6957810224456518,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,61,PE-betting,Deterministic,0.2378256437368691,0.8413717201910913,0.6035460764542222,1.9085802744534637,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,61,PE-betting,Uniformly randomized,0.3158823545090854,0.7953640422783792,0.4794816877692938,1.5162542296926678,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,62,PE-betting,Deterministic,0.20342147024348378,0.832392958458513,0.6289714882150292,1.988982486065246,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,62,PE-betting,Uniformly randomized,0.2117857695557177,0.7253672662191093,0.5135814966633916,1.6240872935744843,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,63,PE-betting,Deterministic,0.28820208134129643,0.8521568472497165,0.5639547659084201,1.7833815575776848,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,63,PE-betting,Uniformly randomized,0.29437694279477,0.7282844916917384,0.43390754889696836,1.3721361484553019,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,64,PE-betting,Deterministic,0.1783812795765698,0.8892596461810172,0.7108783666044474,2.247994777810231,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,64,PE-betting,Uniformly randomized,0.244931994471699,0.8396676615811884,0.5947356671094894,1.8807193138056766,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,65,PE-betting,Deterministic,0.1544299372471869,0.7223943057470024,0.5679643684998155,1.7960610342786076,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,65,PE-betting,Uniformly randomized,0.19797860411927104,0.6812543445266783,0.4832757404074073,1.528252077591677,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,66,PE-betting,Deterministic,0.28521153377369046,0.9373057852499187,0.6520942514762282,2.062103083767498,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,66,PE-betting,Uniformly randomized,0.3357797828502953,0.868908894713968,0.5331291118636727,1.6859022804319013,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,67,PE-betting,Deterministic,0.15264803683385253,0.9646418620832264,0.8119938252493739,2.567749933780762,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,67,PE-betting,Uniformly randomized,0.16595763759687543,0.8769465913064778,0.7109889537096024,2.2483444849423657,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,68,PE-betting,Deterministic,0.18012422928586602,0.8215854945592582,0.6414612652733922,2.028478629037391,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,68,PE-betting,Uniformly randomized,0.3319232235662639,0.7633439949713647,0.4314207714051008,1.3642722675469596,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,69,PE-betting,Deterministic,0.04636033205315471,0.6984057002700865,0.6520453682169318,2.0619485013286685,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,69,PE-betting,Uniformly randomized,0.14718180382624269,0.667803390417248,0.5206215865910053,1.6463500126781536,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,70,PE-betting,Deterministic,0.1560234627686441,0.8385304571129382,0.6825069943442941,2.1582766211236275,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,70,PE-betting,Uniformly randomized,0.30074468767270446,0.7629092526622117,0.4621645649895072,1.4614926791877558,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,71,PE-betting,Deterministic,0.2967131589539349,0.9065105556510389,0.609797396697104,1.9283486848040872,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,71,PE-betting,Uniformly randomized,0.4609784851782024,0.8452379493974149,0.38425946421921253,1.2151351194086866,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,72,PE-betting,Deterministic,0.08757179742679,0.7153155724518001,0.6277437750250101,1.9851001160713546,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,72,PE-betting,Uniformly randomized,0.21931096771731973,0.6885336167179048,0.4692226490005851,1.483812300579579,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,73,PE-betting,Deterministic,0.17619142634794116,0.7762361816130579,0.6000447552651167,1.8975081246760812,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,73,PE-betting,Uniformly randomized,0.2090592230670154,0.7459424450062215,0.5368832219392061,1.6977738188575735,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,74,PE-betting,Deterministic,0.25306807132437825,0.8391887457109988,0.5861206743866205,1.853476314775635,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,74,PE-betting,Uniformly randomized,0.28399803629145026,0.7746361303143203,0.49063809402287006,1.551533883956115,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,75,PE-betting,Deterministic,0.1520574619062245,0.7259524068795145,0.57389494497329,1.8148151637725962,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,75,PE-betting,Uniformly randomized,0.20983825298026204,0.6651703747920692,0.45533212181180716,1.4398865967625452,False,False,False,0.2,61,0.75,10.0,0.05
"Beta(2,2)",10,76,PE-betting,Deterministic,0.13507482083514333,0.8166698520071805,0.6815950311720371,2.155392740357103,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,76,PE-betting,Uniformly randomized,0.19993101386353374,0.7378352773375809,0.5379042634740472,1.7010026356933055,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,77,PE-betting,Deterministic,0.19768678257241845,0.7854065331630409,0.5877197505906224,1.8585330377324571,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,77,PE-betting,Uniformly randomized,0.24893731949850917,0.7233627331443131,0.47442541364580393,1.5002648869882684,False,False,False,0.1,61,0.75,10.0,0.05
"Beta(2,2)",10,78,PE-betting,Deterministic,0.0845322054810822,0.7231088276021183,0.638576622121036,2.0193565864391374,False,False,False,0.0,61,0.75,10.0,0.05
"Beta(2,2)",10,78,PE-betting,Uniformly randomized,0.1424542390741408,0.7193142031319439,0.5768599640578032,1.8241913773855252,False,False,False,0.0,61,0.75,10.0,0.05
