distribution,n,method,calibration,mean,lo,hi,replications,noncoverage,empty_rate,sample_mean_exclusion_rate,poisson_round_fraction
"Uniform(0,1)",10000,PE-betting,Uniformly randomized,1.4887969475239515,1.4782241452485323,1.5011349227279425,120,0.016666666666666666,0.0,0.0,0.013826666666666666
"Uniform(0.45,0.55)",10,PE-betting,Deterministic,1.5713138413588914,1.5706013256183877,1.572177224784703,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",10,PE-betting,Uniformly randomized,1.323561741657653,1.1083772752265029,1.507451030161573,120,0.008333333333333333,0.0,0.008333333333333333,0.0
"Uniform(0.45,0.55)",50,PE-betting,Deterministic,0.9444156118916079,0.9419431956045314,0.9478603833034278,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",50,PE-betting,Uniformly randomized,0.7549195422758126,0.610266353270148,0.892558329187426,120,0.03333333333333333,0.0,0.03333333333333333,0.0
"Uniform(0.45,0.55)",100,PE-betting,Deterministic,0.7036964074553301,0.7008833009749651,0.7066484587267041,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",100,PE-betting,Uniformly randomized,0.5744549286706994,0.46569430734962225,0.666387134231627,120,0.008333333333333333,0.008333333333333333,0.016666666666666666,0.0
"Uniform(0.45,0.55)",500,PE-betting,Deterministic,0.343830529478952,0.34124181343593846,0.3462897552884558,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",500,PE-betting,Uniformly randomized,0.28640759272677374,0.21886512426061683,0.3331901664509602,120,0.025,0.0,0.008333333333333333,0.0
"Uniform(0.45,0.55)",1000,PE-betting,Deterministic,0.260064429169799,0.2571992259856779,0.26252692175593934,120,0.0,0.0,0.0,0.0005583333333333333
"Uniform(0.45,0.55)",1000,PE-betting,Uniformly randomized,0.22466577836316057,0.18921010378296968,0.2535707531121086,120,0.008333333333333333,0.0,0.008333333333333333,0.0005583333333333333
"Uniform(0.45,0.55)",5000,PE-betting,Deterministic,0.1726674927023562,0.17022472008288342,0.175191041293604,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",5000,PE-betting,Uniformly randomized,0.16051219122415172,0.14531840874029506,0.1712209596291146,120,0.016666666666666666,0.0,0.0,0.0
"Uniform(0.45,0.55)",10000,PE-betting,Deterministic,0.1617445501809319,0.1592024601995945,0.16419419087469578,120,0.0,0.0,0.0,0.0
"Uniform(0.45,0.55)",10000,PE-betting,Uniformly randomized,0.15383967974533638,0.14428313821554184,0.16155393794178963,120,0.008333333333333333,0.0,0.0,0.0
