distribution,n,repetition,order_index,width,scaled_midpoint
Bernoulli(0.5),50,9,5,0.31360244005918503,-0.06017775986584196
Bernoulli(0.5),50,9,6,0.38192989211529493,-0.00391135161159649
Bernoulli(0.5),50,9,7,0.36354513745754957,-0.07834790175433858
Bernoulli(0.5),200,0,0,0.18135923240333796,-0.04771156646208704
Bernoulli(0.5),200,0,1,0.18038060329854488,0.02072858690688316
Bernoulli(0.5),200,0,2,0.18169147055596113,-0.04164995402568962
Bernoulli(0.5),200,0,3,0.1790030999109149,-0.05515103840164654
Bernoulli(0.5),200,0,4,0.18047324940562248,-0.010120166657938067
Bernoulli(0.5),200,0,5,0.1791805364191532,0.028980781794634293
Bernoulli(0.5),200,0,6,0.17994754947721958,0.007041990543027505
Bernoulli(0.5),200,0,7,0.18100484367460012,-0.008269715859512344
Bernoulli(0.5),200,1,0,0.18448833655565977,-0.04629225131872989
Bernoulli(0.5),200,1,1,0.18397231306880713,-0.037331515223949986
Bernoulli(0.5),200,1,2,0.18495037592947483,-0.05799011570837361
Bernoulli(0.5),200,1,3,0.1851631049066782,-0.04590372981535533
Bernoulli(0.5),200,1,4,0.18424035236239433,0.015405723377513225
Bernoulli(0.5),200,1,5,0.18409974221140146,0.03001899064577676
Bernoulli(0.5),200,1,6,0.18423889391124249,0.018101620200732242
Bernoulli(0.5),200,1,7,0.18447878118604422,0.029976237936318526
Bernoulli(0.5),200,2,0,0.18076440412551165,0.0072631922188267995
Bernoulli(0.5),200,2,1,0.17949747201055288,0.02020290691439893
Bernoulli(0.5),200,2,2,0.18082507699728012,0.027404361112438238
Bernoulli(0.5),200,2,3,0.18016885966062546,0.010631917380406681
Bernoulli(0.5),200,2,4,0.18234254512935877,-0.009378201156116197
Bernoulli(0.5),200,2,5,0.1826982069760561,-0.059109526521782446
Bernoulli(0.5),200,2,6,0.17664221115410328,0.04381510585890537
Bernoulli(0.5),200,2,7,0.1803022250533104,-0.008671694851617097
Bernoulli(0.5),200,3,0,0.1810147613286972,-0.042414694630776975
Bernoulli(0.5),200,3,1,0.17879339400678873,-0.09082387335865648
Bernoulli(0.5),200,3,2,0.1804789388552308,-0.05406356330902678
Bernoulli(0.5),200,3,3,0.18054718896746635,-0.04425707825897991
Bernoulli(0.5),200,3,4,0.18156546261161566,-0.029605325649669865
Bernoulli(0.5),200,3,5,0.17951070331037045,-0.07283763331673658
Bernoulli(0.5),200,3,6,0.1802096040919423,-0.0660463864927197
Bernoulli(0.5),200,3,7,0.1800014916807413,-0.0829395743602899
Bernoulli(0.5),200,4,0,0.18290673289448023,-0.01815074050874757
Bernoulli(0.5),200,4,1,0.1851246217265725,0.01494616546831522
Bernoulli(0.5),200,4,2,0.1825965726748109,-0.03588926903398978
Bernoulli(0.5),200,4,3,0.18218136858195066,-0.031149039323749846
Bernoulli(0.5),200,4,4,0.18188528064638376,-0.04104468471473249
Bernoulli(0.5),200,4,5,0.183098872192204,-0.025454789355685507
Bernoulli(0.5),200,4,6,0.18319174833595753,-0.02669580989553386
Bernoulli(0.5),200,4,7,0.18474237341433764,0.03263029821719805
Bernoulli(0.5),200,5,0,0.1790681416168809,0.04432598387819213
Bernoulli(0.5),200,5,1,0.1798150073736906,0.016830387482782077
Bernoulli(0.5),200,5,2,0.17936182022094727,0.0156427156335254
Bernoulli(0.5),200,5,3,0.17965947557240725,0.015824559528514668
Bernoulli(0.5),200,5,4,0.17953298799693584,0.04959931195308915
Bernoulli(0.5),200,5,5,0.17946866061538458,0.003300728860623784
Bernoulli(0.5),200,5,6,0.17997911386191845,0.06571825562806914
Bernoulli(0.5),200,5,7,0.18004756793379784,0.06751285526677285
Bernoulli(0.5),200,6,0,0.18131169117987156,0.03096944607047021
Bernoulli(0.5),200,6,1,0.17964859958738089,0.06894430317072736
Bernoulli(0.5),200,6,2,0.18230512365698814,-0.00485683713259744
Bernoulli(0.5),200,6,3,0.1793362284079194,0.05145333469692601
Bernoulli(0.5),200,6,4,0.18127817008644342,0.032928754276065474
Bernoulli(0.5),200,6,5,0.18177454639226198,0.011575474946506124
Bernoulli(0.5),200,6,6,0.17980641592293978,0.07119415462779952
Bernoulli(0.5),200,6,7,0.17981128115206957,0.04617809025751076
Bernoulli(0.5),200,7,0,0.17746231239289045,0.03780269697054899
Bernoulli(0.5),200,7,1,0.17847773805260658,0.0033902758988948404
Bernoulli(0.5),200,7,2,0.17782743833959103,-0.04731059161864897
Bernoulli(0.5),200,7,3,0.17756883520632982,-0.002997546559531818
Bernoulli(0.5),200,7,4,0.17803808581084013,-0.035961558254883695
Bernoulli(0.5),200,7,5,0.1770777916535735,0.016417465061462317
Bernoulli(0.5),200,7,6,0.17741307523101568,-0.00834749628793263
Bernoulli(0.5),200,7,7,0.17833805829286575,-0.016181324435207426
Bernoulli(0.5),200,8,0,0.1791423810645938,-0.009621655577676117
Bernoulli(0.5),200,8,1,0.1798755396157503,-0.051503169920858835
Bernoulli(0.5),200,8,2,0.18248860072344542,-0.040406741059465574
Bernoulli(0.5),200,8,3,0.1798262456431985,-0.013383024731250536
Bernoulli(0.5),200,8,4,0.17905643582344055,0.009193665658013713
Bernoulli(0.5),200,8,5,0.18059892859309912,-0.022689667914293443
Bernoulli(0.5),200,8,6,0.17939587775617838,-0.016853501604758826
Bernoulli(0.5),200,8,7,0.17970900982618332,-0.0057876160376458055
Bernoulli(0.5),200,9,0,0.18269683700054884,0.03640393421103176
Bernoulli(0.5),200,9,1,0.18197633139789104,-0.004558554929480754
Bernoulli(0.5),200,9,2,0.18095710221678019,-0.012431869405454193
Bernoulli(0.5),200,9,3,0.18276413157582283,0.00873888114282759
Bernoulli(0.5),200,9,4,0.18034103512763977,-0.014147318579743457
Bernoulli(0.5),200,9,5,0.18342683091759682,0.014562469252259735
Bernoulli(0.5),200,9,6,0.18178207147866488,0.008704538046736291
Bernoulli(0.5),200,9,7,0.1835611779242754,0.037873680429392674
Bernoulli(0.5),1000,0,0,0.0815719123929739,0.007829820702421136
Bernoulli(0.5),1000,0,1,0.08127867989242077,-0.01376969414851374
Bernoulli(0.5),1000,0,2,0.08142028003931046,-0.005964765318323524
Bernoulli(0.5),1000,0,3,0.08165338262915611,0.005889971308584815
Bernoulli(0.5),1000,0,4,0.08138051815330982,-0.010780623224855006
Bernoulli(0.5),1000,0,5,0.08133144117891788,-0.007539510594234498
Bernoulli(0.5),1000,0,6,0.08158579468727112,0.009313002801544993
Bernoulli(0.5),1000,0,7,0.08146701566874981,0.0035833390894970383
Bernoulli(0.5),1000,1,0,0.08060960471630096,-0.0003655712108765068
Bernoulli(0.5),1000,1,1,0.08057341538369656,0.0059289038888920495
Bernoulli(0.5),1000,1,2,0.08058051951229572,0.015316441413520792
Bernoulli(0.5),1000,1,3,0.08062627073377371,0.005773328951169968
Bernoulli(0.5),1000,1,4,0.08050488773733377,-0.009499874262811767
Bernoulli(0.5),1000,1,5,0.080488545820117,0.016790464249865363
Bernoulli(0.5),1000,1,6,0.08040039148181677,-0.008912945169794564
Bernoulli(0.5),1000,1,7,0.08057883568108082,-0.005073608985462785
Bernoulli(0.5),1000,2,0,0.08028905000537634,0.015734217241530825
Bernoulli(0.5),1000,2,1,0.08033675700426102,0.007603869523624538
Bernoulli(0.5),1000,2,2,0.08031176216900349,-0.009180553146927607
Bernoulli(0.5),1000,2,3,0.08017645310610533,-0.0004162136288616877
Bernoulli(0.5),1000,2,4,0.08025963231921196,-0.004044651161224167
Bernoulli(0.5),1000,2,5,0.08017226587980986,0.017634013267586353
Bernoulli(0.5),1000,2,6,0.08026041276752949,0.007057965681576925
Bernoulli(0.5),1000,2,7,0.08028110396116972,0.00986887274612544
Bernoulli(0.5),1000,3,0,0.08071638457477093,-0.0048541054564459245
Bernoulli(0.5),1000,3,1,0.08045007474720478,-0.012786027023305826
Bernoulli(0.5),1000,3,2,0.08058481104671955,-0.029153629609886246
Bernoulli(0.5),1000,3,3,0.08057946711778641,0.004499651764620636
Bernoulli(0.5),1000,3,4,0.08061016723513603,-0.014854047194040682
Bernoulli(0.5),1000,3,5,0.08055144734680653,-0.011892424607714077
Bernoulli(0.5),1000,3,6,0.08048733044415712,-0.01773525380924563
Bernoulli(0.5),1000,3,7,0.0806653443723917,-0.0068898767759160975
Bernoulli(0.5),1000,4,0,0.08162133116275072,-0.009279738126191454
Bernoulli(0.5),1000,4,1,0.0816290769726038,-0.007742174745003457
Bernoulli(0.5),1000,4,2,0.08160001877695322,-0.00047550722087620926
Bernoulli(0.5),1000,4,3,0.08158375974744558,0.009544667357648992
Bernoulli(0.5),1000,4,4,0.08157187048345804,0.0017215967079345347
Bernoulli(0.5),1000,4,5,0.08157714921981096,0.008089876028040344
Bernoulli(0.5),1000,4,6,0.08158359676599503,0.0008087186090982806
Bernoulli(0.5),1000,4,7,0.08162584900856018,-0.0024377246535577596
Bernoulli(0.5),1000,5,0,0.08057993650436401,-0.0373531050818337
Bernoulli(0.5),1000,5,1,0.08066573645919561,-0.01864162947943108
Bernoulli(0.5),1000,5,2,0.0810770457610488,-0.01876164232774485
Bernoulli(0.5),1000,5,3,0.08102264255285263,-0.018212601953587933
Bernoulli(0.5),1000,5,4,0.08116052206605673,-0.008984497448430747
Bernoulli(0.5),1000,5,5,0.08104661665856838,0.002400687068762114
Bernoulli(0.5),1000,5,6,0.0809078412130475,-0.013600500830138368
Bernoulli(0.5),1000,5,7,0.08075011800974607,-0.025334871196664284
Bernoulli(0.5),1000,6,0,0.08164213038980961,0.006109745551247191
Bernoulli(0.5),1000,6,1,0.08177893795073032,0.00528603037223178
Bernoulli(0.5),1000,6,2,0.08165279403328896,0.019355394276354958
Bernoulli(0.5),1000,6,3,0.08170148078352213,0.01912840064975904
Bernoulli(0.5),1000,6,4,0.08165178913623095,0.002945043554970259
Bernoulli(0.5),1000,6,5,0.08178300596773624,0.00635860654959108
Bernoulli(0.5),1000,6,6,0.08159274887293577,0.0013724482024769305
Bernoulli(0.5),1000,6,7,0.08174478635191917,-0.0026992858680006033
Bernoulli(0.5),1000,7,0,0.08114763163030148,0.00834893449601644
Bernoulli(0.5),1000,7,1,0.08080787770450115,-0.005317804708892619
Bernoulli(0.5),1000,7,2,0.08062835969030857,-0.017505750014530277
Bernoulli(0.5),1000,7,3,0.08102420996874571,-0.007860030248246897
Bernoulli(0.5),1000,7,4,0.0810954961925745,0.0006393385713456532
Bernoulli(0.5),1000,7,5,0.08115450199693441,0.003507144978947468
Bernoulli(0.5),1000,7,6,0.08117348793894053,0.007258407930670088
Bernoulli(0.5),1000,7,7,0.08112197741866112,-0.0011087258732344076
Bernoulli(0.5),1000,8,0,0.08236012421548367,0.01520917566730731
Bernoulli(0.5),1000,8,1,0.08235973119735718,0.0058392792951055495
Bernoulli(0.5),1000,8,2,0.08220158237963915,-0.016409055937369566
Bernoulli(0.5),1000,8,3,0.08203022088855505,-0.0037980763855530193
Bernoulli(0.5),1000,8,4,0.08227814547717571,0.010415317662049542
Bernoulli(0.5),1000,8,5,0.08226893842220306,-0.012398845017843559
Bernoulli(0.5),1000,8,6,0.08247808739542961,0.023452541619668588
Bernoulli(0.5),1000,8,7,0.08235454466193914,0.0003730106527248828
Bernoulli(0.5),1000,9,0,0.08132522366940975,0.009445741076018796
Bernoulli(0.5),1000,9,1,0.08167762495577335,0.0054487683835644524
Bernoulli(0.5),1000,9,2,0.08135798946022987,0.013103408731559536
Bernoulli(0.5),1000,9,3,0.08124282956123352,-0.002609468546833549
Bernoulli(0.5),1000,9,4,0.08091529365628958,0.004124695342849219
Bernoulli(0.5),1000,9,5,0.08123876620084047,0.008224128084207513
Bernoulli(0.5),1000,9,6,0.08191533200442791,-0.014295362557942419
Bernoulli(0.5),1000,9,7,0.0811943020671606,0.009227037907533386
Bernoulli(0.5),5000,0,0,0.03633548319339752,-0.006375919240100289
Bernoulli(0.5),5000,0,1,0.03628112841397524,-0.007432191703679172
Bernoulli(0.5),5000,0,2,0.03631932847201824,-0.002051652582882562
Bernoulli(0.5),5000,0,3,0.03630551230162382,-0.009100548360202593
Bernoulli(0.5),5000,0,4,0.03627816028892994,-0.0018947214266302798
Bernoulli(0.5),5000,0,5,0.0363184567540884,-0.006536077264441687
Bernoulli(0.5),5000,0,6,0.03631483018398285,0.0007596080672448687
Bernoulli(0.5),5000,0,7,0.03628788702189922,-0.00045007233946858837
Bernoulli(0.5),5000,1,0,0.03640527185052633,-0.002967782560481105
Bernoulli(0.5),5000,1,1,0.03642117325216532,-0.0044956058190010134
Bernoulli(0.5),5000,1,2,0.03641471825540066,0.0017895758924114584
Bernoulli(0.5),5000,1,3,0.03642720635980368,-0.006406833690068461
Bernoulli(0.5),5000,1,4,0.03639581333845854,0.008917562865140215
Bernoulli(0.5),5000,1,5,0.03641591500490904,-0.004210521901495294
Bernoulli(0.5),5000,1,6,0.036418662406504154,0.0005271131433831864
Bernoulli(0.5),5000,1,7,0.03640851844102144,-0.006638707211329177
Bernoulli(0.5),5000,2,0,0.03646505903452635,0.00744695047635572
Bernoulli(0.5),5000,2,1,0.036471227183938026,0.005502169762606553
Bernoulli(0.5),5000,2,2,0.03645589388906956,0.001731409764348301
Bernoulli(0.5),5000,2,3,0.03646877594292164,-0.0028949971131318982
Bernoulli(0.5),5000,2,4,0.036473775282502174,-0.003507377651105029
Bernoulli(0.5),5000,2,5,0.03649112023413181,-0.001712119467893338
Bernoulli(0.5),5000,2,6,0.036455437541007996,-0.002696577652876705
Bernoulli(0.5),5000,2,7,0.03645749390125275,-0.001660555432918291
Bernoulli(0.5),5000,3,0,0.0365547314286232,0.0015372286965513518
Bernoulli(0.5),5000,3,1,0.03654382657259703,0.009250595882425947
Bernoulli(0.5),5000,3,2,0.03656000550836325,0.00046231942339655825
Bernoulli(0.5),5000,3,3,0.03654490690678358,-6.971868460268066e-05
Bernoulli(0.5),5000,3,4,0.03655532468110323,-0.0031854903152213204
Bernoulli(0.5),5000,3,5,0.036543648689985275,0.008117998110371867
Bernoulli(0.5),5000,3,6,0.0365595705807209,0.0035137841828106853
Bernoulli(0.5),5000,3,7,0.03651027102023363,0.004129292807196734
Bernoulli(0.5),5000,4,0,0.036355809308588505,-0.0027131934683766023
Bernoulli(0.5),5000,4,1,0.03635867778211832,0.0011635921956668679
Bernoulli(0.5),5000,4,2,0.036354342475533485,0.007654634920274738
Bernoulli(0.5),5000,4,3,0.03636471461504698,0.005929149527683816
Bernoulli(0.5),5000,4,4,0.03636443428695202,-0.005012863817477657
Bernoulli(0.5),5000,4,5,0.03636152017861605,-0.0002213927590715891
Bernoulli(0.5),5000,4,6,0.03633098769932985,-0.0016248828144843604
Bernoulli(0.5),5000,4,7,0.03635806031525135,-0.00249340423883737
Bernoulli(0.5),5000,5,0,0.036439480260014534,0.0024549393390145605
Bernoulli(0.5),5000,5,1,0.036417570896446705,-0.00853560873638524
Bernoulli(0.5),5000,5,2,0.03642874117940664,0.004975617224994616
Bernoulli(0.5),5000,5,3,0.03642537258565426,0.005986384263071892
Bernoulli(0.5),5000,5,4,0.03642575070261955,0.0071911255859754795
Bernoulli(0.5),5000,5,5,0.036416045390069485,-0.0002507895537086391
Bernoulli(0.5),5000,5,6,0.03641617298126221,-0.003968306228496489
Bernoulli(0.5),5000,5,7,0.03642312530428171,0.0002904023229515596
Bernoulli(0.5),5000,6,0,0.03655578475445509,0.0073014672471024495
Bernoulli(0.5),5000,6,1,0.03656181879341602,-0.0030536512325448242
Bernoulli(0.5),5000,6,2,0.03655561711639166,0.0077684411577129955
Bernoulli(0.5),5000,6,3,0.03655141033232212,-0.002877227158856254
Bernoulli(0.5),5000,6,4,0.03656181041151285,0.0015648860380649814
Bernoulli(0.5),5000,6,5,0.036561147309839725,0.0032516819408119186
Bernoulli(0.5),5000,6,6,0.03656736668199301,0.002947829504828692
Bernoulli(0.5),5000,6,7,0.036555418744683266,-0.003363693986903089
Bernoulli(0.5),5000,7,0,0.036515782587230206,0.0009257756526587735
Bernoulli(0.5),5000,7,1,0.03651726525276899,-0.002696350850147779
Bernoulli(0.5),5000,7,2,0.03652894403785467,0.0019622588537727753
Bernoulli(0.5),5000,7,3,0.03651180677115917,-0.007328585846523626
Bernoulli(0.5),5000,7,4,0.03651516139507294,-0.0035855505720514456
Bernoulli(0.5),5000,7,5,0.03652608208358288,-0.01002532560671286
Bernoulli(0.5),5000,7,6,0.03652682341635227,-0.009700794873178977
Bernoulli(0.5),5000,7,7,0.03652358241379261,-0.003626841312701962
Bernoulli(0.5),5000,8,0,0.0363231161609292,-0.005321195673206851
Bernoulli(0.5),5000,8,1,0.03631063085049391,-0.006465482610277624
Bernoulli(0.5),5000,8,2,0.036357779055833817,-0.006011317390347342
Bernoulli(0.5),5000,8,3,0.03634646814316511,-0.006338449374687758
Bernoulli(0.5),5000,8,4,0.0362507626414299,-0.0038986407542879803
Bernoulli(0.5),5000,8,5,0.036272671073675156,0.000521905109996821
Bernoulli(0.5),5000,8,6,0.03631616476923227,0.0025737651607439785
Bernoulli(0.5),5000,8,7,0.03628022503107786,-0.004296566273236538
Bernoulli(0.5),5000,9,0,0.036501847207546234,-0.006047137364694406
Bernoulli(0.5),5000,9,1,0.036505984142422676,0.001572090883764059
Bernoulli(0.5),5000,9,2,0.03650044370442629,-0.0017727554539563694
Bernoulli(0.5),5000,9,3,0.03651479445397854,0.00476366098725151
Bernoulli(0.5),5000,9,4,0.03648648411035538,-0.0018030814285489736
Bernoulli(0.5),5000,9,5,0.03650318644940853,-0.006287901236812888
Bernoulli(0.5),5000,9,6,0.03650579508394003,-0.0021627455115837356
Bernoulli(0.5),5000,9,7,0.036470490507781506,-0.0059298835150480836
"Uniform(0.45,0.55)",50,0,0,0.07670239172875881,-0.022920734892999766
"Uniform(0.45,0.55)",50,0,1,0.0766849247738719,-0.024053375470446867
"Uniform(0.45,0.55)",50,0,2,0.07668179087340832,-0.02959500445606367
"Uniform(0.45,0.55)",50,0,3,0.07667412422597408,-0.026940220566478015
"Uniform(0.45,0.55)",50,0,4,0.0766483023762703,-0.024138047830560744
"Uniform(0.45,0.55)",50,0,5,0.07668427098542452,-0.021364610684249302
"Uniform(0.45,0.55)",50,0,6,0.07661992684006691,-0.029655004446185976
"Uniform(0.45,0.55)",50,0,7,0.07665832992643118,-0.030436614459097965
"Uniform(0.45,0.55)",50,1,0,0.10207089874893427,0.00021632221197282568
"Uniform(0.45,0.55)",50,1,1,0.1020637396723032,-0.0031234039421980373
"Uniform(0.45,0.55)",50,1,2,0.10210672207176685,-0.00076628217022057
"Uniform(0.45,0.55)",50,1,3,0.10211439803242683,-0.00030262732393025667
"Uniform(0.45,0.55)",50,1,4,0.1021692818030715,-0.0021368351220665857
"Uniform(0.45,0.55)",50,1,5,0.10205622762441635,-0.0014023373832556794
"Uniform(0.45,0.55)",50,1,6,0.10204788390547037,0.002462433136239646
"Uniform(0.45,0.55)",50,1,7,0.10203981306403875,-0.0008704145205453375
"Uniform(0.45,0.55)",50,2,0,0.09605966042727232,-0.017613701443158773
"Uniform(0.45,0.55)",50,2,1,0.09601774159818888,-0.016405766179391473
"Uniform(0.45,0.55)",50,2,2,0.09598295670002699,-0.01998717487526945
"Uniform(0.45,0.55)",50,2,3,0.09601206425577402,-0.01669617772196677
"Uniform(0.45,0.55)",50,2,4,0.0959949791431427,-0.014507225168270311
"Uniform(0.45,0.55)",50,2,5,0.09597974177449942,-0.012896303471010602
"Uniform(0.45,0.55)",50,2,6,0.09603037871420383,-0.01921294056084687
"Uniform(0.45,0.55)",50,2,7,0.09602958429604769,-0.018522927503550196
"Uniform(0.45,0.55)",50,3,0,0.0930555360391736,0.043133760577487815
"Uniform(0.45,0.55)",50,3,1,0.09301531221717596,0.04424715519168912
"Uniform(0.45,0.55)",50,3,2,0.09297763742506504,0.04631670045519815
"Uniform(0.45,0.55)",50,3,3,0.0929880402982235,0.043536068710137
"Uniform(0.45,0.55)",50,3,4,0.09298579767346382,0.04365406671507734
"Uniform(0.45,0.55)",50,3,5,0.09300271235406399,0.04244812025572415
"Uniform(0.45,0.55)",50,3,6,0.09294236730784178,0.03550203315426784
"Uniform(0.45,0.55)",50,3,7,0.09298935439437628,0.03906388307825873
"Uniform(0.45,0.55)",50,4,0,0.0978614566847682,-0.019288500290093682
"Uniform(0.45,0.55)",50,4,1,0.09787401184439659,-0.018044611788913062
"Uniform(0.45,0.55)",50,4,2,0.09787981864064932,-0.018074598613084053
"Uniform(0.45,0.55)",50,4,3,0.09789856150746346,-0.015354753818832246
"Uniform(0.45,0.55)",50,4,4,0.0978840971365571,-0.013015659702760805
"Uniform(0.45,0.55)",50,4,5,0.09784402698278427,-0.02130942521257835
"Uniform(0.45,0.55)",50,4,6,0.09788961429148912,-0.01654393702773474
"Uniform(0.45,0.55)",50,4,7,0.09789498150348663,-0.01764596187100572
"Uniform(0.45,0.55)",50,5,0,0.0776798790320754,0.05638916721168613
"Uniform(0.45,0.55)",50,5,1,0.0775387343019247,0.0591945898647503
"Uniform(0.45,0.55)",50,5,2,0.0775436507537961,0.05798060586967717
"Uniform(0.45,0.55)",50,5,3,0.07771219592541456,0.06153923551102403
"Uniform(0.45,0.55)",50,5,4,0.07759654615074396,0.054951110155049346
"Uniform(0.45,0.55)",50,5,5,0.07753391284495592,0.05678802127839094
"Uniform(0.45,0.55)",50,5,6,0.0777440257370472,0.06241833645289778
"Uniform(0.45,0.55)",50,5,7,0.07757090497761965,0.05653436310480616
"Uniform(0.45,0.55)",50,6,0,0.07881709188222885,0.08108652291972596
"Uniform(0.45,0.55)",50,6,1,0.0787363750860095,0.07837562115989255
"Uniform(0.45,0.55)",50,6,2,0.07878542318940163,0.08421350297787046
"Uniform(0.45,0.55)",50,6,3,0.0787333520129323,0.07354906943554625
"Uniform(0.45,0.55)",50,6,4,0.07880174648016691,0.078367903018259
"Uniform(0.45,0.55)",50,6,5,0.07876710873097181,0.08448852104257167
"Uniform(0.45,0.55)",50,6,6,0.07881141919642687,0.07808675061146593
"Uniform(0.45,0.55)",50,6,7,0.07873522397130728,0.07555792652992213
"Uniform(0.45,0.55)",50,7,0,0.06966249831020832,0.0968601871304136
"Uniform(0.45,0.55)",50,7,1,0.06959300115704536,0.09917757891222446
"Uniform(0.45,0.55)",50,7,2,0.06956947408616543,0.09508384893091625
"Uniform(0.45,0.55)",50,7,3,0.06964279990643263,0.09103697768407354
"Uniform(0.45,0.55)",50,7,4,0.06959703844040632,0.09628557741269582
"Uniform(0.45,0.55)",50,7,5,0.0695372000336647,0.09066182792693357
"Uniform(0.45,0.55)",50,7,6,0.06957878079265356,0.0922759106378316
"Uniform(0.45,0.55)",50,7,7,0.06960203871130943,0.10010251784457636
"Uniform(0.45,0.55)",50,8,0,0.07733799610286951,-0.09224100436000235
"Uniform(0.45,0.55)",50,8,1,0.0772369122132659,-0.09715420078526393
"Uniform(0.45,0.55)",50,8,2,0.0772036500275135,-0.09206007913460171
"Uniform(0.45,0.55)",50,8,3,0.07717259787023067,-0.09047111660396069
"Uniform(0.45,0.55)",50,8,4,0.0772725697606802,-0.09829772710342799
"Uniform(0.45,0.55)",50,8,5,0.07710566557943821,-0.09142922642317967
"Uniform(0.45,0.55)",50,8,6,0.07716174516826868,-0.09432791214946434
"Uniform(0.45,0.55)",50,8,7,0.0770817194133997,-0.09170336533096271
"Uniform(0.45,0.55)",50,9,0,0.09526092745363712,0.03014539395918374
"Uniform(0.45,0.55)",50,9,1,0.09525973629206419,0.026970817596724782
"Uniform(0.45,0.55)",50,9,2,0.09527175966650248,0.02881495953876403
"Uniform(0.45,0.55)",50,9,3,0.09525555185973644,0.023893350207412956
"Uniform(0.45,0.55)",50,9,4,0.09523989912122488,0.03131913429937404
"Uniform(0.45,0.55)",50,9,5,0.09526022989302874,0.027897396304901546
"Uniform(0.45,0.55)",50,9,6,0.09525820799171925,0.02711418602883516
"Uniform(0.45,0.55)",50,9,7,0.09525373857468367,0.030724659586572958
"Uniform(0.45,0.55)",200,0,0,0.025071906857192516,0.018096407965334124
"Uniform(0.45,0.55)",200,0,1,0.025098864920437336,0.01705193003389321
"Uniform(0.45,0.55)",200,0,2,0.025085258297622204,0.01675017176944537
"Uniform(0.45,0.55)",200,0,3,0.02509897481650114,0.017487148928328828
"Uniform(0.45,0.55)",200,0,4,0.025101186707615852,0.01918822866145391
"Uniform(0.45,0.55)",200,0,5,0.02500674594193697,0.02524828034736741
"Uniform(0.45,0.55)",200,0,6,0.025116393342614174,0.01989439910825394
"Uniform(0.45,0.55)",200,0,7,0.025088529102504253,0.021924935487832618
"Uniform(0.45,0.55)",200,1,0,0.026877610944211483,0.009081949614648213
"Uniform(0.45,0.55)",200,1,1,0.02675982564687729,0.007702134234297421
"Uniform(0.45,0.55)",200,1,2,0.02690861839801073,0.01744501705576332
"Uniform(0.45,0.55)",200,1,3,0.0268557071685791,0.010414415644875049
"Uniform(0.45,0.55)",200,1,4,0.026870080269873142,0.007466368714994528
"Uniform(0.45,0.55)",200,1,5,0.026878626085817814,0.014056845074862708
"Uniform(0.45,0.55)",200,1,6,0.026897737756371498,0.009926552702471291
"Uniform(0.45,0.55)",200,1,7,0.02686109859496355,0.01229697707351001
"Uniform(0.45,0.55)",200,2,0,0.0245143985375762,-0.003200853764511126
"Uniform(0.45,0.55)",200,2,1,0.024434031918644905,-0.005252726986148443
"Uniform(0.45,0.55)",200,2,2,0.024457314051687717,-0.00593344468771494
"Uniform(0.45,0.55)",200,2,3,0.024471070617437363,0.002411822295349393
"Uniform(0.45,0.55)",200,2,4,0.024432431906461716,-0.0038445217520585153
"Uniform(0.45,0.55)",200,2,5,0.024494142271578312,0.005967442388294771
"Uniform(0.45,0.55)",200,2,6,0.02443483378738165,0.0021790202263324223
"Uniform(0.45,0.55)",200,2,7,0.0244671693071723,-0.0013046670500060033
"Uniform(0.45,0.55)",200,3,0,0.026563883759081364,0.010786130454526002
"Uniform(0.45,0.55)",200,3,1,0.026555540040135384,0.004178130225300401
"Uniform(0.45,0.55)",200,3,2,0.026599694974720478,0.0022391447032214813
"Uniform(0.45,0.55)",200,3,3,0.02655849512666464,-0.0005248324512327897
"Uniform(0.45,0.55)",200,3,4,0.026564366184175014,0.0062736649478169725
"Uniform(0.45,0.55)",200,3,5,0.026568148285150528,0.0033568988820656307
"Uniform(0.45,0.55)",200,3,6,0.026576356031000614,0.000999671742966886
"Uniform(0.45,0.55)",200,3,7,0.026561524718999863,0.00594374073476271
"Uniform(0.45,0.55)",200,4,0,0.027350674383342266,0.003630110257819775
"Uniform(0.45,0.55)",200,4,1,0.027142323553562164,0.014967144940649602
"Uniform(0.45,0.55)",200,4,2,0.027317309752106667,0.018137312347627613
"Uniform(0.45,0.55)",200,4,3,0.02731039933860302,0.013610714475777276
"Uniform(0.45,0.55)",200,4,4,0.027204863727092743,0.016032156289849414
"Uniform(0.45,0.55)",200,4,5,0.027228125371038914,0.012571774903648499
"Uniform(0.45,0.55)",200,4,6,0.027347708120942116,0.00816336601464582
"Uniform(0.45,0.55)",200,4,7,0.027313590981066227,0.0037040252933957553
"Uniform(0.45,0.55)",200,5,0,0.0272386372089386,-0.0017902542116239773
"Uniform(0.45,0.55)",200,5,1,0.027250762097537518,-0.0034332503191449835
"Uniform(0.45,0.55)",200,5,2,0.027203270234167576,0.000907980444598379
"Uniform(0.45,0.55)",200,5,3,0.027208018116652966,0.0055967646578747015
"Uniform(0.45,0.55)",200,5,4,0.02719929814338684,0.0013820468795598991
"Uniform(0.45,0.55)",200,5,5,0.027223597280681133,-9.07286435377341e-05
"Uniform(0.45,0.55)",200,5,6,0.027250714600086212,-0.001919566011211464
"Uniform(0.45,0.55)",200,5,7,0.027211925946176052,-0.005610332608085055
"Uniform(0.45,0.55)",200,6,0,0.019719134084880352,0.01868370958911442
