distribution,n,repetition,order_index,width,scaled_midpoint
"Beta(1,5)",1000,5,5,0.023861908353865147,0.010961527449194387
"Beta(1,5)",1000,5,6,0.025728223845362663,0.01768349862250859
"Beta(1,5)",1000,5,7,0.023535320535302162,0.007100986540743365
"Beta(1,5)",1000,6,0,0.02178708929568529,0.003051751337544952
"Beta(1,5)",1000,6,1,0.020188776776194572,0.014585368923572511
"Beta(1,5)",1000,6,2,0.020716018043458462,-0.00022346555770067145
"Beta(1,5)",1000,6,3,0.02127901930361986,-0.00798792870603
"Beta(1,5)",1000,6,4,0.02222834900021553,-0.007753866838060999
"Beta(1,5)",1000,6,5,0.02099000010639429,0.007015532746551536
"Beta(1,5)",1000,6,6,0.021994070149958134,-0.02749038469458895
"Beta(1,5)",1000,6,7,0.02085026539862156,-0.006439556805742333
"Beta(1,5)",1000,7,0,0.022847666405141354,-0.004950898150117217
"Beta(1,5)",1000,7,1,0.02319376915693283,0.005639403722661258
"Beta(1,5)",1000,7,2,0.023711630143225193,0.023185444126665726
"Beta(1,5)",1000,7,3,0.023626781068742275,0.02119567527813202
"Beta(1,5)",1000,7,4,0.02357637882232666,0.02106881507098808
"Beta(1,5)",1000,7,5,0.024202161468565464,0.013390952604981852
"Beta(1,5)",1000,7,6,0.023588739335536957,0.010025748161755194
"Beta(1,5)",1000,7,7,0.023556808941066265,0.002644899088446969
"Beta(1,5)",1000,8,0,0.018512649461627007,-0.05619420116885088
"Beta(1,5)",1000,8,1,0.019075652584433556,-0.051485721629178784
"Beta(1,5)",1000,8,2,0.018040016293525696,-0.0476195997551436
"Beta(1,5)",1000,8,3,0.01932916883379221,-0.053857867610493305
"Beta(1,5)",1000,8,4,0.017191181890666485,-0.0387015554382189
"Beta(1,5)",1000,8,5,0.017488199286162853,-0.046819195047156495
"Beta(1,5)",1000,8,6,0.018459122627973557,-0.05399326860929638
"Beta(1,5)",1000,8,7,0.018129809759557247,-0.03721277764800802
"Beta(1,5)",1000,9,0,0.024506617337465286,0.029563254833716746
"Beta(1,5)",1000,9,1,0.02377352025359869,0.036245349345284485
"Beta(1,5)",1000,9,2,0.023790896870195866,0.00856119781034439
"Beta(1,5)",1000,9,3,0.024071055464446545,0.013556147282666308
"Beta(1,5)",1000,9,4,0.02462018094956875,0.007414331471053437
"Beta(1,5)",1000,9,5,0.02378800045698881,0.025128213156662853
"Beta(1,5)",1000,9,6,0.023953480646014214,0.008072325840875824
"Beta(1,5)",1000,9,7,0.023123467341065407,0.03926842145504831
"Beta(1,5)",5000,0,0,0.010311701335012913,0.020298789164773706
"Beta(1,5)",5000,0,1,0.010292558930814266,0.012142517870055334
"Beta(1,5)",5000,0,2,0.01068582572042942,0.022376069033528997
"Beta(1,5)",5000,0,3,0.010333128273487091,0.010954470650429109
"Beta(1,5)",5000,0,4,0.010320623405277729,0.007987102024684375
"Beta(1,5)",5000,0,5,0.010261851362884045,0.012798098927752131
"Beta(1,5)",5000,0,6,0.010446110740303993,0.010816505576006729
"Beta(1,5)",5000,0,7,0.010234884917736053,0.015923649944314312
"Beta(1,5)",5000,1,0,0.010418273508548737,0.018786454291071043
"Beta(1,5)",5000,1,1,0.010235380381345749,-0.005355655662673849
"Beta(1,5)",5000,1,2,0.010103024542331696,0.009645527248016908
"Beta(1,5)",5000,1,3,0.010453883558511734,-0.0035883856210514233
"Beta(1,5)",5000,1,4,0.010445825755596161,0.009753528547326074
"Beta(1,5)",5000,1,5,0.010444429703056812,-0.001385257896820635
"Beta(1,5)",5000,1,6,0.010334095917642117,0.02029797857301838
"Beta(1,5)",5000,1,7,0.010380690917372704,0.010962023573925162
"Beta(1,5)",5000,2,0,0.010050083510577679,0.005843305686991489
"Beta(1,5)",5000,2,1,0.010279533453285694,-0.0011493833165722174
"Beta(1,5)",5000,2,2,0.009935218840837479,0.009720651113866744
"Beta(1,5)",5000,2,3,0.010176983661949635,6.925329544980469e-05
"Beta(1,5)",5000,2,4,0.010099935345351696,-0.01198889420906618
"Beta(1,5)",5000,2,5,0.010062485001981258,-0.0013411514772967853
"Beta(1,5)",5000,2,6,0.010118192993104458,-0.0012266305873585902
"Beta(1,5)",5000,2,7,0.010232887230813503,-0.00030670976415752974
