distribution,n,repetition,method,lower,upper,empty,width,scaled_width,normalized_width
Bernoulli(0.5),200,58,Chronological GE,0.3560585672967136,0.5403663744218647,False,0.18430780712515116,2.6065060048763335,1.0119094465169596
Bernoulli(0.5),200,58,Permutation-integrated GE (randomized),0.3601670566946269,0.5426008369773626,False,0.1824337802827357,2.580003263108382,1.0016204332925829
Bernoulli(0.5),200,58,Exact binomial (randomized),0.36042501020902484,0.5415262223254053,False,0.18110121211638042,2.5611579033719187,0.9943042032495056
Bernoulli(0.5),200,59,Chronological GE,0.39090281492099166,0.5711109056137502,False,0.18020809069275856,2.5485272590705987,0.9894006778940335
Bernoulli(0.5),200,59,Permutation-integrated GE (randomized),0.39316677689552304,0.5725614389777182,False,0.17939466208219512,2.5370236413397875,0.9849346918463704
Bernoulli(0.5),200,59,Exact binomial (randomized),0.39192173290197013,0.5715272485046554,False,0.17960551560268528,2.5400055604233005,0.9860923458413011
Bernoulli(0.5),200,60,Chronological GE,0.4516877490095794,0.6328860535286367,False,0.18119830451905727,2.562530997298609,0.994837271929483
Bernoulli(0.5),200,60,Permutation-integrated GE (randomized),0.4499578852951528,0.632467840462923,False,0.18250995516777024,2.581080538663662,1.0020386580382195
Bernoulli(0.5),200,60,Exact binomial (randomized),0.45016087528034193,0.6304306561220492,False,0.18026978084170725,2.5493996895236792,0.9897393767557471
Bernoulli(0.5),200,61,Chronological GE,0.4224166632629931,0.6073462222702801,False,0.18492955900728703,2.6152989043178088,1.0153230653578356
Bernoulli(0.5),200,61,Permutation-integrated GE (randomized),0.423705380745232,0.6112079406157135,False,0.18750255987048148,2.6516866314850818,1.029449671929606
Bernoulli(0.5),200,61,Exact binomial (randomized),0.42421323601022387,0.6071702655437182,False,0.18295702953349435,2.587403124977626,1.0044932408419995
Bernoulli(0.5),200,62,Chronological GE,0.41387236258015037,0.5931717460043728,False,0.17929938342422247,2.5356761976366915,0.9844115812111899
Bernoulli(0.5),200,62,Permutation-integrated GE (randomized),0.4120708294212818,0.5909208469092846,False,0.17885001748800278,2.5293212036219876,0.9819444169445406
Bernoulli(0.5),200,62,Exact binomial (randomized),0.41102287261954396,0.5899827562499109,False,0.17895988363036697,2.530874945507758,0.9825476175850605
Bernoulli(0.5),200,63,Chronological GE,0.4362365701235831,0.612782631535083,False,0.17654606141149998,2.496738344316966,0.9692949532319687
Bernoulli(0.5),200,63,Permutation-integrated GE (randomized),0.4365657733753324,0.6121982084587219,False,0.17563243508338944,2.4838177168754156,0.9642788493217643
Bernoulli(0.5),200,63,Exact binomial (randomized),0.43581920857229045,0.6128067348555197,False,0.17698752628322928,2.5029816004060748,0.9717187381002077
Bernoulli(0.5),200,64,Chronological GE,0.40298030944541097,0.5886288960464299,False,0.1856485866010189,2.62546749006557,1.0192707593039179
Bernoulli(0.5),200,64,Permutation-integrated GE (randomized),0.40012555886060003,0.5870076624676586,False,0.18688210360705854,2.642912054859161,1.0260431664543281
Bernoulli(0.5),200,64,Exact binomial (randomized),0.40293970653357913,0.5863769871563072,False,0.18343728062272802,2.594194901015013,1.0071299745836453
Bernoulli(0.5),200,65,Chronological GE,0.41373810125514865,0.595939623657614,False,0.18220152240246534,2.576718640665918,1.000345262442582
Bernoulli(0.5),200,65,Permutation-integrated GE (randomized),0.4127908382937313,0.5946977938339115,False,0.18190695554018022,2.572552836149225,0.9987279951372703
Bernoulli(0.5),200,65,Exact binomial (randomized),0.4137608800248308,0.5946515472057016,False,0.18089066718087077,2.5581803483390515,0.9931482434858812
Bernoulli(0.5),200,66,Chronological GE,0.3980446015484631,0.585591237526387,False,0.18754663597792387,2.652309961774298,1.029691664008956
Bernoulli(0.5),200,66,Permutation-integrated GE (randomized),0.39679224826395504,0.5867154540866613,False,0.18992320582270622,2.685919734838479,1.0427398007848963
Bernoulli(0.5),200,66,Exact binomial (randomized),0.3984200487752359,0.5828231530908665,False,0.18440310431563062,2.6078537106686546,1.012432658901594
Bernoulli(0.5),200,67,Chronological GE,0.4797892081551254,0.6577010289765894,False,0.17791182082146406,2.5160530991220647,0.9767934139329504
Bernoulli(0.5),200,67,Permutation-integrated GE (randomized),0.47914729513227944,0.6542002532631159,False,0.1750529581308365,2.4756226752215853,0.9610973335114816
Bernoulli(0.5),200,67,Exact binomial (randomized),0.4795742203138312,0.6562731403257369,False,0.17669892001190574,2.498900091375158,0.9701341963662918
Bernoulli(0.5),200,68,Chronological GE,0.35064099682495,0.5333021781407297,False,0.18266118131577969,2.583219199358666,1.0028689384811267
Bernoulli(0.5),200,68,Permutation-integrated GE (randomized),0.34484299987554545,0.5320459860563276,False,0.18720298618078213,2.647450019736052,1.0278049155231188
Bernoulli(0.5),200,68,Exact binomial (randomized),0.34965028823366945,0.5316166019474715,False,0.18196631371380206,2.5733922874909623,0.9990538907005286
Bernoulli(0.5),200,69,Chronological GE,0.3861897443421185,0.5695038647390902,False,0.1833141203969717,2.5924531523989183,1.0064537851274205
Bernoulli(0.5),200,69,Permutation-integrated GE (randomized),0.38472246397286647,0.5682717481628061,False,0.18354928418993965,2.595778870652862,1.007744910377592
Bernoulli(0.5),200,69,Exact binomial (randomized),0.38546535371224394,0.5673933729428451,False,0.18192801923060115,2.572850721715894,0.9988436416074221
Bernoulli(0.5),200,70,Chronological GE,0.4032883164472878,0.5824518199078739,False,0.17916350346058607,2.533754564762398,0.9836655562818026
Bernoulli(0.5),200,70,Permutation-integrated GE (randomized),0.4026551542058586,0.5805189234390855,False,0.1778637692332269,2.515373547044279,0.9765295951787925
Bernoulli(0.5),200,70,Exact binomial (randomized),0.403524239562113,0.5829679124549596,False,0.17944367289284663,2.53771675887105,0.9852037770416928
Bernoulli(0.5),200,71,Chronological GE,0.4244645391590893,0.6030673407949507,False,0.1786028016358614,2.525825043512668,0.9805871219931621
Bernoulli(0.5),200,71,Permutation-integrated GE (randomized),0.4229245719686151,0.6006581484153869,False,0.1777335764467718,2.5135323430009997,0.9758147946907545
Bernoulli(0.5),200,71,Exact binomial (randomized),0.4239307935725126,0.602818988624967,False,0.17888819505245435,2.5298611159162454,0.9821540241159141
Bernoulli(0.5),200,72,Chronological GE,0.3158944924362004,0.5012195534072816,False,0.18532506097108126,2.6208921467292385,1.0174944990020307
Bernoulli(0.5),200,72,Permutation-integrated GE (randomized),0.3214702609926462,0.5031093829125166,False,0.18163912191987042,2.568765096766209,0.9972575019730697
Bernoulli(0.5),200,72,Exact binomial (randomized),0.32288025808046034,0.5025121839773884,False,0.17963192589692806,2.540379058386345,0.9862373468949539
Bernoulli(0.5),200,73,Chronological GE,0.40697083761915565,0.5888546234928071,False,0.1818837858736515,2.572225167582819,0.9986007861774396
Bernoulli(0.5),200,73,Permutation-integrated GE (randomized),0.40599675849080086,0.5877102650702,False,0.1817135065793991,2.569817054709589,0.9976658978019124
Bernoulli(0.5),200,73,Exact binomial (randomized),0.40803110875008464,0.5887541924963748,False,0.1807230837462902,2.555810360678923,0.9922281562515045
Bernoulli(0.5),200,74,Chronological GE,0.3998884870670736,0.5819159378297627,False,0.1820274507626891,2.5742568959279573,0.9993895528640904
Bernoulli(0.5),200,74,Permutation-integrated GE (randomized),0.3986646699160336,0.5804261987656354,False,0.18176152884960178,2.5704961921677545,0.9979295555905826
Bernoulli(0.5),200,74,Exact binomial (randomized),0.39949708824891755,0.5803030336480505,False,0.18080594539913292,2.5569822014114307,0.9926830935141925
Bernoulli(0.5),200,75,Chronological GE,0.3704937077127397,0.5499816597439349,False,0.17948795203119516,2.538342960450877,0.985446883826356
Bernoulli(0.5),200,75,Permutation-integrated GE (randomized),0.37557490166276686,0.5560986212268471,False,0.1805237195640802,2.5529909253755947,0.991133582438153
Bernoulli(0.5),200,75,Exact binomial (randomized),0.37584962317232506,0.5557976394547086,False,0.17994801628238355,2.5448492514868137,0.9879727853008723
Bernoulli(0.5),200,76,Chronological GE,0.4640349210239947,0.6387837924994528,False,0.17474887147545815,2.471322240499858,0.959427799464407
Bernoulli(0.5),200,76,Permutation-integrated GE (randomized),0.46402963075786824,0.6395763804391024,False,0.17554674968123413,2.482605942297161,0.963808408762452
Bernoulli(0.5),200,76,Exact binomial (randomized),0.464305071603077,0.641383395138359,False,0.17707832353528197,2.504265667458866,0.9722172443680812
Bernoulli(0.5),200,77,Chronological GE,0.4275409341789782,0.6087369085289538,False,0.18119597434997559,2.5624980437314293,0.9948244785478976
Bernoulli(0.5),200,77,Permutation-integrated GE (randomized),0.4261169276759028,0.606143612228334,False,0.1800266845524312,2.5459617888311117,0.9884046995363246
Bernoulli(0.5),200,77,Exact binomial (randomized),0.42592175984793784,0.6056400749701987,False,0.17971831512226083,2.5416007865274297,0.9867116516710513
Bernoulli(0.5),200,78,Chronological GE,0.3421870185993612,0.5242629698477685,False,0.18207595124840736,2.5749427963748017,0.9996558362105448
Bernoulli(0.5),200,78,Permutation-integrated GE (randomized),0.3449029595404864,0.5244261752814054,False,0.17952321574091906,2.5388416646163883,0.9856404929932461
Bernoulli(0.5),200,78,Exact binomial (randomized),0.34401274675697924,0.5231801588625072,False,0.179167412105528,2.533809841349272,0.9836870160061709
Bernoulli(0.5),200,79,Chronological GE,0.3827161961235106,0.5561746251769364,False,0.1734584290534258,2.4530726287528606,0.9523428533766155
Bernoulli(0.5),200,79,Permutation-integrated GE (randomized),0.3792284389212728,0.5538632782921196,False,0.17463483937084678,2.4697095830109848,0.9588017263443244
Bernoulli(0.5),200,79,Exact binomial (randomized),0.37789277772088997,0.5546837133816522,False,0.17679093566076226,2.5002013891607926,0.9706393920265173
Bernoulli(0.5),200,80,Chronological GE,0.42122285859659314,0.6060440228320658,False,0.18482116423547268,2.613765970753907,1.014727943017318
Bernoulli(0.5),200,80,Permutation-integrated GE (randomized),0.41802593909204006,0.6038590589910745,False,0.18583311989903445,2.6280771849932,1.0202839067683227
Bernoulli(0.5),200,80,Exact binomial (randomized),0.41880467204958416,0.6019473121821122,False,0.183142640132528,2.590028055242362,1.0055123030372777
Bernoulli(0.5),200,81,Chronological GE,0.3776895464397967,0.5597093277610838,False,0.18201978132128716,2.5741484336474927,0.9993474451513179
Bernoulli(0.5),200,81,Permutation-integrated GE (randomized),0.377902333214879,0.56062175296247,False,0.18271941974759098,2.584042815159855,1.0031886862998405
Bernoulli(0.5),200,81,Exact binomial (randomized),0.37911661853458406,0.5601538881694413,False,0.18103726963485728,2.5602536201261006,0.9939531383537952
Bernoulli(0.5),200,82,Chronological GE,0.40681661991402507,0.5895631336607039,False,0.18274651374667883,2.5844259821695448,1.0033374411141296
Bernoulli(0.5),200,82,Permutation-integrated GE (randomized),0.4065638966858387,0.5898883007466793,False,0.1833244040608406,2.592598585368061,1.0065102457666957
Bernoulli(0.5),200,82,Exact binomial (randomized),0.4082793930927778,0.5898679878581522,False,0.18158859476537442,2.5680505348946454,0.996980091559818
Bernoulli(0.5),200,83,Chronological GE,0.44986560521647334,0.6283447160385549,False,0.17847911082208157,2.524075791248784,0.9799080194371528
Bernoulli(0.5),200,83,Permutation-integrated GE (randomized),0.4495196096599103,0.6268771384656431,False,0.1773575288057328,2.508214226260442,0.9737501715679293
Bernoulli(0.5),200,83,Exact binomial (randomized),0.44978161153285784,0.6279291568944184,False,0.17814754536156058,2.5193867475379514,0.9780876178661433
Bernoulli(0.5),200,84,Chronological GE,0.4190813400782645,0.5933156344108284,False,0.17423429433256388,2.4640450207561755,0.9566026045907964
Bernoulli(0.5),200,84,Permutation-integrated GE (randomized),0.4181578427925706,0.5906489852443337,False,0.1724911424517631,2.4393931304451293,0.9470321372166262
Bernoulli(0.5),200,84,Exact binomial (randomized),0.41664747520285556,0.59286147736713,False,0.17621400216427446,2.4920423174075887,0.9674718406123135
Bernoulli(0.5),200,85,Chronological GE,0.404009445104748,0.5872712689451873,False,0.18326182384043932,2.591713567403783,1.0061666601249537
Bernoulli(0.5),200,85,Permutation-integrated GE (randomized),0.401129368878901,0.5852316969260571,False,0.18410232804715615,2.603600091887489,1.0107812999488461
Bernoulli(0.5),200,85,Exact binomial (randomized),0.4030790743608499,0.5850606600258301,False,0.18198158566498024,2.573608265495763,0.9991377386498096
Bernoulli(0.5),200,86,Chronological GE,0.4240420931018889,0.6011516186408699,False,0.17710952553898096,2.5047069304269094,0.972388553455774
Bernoulli(0.5),200,86,Permutation-integrated GE (randomized),0.4249553840607405,0.5996911700814963,False,0.1747357860207558,2.471137184224759,0.9593559560876569
Bernoulli(0.5),200,86,Exact binomial (randomized),0.42187959424997934,0.5991454814626374,False,0.177265887212658,2.506918218422404,0.9732470295948752
Bernoulli(0.5),200,87,Chronological GE,0.3940385109744966,0.5784169095568359,False,0.1843783985823393,2.6075043188377647,1.0122970164386371
Bernoulli(0.5),200,87,Permutation-integrated GE (randomized),0.3950588192790746,0.5800161171704529,False,0.18495729789137827,2.6156911913786782,1.01547536079928
Bernoulli(0.5),200,87,Exact binomial (randomized),0.39798889633138945,0.5800227958598038,False,0.1820338995284143,2.5743480952474487,0.9994249586727617
Bernoulli(0.5),200,88,Chronological GE,0.4503034516237676,0.6343683521263301,False,0.18406490050256252,2.6030707864757825,1.0105758106289688
Bernoulli(0.5),200,88,Permutation-integrated GE (randomized),0.4491826330125332,0.6316009269654752,False,0.182418293952942,2.5797842533321256,1.0015354083353953
Bernoulli(0.5),200,88,Exact binomial (randomized),0.44943329271043814,0.6302672033020085,False,0.18083391059157033,2.557377688955625,0.9928366314616214
Bernoulli(0.5),200,89,Chronological GE,0.4697583490051329,0.6473132087849081,False,0.17755485977977514,2.511004907658112,0.9748335824111187
Bernoulli(0.5),200,89,Permutation-integrated GE (randomized),0.46949986040592195,0.6484029218554497,False,0.17890306144952772,2.5300713585198933,0.9822356454420471
Bernoulli(0.5),200,89,Exact binomial (randomized),0.46976156874369834,0.648259367194773,False,0.1784977984510746,2.5243400742324895,0.9800106205619018
Bernoulli(0.5),200,90,Chronological GE,0.408475982490927,0.5948478574864566,False,0.18637187499552965,2.6356963326358116,1.0232418464237625
Bernoulli(0.5),200,90,Permutation-integrated GE (randomized),0.404971469193697,0.5928852595388889,False,0.18791379034519196,2.6575023086310483,1.031707460183647
Bernoulli(0.5),200,90,Exact binomial (randomized),0.4076439044668803,0.5914849043005633,False,0.18384099983368302,2.5999043528502446,1.0093465235713306
Bernoulli(0.5),200,91,Chronological GE,0.42429955629631877,0.6084628575481474,False,0.18416330125182867,2.604462383217381,1.0111160625547007
Bernoulli(0.5),200,91,Permutation-integrated GE (randomized),0.42570419166237117,0.6147147573903203,False,0.18901056572794916,2.6730130548427704,1.037729111614645
Bernoulli(0.5),200,91,Exact binomial (randomized),0.4250334195238118,0.6072410575618544,False,0.18220763803804263,2.5768051288136773,1.0003788392590425
Bernoulli(0.5),200,92,Chronological GE,0.37222060980275273,0.5547350044362247,False,0.18251439463347197,2.581143322189713,1.0020630321401698
Bernoulli(0.5),200,92,Permutation-integrated GE (randomized),0.3712949423491955,0.5540217672288419,False,0.18272682487964637,2.5841475395416937,1.003229342868851
Bernoulli(0.5),200,92,Exact binomial (randomized),0.37125966108021435,0.5526572903439466,False,0.18139762926373226,2.565349874870968,0.9959316292180175
Bernoulli(0.5),200,93,Chronological GE,0.3460153420455754,0.5287412465550005,False,0.18272590450942516,2.5841345235412017,1.0032242897387875
Bernoulli(0.5),200,93,Permutation-integrated GE (randomized),0.349848203100264,0.5290619983151554,False,0.17921379521489145,2.53446579757254,0.9839416742719048
Bernoulli(0.5),200,93,Exact binomial (randomized),0.34875500859105313,0.5280076501148353,False,0.17925264152378217,2.5350151673413537,0.9841549530664494
Bernoulli(0.5),200,94,Chronological GE,0.36386645724996924,0.5399551619775593,False,0.17608870472759008,2.4902703440646925,0.9667839171771484
Bernoulli(0.5),200,94,Permutation-integrated GE (randomized),0.3607954206690192,0.5393251533433796,False,0.1785297326743604,2.5247916923492357,0.9801859497718475
Bernoulli(0.5),200,94,Exact binomial (randomized),0.35830607268712145,0.5379823112323385,False,0.17967623854521708,2.5410057338682948,0.9864806376600238
Bernoulli(0.5),200,95,Chronological GE,0.41394031466916203,0.590208129491657,False,0.17626781482249498,2.4928033433184167,0.9677672895031928
Bernoulli(0.5),200,95,Permutation-integrated GE (randomized),0.4168374459818006,0.5917250291630627,False,0.17488758318126207,2.4732839202559362,0.960189371573776
Bernoulli(0.5),200,95,Exact binomial (randomized),0.415937528747675,0.5930932001113299,False,0.17715567136365495,2.505359530937918,0.9726419089518503
Bernoulli(0.5),200,96,Chronological GE,0.44084166502580047,0.6226206575520337,False,0.1817789925262332,2.5707431658511646,0.9980254368211711
Bernoulli(0.5),200,96,Permutation-integrated GE (randomized),0.44171551082283256,0.6244361224398018,False,0.1827206116169693,2.584059670738249,1.0031952300480502
Bernoulli(0.5),200,96,Exact binomial (randomized),0.44266061573954196,0.6240086204735199,False,0.18134800473397794,2.5646480780409187,0.9956591745064096
Bernoulli(0.5),200,97,Chronological GE,0.3983810334466398,0.5764366141520441,False,0.17805558070540428,2.518086170897999,0.9775827021723276
Bernoulli(0.5),200,97,Permutation-integrated GE (randomized),0.40095688797533513,0.5754703754931689,False,0.1745134875178338,2.467993408647484,0.9581354654390943
Bernoulli(0.5),200,97,Exact binomial (randomized),0.40068069336168816,0.5782814437738308,False,0.17760075041214268,2.511653899204912,0.9750855368189306
Bernoulli(0.5),200,98,Chronological GE,0.43189380364492536,0.6147351372055709,False,0.18284133356064558,2.5857669368384792,1.0038580325473767
Bernoulli(0.5),200,98,Permutation-integrated GE (randomized),0.431290074288845,0.6151694858074188,False,0.1838794115185738,2.6004475761075057,1.0095574161396046
Bernoulli(0.5),200,98,Exact binomial (randomized),0.4309019351040797,0.611883914388675,False,0.18098197928459525,2.5594716964940116,0.9936495764558808
Bernoulli(0.5),200,99,Chronological GE,0.450483578722924,0.6318626175634563,False,0.1813790388405323,2.5650869665847718,0.9958295617844984
Bernoulli(0.5),200,99,Permutation-integrated GE (randomized),0.45089235618710527,0.6337367586791516,False,0.1828444024920463,2.5858103380825685,1.0038748819729304
Bernoulli(0.5),200,99,Exact binomial (randomized),0.45068991551959475,0.6309527005675631,False,0.1802627850479684,2.549300754059829,0.9897009675864307
Bernoulli(0.5),1000,0,Chronological GE,0.480216168332845,0.5616322071291506,False,0.08141603879630566,2.5746012066495942,0.9995232227160338
Bernoulli(0.5),1000,0,Permutation-integrated GE (randomized),0.48013577062636625,0.5615946381315589,False,0.0814588675051926,2.575955569342865,1.0000490194725986
Bernoulli(0.5),1000,0,Exact binomial (randomized),0.4802695673421157,0.5616158746029786,False,0.0813463072608629,2.5723961018821955,0.9986671470574641
Bernoulli(0.5),1000,1,Chronological GE,0.4746362525038421,0.5552367134951055,False,0.08060046099126339,2.5488103719194513,0.9895105892334466
Bernoulli(0.5),1000,1,Permutation-integrated GE (randomized),0.4752961392328142,0.5555055752024055,False,0.08020943596959129,2.5364450750134457,0.9847100782333702
Bernoulli(0.5),1000,1,Exact binomial (randomized),0.47478846786211415,0.5555094875867715,False,0.0807210197246574,2.552622773812952,0.9909906569880327
Bernoulli(0.5),1000,2,Chronological GE,0.45252114767208695,0.5325953201390803,False,0.08007417246699333,2.5321676674884293,0.9830494839078366
Bernoulli(0.5),1000,2,Permutation-integrated GE (randomized),0.4520342133343219,0.532058968514204,False,0.08002475517988206,2.5306049556578483,0.982442800915129
Bernoulli(0.5),1000,2,Exact binomial (randomized),0.4518133643178745,0.5322742849073077,False,0.08046092058943316,2.544397716965465,0.9877974885447065
Bernoulli(0.5),1000,3,Chronological GE,0.4750698241405189,0.5556074227206409,False,0.080537598580122,2.5468224879352834,0.9887388440011717
Bernoulli(0.5),1000,3,Permutation-integrated GE (randomized),0.4753912774622441,0.5556598916947841,False,0.08026861423254006,2.5383164560023506,0.9854365941505261
Bernoulli(0.5),1000,3,Exact binomial (randomized),0.4754152245269226,0.5560861103953447,False,0.08067088586842214,2.551037402077043,0.9903751768652914
Bernoulli(0.5),1000,4,Chronological GE,0.45521900383755565,0.5368160200305283,False,0.08159701619297266,2.5803242144343495,1.0017450344552163
Bernoulli(0.5),1000,4,Permutation-integrated GE (randomized),0.4551275593042374,0.5367157295346259,False,0.0815881702303885,2.5800444805357237,1.0016364349070086
Bernoulli(0.5),1000,4,Exact binomial (randomized),0.45532961288255247,0.5367593123485701,False,0.08142969946601764,2.575033194956126,0.999690931153055
Bernoulli(0.5),1000,5,Chronological GE,0.4880031584762037,0.5689588249661028,False,0.08095566648989916,2.5600429560505,0.9938713534019311
Bernoulli(0.5),1000,5,Permutation-integrated GE (randomized),0.4878857527449728,0.5686621313914656,False,0.08077637864649279,2.5543733766310623,0.9916702838622586
Bernoulli(0.5),1000,5,Exact binomial (randomized),0.4880062977761992,0.5690122127108733,False,0.08100591493467413,2.5616319513942005,0.9944882402979345
Bernoulli(0.5),1000,6,Chronological GE,0.4488947377540171,0.5304555776529014,False,0.0815608398988843,2.579180219568116,1.00130090763957
Bernoulli(0.5),1000,6,Permutation-integrated GE (randomized),0.44863630876690136,0.5303197703436016,False,0.0816834615767002,2.583057857492212,1.0028063016184154
Bernoulli(0.5),1000,6,Exact binomial (randomized),0.4485254801624316,0.5300208577474119,False,0.08149537758498032,2.5771101194397015,1.00049724408719
Bernoulli(0.5),1000,7,Chronological GE,0.48211557185277343,0.5631907102651894,False,0.08107513841241598,2.563820989966423,0.995338078666186
Bernoulli(0.5),1000,7,Permutation-integrated GE (randomized),0.48232405997067695,0.5631719660386443,False,0.08084790606796732,2.556635272301246,0.9925484071397084
Bernoulli(0.5),1000,7,Exact binomial (randomized),0.4822531422921439,0.5631865361490913,False,0.08093339385694742,2.5593386335543356,0.9935979181649013
Bernoulli(0.5),1000,8,Chronological GE,0.47265145229175687,0.5547397141344845,False,0.08208826184272766,2.5958587658731007,1.0077759276581735
Bernoulli(0.5),1000,8,Permutation-integrated GE (randomized),0.4727072056084871,0.5551591285914181,False,0.08245192298293103,2.6073587408684653,1.0122404995067507
Bernoulli(0.5),1000,8,Exact binomial (randomized),0.47292273235125776,0.5549285781275217,False,0.08200584577626396,2.59325254101493,1.006764127359691
Bernoulli(0.5),1000,9,Chronological GE,0.4178506010212004,0.4995728046633303,False,0.0817222036421299,2.5842829891723835,1.0032819277317155
Bernoulli(0.5),1000,9,Permutation-integrated GE (randomized),0.41817778388410803,0.49968523897975686,False,0.08150745509564883,2.577492043861476,1.000645516498428
Bernoulli(0.5),1000,9,Exact binomial (randomized),0.4184630977763967,0.4997159488226232,False,0.08125285104622654,2.569440756884711,0.9975198097733464
Bernoulli(0.5),1000,10,Chronological GE,0.4714169870130718,0.5537571632303298,False,0.08234017621725798,2.6038249978616257,1.010868613954408
Bernoulli(0.5),1000,10,Permutation-integrated GE (randomized),0.4710044136047363,0.5534876430630684,False,0.08248322945833209,2.608348738546259,1.0126248408435117
Bernoulli(0.5),1000,10,Exact binomial (randomized),0.47110751986174565,0.5530285378564577,False,0.08192101799471202,2.5905700510292964,1.0057227190715186
Bernoulli(0.5),1000,11,Chronological GE,0.4641150454990566,0.5448396964929998,False,0.08072465099394321,2.552737604630358,0.9910352371227674
Bernoulli(0.5),1000,11,Permutation-integrated GE (randomized),0.46369816428422933,0.5441586571931838,False,0.08046049290895446,2.54438419252123,0.9877922380243339
Bernoulli(0.5),1000,11,Exact binomial (randomized),0.4636403075878678,0.5443324475224173,False,0.08069213993454949,2.551709514662066,0.9906361074262168
Bernoulli(0.5),1000,12,Chronological GE,0.4516754341311753,0.5329872346483171,False,0.08131180051714182,2.5713049028342523,0.998243516871085
Bernoulli(0.5),1000,12,Permutation-integrated GE (randomized),0.45220269990712414,0.5333937424346806,False,0.08119104252755649,2.567486199906727,0.9967610029008215
Bernoulli(0.5),1000,12,Exact binomial (randomized),0.4522205801430823,0.5333721255980128,False,0.08115154545493053,2.5662371928026557,0.9962761077634185
Bernoulli(0.5),1000,13,Chronological GE,0.4416422978974879,0.5227255052886903,False,0.08108320739120245,2.564076153479991,0.9954371393893544
Bernoulli(0.5),1000,13,Permutation-integrated GE (randomized),0.442565482623875,0.5235056403800844,False,0.08094015775620939,2.5595525268296533,0.9936809567711564
Bernoulli(0.5),1000,13,Exact binomial (randomized),0.442636507583082,0.5235903825818288,False,0.08095387499874679,2.5599863041260047,0.9938493597378257
Bernoulli(0.5),1000,14,Chronological GE,0.46449449891224504,0.5462315217591822,False,0.08173702284693718,2.5847516135754187,1.0034638591983658
Bernoulli(0.5),1000,14,Permutation-integrated GE (randomized),0.46509327153861524,0.5468880621939897,False,0.08179479065537443,2.5865783920763987,1.0041730593377007
Bernoulli(0.5),1000,14,Exact binomial (randomized),0.4651279583621233,0.5467376022733093,False,0.08160964391118597,2.580723537946398,1.0019000616192828
Bernoulli(0.5),1000,15,Chronological GE,0.43939263420179486,0.519774470012635,False,0.08038183581084013,2.5418968366794235,0.9868265855882895
Bernoulli(0.5),1000,15,Permutation-integrated GE (randomized),0.4397797501087187,0.5200441530346868,False,0.08026440292596804,2.5381832827954223,0.9853848930510997
Bernoulli(0.5),1000,15,Exact binomial (randomized),0.43977088622695487,0.5203142504127538,False,0.08054336418579894,2.547004812395579,0.9888096268205319
Bernoulli(0.5),1000,16,Chronological GE,0.44275259831920266,0.5252051535062492,False,0.08245255518704653,2.6073787329179767,1.012248260909839
Bernoulli(0.5),1000,16,Permutation-integrated GE (randomized),0.4425905531942844,0.5253818975389004,False,0.08279134434461599,2.618092186762868,1.0164074859913035
Bernoulli(0.5),1000,16,Exact binomial (randomized),0.4430235660650704,0.525140546746208,False,0.08211698068113765,2.5967669352844,1.008128501258469
Bernoulli(0.5),1000,17,Chronological GE,0.4688674253411591,0.5511134075932205,False,0.08224598225206137,2.600846323142987,1.0097122195013537
Bernoulli(0.5),1000,17,Permutation-integrated GE (randomized),0.4684119345992804,0.5511032954603435,False,0.08269136086106316,2.614930431398619,1.0151800151492358
Bernoulli(0.5),1000,17,Exact binomial (randomized),0.4688448680037421,0.550972936394388,False,0.08212806839064596,2.597117559445205,1.0082646221420706
Bernoulli(0.5),1000,18,Chronological GE,0.4800241612829268,0.5614444701932371,False,0.08142030891031027,2.574736239510826,0.999575645778791
Bernoulli(0.5),1000,18,Permutation-integrated GE (randomized),0.47959479407221084,0.5608680961057544,False,0.08127330203354355,2.570087473887921,0.9977708811476487
Bernoulli(0.5),1000,18,Exact binomial (randomized),0.47985564584962404,0.5610934452548485,False,0.08123779940522446,2.5689647822038135,0.9973350247488723
Bernoulli(0.5),1000,19,Chronological GE,0.4704679870046675,0.5512722660787404,False,0.08080427907407284,2.555255665619518,0.9920128100487726
Bernoulli(0.5),1000,19,Permutation-integrated GE (randomized),0.4704291988387704,0.5509829701259732,False,0.08055377128720281,2.547333913838345,0.9889373920580469
Bernoulli(0.5),1000,19,Exact binomial (randomized),0.47044098153175934,0.5512374391320255,False,0.08079645760026616,2.5550083289006333,0.9919167878789247
Bernoulli(0.5),1000,20,Chronological GE,0.48018331406638026,0.5616714362986386,False,0.08148812223225832,2.576880685041407,1.0004081720365001
Bernoulli(0.5),1000,20,Permutation-integrated GE (randomized),0.48043539533764124,0.5617882684692739,False,0.08135287313163264,2.572603732946743,0.9987477545201796
Bernoulli(0.5),1000,20,Exact binomial (randomized),0.48048331625557494,0.5616943394213306,False,0.08121102316575568,2.5681180431648594,0.9970062999231288
Bernoulli(0.5),1000,21,Chronological GE,0.43615444796159863,0.5178239555098116,False,0.081669507548213,2.582616592366668,1.002634991693128
Bernoulli(0.5),1000,21,Permutation-integrated GE (randomized),0.43570804942399266,0.5177252560779451,False,0.0820172066539524,2.5936118035120703,1.0069036018569513
Bernoulli(0.5),1000,21,Exact binomial (randomized),0.4361078469219801,0.5177157098187207,False,0.0816078628967406,2.580667217324468,1.0018781965749444
