distribution,n,repetition,method,lower,upper,empty,width,scaled_width,normalized_width
"Beta(1,5)",5000,27,Chronological GE,0.16225604014471173,0.17239519720897079,False,0.010139157064259052,0.7169466715653063,0.9879956804663037
"Beta(1,5)",5000,27,Permutation-integrated GE (randomized),0.16209145361970478,0.17241156085464815,False,0.010320107234943365,0.7297417808400805,1.0056281114349432
"Beta(1,5)",5000,28,Chronological GE,0.16361998161301017,0.17411225056275725,False,0.010492268949747086,0.741915452439922,1.022404163871032
"Beta(1,5)",5000,28,Permutation-integrated GE (randomized),0.16358592489135954,0.1740580814016547,False,0.010472156510295177,0.7404932882076571,1.020444335931077
"Beta(1,5)",5000,29,Chronological GE,0.16095731453970075,0.17104013310745358,False,0.010082818567752838,0.7129629382731665,0.9825058561308748
"Beta(1,5)",5000,29,Permutation-integrated GE (randomized),0.16088920616990057,0.17093117241890154,False,0.010041966249000972,0.7100742431115026,0.9785250602710145
"Beta(1,5)",5000,30,Chronological GE,0.16211432730779052,0.17246634559705853,False,0.010352018289268017,0.7319982331308578,1.008737638551652
"Beta(1,5)",5000,30,Permutation-integrated GE (randomized),0.16221035295673875,0.1724365159295773,False,0.010226162972838543,0.7230989183612918,0.996473846975293
"Beta(1,5)",5000,31,Chronological GE,0.164876161608845,0.17526052566245198,False,0.010384364053606987,0.7342854240615325,1.0118895253648994
"Beta(1,5)",5000,31,Permutation-integrated GE (randomized),0.1652162657321063,0.1754601621458869,False,0.010243896413780595,0.7243528619956815,0.9982018568028864
"Beta(1,5)",5000,32,Chronological GE,0.15967945801094174,0.1699952962808311,False,0.010315838269889355,0.7294399194262465,1.0052121282317348
"Beta(1,5)",5000,32,Permutation-integrated GE (randomized),0.15966447263413966,0.17000643863529347,False,0.010341966001153807,0.7312874290216579,1.0077581076919662
"Beta(1,5)",5000,33,Chronological GE,0.16229176288470626,0.17266383254900575,False,0.010372069664299488,0.7334160794565446,1.010691516156363
"Beta(1,5)",5000,33,Permutation-integrated GE (randomized),0.16217140724102772,0.17263283817568764,False,0.010461430934659927,0.7397348754812756,1.0193991975304206
"Beta(1,5)",5000,34,Chronological GE,0.16076925909146667,0.1711049829609692,False,0.010335723869502544,0.7308460436596912,1.0071498520875541
"Beta(1,5)",5000,34,Permutation-integrated GE (randomized),0.16105239271314412,0.17117074090244902,False,0.010118348189304904,0.7154752619064123,0.985967989363408
"Beta(1,5)",5000,35,Chronological GE,0.16165555035695434,0.171622843015939,False,0.009967292658984661,0.7047940229238948,0.971248598932715
"Beta(1,5)",5000,35,Permutation-integrated GE (randomized),0.16139298565214535,0.17155059471329653,False,0.01015760906115118,0.7182514247781919,0.9897937089522872
"Beta(1,5)",5000,36,Chronological GE,0.15934888133779168,0.16946063423529267,False,0.010111752897500992,0.7150089043505672,0.9853253205722665
"Beta(1,5)",5000,36,Permutation-integrated GE (randomized),0.15952993295931106,0.16959101354059988,False,0.010061080581288823,0.7114258305093618,0.9803876290837577
"Beta(1,5)",5000,37,Chronological GE,0.16361217061057687,0.17442243685945868,False,0.010810266248881817,0.7644012571016395,1.0533909565554616
"Beta(1,5)",5000,37,Permutation-integrated GE (randomized),0.1635685966889277,0.17430532907015373,False,0.010736732381226022,0.7592016274550109,1.046225553834953
"Beta(1,5)",5000,38,Chronological GE,0.16192179406061769,0.17235742090269923,False,0.010435626842081547,0.7379102505968218,1.0168847545797675
"Beta(1,5)",5000,38,Permutation-integrated GE (randomized),0.16179757985976506,0.17253641740008957,False,0.010738837540324508,0.7593504846824125,1.0464306880569416
"Beta(1,5)",5000,39,Chronological GE,0.16316328151151538,0.17357996804639697,False,0.010416686534881592,0.7365709686309374,1.0150391433931902
"Beta(1,5)",5000,39,Permutation-integrated GE (randomized),0.1631634921022831,0.1736210891327418,False,0.010457597030458704,0.7394637775153652,1.0190256082107048
"Beta(1,5)",5000,40,Chronological GE,0.1610574289225042,0.17126150196418166,False,0.010204073041677475,0.7215369243492983,0.9943213251797813
"Beta(1,5)",5000,40,Permutation-integrated GE (randomized),0.16090538019351275,0.17137570901061525,False,0.010470328817102498,0.7403640507826099,1.0202662389780324
"Beta(1,5)",5000,41,Chronological GE,0.16087957238778472,0.17109231417998672,False,0.010212741792201996,0.7221498975773286,0.9951660391948604
"Beta(1,5)",5000,41,Permutation-integrated GE (randomized),0.16078417015442367,0.17110641563458479,False,0.010322245480161113,0.7298929776094114,1.0058364696865736
"Beta(1,5)",5000,42,Chronological GE,0.16448275884613395,0.1746248728595674,False,0.010142114013433456,0.7171557594465908,0.9882838161558047
"Beta(1,5)",5000,42,Permutation-integrated GE (randomized),0.16426633126719475,0.17443680505394393,False,0.010170473786749179,0.719161098249037,0.9910472937661583
"Beta(1,5)",5000,43,Chronological GE,0.16200514836236835,0.17231355840340257,False,0.010308410041034222,0.7289146643266795,1.004488295079149
"Beta(1,5)",5000,43,Permutation-integrated GE (randomized),0.16194407045479628,0.17218464504837866,False,0.01024057459358238,0.7241179738368774,0.9978781667775398
"Beta(1,5)",5000,44,Chronological GE,0.16389727173373103,0.17409190302714705,False,0.010194631293416023,0.7208692919271055,0.99340128750414
"Beta(1,5)",5000,44,Permutation-integrated GE (randomized),0.16377551182575106,0.1742493440361177,False,0.01047383221036663,0.740611778096033,1.020607622131484
"Beta(1,5)",5000,45,Chronological GE,0.1636449065990746,0.17433470906689763,False,0.010689802467823029,0.7558831814542354,1.0416525354436845
"Beta(1,5)",5000,45,Permutation-integrated GE (randomized),0.16338102066660223,0.1741304771614568,False,0.010749456494854565,0.760101358158144,1.047465436916267
"Beta(1,5)",5000,46,Chronological GE,0.1604640274308622,0.17072616098448634,False,0.010262133553624153,0.7256424225209641,0.9999789488506079
"Beta(1,5)",5000,46,Permutation-integrated GE (randomized),0.16011085072624992,0.1705569917778006,False,0.010446141051550673,0.7386537174782654,1.0179092967062164
"Beta(1,5)",5000,47,Chronological GE,0.1633377051912248,0.17375965090468526,False,0.010421945713460445,0.7369428487145953,1.01555161653921
"Beta(1,5)",5000,47,Permutation-integrated GE (randomized),0.1633686434512891,0.1738289978533871,False,0.010460354402097999,0.7396587531338049,1.0192942963523124
"Beta(1,5)",5000,48,Chronological GE,0.1621660110540688,0.17253253934904933,False,0.010366528294980526,0.7330242454742949,1.010151545336668
"Beta(1,5)",5000,48,Permutation-integrated GE (randomized),0.16217099273511038,0.1723192733336054,False,0.010148280598495013,0.7175918028579699,0.9888847102306705
"Beta(1,5)",5000,49,Chronological GE,0.16536810481920838,0.176029731053859,False,0.010661626234650612,0.7538908208997845,1.038906942640483
"Beta(1,5)",5000,49,Permutation-integrated GE (randomized),0.16547071584025658,0.17610522941965706,False,0.010634513579400484,0.7519736666614507,1.0362649886690307
"Beta(1,5)",5000,50,Chronological GE,0.1628346503712237,0.17310701264068484,False,0.010272362269461155,0.7263657019540816,1.0009756714577858
"Beta(1,5)",5000,50,Permutation-integrated GE (randomized),0.16286618302570807,0.1731470751487607,False,0.010280892123052637,0.7269688536857881,1.0018068508595825
"Beta(1,5)",5000,51,Chronological GE,0.16120344819501042,0.1714676241390407,False,0.010264175944030285,0.7257868413315648,1.0001779666670099
"Beta(1,5)",5000,51,Permutation-integrated GE (randomized),0.16114178634391918,0.17161225537596236,False,0.010470469032043184,0.7403739654761482,1.0202799020226876
"Beta(1,5)",5000,52,Chronological GE,0.16224292432889342,0.17248229077085853,False,0.010239366441965103,0.7240325446167496,0.9977604401685473
"Beta(1,5)",5000,52,Permutation-integrated GE (randomized),0.1621325612125816,0.17254186996400997,False,0.01040930875142837,0.7360492805599474,1.0143202258207529
"Beta(1,5)",5000,53,Chronological GE,0.16623480757698417,0.17666397849097848,False,0.010429170913994312,0.7374537475438883,1.0162556658869735
"Beta(1,5)",5000,53,Permutation-integrated GE (randomized),0.16628694227163446,0.1768654964410451,False,0.010578554169410642,0.7480167388339491,1.0308121038778189
"Beta(1,5)",5000,54,Chronological GE,0.16457925224676728,0.17484020674601197,False,0.01026095449924469,0.7255590507862536,0.9998640575804006
"Beta(1,5)",5000,54,Permutation-integrated GE (randomized),0.164778982360878,0.1750221890690178,False,0.010243206708139774,0.7243040924421167,0.9981346494216804
"Beta(1,5)",5000,55,Chronological GE,0.16335466085001826,0.17335244128480554,False,0.009997780434787273,0.7069498342252271,0.9742194367064178
"Beta(1,5)",5000,55,Permutation-integrated GE (randomized),0.16291529355801795,0.17328070690907488,False,0.010365413351056924,0.7329454070333926,1.0100429012182763
"Beta(1,5)",5000,56,Chronological GE,0.1600035740993917,0.1700914348475635,False,0.010087860748171806,0.7133194742697884,0.982997184201098
"Beta(1,5)",5000,56,Permutation-integrated GE (randomized),0.15996022217570877,0.17004140713064364,False,0.010081184954934874,0.712847424403025,0.9823466710627796
"Beta(1,5)",5000,57,Chronological GE,0.16095484653487802,0.17118863435462117,False,0.010233787819743156,0.7236380764564679,0.9972168392929216
"Beta(1,5)",5000,57,Permutation-integrated GE (randomized),0.16084496768137851,0.1713318475481571,False,0.010486879866778598,0.7415343867287825,1.0218790323772797
"Beta(1,5)",5000,58,Chronological GE,0.15811061626300216,0.16857658745720983,False,0.010465971194207668,0.7400559203127312,1.019841616638137
"Beta(1,5)",5000,58,Permutation-integrated GE (randomized),0.15814307067782984,0.1685935745493429,False,0.010450503871513056,0.738962215436315,1.0183344254669375
"Beta(1,5)",5000,59,Chronological GE,0.16513387626037002,0.17547095147892833,False,0.010337075218558311,0.7309415984677995,1.007281532366441
"Beta(1,5)",5000,59,Permutation-integrated GE (randomized),0.1652267159209735,0.17540291488091014,False,0.010176198959936655,0.7195659291274701,0.9916051750913315
"Beta(1,5)",5000,60,Chronological GE,0.15673250379040837,0.16684297053143382,False,0.010110466741025448,0.7149179593540148,0.9851999928912584
"Beta(1,5)",5000,60,Permutation-integrated GE (randomized),0.15682695970917804,0.1666815096499079,False,0.009854549940729873,0.6968219088631583,0.9602625457594771
"Beta(1,5)",5000,61,Chronological GE,0.15826680464670062,0.16872020391747355,False,0.010453399270772934,0.7391669510814053,1.0186165635129167
"Beta(1,5)",5000,61,Permutation-integrated GE (randomized),0.15820258168241813,0.1686832978295878,False,0.010480716147169666,0.7410985459355017,1.021278417522353
"Beta(1,5)",5000,62,Chronological GE,0.16093976376578212,0.17128809122368693,False,0.010348327457904816,0.7317372519423442,1.0083779907603156
"Beta(1,5)",5000,62,Permutation-integrated GE (randomized),0.16076244911286625,0.1711346750449838,False,0.010372225932117562,0.7334271292599287,1.0107067434507302
"Beta(1,5)",5000,63,Chronological GE,0.16443379828706384,0.17484525265172124,False,0.010411454364657402,0.7362009983263527,1.0145293020377204
"Beta(1,5)",5000,63,Permutation-integrated GE (randomized),0.1646390560402233,0.17513450171772946,False,0.010495445677506154,0.7421400810139641,1.0227137155708512
"Beta(1,5)",5000,64,Chronological GE,0.16045359382405877,0.17079586489126086,False,0.010342271067202091,0.7313090004488031,1.0077878344173785
"Beta(1,5)",5000,64,Permutation-integrated GE (randomized),0.16075826151340564,0.17076276059435902,False,0.010004499080953383,0.707424914251672,0.974874125587222
"Beta(1,5)",5000,65,Chronological GE,0.16470251558348536,0.17569224117323756,False,0.010989725589752197,0.777090948789311,1.0708781157419263
"Beta(1,5)",5000,65,Permutation-integrated GE (randomized),0.1648812374323164,0.17576253341982173,False,0.01088129598750534,0.7694238180862997,1.06031234799855
"Beta(1,5)",5000,66,Chronological GE,0.16380427731201053,0.17382311122491956,False,0.010018833912909031,0.7084385399399729,0.9762709628156653
"Beta(1,5)",5000,66,Permutation-integrated GE (randomized),0.16389540087626708,0.17403431060214128,False,0.010138909725874196,0.7169291821003884,0.9879715789306136
"Beta(1,5)",5000,67,Chronological GE,0.1625739256851375,0.17301842151209712,False,0.01044449582695961,0.7385373825317738,1.0177489801454742
"Beta(1,5)",5000,67,Permutation-integrated GE (randomized),0.1626357616901597,0.17292130562390323,False,0.010285543933743535,0.7272977863742212,1.0022601399091384
"Beta(1,5)",5000,68,Chronological GE,0.16291869385167956,0.1735040764324367,False,0.010585382580757141,0.7484995804307332,1.031477488669871
"Beta(1,5)",5000,68,Permutation-integrated GE (randomized),0.16274683532536577,0.1731534490616805,False,0.01040661373631474,0.7358587142137227,1.0140576139217377
"Beta(1,5)",5000,69,Chronological GE,0.1616632784716785,0.1718947789631784,False,0.0102315004914999,0.7234763379253074,0.9969939538587753
"Beta(1,5)",5000,69,Permutation-integrated GE (randomized),0.16186813269064562,0.17193976154541019,False,0.010071628854764564,0.7121717060798125,0.9814154905286846
"Beta(1,5)",5000,70,Chronological GE,0.1564472750760615,0.16644308296963573,False,0.009995807893574238,0.7068103544984363,0.974027225244886
"Beta(1,5)",5000,70,Permutation-integrated GE (randomized),0.1565097361364884,0.1664310241806718,False,0.009921288044183407,0.7015410054147107,0.9667657449422805
"Beta(1,5)",5000,71,Chronological GE,0.1622970555908978,0.17235270654782653,False,0.01005565095692873,0.7110418980889301,0.9798585470919977
"Beta(1,5)",5000,71,Permutation-integrated GE (randomized),0.16214051671973323,0.1723427601379981,False,0.010202243418264867,0.721407550437091,0.9941430401392124
"Beta(1,5)",5000,72,Chronological GE,0.16092628845945,0.1713104066438973,False,0.010384118184447289,0.7342680384865218,1.0118655669957566
"Beta(1,5)",5000,72,Permutation-integrated GE (randomized),0.16075462502625582,0.17148256956758928,False,0.010727944541333467,0.7585802333370101,1.0453692353264765
"Beta(1,5)",5000,73,Chronological GE,0.15954308165237308,0.1698229550383985,False,0.010279873386025429,0.7268968180997697,1.0017075814848178
"Beta(1,5)",5000,73,Permutation-integrated GE (randomized),0.15971328015171501,0.16996229485518366,False,0.010249014703468645,0.7247147797303312,0.9987006012321441
"Beta(1,5)",5000,74,Chronological GE,0.1652195597998798,0.17573913699015975,False,0.01051957719027996,0.7438464366462288,1.0250651763710474
"Beta(1,5)",5000,74,Permutation-integrated GE (randomized),0.16539993963700794,0.17576476610013458,False,0.010364826463126642,0.7329039077898628,1.0099857127620406
"Beta(1,5)",5000,75,Chronological GE,0.16437369445338845,0.17469994677230716,False,0.010326252318918705,0.7301763038950728,1.0062269103671682
"Beta(1,5)",5000,75,Permutation-integrated GE (randomized),0.16441374367249614,0.17446130196074883,False,0.010047558288252684,0.7104696599990573,0.9790699685499448
"Beta(1,5)",5000,76,Chronological GE,0.163041768129915,0.17361663980409503,False,0.01057487167418003,0.7477563470990238,1.030453268389018
"Beta(1,5)",5000,76,Permutation-integrated GE (randomized),0.16301105147287165,0.17357069451368085,False,0.010559643040809197,0.7466795201065518,1.0289693359581036
"Beta(1,5)",5000,77,Chronological GE,0.16123034292832017,0.17149443784728646,False,0.010264094918966293,0.7257811119943454,1.0001700712953605
"Beta(1,5)",5000,77,Permutation-integrated GE (randomized),0.16115368507966876,0.17143000461041638,False,0.010276319530747619,0.7266455225831401,1.0013612811325077
"Beta(1,5)",5000,78,Chronological GE,0.1592249139212072,0.1690519698895514,False,0.009827055968344212,0.6948777914315927,0.9575834348843091
"Beta(1,5)",5000,78,Permutation-integrated GE (randomized),0.1589908662084493,0.16911307785722993,False,0.010122211648780632,0.715748449745825,0.9863444586546404
"Beta(1,5)",5000,79,Chronological GE,0.16060346690937877,0.17103397799655795,False,0.010430511087179184,0.737548512098587,1.0163862571490812
"Beta(1,5)",5000,79,Permutation-integrated GE (randomized),0.1605367370105769,0.1711196652177493,False,0.010582928207172382,0.7483260300101984,1.0312383257409783
"Beta(1,5)",5000,80,Chronological GE,0.15915804682299495,0.16945671709254384,False,0.010298670269548893,0.7282259584802312,1.0035392169560617
"Beta(1,5)",5000,80,Permutation-integrated GE (randomized),0.1590868114415775,0.16942676692111888,False,0.01033995547954139,0.7311452636750717,1.0075621952846563
"Beta(1,5)",5000,81,Chronological GE,0.1624493938870728,0.1727724247612059,False,0.01032303087413311,0.7299485133497615,1.0059130012805588
"Beta(1,5)",5000,81,Permutation-integrated GE (randomized),0.16262668005947295,0.17286642587492193,False,0.01023974581544898,0.7240593703730548,0.997797407675903
"Beta(1,5)",5000,82,Chronological GE,0.16130720218643546,0.17140497779473662,False,0.010097775608301163,0.7140205607529867,0.9839633235870596
"Beta(1,5)",5000,82,Permutation-integrated GE (randomized),0.16102960083685863,0.17123994031048112,False,0.010210339473622487,0.7219800280015145,0.9949319486916147
"Beta(1,5)",5000,83,Chronological GE,0.15634599002078176,0.16641339799389243,False,0.010067407973110676,0.7118732446758075,0.9810041927437334
"Beta(1,5)",5000,83,Permutation-integrated GE (randomized),0.15634379742689375,0.1664898429923829,False,0.010146045565489148,0.7174337621585076,0.9886669206312493
"Beta(1,5)",5000,84,Chronological GE,0.1636878396384418,0.17399704968556762,False,0.010309210047125816,0.7289712332999152,1.004566250530261
"Beta(1,5)",5000,84,Permutation-integrated GE (randomized),0.16378434841194475,0.17399086439243483,False,0.010206515980490077,0.7217096662093399,0.9945593738636314
"Beta(1,5)",5000,85,Chronological GE,0.1594653078354895,0.1699640671722591,False,0.01049875933676958,0.7423743921075351,1.0230366103655617
"Beta(1,5)",5000,85,Permutation-integrated GE (randomized),0.15953131496172493,0.16997904449504025,False,0.010447729533315325,0.738766040101023,1.0180640840432729
"Beta(1,5)",5000,86,Chronological GE,0.16071899561211467,0.17087139980867505,False,0.010152404196560383,0.717883385273461,0.9892865283552684
"Beta(1,5)",5000,86,Permutation-integrated GE (randomized),0.16076314792633334,0.17093925650405906,False,0.010176108577725718,0.7195595381400448,0.9915963679258608
"Beta(1,5)",5000,87,Chronological GE,0.16088957386091352,0.17141613317653537,False,0.010526559315621853,0.7443401474638636,1.025745539603863
"Beta(1,5)",5000,87,Permutation-integrated GE (randomized),0.16068834435788076,0.1712074253427815,False,0.01051908098490073,0.7438113496273774,1.0250168243464959
"Beta(1,5)",5000,88,Chronological GE,0.16316689969971776,0.17332127643749118,False,0.010154376737773418,0.7180228650002517,0.9894787398168001
"Beta(1,5)",5000,88,Permutation-integrated GE (randomized),0.1629486651685594,0.17324078940929394,False,0.01029212424073453,0.7277630843437832,1.0029013485265847
"Beta(1,5)",5000,89,Chronological GE,0.15653548343107104,0.16609795158728957,False,0.009562468156218529,0.6761686078142544,0.9318010533877553
"Beta(1,5)",5000,89,Permutation-integrated GE (randomized),0.1565901617532912,0.16597435870627913,False,0.009384196952987922,0.6635629301447897,0.9144296705768273
"Beta(1,5)",5000,90,Chronological GE,0.16375446831807494,0.17413490219041705,False,0.01038043387234211,0.7340075182791639,1.0115065544642083
"Beta(1,5)",5000,90,Permutation-integrated GE (randomized),0.1638665644353109,0.17408983869103178,False,0.010223274255720893,0.7228946552150098,0.9961923600611207
"Beta(1,5)",5000,91,Chronological GE,0.16146454541012645,0.17194024426862597,False,0.010475698858499527,0.7407437700513191,1.0207895149930468
"Beta(1,5)",5000,91,Permutation-integrated GE (randomized),0.1614063744446952,0.17185775886076723,False,0.010451384416072046,0.7390244793391949,1.0184202288739888
"Beta(1,5)",5000,92,Chronological GE,0.1600371585227549,0.1703351461328566,False,0.0102979876101017,0.7281776871677961,1.0034726961811313
"Beta(1,5)",5000,92,Permutation-integrated GE (randomized),0.15997811903091078,0.17038617080518736,False,0.010408051774276589,0.7359603988531653,1.0141977414772778
"Beta(1,5)",5000,93,Chronological GE,0.16348754102364182,0.17353911930695176,False,0.010051578283309937,0.7107539165755893,0.9794616912273715
"Beta(1,5)",5000,93,Permutation-integrated GE (randomized),0.16344960832818078,0.17314454705002624,False,0.009694938721845459,0.6855356913404964,0.9447094584749686
"Beta(1,5)",5000,94,Chronological GE,0.15623686043545604,0.16608580155298114,False,0.0098489411175251,0.6964253051709013,0.95971600199221
"Beta(1,5)",5000,94,Permutation-integrated GE (randomized),0.15611242859837643,0.16622878108388267,False,0.010116352485506241,0.7153341443374849,0.9857735208567981
"Beta(1,5)",5000,95,Chronological GE,0.16383198695257306,0.17407026374712586,False,0.010238276794552803,0.7239554949093157,0.9976542610325737
"Beta(1,5)",5000,95,Permutation-integrated GE (randomized),0.16361869413680713,0.1740138290378534,False,0.010395134901046266,0.7350470379878765,1.0129390752118468
"Beta(1,5)",5000,96,Chronological GE,0.16184657765552402,0.1722342469729483,False,0.010387669317424297,0.7345191415074156,1.0122116020773526
"Beta(1,5)",5000,96,Permutation-integrated GE (randomized),0.16182039859327588,0.172080997165953,False,0.01026059857267711,0.7255338829772995,0.999829374824319
"Beta(1,5)",5000,97,Chronological GE,0.15992454020306468,0.17022119695320725,False,0.010296656750142574,0.7280835811576053,1.003343012433006
"Beta(1,5)",5000,97,Permutation-integrated GE (randomized),0.15996312537010154,0.16996622357993602,False,0.010003098209834471,0.7073258577048969,0.974737619701614
"Beta(1,5)",5000,98,Chronological GE,0.16217199573293328,0.17266235360875726,False,0.010490357875823975,0.7417803191068839,1.0222179420017858
"Beta(1,5)",5000,98,Permutation-integrated GE (randomized),0.16215154037490878,0.17258043516503946,False,0.010428894790130677,0.7374342226382459,1.016228759391412
"Beta(1,5)",5000,99,Chronological GE,0.16270553739741445,0.1733707976527512,False,0.010665260255336761,0.7541477849667994,1.0392610545965248
"Beta(1,5)",5000,99,Permutation-integrated GE (randomized),0.16273771759821348,0.173462362707839,False,0.010724645109625508,0.7583469282835341,1.04504772691559
Bernoulli(0.5),50,0,Chronological GE,0.2941661369986832,0.6678241831250489,False,0.37365804612636566,2.6421613826086894,1.0257517371078892
Bernoulli(0.5),50,0,Permutation-integrated GE (randomized),0.29231364369392393,0.6667750623822213,False,0.37446141868829735,2.6478420844723005,1.0279571246527022
Bernoulli(0.5),50,0,Exact binomial (randomized),0.30140984711047536,0.6604334297944249,False,0.3590235826839495,2.5386800992170984,0.9855777693496152
Bernoulli(0.5),50,1,Chronological GE,0.20750412670895457,0.5886394553817809,False,0.3811353286728263,2.6950337545431906,1.0462780863739898
Bernoulli(0.5),50,1,Permutation-integrated GE (randomized),0.2279314607381821,0.5968932166695595,False,0.3689617559313774,2.6089535961757284,1.0128596613840792
Bernoulli(0.5),50,1,Exact binomial (randomized),0.23483036916420974,0.5891138024500547,False,0.354283433285845,2.505162181384728,0.9725652930235673
Bernoulli(0.5),50,2,Chronological GE,0.2824709522537887,0.6515556280501187,False,0.36908467579633,2.6098227708762334,1.013197096282932
Bernoulli(0.5),50,2,Permutation-integrated GE (randomized),0.2694203174114227,0.6512810084223748,False,0.3818606910109521,2.7001628408242517,1.0482693232443812
Bernoulli(0.5),50,2,Exact binomial (randomized),0.2977965247026272,0.6536383859557837,False,0.35584186125315653,2.516181931221496,0.9768434297081625
Bernoulli(0.5),50,3,Chronological GE,0.2756104455329478,0.6417395113967359,False,0.36612906586378813,2.588923452617807,1.0050834692542963
Bernoulli(0.5),50,3,Permutation-integrated GE (randomized),0.2661601798236371,0.635766928344965,False,0.36960674852132785,2.613514382517419,1.014630270304246
Bernoulli(0.5),50,3,Exact binomial (randomized),0.2818498720047,0.6354839586305585,False,0.3536340866258585,2.500570607118555,0.9707827314773319
Bernoulli(0.5),50,4,Chronological GE,0.3276075809262693,0.706903540994972,False,0.3792959600687027,2.6820274544124163,1.0412287222282932
Bernoulli(0.5),50,4,Permutation-integrated GE (randomized),0.3180019453167915,0.697191652059555,False,0.37918970674276353,2.681276129939464,1.0409370396731188
Bernoulli(0.5),50,4,Exact binomial (randomized),0.3348671501197261,0.6952338343291711,False,0.36036668420944495,2.5481772611820968,0.9892648001446734
Bernoulli(0.5),50,5,Chronological GE,0.20807882444933057,0.5779394959099591,False,0.3698606714606285,2.6153098888402018,1.015327329818364
Bernoulli(0.5),50,5,Permutation-integrated GE (randomized),0.21058956220746036,0.580624397546053,False,0.3700348353385926,2.6165414134316634,1.0158054378163455
Bernoulli(0.5),50,5,Exact binomial (randomized),0.2190912404573528,0.5709864184252628,False,0.35189517796791,2.4882746660795614,0.966009146122878
Bernoulli(0.5),50,6,Chronological GE,0.3076250269077718,0.6750872139818966,False,0.3674621870741248,2.598350043097534,1.0087431024709614
Bernoulli(0.5),50,6,Permutation-integrated GE (randomized),0.3135209120810032,0.6812877841293812,False,0.367766872048378,2.6005044912117343,1.009579511976526
Bernoulli(0.5),50,6,Exact binomial (randomized),0.31999655936431903,0.6761951250232768,False,0.3561985656589578,2.5187042122637076,0.9778226409620824
Bernoulli(0.5),50,7,Chronological GE,0.301041875500232,0.6501303152181208,False,0.34908843971788883,2.4684280295835053,0.9583041959273383
Bernoulli(0.5),50,7,Permutation-integrated GE (randomized),0.30298708990216255,0.64928554341197,False,0.3462984535098074,2.448699847911992,0.9506452327948309
Bernoulli(0.5),50,7,Exact binomial (randomized),0.2944557626823825,0.6418442975788894,False,0.3473885348965069,2.4564078873177966,0.953637682409091
Bernoulli(0.5),50,8,Chronological GE,0.2826519845984876,0.6292651924304664,False,0.3466132078319788,2.4509254970681438,0.9515092842881054
Bernoulli(0.5),50,8,Permutation-integrated GE (randomized),0.29105355471372607,0.6326220279932022,False,0.34156847327947615,2.4152538369545367,0.9376606724781305
Bernoulli(0.5),50,8,Exact binomial (randomized),0.2786278480139224,0.6250877394646451,False,0.34645989145072276,2.4498413865396125,0.9510884060385112
Bernoulli(0.5),50,9,Chronological GE,0.4658992360346019,0.8170708282850683,False,0.35117159225046635,2.48315814240382,0.9640227863634436
Bernoulli(0.5),50,9,Permutation-integrated GE (randomized),0.4667042116820813,0.8259680388867856,False,0.3592638272047043,2.5403788845147846,0.9862372793937573
Bernoulli(0.5),50,9,Exact binomial (randomized),0.47084121193059203,0.8148883023303097,False,0.3440470903997177,2.432780306691415,0.9444648771328142
Bernoulli(0.5),50,10,Chronological GE,0.32490831846371293,0.6418970446102321,False,0.3169887261465192,2.2414487781788917,0.8701852933696694
Bernoulli(0.5),50,10,Permutation-integrated GE (randomized),0.32632735133171076,0.6308427873253822,False,0.3045154359936715,2.153249297671032,0.8359440956372184
Bernoulli(0.5),50,10,Exact binomial (randomized),0.3142429387979739,0.6479504971542464,False,0.33370755835627247,2.359668774469258,0.9160811903250642
Bernoulli(0.5),50,11,Chronological GE,0.3015869199298322,0.6503982371650636,False,0.3488113172352314,2.466468477716442,0.9575434499165822
Bernoulli(0.5),50,11,Permutation-integrated GE (randomized),0.3070254592597485,0.6541143082082271,False,0.34708884894847863,2.4542887876570254,0.9528149960385882
Bernoulli(0.5),50,11,Exact binomial (randomized),0.29608511022229306,0.6447708392305967,False,0.3486857290083037,2.465580434847464,0.9571986899327765
Bernoulli(0.5),50,12,Chronological GE,0.34994820645079017,0.6998102138750255,False,0.34986200742423534,2.4738979792921505,0.9604277643257213
Bernoulli(0.5),50,12,Permutation-integrated GE (randomized),0.34771820649504664,0.692163334041834,False,0.3444451275467874,2.435594854349987,0.9455575534428065
Bernoulli(0.5),50,12,Exact binomial (randomized),0.35532522280663476,0.7036509863032382,False,0.34832576349660344,2.4630350943042987,0.9562105264160177
Bernoulli(0.5),50,13,Chronological GE,0.3830076255835593,0.709974701050669,False,0.3269670754671097,2.312006362875269,0.897577475219284
Bernoulli(0.5),50,13,Permutation-integrated GE (randomized),0.3858629328012467,0.7106600418686868,False,0.3247971090674401,2.296662383313736,0.8916205666848587
Bernoulli(0.5),50,13,Exact binomial (randomized),0.3846113202344072,0.7218721647151404,False,0.3372608444807332,2.3847943016102806,0.925835535112743
Bernoulli(0.5),50,14,Chronological GE,0.32867441000416875,0.7094666338525712,False,0.3807922238484025,2.692607637063112,1.0453362081692747
Bernoulli(0.5),50,14,Permutation-integrated GE (randomized),0.3310231640934944,0.7125990188121796,False,0.38157585471868516,2.698148744086352,1.0474874015793372
Bernoulli(0.5),50,14,Exact binomial (randomized),0.3376459633643663,0.699506932461152,False,0.3618609690967857,2.558743450950729,0.9933668537062486
Bernoulli(0.5),50,15,Chronological GE,0.3052163855172694,0.6602869178168476,False,0.3550705322995782,2.510727811885488,0.9747260070480144
