distribution,n,rep,method,calibration,lower,upper,width,sqrt_n_width,empty,noncoverage,sample_mean_excluded,poisson_round_fraction,evaluations,solvency_c,third_moment_shrinkage,skewness_epsilon
"Uniform(0.45,0.55)",50,46,PE-betting,Deterministic,0.413046367932111,0.5976297720335424,0.1845834041014313,1.305201767346189,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,46,PE-betting,Uniformly randomized,0.418867137748748,0.556369359139353,0.1375022213906049,0.9722875317351072,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,47,PE-betting,Deterministic,0.4077138849534094,0.5922359232790768,0.1845220383256673,1.3047678457844345,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,47,PE-betting,Uniformly randomized,0.4246727903373539,0.5720308073796332,0.1473580170422792,1.041978531127985,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,48,PE-betting,Deterministic,0.404027511831373,0.5886564427055418,0.1846289308741688,1.3055236902434717,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,48,PE-betting,Uniformly randomized,0.4362571104429662,0.5635770871303976,0.1273199766874313,0.9002881889619584,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,49,PE-betting,Deterministic,0.40689138462767,0.5916160675697029,0.1847246829420328,1.3062007596084635,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,49,PE-betting,Uniformly randomized,0.4124586549587548,0.5788427027873695,0.1663840478286147,1.1765128850088034,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,50,PE-betting,Deterministic,0.4103451897390187,0.5949801201932132,0.1846349304541945,1.3055661136806758,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,50,PE-betting,Uniformly randomized,0.4292651196010411,0.5947905634529889,0.1655254438519477,1.170441638066254,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,51,PE-betting,Deterministic,0.4023601035587489,0.5869822739623487,0.1846221704035997,1.305475886497637,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,51,PE-betting,Uniformly randomized,0.4605677383951843,0.5858461461029947,0.1252784077078104,0.8858521162644578,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,52,PE-betting,Deterministic,0.401985231321305,0.5866739028133452,0.1846886714920401,1.305946120203562,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,52,PE-betting,Uniformly randomized,0.4056769520975649,0.5693072308786213,0.1636302787810564,1.1570407973353023,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,53,PE-betting,Deterministic,0.4117356366477906,0.5962825692258775,0.1845469325780868,1.304943874731418,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,53,PE-betting,Uniformly randomized,0.4170801225118339,0.5402055676095188,0.1231254450976848,0.8706283716518493,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,54,PE-betting,Deterministic,0.407886900473386,0.5924469181336462,0.1845600176602602,1.3050364002347896,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,54,PE-betting,Uniformly randomized,0.4389557992108166,0.5777823212556541,0.1388265220448374,0.9816517514644832,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,55,PE-betting,Deterministic,0.4127783947624266,0.5974515383131802,0.1846731435507536,1.3058363210777462,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,55,PE-betting,Uniformly randomized,0.4241460370831191,0.5869315951131284,0.1627855580300092,1.151067719622558,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,56,PE-betting,Deterministic,0.409080249723047,0.5937245120294392,0.1846442623063922,1.3056320998403756,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,56,PE-betting,Uniformly randomized,0.4508478031493723,0.5927425879053771,0.1418947847560048,1.0033476451597656,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,57,PE-betting,Deterministic,0.4030041382648051,0.5876618535257876,0.1846577152609825,1.3057272265945536,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,57,PE-betting,Uniformly randomized,0.5296442783437669,0.5814042943529785,0.0517600160092115,0.3659985831443774,False,True,True,0.0,58,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,58,PE-betting,Deterministic,0.4035579957999289,0.5883604581467807,0.1848024623468518,1.3067507430543055,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,58,PE-betting,Uniformly randomized,0.4056780482642352,0.5820606458000839,0.1763825975358486,1.2472133080089618,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,59,PE-betting,Deterministic,0.4084158078767359,0.5929714213125408,0.1845556134358048,1.305005257665007,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,59,PE-betting,Uniformly randomized,0.4255984262563288,0.5888621429912746,0.1632637167349457,1.1544488122499978,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,60,PE-betting,Deterministic,0.4029025449417531,0.5874784081242979,0.1845758631825447,1.3051484449973778,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,60,PE-betting,Uniformly randomized,0.413828085642308,0.5352571750991046,0.1214290894567966,0.8586333258820882,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,61,PE-betting,Deterministic,0.4121375004760921,0.5968263479880989,0.1846888475120067,1.305947364852682,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,61,PE-betting,Uniformly randomized,0.4145365352742374,0.5762809407897294,0.1617444055154919,1.143705659589912,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,62,PE-betting,Deterministic,0.4075307245366275,0.5920665017329156,0.1845357771962881,1.304864994270252,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,62,PE-betting,Uniformly randomized,0.42022709781304,0.5807983963750303,0.1605712985619902,1.1354105407711303,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,63,PE-betting,Deterministic,0.4067466105334461,0.591311973053962,0.1845653625205159,1.3050741941041026,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,63,PE-betting,Uniformly randomized,0.4547963174991309,0.5777445477433503,0.1229482302442193,0.8693752734057245,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,64,PE-betting,Deterministic,0.4081030623055994,0.5926604731939733,0.1845574108883738,1.3050179675740112,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,64,PE-betting,Uniformly randomized,0.4570251763798296,0.5911916964687407,0.134166520088911,0.9487005616307016,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,65,PE-betting,Deterministic,0.4080038019455969,0.5927459443919361,0.1847421424463391,1.3063242169473752,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,65,PE-betting,Uniformly randomized,0.430943542625755,0.5848939805291593,0.1539504379034042,1.0885939860813565,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,66,PE-betting,Deterministic,0.4025773140601814,0.5874074590392411,0.1848301449790597,1.3069464888238582,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,66,PE-betting,Uniformly randomized,0.4101822185330093,0.5852523925714195,0.1750701740384102,1.2379330724606892,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,67,PE-betting,Deterministic,0.405463105533272,0.5900986357592046,0.1846355302259326,1.305570354707307,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,67,PE-betting,Uniformly randomized,0.4219218785874545,0.5616800379939377,0.1397581594064831,0.9882394224247472,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,68,PE-betting,Deterministic,0.4022275987081229,0.5868691471405327,0.1846415484324097,1.3056129098534128,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,68,PE-betting,Uniformly randomized,0.4083304232917726,0.5555174169130623,0.1471869936212897,1.0407692129207509,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,69,PE-betting,Deterministic,0.4039579737000167,0.5886388788931072,0.1846809051930904,1.3058912041770414,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,69,PE-betting,Uniformly randomized,0.412351727951318,0.5273939571343362,0.1150422291830182,0.8134714037812911,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,70,PE-betting,Deterministic,0.4108688593842089,0.5954941636882722,0.1846253043040633,1.3054980465203303,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,70,PE-betting,Uniformly randomized,0.4856417919509113,0.5901786307804286,0.1045368388295173,0.7391870762015692,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,71,PE-betting,Deterministic,0.4023885582573712,0.586925111245364,0.1845365529879927,1.3048704799460034,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,71,PE-betting,Uniformly randomized,0.4036535923369229,0.5801137830130756,0.1764601906761527,1.2477619743657875,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,72,PE-betting,Deterministic,0.4117478732950985,0.5962083633057773,0.1844604900106787,1.3043326334754437,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,72,PE-betting,Uniformly randomized,0.4191185305826366,0.5918790488503873,0.1727605182677507,1.2216013398842898,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,73,PE-betting,Deterministic,0.4121919670142233,0.5967857553623617,0.1845937883481383,1.3052751950588293,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,73,PE-betting,Uniformly randomized,0.4162832186557352,0.5745181883685291,0.1582349697127938,1.118890201047645,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,74,PE-betting,Deterministic,0.4088991223834455,0.5937246535904706,0.184825531207025,1.3069138645289329,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,74,PE-betting,Uniformly randomized,0.4219622756354511,0.5734177832491696,0.1514555076137185,1.0709521648171114,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,75,PE-betting,Deterministic,0.4070483897812664,0.5915847797878087,0.1845363900065422,1.3048693274931145,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,75,PE-betting,Uniformly randomized,0.4350640173070133,0.5623270128853619,0.1272629955783486,0.8998852716756394,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,76,PE-betting,Deterministic,0.4076142809353769,0.5922451461665332,0.1846308652311563,1.305537368212902,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,76,PE-betting,Uniformly randomized,0.40850675618276,0.5887589580379426,0.1802522018551826,1.2745755425560603,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,77,PE-betting,Deterministic,0.4134117471985519,0.5980730676092207,0.1846613204106688,1.3057527188524576,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,77,PE-betting,Uniformly randomized,0.420179006177932,0.5761552578769624,0.1559762516990304,1.1029186528044417,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,78,PE-betting,Deterministic,0.4079770022071898,0.5926323742605746,0.1846553720533847,1.3057106576147328,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,78,PE-betting,Uniformly randomized,0.4568698233924806,0.5857291524298489,0.1288593290373683,0.9111730538147172,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,79,PE-betting,Deterministic,0.3997248481027782,0.5843522814102471,0.1846274333074689,1.3055131008477832,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,79,PE-betting,Uniformly randomized,0.4183532404713332,0.557498122099787,0.1391448816284537,0.9839028936687908,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,80,PE-betting,Deterministic,0.4082346786744892,0.5930911810137331,0.1848565023392439,1.3071328635050623,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,80,PE-betting,Uniformly randomized,0.4628815124742687,0.5598873007111251,0.0970057882368564,0.6859345067662743,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,81,PE-betting,Deterministic,0.4083818797953427,0.5930948317982256,0.1847129520028829,1.306117809342238,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,81,PE-betting,Uniformly randomized,0.4269067528657615,0.5794961196370423,0.1525893667712807,1.0789697598093388,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,82,PE-betting,Deterministic,0.4043410341255367,0.5887573207728565,0.1844162866473198,1.3040200684956198,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,82,PE-betting,Uniformly randomized,0.436985342297703,0.5692379442043602,0.1322526019066572,0.9351671163776224,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,83,PE-betting,Deterministic,0.4080661688931286,0.5928032523952425,0.1847370835021138,1.3062884448097016,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,83,PE-betting,Uniformly randomized,0.4334481707774102,0.5892493980936706,0.1558012273162603,1.1016810435251445,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,84,PE-betting,Deterministic,0.4085800689645111,0.593198103364557,0.1846180344000458,1.3054466405360374,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,84,PE-betting,Uniformly randomized,0.4376719905994832,0.5917877708561718,0.1541157802566886,1.0897631330736035,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,85,PE-betting,Deterministic,0.4103542058728635,0.5951576312072575,0.1848034253343939,1.306757552404518,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,85,PE-betting,Uniformly randomized,0.4198366929776966,0.5842658230103552,0.1644291300326585,1.1626895287069747,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,86,PE-betting,Deterministic,0.4105258178897202,0.5951703074388206,0.1846444895491004,1.305633706688975,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,86,PE-betting,Uniformly randomized,0.4503254103474319,0.5768404244445264,0.1265150140970945,0.8945962438996721,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,87,PE-betting,Deterministic,0.4056461318396032,0.590164985973388,0.1845188541337847,1.3047453301477063,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,87,PE-betting,Uniformly randomized,0.4475748590193689,0.5818709679879248,0.1342961089685559,0.9496168933863344,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,88,PE-betting,Deterministic,0.4089804836548865,0.5935908653773367,0.1846103817224502,1.3053925279338163,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,88,PE-betting,Uniformly randomized,0.4199511646293103,0.5788656263612211,0.1589144617319107,1.1236949351924417,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,89,PE-betting,Deterministic,0.4052183418534696,0.5897589637897909,0.1845406219363212,1.304899251755557,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,89,PE-betting,Uniformly randomized,0.4088091482408345,0.5681119724176824,0.1593028241768479,1.1264410723761746,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,90,PE-betting,Deterministic,0.4052636376582086,0.5898295710794628,0.1845659334212541,1.3050782309819366,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,90,PE-betting,Uniformly randomized,0.4063914348371327,0.5764800705946982,0.1700886357575655,1.2027082774694329,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,91,PE-betting,Deterministic,0.4120788057334721,0.5967917679809034,0.1847129622474312,1.3061178817821342,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,91,PE-betting,Uniformly randomized,0.5462848064489663,0.5805595102719963,0.0342747038230299,0.2423587549642499,False,True,True,0.0,58,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,92,PE-betting,Deterministic,0.4044617000035941,0.589166805613786,0.1847051056101918,1.3060623269674407,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,92,PE-betting,Uniformly randomized,0.4087991523556411,0.577758485917002,0.1689593335613608,1.1947229050599808,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,93,PE-betting,Deterministic,0.4035568968392908,0.5880686300806701,0.1845117332413792,1.304694977834626,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,93,PE-betting,Uniformly randomized,0.4133553425781429,0.5718736224807799,0.158518279902637,1.1208935066118184,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,94,PE-betting,Deterministic,0.4036172921769321,0.5882907886989415,0.1846734965220093,1.3058388169614312,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,94,PE-betting,Uniformly randomized,0.4271065290085971,0.5852551837451756,0.1581486547365784,1.1182798619976464,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,95,PE-betting,Deterministic,0.4071547598578036,0.5920030395500362,0.1848482796922326,1.3070747206104527,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,95,PE-betting,Uniformly randomized,0.421683135908097,0.5705190435983241,0.148835907690227,1.0524287961181455,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,96,PE-betting,Deterministic,0.4036778560839593,0.5883695124648511,0.1846916563808918,1.3059672265550428,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,96,PE-betting,Uniformly randomized,0.4097647569142282,0.5694075464271009,0.1596427895128727,1.1288449903208897,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,97,PE-betting,Deterministic,0.4014870044775307,0.5861420459114015,0.1846550414338708,1.3057083197817294,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,97,PE-betting,Uniformly randomized,0.4016701462678611,0.5763852042146027,0.1747150579467415,1.2354220224954158,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,98,PE-betting,Deterministic,0.4060832471586764,0.5907745114527643,0.1846912642940879,1.3059644540826645,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,98,PE-betting,Uniformly randomized,0.4098029141314327,0.5564785064198077,0.1466755922883749,1.0371530594166318,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,99,PE-betting,Deterministic,0.4081147662363946,0.5927587258629501,0.1846439596265554,1.3056299595707246,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,99,PE-betting,Uniformly randomized,0.4209079942665994,0.5729559729807079,0.1520479787141084,1.075141568144539,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,100,PE-betting,Deterministic,0.4052852536551654,0.5901122433133423,0.1848269896581769,1.3069241773359277,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,100,PE-betting,Uniformly randomized,0.5038117752410471,0.5759369158186018,0.0721251405775547,0.5100017599642196,False,True,True,0.0,58,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,101,PE-betting,Deterministic,0.4066911782138049,0.5913706575520337,0.1846794793382287,1.305881121860624,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,101,PE-betting,Uniformly randomized,0.4129064488224685,0.5896926787681878,0.1767862299457192,1.2500674201502238,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,102,PE-betting,Deterministic,0.4093954698182642,0.5941042830236256,0.1847088132053613,1.3060885436243037,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,102,PE-betting,Uniformly randomized,0.4186076088808477,0.5796059411950409,0.1609983323141932,1.138430125390913,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,103,PE-betting,Deterministic,0.407899169716984,0.5925047029741108,0.1846055332571268,1.3053582441067308,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,103,PE-betting,Uniformly randomized,0.4113219301216304,0.5790339694358408,0.1677120393142104,1.1859032028570304,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,104,PE-betting,Deterministic,0.4033809541724622,0.5880139865912497,0.1846330324187874,1.305552692543603,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,104,PE-betting,Uniformly randomized,0.4036338166333735,0.5808118819259107,0.1771780652925372,1.2528381144586596,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,105,PE-betting,Deterministic,0.4033129629679024,0.5878817182965577,0.1845687553286552,1.3050981848805283,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,105,PE-betting,Uniformly randomized,0.4096249951981008,0.5699522853828967,0.1603272901847958,1.1336851409893256,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,106,PE-betting,Deterministic,0.4039455731399357,0.588469595182687,0.1845240220427513,1.3047818727824545,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,106,PE-betting,Uniformly randomized,0.4246636698953807,0.5802090005017817,0.1555453306064009,1.0998715805368957,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,107,PE-betting,Deterministic,0.4066841588355601,0.591158393304795,0.1844742344692349,1.3044298214739318,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,107,PE-betting,Uniformly randomized,0.4144324450753629,0.5404894812963903,0.1260570362210273,0.891357851281667,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,108,PE-betting,Deterministic,0.4058611956425011,0.5904937875457108,0.1846325919032097,1.3055495776280803,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,108,PE-betting,Uniformly randomized,0.4100504065863788,0.5817428450100124,0.1716924384236335,1.2140488748780505,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,109,PE-betting,Deterministic,0.4096583076752722,0.5943974698893726,0.1847391622141003,1.3063031435231198,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,109,PE-betting,Uniformly randomized,0.4428840926848352,0.583478921558708,0.1405948288738727,0.9941555689647764,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,110,PE-betting,Deterministic,0.4068760373629629,0.5915285008959472,0.1846524635329842,1.3056900912697484,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,110,PE-betting,Uniformly randomized,0.4091476085595786,0.5889940517954528,0.1798464432358741,1.2717063958436812,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,111,PE-betting,Deterministic,0.4052538718096912,0.5898380414582789,0.1845841696485877,1.3052071805820449,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,111,PE-betting,Uniformly randomized,0.4374808077700436,0.5776402675546706,0.1401594597846269,0.9910770446115292,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,112,PE-betting,Deterministic,0.4047870361246168,0.5892416858114302,0.1844546496868133,1.3042913361493482,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,112,PE-betting,Uniformly randomized,0.4070027121342718,0.5890577253885567,0.1820550132542848,1.2873233442111165,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,113,PE-betting,Deterministic,0.4099692101590335,0.5947503191418946,0.184781108982861,1.3065997519695152,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,113,PE-betting,Uniformly randomized,0.4435375002212822,0.5932086608372629,0.1496711606159806,1.0583349261962085,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,114,PE-betting,Deterministic,0.4071008474566042,0.5918258153833449,0.1847249679267406,1.306202774754658,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,114,PE-betting,Uniformly randomized,0.4287086897529661,0.5639486578293145,0.1352399680763483,0.956290985142381,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,115,PE-betting,Deterministic,0.4074142309837043,0.5921110021881759,0.1846967712044716,1.306003393819421,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,115,PE-betting,Uniformly randomized,0.4103874326683581,0.5633985982276499,0.1530111655592918,1.0819523276423275,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,116,PE-betting,Deterministic,0.398209277074784,0.5826776665635407,0.1844683894887566,1.3043884912206107,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,116,PE-betting,Uniformly randomized,0.40051299193874,0.5721379020251334,0.1716249100863933,1.2135713774262025,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,117,PE-betting,Deterministic,0.4050730145536363,0.5897660707123578,0.1846930561587214,1.305977124478998,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,117,PE-betting,Uniformly randomized,0.4083413160406053,0.5867682895623147,0.1784269735217094,1.2616692292379332,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,118,PE-betting,Deterministic,0.412092522252351,0.5966324047185481,0.184539882466197,1.3048940229121635,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,118,PE-betting,Uniformly randomized,0.436588482465595,0.592316644731909,0.155728162266314,1.101164395602297,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,119,PE-betting,Deterministic,0.4050554572604596,0.58963338797912,0.1845779307186603,1.305163064685455,False,False,False,0.0,61,0.5,10.0,0.05
"Uniform(0.45,0.55)",50,119,PE-betting,Uniformly randomized,0.4465955202467739,0.5891813007183373,0.1425857804715633,1.0082337227221885,False,False,False,0.0,61,0.5,10.0,0.05
"Beta(2,2)",100,0,PE-betting,Deterministic,0.4833243857137859,0.6261538933031261,0.1428295075893402,1.428295075893402,False,False,False,0.8,61,0.5,10.0,0.05
"Beta(2,2)",100,0,PE-betting,Uniformly randomized,0.4942650250159204,0.6255330829881132,0.1312680579721927,1.3126805797219276,False,False,False,0.8,61,0.5,10.0,0.05
"Beta(2,2)",100,1,PE-betting,Deterministic,0.4778320244513452,0.6160836475901306,0.1382516231387853,1.3825162313878536,False,False,False,0.58,61,0.5,10.0,0.05
