distribution,n,sampling_fraction,method,normalized_mean_width,normalized_standard_error,num_simulations
"Beta(50,50)",10000,1.0,Stitched GE,1.5847888381355941,0.011944449039850346,40
"Beta(50,50)",10,0.001,aGRAPA,7.113598972083705,0.0020282993939267097,40
"Beta(50,50)",20,0.002,aGRAPA,5.888248954814269,0.002677211004714095,40
"Beta(50,50)",40,0.004,aGRAPA,4.625307477181628,0.0034810253986282493,40
"Beta(50,50)",75,0.0075,aGRAPA,3.612626553479598,0.0035949815077088118,40
"Beta(50,50)",125,0.0125,aGRAPA,2.945061164835214,0.004270024964182444,40
"Beta(50,50)",200,0.02,aGRAPA,2.450708507975754,0.005035315785281192,40
"Beta(50,50)",350,0.035,aGRAPA,2.007188646352676,0.004219174820244816,40
"Beta(50,50)",500,0.05,aGRAPA,1.7980299398620687,0.004585030574985069,40
"Beta(50,50)",1000,0.1,aGRAPA,1.5430032854353903,0.006040846138575217,40
"Beta(50,50)",2000,0.2,aGRAPA,1.4462667110226968,0.005307668236075975,40
"Beta(50,50)",5000,0.5,aGRAPA,1.5275386841462362,0.004931810869671662,40
"Beta(50,50)",10000,1.0,aGRAPA,1.5970707886751287,0.007003033759725157,40
"Beta(50,50)",10,0.001,PRECiSE-A-CO96,12.678527029906277,0.0010578064009502763,40
"Beta(50,50)",20,0.002,PRECiSE-A-CO96,9.27652377365232,0.019228206941310055,40
"Beta(50,50)",40,0.004,PRECiSE-A-CO96,6.346144541350722,0.01960949415105076,40
"Beta(50,50)",75,0.0075,PRECiSE-A-CO96,4.870530548747584,0.017916010739315986,40
"Beta(50,50)",125,0.0125,PRECiSE-A-CO96,4.117937339315877,0.011893763330007938,40
"Beta(50,50)",200,0.02,PRECiSE-A-CO96,3.6349378648977266,0.013080608311630508,40
"Beta(50,50)",350,0.035,PRECiSE-A-CO96,3.2175378280034033,0.011033759412093964,40
"Beta(50,50)",500,0.05,PRECiSE-A-CO96,3.0229088770029655,0.010003125280129378,40
"Beta(50,50)",1000,0.1,PRECiSE-A-CO96,2.7470872857247657,0.006278014345719263,40
"Beta(50,50)",2000,0.2,PRECiSE-A-CO96,2.5623209290079636,0.004908464370524168,40
"Beta(50,50)",5000,0.5,PRECiSE-A-CO96,2.414622982335484,0.00305208060278183,40
"Beta(50,50)",10000,1.0,PRECiSE-A-CO96,2.350620627335677,0.002175195744346116,40
"Beta(50,50)",10,0.001,Hedged-CS,7.67084198517842,0.001564028951432884,40
"Beta(50,50)",20,0.002,Hedged-CS,6.657136032595555,0.002506455006551362,40
"Beta(50,50)",40,0.004,Hedged-CS,5.322716012451498,0.0027272307298588537,40
"Beta(50,50)",75,0.0075,Hedged-CS,4.164073838830016,0.00306444017005612,40
"Beta(50,50)",125,0.0125,Hedged-CS,3.354288449387673,0.004067201017138634,40
"Beta(50,50)",200,0.02,Hedged-CS,2.744118640242811,0.0048733037680197,40
"Beta(50,50)",350,0.035,Hedged-CS,2.1651195786494464,0.0053694057558322066,40
"Beta(50,50)",500,0.05,Hedged-CS,1.9101288356157782,0.00794016495760319,40
"Beta(50,50)",1000,0.1,Hedged-CS,1.6815508269781012,0.007269923044857125,40
"Beta(50,50)",2000,0.2,Hedged-CS,1.6034632899204482,0.006739638672178085,40
"Beta(50,50)",5000,0.5,Hedged-CS,1.596959065405052,0.007192627860318384,40
"Beta(50,50)",10000,1.0,Hedged-CS,1.6447247204879054,0.005699816983251486,40
"Beta(20,80)",10,0.001,Stitched GE,10.571158748789586,0.018610774661004817,40
"Beta(20,80)",20,0.002,Stitched GE,7.810965043627952,0.013222026365105095,40
"Beta(20,80)",40,0.004,Stitched GE,5.651278696009468,0.01258461610829712,40
"Beta(20,80)",75,0.0075,Stitched GE,4.3825487020797835,0.010547699639321331,40
"Beta(20,80)",125,0.0125,Stitched GE,3.5597540779737407,0.010475294693443285,40
"Beta(20,80)",200,0.02,Stitched GE,2.9617173586047416,0.010143634875673373,40
"Beta(20,80)",350,0.035,Stitched GE,2.45401332972497,0.010903473239749887,40
"Beta(20,80)",500,0.05,Stitched GE,2.219844927220384,0.009810965946567565,40
"Beta(20,80)",1000,0.1,Stitched GE,1.8760819116512828,0.013588268470484579,40
"Beta(20,80)",2000,0.2,Stitched GE,1.698769229424461,0.01133014952302256,40
"Beta(20,80)",5000,0.5,Stitched GE,1.6413871145390524,0.010491880564375037,40
"Beta(20,80)",10000,1.0,Stitched GE,1.5727791980298658,0.014991533138263709,40
"Beta(20,80)",10,0.001,aGRAPA,10.561985432106084,0.024002053032984364,40
"Beta(20,80)",20,0.002,aGRAPA,8.069097120664603,0.012107188619452234,40
"Beta(20,80)",40,0.004,aGRAPA,6.238339287862263,0.004638344101320284,40
"Beta(20,80)",75,0.0075,aGRAPA,4.8651099190806715,0.004265416973557618,40
"Beta(20,80)",125,0.0125,aGRAPA,3.957400595812589,0.005050918150337794,40
"Beta(20,80)",200,0.02,aGRAPA,3.2796499467505003,0.0053095080894247785,40
"Beta(20,80)",350,0.035,aGRAPA,2.671718652623606,0.005898282889946806,40
"Beta(20,80)",500,0.05,aGRAPA,2.3814340681610684,0.005476073913417867,40
"Beta(20,80)",1000,0.1,aGRAPA,1.9846400734607363,0.007281420045083491,40
"Beta(20,80)",2000,0.2,aGRAPA,1.740867830159317,0.00649635630008437,40
"Beta(20,80)",5000,0.5,aGRAPA,1.5907886689008233,0.005971354333684581,40
"Beta(20,80)",10000,1.0,aGRAPA,1.58108736926752,0.007262320101403344,40
"Beta(20,80)",10,0.001,PRECiSE-A-CO96,13.47592150418456,0.04014070016981186,40
"Beta(20,80)",20,0.002,PRECiSE-A-CO96,11.555410590058182,0.016107256437396654,40
"Beta(20,80)",40,0.004,PRECiSE-A-CO96,7.825831295536924,0.01860719135772904,40
"Beta(20,80)",75,0.0075,PRECiSE-A-CO96,5.877048178034262,0.016193713470988705,40
"Beta(20,80)",125,0.0125,PRECiSE-A-CO96,4.886700670526211,0.015349894328447508,40
"Beta(20,80)",200,0.02,PRECiSE-A-CO96,4.212838939903261,0.012659443277629525,40
"Beta(20,80)",350,0.035,PRECiSE-A-CO96,3.6514007828161517,0.011007593287146329,40
"Beta(20,80)",500,0.05,PRECiSE-A-CO96,3.3864721903081665,0.008250443974882312,40
"Beta(20,80)",1000,0.1,PRECiSE-A-CO96,2.9960342036937817,0.006884750770274245,40
"Beta(20,80)",2000,0.2,PRECiSE-A-CO96,2.7393145193653257,0.004506105247634417,40
"Beta(20,80)",5000,0.5,PRECiSE-A-CO96,2.523909988472113,0.0033568589193708584,40
"Beta(20,80)",10000,1.0,PRECiSE-A-CO96,2.430381636598765,0.0026307142314701487,40
"Beta(20,80)",10,0.001,Hedged-CS,10.251554207763508,0.02568233589288328,40
"Beta(20,80)",20,0.002,Hedged-CS,8.681864335990387,0.013973435199187962,40
"Beta(20,80)",40,0.004,Hedged-CS,6.90867604921911,0.008512898359487243,40
"Beta(20,80)",75,0.0075,Hedged-CS,5.44230716340726,0.008354513936919897,40
"Beta(20,80)",125,0.0125,Hedged-CS,4.427618158310706,0.009530067303959411,40
"Beta(20,80)",200,0.02,Hedged-CS,3.668930745579806,0.01193272632916381,40
"Beta(20,80)",350,0.035,Hedged-CS,2.9699358054778044,0.014138147632298162,40
"Beta(20,80)",500,0.05,Hedged-CS,2.614627938946761,0.015104279856903298,40
"Beta(20,80)",1000,0.1,Hedged-CS,2.0611370864988947,0.021685655099379853,40
"Beta(20,80)",2000,0.2,Hedged-CS,1.7428347110573696,0.02181944606811196,40
"Beta(20,80)",5000,0.5,Hedged-CS,1.6310117406894495,0.018610282309492226,40
"Beta(20,80)",10000,1.0,Hedged-CS,1.620767520901121,0.018364563754876887,40
"Uniform(0.45,0.55)",10,0.001,Stitched GE,12.401255991541216,0.002522556247198604,40
"Uniform(0.45,0.55)",20,0.002,Stitched GE,9.545327507779865,0.002656973873775104,40
"Uniform(0.45,0.55)",40,0.004,Stitched GE,7.072866390199866,0.0026377591339042474,40
"Uniform(0.45,0.55)",75,0.0075,Stitched GE,5.3770233176193525,0.0027658331530731844,40
"Uniform(0.45,0.55)",125,0.0125,Stitched GE,4.28774123247839,0.0029890279947898174,40
"Uniform(0.45,0.55)",200,0.02,Stitched GE,3.4992867713190448,0.0026059839771034867,40
"Uniform(0.45,0.55)",350,0.035,Stitched GE,2.812910234081144,0.0022240064750166312,40
"Uniform(0.45,0.55)",500,0.05,Stitched GE,2.4825092088412717,0.0024717232038481874,40
"Uniform(0.45,0.55)",1000,0.1,Stitched GE,2.0290988939306445,0.004697516567148529,40
"Uniform(0.45,0.55)",2000,0.2,Stitched GE,1.779783825384395,0.004047762171156675,40
"Uniform(0.45,0.55)",5000,0.5,Stitched GE,1.656987775413554,0.011365986655691716,40
"Uniform(0.45,0.55)",10000,1.0,Stitched GE,1.614324665634122,0.014835914158105484,40
"Uniform(0.45,0.55)",10,0.001,aGRAPA,12.221340889848008,0.0009730318181906886,40
"Uniform(0.45,0.55)",20,0.002,aGRAPA,10.08299930049142,0.001105229801045166,40
"Uniform(0.45,0.55)",40,0.004,aGRAPA,7.8701719345766135,0.0013411638016254575,40
"Uniform(0.45,0.55)",75,0.0075,aGRAPA,6.074769531184566,0.001562342949534404,40
"Uniform(0.45,0.55)",125,0.0125,aGRAPA,4.858443605794177,0.0017945637388437124,40
"Uniform(0.45,0.55)",200,0.02,aGRAPA,3.945123248609778,0.0017390012268797108,40
"Uniform(0.45,0.55)",350,0.035,aGRAPA,3.08961560135181,0.001472901860630443,40
"Uniform(0.45,0.55)",500,0.05,aGRAPA,2.661569258691418,0.001754113700262078,40
"Uniform(0.45,0.55)",1000,0.1,aGRAPA,2.050542571189496,0.004267402030962577,40
"Uniform(0.45,0.55)",2000,0.2,aGRAPA,1.6723731787388072,0.003560617545465669,40
"Uniform(0.45,0.55)",5000,0.5,aGRAPA,1.460218943312921,0.003209106673769196,40
"Uniform(0.45,0.55)",10000,1.0,aGRAPA,1.4827651284267804,0.0035328218195766026,40
"Uniform(0.45,0.55)",10,0.001,PRECiSE-A-CO96,21.855247249247267,0.0008284132846965378,40
"Uniform(0.45,0.55)",20,0.002,PRECiSE-A-CO96,15.555021844744038,0.0067489997955066505,40
"Uniform(0.45,0.55)",40,0.004,PRECiSE-A-CO96,10.292996391021585,0.008210713157322752,40
"Uniform(0.45,0.55)",75,0.0075,PRECiSE-A-CO96,7.547584397285772,0.008292974419928554,40
"Uniform(0.45,0.55)",125,0.0125,PRECiSE-A-CO96,6.0900691670554306,0.008434834816871468,40
"Uniform(0.45,0.55)",200,0.02,PRECiSE-A-CO96,5.143257922501411,0.006239287927366275,40
"Uniform(0.45,0.55)",350,0.035,PRECiSE-A-CO96,4.34406353593121,0.00461738352295499,40
"Uniform(0.45,0.55)",500,0.05,PRECiSE-A-CO96,3.962061282011601,0.004772264590279544,40
"Uniform(0.45,0.55)",1000,0.1,PRECiSE-A-CO96,3.4143869712756354,0.004254457692405812,40
"Uniform(0.45,0.55)",2000,0.2,PRECiSE-A-CO96,3.0357213079603342,0.003101723043798326,40
"Uniform(0.45,0.55)",5000,0.5,PRECiSE-A-CO96,2.7208915844438586,0.001983671164636531,40
"Uniform(0.45,0.55)",10000,1.0,PRECiSE-A-CO96,2.5724274306343835,0.0016680834122378366,40
"Uniform(0.45,0.55)",10,0.001,Hedged-CS,13.19091905443238,0.0007172433566349949,40
"Uniform(0.45,0.55)",20,0.002,Hedged-CS,11.418840028677113,0.0008124542799641426,40
"Uniform(0.45,0.55)",40,0.004,Hedged-CS,9.091872654310013,0.000983961940087716,40
"Uniform(0.45,0.55)",75,0.0075,Hedged-CS,7.070512941319594,0.000991828825993936,40
"Uniform(0.45,0.55)",125,0.0125,Hedged-CS,5.655773062906661,0.0015671971300101571,40
"Uniform(0.45,0.55)",200,0.02,Hedged-CS,4.5752528399014425,0.002140122987062972,40
"Uniform(0.45,0.55)",350,0.035,Hedged-CS,3.5425376391538803,0.003067978755048226,40
"Uniform(0.45,0.55)",500,0.05,Hedged-CS,3.0127969531386096,0.0038833800766731054,40
"Uniform(0.45,0.55)",1000,0.1,Hedged-CS,2.231517406513918,0.005012749658684306,40
"Uniform(0.45,0.55)",2000,0.2,Hedged-CS,1.8349492178778999,0.0053149352618990595,40
"Uniform(0.45,0.55)",5000,0.5,Hedged-CS,1.6555733650653117,0.006627211313588725,40
"Uniform(0.45,0.55)",10000,1.0,Hedged-CS,1.6281751772407254,0.0067103066885528554,40
