distribution,true_mean,true_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Beta(0.5,0.5)",0.5,0.125,36,5000,0.5,PRECiSE-A-CO96,0.4792484890169218,0.5199687188419129,0.04072022982499107,2.0776009225775094
"Beta(0.5,0.5)",0.5,0.125,36,10000,1.0,PRECiSE-A-CO96,0.48740660942451125,0.5165209808635784,0.0291143714390672,2.1007497726423288
"Beta(0.5,0.5)",0.5,0.125,36,10,0.001,Hedged-CS,0.16975659132003784,0.7992078065872192,0.6294512152671814,1.4362464993840884
"Beta(0.5,0.5)",0.5,0.125,36,20,0.002,Hedged-CS,0.234433114528656,0.6937046647071838,0.45927155017852783,1.4820110721792492
"Beta(0.5,0.5)",0.5,0.125,36,40,0.004,Hedged-CS,0.3251113295555115,0.6459845304489136,0.3208732008934021,1.464300966783261
"Beta(0.5,0.5)",0.5,0.125,36,75,0.0075,Hedged-CS,0.39879077672958374,0.6382648348808289,0.23947405815124512,1.496428642901294
"Beta(0.5,0.5)",0.5,0.125,36,125,0.0125,Hedged-CS,0.42217493057250977,0.6131236553192139,0.1909487247467041,1.5404183221403562
"Beta(0.5,0.5)",0.5,0.125,36,200,0.02,Hedged-CS,0.43874287605285645,0.590633749961853,0.15189087390899658,1.5499353570483174
"Beta(0.5,0.5)",0.5,0.125,36,350,0.035,Hedged-CS,0.44700366258621216,0.5682780146598816,0.12127435207366943,1.6370799592662744
"Beta(0.5,0.5)",0.5,0.125,36,500,0.05,Hedged-CS,0.4557400345802307,0.5608550310134888,0.10511499643325806,1.695963842149763
"Beta(0.5,0.5)",0.5,0.125,36,1000,0.1,Hedged-CS,0.4716241955757141,0.5498608350753784,0.0782366394996643,1.7851597848972554
"Beta(0.5,0.5)",0.5,0.125,36,2000,0.2,Hedged-CS,0.4776252508163452,0.5372318029403687,0.05960655212402344,1.9234278759024752
"Beta(0.5,0.5)",0.5,0.125,36,5000,0.5,Hedged-CS,0.48259735107421875,0.5244038105010986,0.04180645942687988,2.1330218185968675
"Beta(0.5,0.5)",0.5,0.125,36,10000,1.0,Hedged-CS,0.48805689811706543,0.5198073387145996,0.03175044059753418,2.2909555511496458
"Beta(0.5,0.5)",0.5,0.125,37,10,0.001,Stitched GE,0.2892100214958191,1.0,0.7107899785041809,1.6218407299294761
"Beta(0.5,0.5)",0.5,0.125,37,20,0.002,Stitched GE,0.28917694091796875,0.785832941532135,0.49665600061416626,1.6026459546391267
"Beta(0.5,0.5)",0.5,0.125,37,40,0.004,Stitched GE,0.3337182402610779,0.692308247089386,0.3585900068283081,1.6364211539496774
"Beta(0.5,0.5)",0.5,0.125,37,75,0.0075,Stitched GE,0.3716966509819031,0.6315696239471436,0.2598729729652405,1.6238976499721438
"Beta(0.5,0.5)",0.5,0.125,37,125,0.0125,Stitched GE,0.4261842370033264,0.6186006665229797,0.19241642951965332,1.552258565256632
"Beta(0.5,0.5)",0.5,0.125,37,200,0.02,Stitched GE,0.4530463218688965,0.6064656376838684,0.15341931581497192,1.5655319896194413
"Beta(0.5,0.5)",0.5,0.125,37,350,0.035,Stitched GE,0.45892560482025146,0.5775949358940125,0.11866933107376099,1.6019148349057064
"Beta(0.5,0.5)",0.5,0.125,37,500,0.05,Stitched GE,0.4589512348175049,0.5571721792221069,0.09822094440460205,1.5847326823416228
"Beta(0.5,0.5)",0.5,0.125,37,1000,0.1,Stitched GE,0.46258336305618286,0.5321371555328369,0.06955379247665405,1.5870394486581296
"Beta(0.5,0.5)",0.5,0.125,37,2000,0.2,Stitched GE,0.46944570541381836,0.5154107809066772,0.04596507549285889,1.4832347178372374
"Beta(0.5,0.5)",0.5,0.125,37,5000,0.5,Stitched GE,0.47855520248413086,0.5112085938453674,0.03265339136123657,1.6660199686730144
"Beta(0.5,0.5)",0.5,0.125,37,10000,1.0,Stitched GE,0.48376840353012085,0.5059242844581604,0.02215588092803955,1.59865933975873
"Beta(0.5,0.5)",0.5,0.125,37,10,0.001,aGRAPA,0.34895622718897773,0.9999999925494242,0.6510437653604464,1.485515169825949
"Beta(0.5,0.5)",0.5,0.125,37,20,0.002,aGRAPA,0.32290436588620797,0.785539572882853,0.46263520699664507,1.4928651663323123
"Beta(0.5,0.5)",0.5,0.125,37,40,0.004,aGRAPA,0.3725722086813813,0.7128174020598215,0.34024519337844017,1.5527048199108489
"Beta(0.5,0.5)",0.5,0.125,37,75,0.0075,aGRAPA,0.3978274759958235,0.6315475253210706,0.2337200493252471,1.4604729169023962
"Beta(0.5,0.5)",0.5,0.125,37,125,0.0125,aGRAPA,0.4405375549766594,0.6268750667639923,0.18633751178733288,1.5032188229589452
"Beta(0.5,0.5)",0.5,0.125,37,200,0.02,aGRAPA,0.45649222080557456,0.608901382974999,0.1524091621694244,1.5552241099490445
"Beta(0.5,0.5)",0.5,0.125,37,350,0.035,aGRAPA,0.4577457996332268,0.577514903426456,0.11976910379322914,1.6167606439989217
"Beta(0.5,0.5)",0.5,0.125,37,500,0.05,aGRAPA,0.45630407087341573,0.5591210838808143,0.10281701300739854,1.6588873361100966
"Beta(0.5,0.5)",0.5,0.125,37,1000,0.1,aGRAPA,0.45855002999456473,0.5330666604800031,0.07451663048543833,1.7002787044454295
"Beta(0.5,0.5)",0.5,0.125,37,2000,0.2,aGRAPA,0.4640113197542339,0.5184348824382622,0.054423562684028315,1.756179376968129
"Beta(0.5,0.5)",0.5,0.125,37,5000,0.5,aGRAPA,0.4772213780854733,0.5133714799119982,0.03615010182652484,1.8444268421089485
"Beta(0.5,0.5)",0.5,0.125,37,10000,1.0,aGRAPA,0.4818479796496977,0.508065519476839,0.026217539827141256,1.891728658692719
"Beta(0.5,0.5)",0.5,0.125,37,10,0.001,PRECiSE-A-CO96,0.24730211880728498,0.9739582271504812,0.7266561083431962,1.6580431756271725
"Beta(0.5,0.5)",0.5,0.125,37,20,0.002,PRECiSE-A-CO96,0.21632244357596103,0.84497931970157,0.628656876125609,2.0285960466255974
"Beta(0.5,0.5)",0.5,0.125,37,40,0.004,PRECiSE-A-CO96,0.28760075328659623,0.7734245764087018,0.48582382312210554,2.217051133916204
"Beta(0.5,0.5)",0.5,0.125,37,75,0.0075,PRECiSE-A-CO96,0.3403940051896006,0.6762093902151197,0.3358153850255191,2.098447592856731
"Beta(0.5,0.5)",0.5,0.125,37,125,0.0125,PRECiSE-A-CO96,0.40561472277565297,0.6577451612332792,0.2521304384576262,2.0339824080239777
"Beta(0.5,0.5)",0.5,0.125,37,200,0.02,PRECiSE-A-CO96,0.4329994306954128,0.6298190514535469,0.19681962075813408,2.0084003819521397
"Beta(0.5,0.5)",0.5,0.125,37,350,0.035,PRECiSE-A-CO96,0.4422103123033172,0.5909018444909715,0.1486915321876543,2.007183904055302
"Beta(0.5,0.5)",0.5,0.125,37,500,0.05,PRECiSE-A-CO96,0.44412685519527273,0.5693933019733464,0.12526644677807364,2.0210947208192347
"Beta(0.5,0.5)",0.5,0.125,37,1000,0.1,PRECiSE-A-CO96,0.45097810034546476,0.5392603157242761,0.08828221537881137,2.014374104304011
"Beta(0.5,0.5)",0.5,0.125,37,2000,0.2,PRECiSE-A-CO96,0.45934467786404687,0.5222767087760101,0.0629320309119632,2.0307368607962313
"Beta(0.5,0.5)",0.5,0.125,37,5000,0.5,PRECiSE-A-CO96,0.47488525630515593,0.5154825653183845,0.04059730901322861,2.071329337347778
"Beta(0.5,0.5)",0.5,0.125,37,10000,1.0,PRECiSE-A-CO96,0.4803753075886804,0.5094325275300334,0.02905721994135302,2.0966260018070044
"Beta(0.5,0.5)",0.5,0.125,37,10,0.001,Hedged-CS,0.33264613151550293,0.9897871017456055,0.6571409702301025,1.4994274301213781
"Beta(0.5,0.5)",0.5,0.125,37,20,0.002,Hedged-CS,0.33264613151550293,0.8100753426551819,0.47742921113967896,1.5406035423177598
"Beta(0.5,0.5)",0.5,0.125,37,40,0.004,Hedged-CS,0.3708053231239319,0.7172333002090454,0.3464279770851135,1.5809198784881504
"Beta(0.5,0.5)",0.5,0.125,37,75,0.0075,Hedged-CS,0.39404165744781494,0.6464657187461853,0.25242406129837036,1.5773507928185975
"Beta(0.5,0.5)",0.5,0.125,37,125,0.0125,Hedged-CS,0.43210458755493164,0.6240522265434265,0.19194763898849487,1.5484767462138482
"Beta(0.5,0.5)",0.5,0.125,37,200,0.02,Hedged-CS,0.45174640417099,0.6096079349517822,0.15786153078079224,1.6108615467017136
"Beta(0.5,0.5)",0.5,0.125,37,350,0.035,Hedged-CS,0.45973360538482666,0.5850702524185181,0.1253366470336914,1.6919167945407318
"Beta(0.5,0.5)",0.5,0.125,37,500,0.05,Hedged-CS,0.4629870653152466,0.5696055293083191,0.10661846399307251,1.7202213382807687
"Beta(0.5,0.5)",0.5,0.125,37,1000,0.1,Hedged-CS,0.4682281017303467,0.547683835029602,0.07945573329925537,1.812976383858627
"Beta(0.5,0.5)",0.5,0.125,37,2000,0.2,Hedged-CS,0.4735773205757141,0.5327391028404236,0.05916178226470947,1.9090757163615961
"Beta(0.5,0.5)",0.5,0.125,37,5000,0.5,Hedged-CS,0.47970592975616455,0.5219132900238037,0.04220736026763916,2.1534763189816464
"Beta(0.5,0.5)",0.5,0.125,37,10000,1.0,Hedged-CS,0.48336899280548096,0.5151430368423462,0.031774044036865234,2.2926586591804017
"Beta(0.5,0.5)",0.5,0.125,38,10,0.001,Stitched GE,0.12593817710876465,0.9552589654922485,0.8293207883834839,1.8922976877193642
"Beta(0.5,0.5)",0.5,0.125,38,20,0.002,Stitched GE,0.26955491304397583,0.7827551364898682,0.5132002234458923,1.656032064463887
"Beta(0.5,0.5)",0.5,0.125,38,40,0.004,Stitched GE,0.321998655796051,0.6931203603744507,0.37112170457839966,1.6936094048843224
"Beta(0.5,0.5)",0.5,0.125,38,75,0.0075,Stitched GE,0.3600831627845764,0.6215142607688904,0.26143109798431396,1.633634082075742
"Beta(0.5,0.5)",0.5,0.125,38,125,0.0125,Stitched GE,0.3947131037712097,0.5923076868057251,0.19759458303451538,1.5940316776967909
"Beta(0.5,0.5)",0.5,0.125,38,200,0.02,Stitched GE,0.42145729064941406,0.5778394341468811,0.15638214349746704,1.5957654807025992
"Beta(0.5,0.5)",0.5,0.125,38,350,0.035,Stitched GE,0.4365154504776001,0.5534680485725403,0.11695259809494019,1.578740692088338
"Beta(0.5,0.5)",0.5,0.125,38,500,0.05,Stitched GE,0.4539269804954529,0.5554865598678589,0.101559579372406,1.6385994414117953
"Beta(0.5,0.5)",0.5,0.125,38,1000,0.1,Stitched GE,0.45920330286026,0.5295389890670776,0.07033568620681763,1.6048802615058915
"Beta(0.5,0.5)",0.5,0.125,38,2000,0.2,Stitched GE,0.4711434841156006,0.5205270051956177,0.04938352108001709,1.5935436234910152
"Beta(0.5,0.5)",0.5,0.125,38,5000,0.5,Stitched GE,0.48778969049453735,0.5131575465202332,0.0253678560256958,1.2943021517637168
"Beta(0.5,0.5)",0.5,0.125,38,10000,1.0,Stitched GE,0.4922505021095276,0.5131582021713257,0.020907700061798096,1.508596750687865
"Beta(0.5,0.5)",0.5,0.125,38,10,0.001,aGRAPA,0.18097380824644838,0.8729167357447876,0.6919429274983392,1.5788365854075475
"Beta(0.5,0.5)",0.5,0.125,38,20,0.002,aGRAPA,0.297296250732858,0.736610385915131,0.43931413518227297,1.4176110239179782
"Beta(0.5,0.5)",0.5,0.125,38,40,0.004,aGRAPA,0.33998968820932723,0.6749784087031023,0.3349887204937751,1.5287169695529683
"Beta(0.5,0.5)",0.5,0.125,38,75,0.0075,aGRAPA,0.37377442486456225,0.6188313764927501,0.24505695162818786,1.53131510105739
"Beta(0.5,0.5)",0.5,0.125,38,125,0.0125,aGRAPA,0.4003645035554275,0.596740638451906,0.19637613489647843,1.5842022334891919
"Beta(0.5,0.5)",0.5,0.125,38,200,0.02,aGRAPA,0.4179345902540853,0.5790219458763535,0.16108735562226817,1.6437787315777708
"Beta(0.5,0.5)",0.5,0.125,38,350,0.035,aGRAPA,0.42839998413873753,0.5542020643890302,0.12580208025029266,1.698199667862635
"Beta(0.5,0.5)",0.5,0.125,38,500,0.05,aGRAPA,0.4507758810787939,0.5600895386510444,0.10931365757225048,1.763706578379524
"Beta(0.5,0.5)",0.5,0.125,38,1000,0.1,aGRAPA,0.4574485524664305,0.5372621290646808,0.07981357659825034,1.8211414516675979
"Beta(0.5,0.5)",0.5,0.125,38,2000,0.2,aGRAPA,0.4673309143007284,0.5256831393587383,0.058352225058009966,1.8829523315487378
"Beta(0.5,0.5)",0.5,0.125,38,5000,0.5,aGRAPA,0.4860474416562452,0.5242972978880684,0.038249856231823254,1.9515591374909562
"Beta(0.5,0.5)",0.5,0.125,38,10000,1.0,aGRAPA,0.48953924723580033,0.5172154864695871,0.027676239233786815,1.9969812296876823
"Beta(0.5,0.5)",0.5,0.125,38,10,0.001,PRECiSE-A-CO96,0.12308410079179721,0.9044500065530017,0.7813659057612045,1.7828769246418181
"Beta(0.5,0.5)",0.5,0.125,38,20,0.002,PRECiSE-A-CO96,0.19538767586451133,0.8258776804070029,0.6304900045424916,2.0345113196476046
"Beta(0.5,0.5)",0.5,0.125,38,40,0.004,PRECiSE-A-CO96,0.26022175428940353,0.7472537149870409,0.4870319606976373,2.2225644551126544
"Beta(0.5,0.5)",0.5,0.125,38,75,0.0075,PRECiSE-A-CO96,0.32348366442537435,0.6620808059756699,0.3385971415502955,2.115830269600046
"Beta(0.5,0.5)",0.5,0.125,38,125,0.0125,PRECiSE-A-CO96,0.36965332726368294,0.6232232407522609,0.25356991348857794,2.045594916643153
"Beta(0.5,0.5)",0.5,0.125,38,200,0.02,PRECiSE-A-CO96,0.39827316206813684,0.596601594616085,0.19832843254794813,2.0237967035347335
"Beta(0.5,0.5)",0.5,0.125,38,350,0.035,PRECiSE-A-CO96,0.41602887756955886,0.564482232975031,0.1484533554054721,2.003968760620554
"Beta(0.5,0.5)",0.5,0.125,38,500,0.05,PRECiSE-A-CO96,0.4425290994877174,0.5682702496252543,0.1257411501375369,2.028753758641758
"Beta(0.5,0.5)",0.5,0.125,38,1000,0.1,PRECiSE-A-CO96,0.4526962759943104,0.5414812561338995,0.08878498013958913,2.02584590879285
"Beta(0.5,0.5)",0.5,0.125,38,2000,0.2,PRECiSE-A-CO96,0.46465977596603175,0.5280681625252774,0.06340838655924569,2.0461082536746567
"Beta(0.5,0.5)",0.5,0.125,38,5000,0.5,PRECiSE-A-CO96,0.484820436889399,0.525557002091737,0.04073656520233793,2.07843437551214
"Beta(0.5,0.5)",0.5,0.125,38,10000,1.0,PRECiSE-A-CO96,0.4887910644564665,0.5179474025718429,0.029156338115376434,2.1037778814888375
"Beta(0.5,0.5)",0.5,0.125,38,10,0.001,Hedged-CS,0.1716470718383789,0.8335394263267517,0.6618923544883728,1.5102688723851327
"Beta(0.5,0.5)",0.5,0.125,38,20,0.002,Hedged-CS,0.2971317172050476,0.742335855960846,0.44520413875579834,1.436617318794608
"Beta(0.5,0.5)",0.5,0.125,38,40,0.004,Hedged-CS,0.35224080085754395,0.6789329648017883,0.3266921639442444,1.4908557342032274
"Beta(0.5,0.5)",0.5,0.125,38,75,0.0075,Hedged-CS,0.3807693123817444,0.6224997639656067,0.2417304515838623,1.5105284238474632
"Beta(0.5,0.5)",0.5,0.125,38,125,0.0125,Hedged-CS,0.40300285816192627,0.5957210063934326,0.19271814823150635,1.5546925853449438
"Beta(0.5,0.5)",0.5,0.125,38,200,0.02,Hedged-CS,0.4218144416809082,0.5763630867004395,0.15454864501953125,1.577055968768725
"Beta(0.5,0.5)",0.5,0.125,38,350,0.035,Hedged-CS,0.43565618991851807,0.5568959712982178,0.12123978137969971,1.636613290186555
"Beta(0.5,0.5)",0.5,0.125,38,500,0.05,Hedged-CS,0.44825780391693115,0.5545385479927063,0.10628074407577515,1.7147724414730348
"Beta(0.5,0.5)",0.5,0.125,38,1000,0.1,Hedged-CS,0.4571288228034973,0.5372739434242249,0.08014512062072754,1.828706437326931
"Beta(0.5,0.5)",0.5,0.125,38,2000,0.2,Hedged-CS,0.4661591649055481,0.5270265936851501,0.06086742877960205,1.9641147672087944
"Beta(0.5,0.5)",0.5,0.125,38,5000,0.5,Hedged-CS,0.47966885566711426,0.5210816264152527,0.04141277074813843,2.1129352924235896
"Beta(0.5,0.5)",0.5,0.125,38,10000,1.0,Hedged-CS,0.4853993058204651,0.5168905854225159,0.03149127960205078,2.2722557690341727
"Beta(0.5,0.5)",0.5,0.125,39,10,0.001,Stitched GE,0.19321542978286743,0.9058021306991577,0.7125867009162903,1.6259403904149383
"Beta(0.5,0.5)",0.5,0.125,39,20,0.002,Stitched GE,0.26009392738342285,0.7323517203330994,0.4722577929496765,1.5239160313812048
"Beta(0.5,0.5)",0.5,0.125,39,40,0.004,Stitched GE,0.3861626386642456,0.6530231833457947,0.2668605446815491,1.217814864206489
"Beta(0.5,0.5)",0.5,0.125,39,75,0.0075,Stitched GE,0.3848312497138977,0.6022413969039917,0.217410147190094,1.3585553860166686
"Beta(0.5,0.5)",0.5,0.125,39,125,0.0125,Stitched GE,0.3943110704421997,0.570541501045227,0.17623043060302734,1.4216831486028219
"Beta(0.5,0.5)",0.5,0.125,39,200,0.02,Stitched GE,0.40816062688827515,0.5566747188568115,0.14851409196853638,1.5154777653058586
"Beta(0.5,0.5)",0.5,0.125,39,350,0.035,Stitched GE,0.450850248336792,0.5573237538337708,0.10647350549697876,1.4372836388030963
"Beta(0.5,0.5)",0.5,0.125,39,500,0.05,Stitched GE,0.4529944062232971,0.5531389117240906,0.10014450550079346,1.6157681214131348
"Beta(0.5,0.5)",0.5,0.125,39,1000,0.1,Stitched GE,0.46840566396713257,0.537611186504364,0.06920552253723145,1.579092820401576
"Beta(0.5,0.5)",0.5,0.125,39,2000,0.2,Stitched GE,0.4726288318634033,0.5226932168006897,0.05006438493728638,1.615514237057815
"Beta(0.5,0.5)",0.5,0.125,39,5000,0.5,Stitched GE,0.48028260469436646,0.5132935047149658,0.033010900020599365,1.6842605415704133
"Beta(0.5,0.5)",0.5,0.125,39,10000,1.0,Stitched GE,0.48536592721939087,0.507287859916687,0.021921932697296143,1.5817787866761102
"Beta(0.5,0.5)",0.5,0.125,39,10,0.001,aGRAPA,0.25130075397412494,0.8487162322759442,0.5974154783018193,1.3631491505257491
"Beta(0.5,0.5)",0.5,0.125,39,20,0.002,aGRAPA,0.30371149753587606,0.6982991464599884,0.3945876489241123,1.2732843225830037
"Beta(0.5,0.5)",0.5,0.125,39,40,0.004,aGRAPA,0.40323920920315276,0.6657055022388132,0.26246629303566044,1.1977617500310196
"Beta(0.5,0.5)",0.5,0.125,39,75,0.0075,aGRAPA,0.3942457812299409,0.6098181505058881,0.21557236927594714,1.3470714552257856
"Beta(0.5,0.5)",0.5,0.125,39,125,0.0125,aGRAPA,0.3901268976498218,0.5691884440419372,0.17906154639211547,1.4445222780046927
"Beta(0.5,0.5)",0.5,0.125,39,200,0.02,aGRAPA,0.4110595061671382,0.5650672223636827,0.15400771619654446,1.5715361854741994
"Beta(0.5,0.5)",0.5,0.125,39,350,0.035,aGRAPA,0.44947586560883307,0.5708516656337004,0.12137580002486731,1.6384494030519958
"Beta(0.5,0.5)",0.5,0.125,39,500,0.05,aGRAPA,0.45106865864173074,0.557866986558405,0.10679832791667432,1.7231233286844838
"Beta(0.5,0.5)",0.5,0.125,39,1000,0.1,aGRAPA,0.4609257688746113,0.5405565501147956,0.07963078124018436,1.8169705296523868
"Beta(0.5,0.5)",0.5,0.125,39,2000,0.2,aGRAPA,0.4688521054562501,0.5267875733133311,0.057935467857081036,1.8695041049832772
"Beta(0.5,0.5)",0.5,0.125,39,5000,0.5,aGRAPA,0.4780641637708216,0.5162326427750453,0.03816847900422371,1.9474071618301054
"Beta(0.5,0.5)",0.5,0.125,39,10000,1.0,aGRAPA,0.482846608950861,0.5103897681019385,0.027543159151077468,1.9873788257999672
"Beta(0.5,0.5)",0.5,0.125,39,10,0.001,PRECiSE-A-CO96,0.14220317091791584,0.9200816030832382,0.7778784321653223,1.7749194028795412
"Beta(0.5,0.5)",0.5,0.125,39,20,0.002,PRECiSE-A-CO96,0.17961786623286596,0.81030199229312,0.630684126060254,2.0351377251773184
"Beta(0.5,0.5)",0.5,0.125,39,40,0.004,PRECiSE-A-CO96,0.3158489312128522,0.744944911674902,0.4290959804620498,1.9581743108615917
"Beta(0.5,0.5)",0.5,0.125,39,75,0.0075,PRECiSE-A-CO96,0.3402836139356399,0.6550763687549253,0.31479275481928537,1.9670811048429788
"Beta(0.5,0.5)",0.5,0.125,39,125,0.0125,PRECiSE-A-CO96,0.3506775302541324,0.5937350165454467,0.2430574862913143,1.960789241788228
"Beta(0.5,0.5)",0.5,0.125,39,200,0.02,PRECiSE-A-CO96,0.38646137101182443,0.582171296649741,0.19570992563791656,1.9970767542837673
"Beta(0.5,0.5)",0.5,0.125,39,350,0.035,PRECiSE-A-CO96,0.4369813506147194,0.5827737508897843,0.14579240027506496,1.9680485825943699
"Beta(0.5,0.5)",0.5,0.125,39,500,0.05,PRECiSE-A-CO96,0.44145997198695797,0.565747959946382,0.12428798795942408,2.005307907959322
"Beta(0.5,0.5)",0.5,0.125,39,1000,0.1,PRECiSE-A-CO96,0.4553128744681767,0.5447163546868629,0.08940348021868616,2.039958496900172
"Beta(0.5,0.5)",0.5,0.125,39,2000,0.2,PRECiSE-A-CO96,0.465637223071816,0.5292106831423748,0.06357346007055886,2.0514349666268203
"Beta(0.5,0.5)",0.5,0.125,39,5000,0.5,PRECiSE-A-CO96,0.47649023409104957,0.5174955896315347,0.04100535554048518,2.0921484202735456
"Beta(0.5,0.5)",0.5,0.125,39,10000,1.0,PRECiSE-A-CO96,0.48189704603960654,0.5111880449601816,0.029290998920575018,2.113494342532718
"Beta(0.5,0.5)",0.5,0.125,39,10,0.001,Hedged-CS,0.24621045589447021,0.820708155632019,0.5744976997375488,1.3108566480438506
"Beta(0.5,0.5)",0.5,0.125,39,20,0.002,Hedged-CS,0.30719029903411865,0.6955101490020752,0.38831984996795654,1.253058929898424
"Beta(0.5,0.5)",0.5,0.125,39,40,0.004,Hedged-CS,0.3861919641494751,0.6337288022041321,0.24753683805465698,1.1296313630078507
"Beta(0.5,0.5)",0.5,0.125,39,75,0.0075,Hedged-CS,0.3935427665710449,0.5916634798049927,0.19812071323394775,1.2380193175165073
"Beta(0.5,0.5)",0.5,0.125,39,125,0.0125,Hedged-CS,0.40714478492736816,0.5643369555473328,0.1571921706199646,1.2680980197234126
"Beta(0.5,0.5)",0.5,0.125,39,200,0.02,Hedged-CS,0.41611379384994507,0.5530941486358643,0.1369803547859192,1.397784406921788
"Beta(0.5,0.5)",0.5,0.125,39,350,0.035,Hedged-CS,0.4437445402145386,0.5521895289421082,0.10844498872756958,1.4638966499768786
"Beta(0.5,0.5)",0.5,0.125,39,500,0.05,Hedged-CS,0.44844722747802734,0.5470466017723083,0.098599374294281,1.5908384087504301
"Beta(0.5,0.5)",0.5,0.125,39,1000,0.1,Hedged-CS,0.46286553144454956,0.5360912680625916,0.07322573661804199,1.6708238117840912
"Beta(0.5,0.5)",0.5,0.125,39,2000,0.2,Hedged-CS,0.46924346685409546,0.5259311199188232,0.05668765306472778,1.8292387034451736
"Beta(0.5,0.5)",0.5,0.125,39,5000,0.5,Hedged-CS,0.476548969745636,0.5174756646156311,0.04092669486999512,2.088135047012071
"Beta(0.5,0.5)",0.5,0.125,39,10000,1.0,Hedged-CS,0.4810093641281128,0.5118839144706726,0.030874550342559814,2.2277556205638875
Bernoulli(0.1),0.1,0.09,0,10,0.001,Stitched GE,0.0,0.4046328067779541,0.4046328067779541,1.0880823113232088
Bernoulli(0.1),0.1,0.09,0,20,0.002,Stitched GE,0.0,0.2233107089996338,0.2233107089996338,0.8492297636854028
Bernoulli(0.1),0.1,0.09,0,40,0.004,Stitched GE,0.010949194431304932,0.28030169010162354,0.2693524956703186,1.448610597758396
Bernoulli(0.1),0.1,0.09,0,75,0.0075,Stitched GE,0.014721274375915527,0.24157816171646118,0.22685688734054565,1.6706414761534614
Bernoulli(0.1),0.1,0.09,0,125,0.0125,Stitched GE,0.031494855880737305,0.21165227890014648,0.18015742301940918,1.7128046216672363
Bernoulli(0.1),0.1,0.09,0,200,0.02,Stitched GE,0.05436670780181885,0.19493567943572998,0.14056897163391113,1.6904608766758131
Bernoulli(0.1),0.1,0.09,0,350,0.035,Stitched GE,0.06200730800628662,0.1671309471130371,0.10512363910675049,1.6723803935978763
Bernoulli(0.1),0.1,0.09,0,500,0.05,Stitched GE,0.08358311653137207,0.16901546716690063,0.08543235063552856,1.6244562400591676
Bernoulli(0.1),0.1,0.09,0,1000,0.1,Stitched GE,0.08338487148284912,0.14292961359024048,0.05954474210739136,1.6011944541834604
Bernoulli(0.1),0.1,0.09,0,2000,0.2,Stitched GE,0.08352190256118774,0.1236310601234436,0.04010915756225586,1.5253137904045164
Bernoulli(0.1),0.1,0.09,0,5000,0.5,Stitched GE,0.08447599411010742,0.10887378454208374,0.02439779043197632,1.4670204143629733
