distribution,replication,n,component_count,topology_uncertain
Bernoulli(0.5),38,200,1,0
Bernoulli(0.5),38,350,1,0
Bernoulli(0.5),38,500,1,0
Bernoulli(0.5),38,1000,1,0
Bernoulli(0.5),38,2000,1,0
Bernoulli(0.5),38,5000,1,0
Bernoulli(0.5),38,10000,1,0
Bernoulli(0.5),39,10,1,0
Bernoulli(0.5),39,20,1,0
Bernoulli(0.5),39,40,1,0
Bernoulli(0.5),39,75,1,0
Bernoulli(0.5),39,125,1,0
Bernoulli(0.5),39,200,1,0
Bernoulli(0.5),39,350,1,0
Bernoulli(0.5),39,500,1,0
Bernoulli(0.5),39,1000,1,0
Bernoulli(0.5),39,2000,1,0
Bernoulli(0.5),39,5000,1,0
Bernoulli(0.5),39,10000,1,0
"Beta(50,50)",0,10,1,0
"Beta(50,50)",0,20,1,0
"Beta(50,50)",0,40,1,0
"Beta(50,50)",0,75,1,0
"Beta(50,50)",0,125,1,0
"Beta(50,50)",0,200,1,0
"Beta(50,50)",0,350,1,0
"Beta(50,50)",0,500,1,0
"Beta(50,50)",0,1000,1,0
"Beta(50,50)",0,2000,1,0
"Beta(50,50)",0,5000,1,0
"Beta(50,50)",0,10000,1,0
"Beta(50,50)",1,10,1,0
"Beta(50,50)",1,20,1,0
"Beta(50,50)",1,40,1,0
"Beta(50,50)",1,75,1,0
"Beta(50,50)",1,125,1,0
"Beta(50,50)",1,200,1,0
"Beta(50,50)",1,350,1,0
"Beta(50,50)",1,500,1,0
"Beta(50,50)",1,1000,1,0
"Beta(50,50)",1,2000,1,0
"Beta(50,50)",1,5000,1,0
"Beta(50,50)",1,10000,1,0
"Beta(50,50)",2,10,1,0
"Beta(50,50)",2,20,1,0
"Beta(50,50)",2,40,1,0
"Beta(50,50)",2,75,1,0
"Beta(50,50)",2,125,1,0
"Beta(50,50)",2,200,1,0
"Beta(50,50)",2,350,1,0
"Beta(50,50)",2,500,1,0
"Beta(50,50)",2,1000,1,0
"Beta(50,50)",2,2000,1,0
"Beta(50,50)",2,5000,1,0
"Beta(50,50)",2,10000,1,0
"Beta(50,50)",3,10,1,0
"Beta(50,50)",3,20,1,0
"Beta(50,50)",3,40,1,0
"Beta(50,50)",3,75,1,0
"Beta(50,50)",3,125,1,0
"Beta(50,50)",3,200,1,0
"Beta(50,50)",3,350,1,0
"Beta(50,50)",3,500,1,0
"Beta(50,50)",3,1000,1,0
"Beta(50,50)",3,2000,1,0
"Beta(50,50)",3,5000,1,0
"Beta(50,50)",3,10000,1,0
"Beta(50,50)",4,10,1,0
"Beta(50,50)",4,20,1,0
"Beta(50,50)",4,40,1,0
"Beta(50,50)",4,75,1,0
"Beta(50,50)",4,125,1,0
"Beta(50,50)",4,200,1,0
"Beta(50,50)",4,350,1,0
"Beta(50,50)",4,500,1,0
"Beta(50,50)",4,1000,1,0
"Beta(50,50)",4,2000,1,0
"Beta(50,50)",4,5000,1,0
"Beta(50,50)",4,10000,1,0
"Beta(50,50)",5,10,1,0
"Beta(50,50)",5,20,1,0
"Beta(50,50)",5,40,1,0
"Beta(50,50)",5,75,1,0
"Beta(50,50)",5,125,1,0
"Beta(50,50)",5,200,1,0
"Beta(50,50)",5,350,1,0
"Beta(50,50)",5,500,1,0
"Beta(50,50)",5,1000,1,0
"Beta(50,50)",5,2000,1,0
"Beta(50,50)",5,5000,1,0
"Beta(50,50)",5,10000,1,0
"Beta(50,50)",6,10,1,0
"Beta(50,50)",6,20,1,0
"Beta(50,50)",6,40,1,0
"Beta(50,50)",6,75,1,0
"Beta(50,50)",6,125,1,0
"Beta(50,50)",6,200,1,0
"Beta(50,50)",6,350,1,0
"Beta(50,50)",6,500,1,0
"Beta(50,50)",6,1000,1,0
"Beta(50,50)",6,2000,1,0
"Beta(50,50)",6,5000,1,0
"Beta(50,50)",6,10000,1,0
"Beta(50,50)",7,10,1,0
"Beta(50,50)",7,20,1,0
"Beta(50,50)",7,40,1,0
"Beta(50,50)",7,75,1,0
"Beta(50,50)",7,125,1,0
"Beta(50,50)",7,200,1,0
"Beta(50,50)",7,350,1,0
"Beta(50,50)",7,500,1,0
"Beta(50,50)",7,1000,1,0
"Beta(50,50)",7,2000,1,0
"Beta(50,50)",7,5000,1,0
"Beta(50,50)",7,10000,1,0
"Beta(50,50)",8,10,1,0
"Beta(50,50)",8,20,1,0
"Beta(50,50)",8,40,1,0
"Beta(50,50)",8,75,1,0
"Beta(50,50)",8,125,1,0
"Beta(50,50)",8,200,1,0
"Beta(50,50)",8,350,1,0
"Beta(50,50)",8,500,1,0
"Beta(50,50)",8,1000,1,0
"Beta(50,50)",8,2000,1,0
"Beta(50,50)",8,5000,1,0
"Beta(50,50)",8,10000,1,0
"Beta(50,50)",9,10,1,0
"Beta(50,50)",9,20,1,0
"Beta(50,50)",9,40,1,0
"Beta(50,50)",9,75,1,0
"Beta(50,50)",9,125,1,0
"Beta(50,50)",9,200,1,0
"Beta(50,50)",9,350,1,0
"Beta(50,50)",9,500,1,0
"Beta(50,50)",9,1000,1,0
"Beta(50,50)",9,2000,1,0
"Beta(50,50)",9,5000,1,0
"Beta(50,50)",9,10000,1,0
"Beta(50,50)",10,10,1,0
"Beta(50,50)",10,20,1,0
"Beta(50,50)",10,40,1,0
"Beta(50,50)",10,75,1,0
"Beta(50,50)",10,125,1,0
"Beta(50,50)",10,200,1,0
"Beta(50,50)",10,350,1,0
"Beta(50,50)",10,500,1,0
"Beta(50,50)",10,1000,1,0
"Beta(50,50)",10,2000,1,0
"Beta(50,50)",10,5000,1,0
"Beta(50,50)",10,10000,1,0
"Beta(50,50)",11,10,1,0
"Beta(50,50)",11,20,1,0
"Beta(50,50)",11,40,1,0
"Beta(50,50)",11,75,1,0
"Beta(50,50)",11,125,1,0
"Beta(50,50)",11,200,1,0
"Beta(50,50)",11,350,1,0
"Beta(50,50)",11,500,1,0
"Beta(50,50)",11,1000,1,0
"Beta(50,50)",11,2000,1,0
"Beta(50,50)",11,5000,1,0
"Beta(50,50)",11,10000,1,0
"Beta(50,50)",12,10,1,0
"Beta(50,50)",12,20,1,0
"Beta(50,50)",12,40,1,0
"Beta(50,50)",12,75,1,0
"Beta(50,50)",12,125,1,0
"Beta(50,50)",12,200,1,0
"Beta(50,50)",12,350,1,0
"Beta(50,50)",12,500,1,0
"Beta(50,50)",12,1000,1,0
"Beta(50,50)",12,2000,1,0
"Beta(50,50)",12,5000,1,0
"Beta(50,50)",12,10000,1,0
"Beta(50,50)",13,10,1,0
"Beta(50,50)",13,20,1,0
"Beta(50,50)",13,40,1,0
"Beta(50,50)",13,75,1,0
"Beta(50,50)",13,125,1,0
"Beta(50,50)",13,200,1,0
"Beta(50,50)",13,350,1,0
"Beta(50,50)",13,500,1,0
"Beta(50,50)",13,1000,1,0
"Beta(50,50)",13,2000,1,0
"Beta(50,50)",13,5000,1,0
"Beta(50,50)",13,10000,1,0
"Beta(50,50)",14,10,1,0
"Beta(50,50)",14,20,1,0
"Beta(50,50)",14,40,1,0
"Beta(50,50)",14,75,1,0
"Beta(50,50)",14,125,1,0
"Beta(50,50)",14,200,1,0
"Beta(50,50)",14,350,1,0
"Beta(50,50)",14,500,1,0
"Beta(50,50)",14,1000,1,0
"Beta(50,50)",14,2000,1,0
"Beta(50,50)",14,5000,1,0
"Beta(50,50)",14,10000,1,0
"Beta(50,50)",15,10,1,0
"Beta(50,50)",15,20,1,0
"Beta(50,50)",15,40,1,0
"Beta(50,50)",15,75,1,0
"Beta(50,50)",15,125,1,0
"Beta(50,50)",15,200,1,0
"Beta(50,50)",15,350,1,0
"Beta(50,50)",15,500,1,0
"Beta(50,50)",15,1000,1,0
"Beta(50,50)",15,2000,1,0
"Beta(50,50)",15,5000,1,0
"Beta(50,50)",15,10000,1,0
"Beta(50,50)",16,10,1,0
"Beta(50,50)",16,20,1,0
"Beta(50,50)",16,40,1,0
"Beta(50,50)",16,75,1,0
"Beta(50,50)",16,125,1,0
"Beta(50,50)",16,200,1,0
"Beta(50,50)",16,350,1,0
"Beta(50,50)",16,500,1,0
"Beta(50,50)",16,1000,1,0
"Beta(50,50)",16,2000,1,0
"Beta(50,50)",16,5000,1,0
"Beta(50,50)",16,10000,1,0
"Beta(50,50)",17,10,1,0
"Beta(50,50)",17,20,1,0
"Beta(50,50)",17,40,1,0
"Beta(50,50)",17,75,1,0
"Beta(50,50)",17,125,1,0
"Beta(50,50)",17,200,1,0
"Beta(50,50)",17,350,1,0
"Beta(50,50)",17,500,1,0
"Beta(50,50)",17,1000,1,0
"Beta(50,50)",17,2000,1,0
"Beta(50,50)",17,5000,1,0
"Beta(50,50)",17,10000,1,0
"Beta(50,50)",18,10,1,0
"Beta(50,50)",18,20,1,0
"Beta(50,50)",18,40,1,0
"Beta(50,50)",18,75,1,0
"Beta(50,50)",18,125,1,0
"Beta(50,50)",18,200,1,0
"Beta(50,50)",18,350,1,0
"Beta(50,50)",18,500,1,0
"Beta(50,50)",18,1000,1,0
"Beta(50,50)",18,2000,1,0
"Beta(50,50)",18,5000,1,0
"Beta(50,50)",18,10000,1,0
"Beta(50,50)",19,10,1,0
"Beta(50,50)",19,20,1,0
"Beta(50,50)",19,40,1,0
"Beta(50,50)",19,75,1,0
"Beta(50,50)",19,125,1,0
"Beta(50,50)",19,200,1,0
"Beta(50,50)",19,350,1,0
"Beta(50,50)",19,500,1,0
"Beta(50,50)",19,1000,1,0
"Beta(50,50)",19,2000,1,0
"Beta(50,50)",19,5000,1,0
"Beta(50,50)",19,10000,1,0
"Beta(50,50)",20,10,1,0
"Beta(50,50)",20,20,1,0
"Beta(50,50)",20,40,1,0
"Beta(50,50)",20,75,1,0
"Beta(50,50)",20,125,1,0
"Beta(50,50)",20,200,1,0
"Beta(50,50)",20,350,1,0
"Beta(50,50)",20,500,1,0
"Beta(50,50)",20,1000,1,0
"Beta(50,50)",20,2000,1,0
"Beta(50,50)",20,5000,1,0
"Beta(50,50)",20,10000,1,0
"Beta(50,50)",21,10,1,0
"Beta(50,50)",21,20,1,0
"Beta(50,50)",21,40,1,0
"Beta(50,50)",21,75,1,0
"Beta(50,50)",21,125,1,0
"Beta(50,50)",21,200,1,0
"Beta(50,50)",21,350,1,0
"Beta(50,50)",21,500,1,0
"Beta(50,50)",21,1000,1,0
"Beta(50,50)",21,2000,1,0
"Beta(50,50)",21,5000,1,0
"Beta(50,50)",21,10000,1,0
"Beta(50,50)",22,10,1,0
"Beta(50,50)",22,20,1,0
"Beta(50,50)",22,40,1,0
"Beta(50,50)",22,75,1,0
"Beta(50,50)",22,125,1,0
"Beta(50,50)",22,200,1,0
"Beta(50,50)",22,350,1,0
"Beta(50,50)",22,500,1,0
"Beta(50,50)",22,1000,1,0
"Beta(50,50)",22,2000,1,0
"Beta(50,50)",22,5000,1,0
"Beta(50,50)",22,10000,1,0
"Beta(50,50)",23,10,1,0
"Beta(50,50)",23,20,1,0
"Beta(50,50)",23,40,1,0
"Beta(50,50)",23,75,1,0
"Beta(50,50)",23,125,1,0
"Beta(50,50)",23,200,1,0
"Beta(50,50)",23,350,1,0
"Beta(50,50)",23,500,1,0
"Beta(50,50)",23,1000,1,0
"Beta(50,50)",23,2000,1,0
"Beta(50,50)",23,5000,1,0
"Beta(50,50)",23,10000,1,0
"Beta(50,50)",24,10,1,0
"Beta(50,50)",24,20,1,0
"Beta(50,50)",24,40,1,0
"Beta(50,50)",24,75,1,0
"Beta(50,50)",24,125,1,0
"Beta(50,50)",24,200,1,0
"Beta(50,50)",24,350,1,0
"Beta(50,50)",24,500,1,0
"Beta(50,50)",24,1000,1,0
"Beta(50,50)",24,2000,1,0
"Beta(50,50)",24,5000,1,0
"Beta(50,50)",24,10000,1,0
"Beta(50,50)",25,10,1,0
"Beta(50,50)",25,20,1,0
"Beta(50,50)",25,40,1,0
"Beta(50,50)",25,75,1,0
"Beta(50,50)",25,125,1,0
"Beta(50,50)",25,200,1,0
"Beta(50,50)",25,350,1,0
"Beta(50,50)",25,500,1,0
"Beta(50,50)",25,1000,1,0
"Beta(50,50)",25,2000,1,0
"Beta(50,50)",25,5000,1,0
"Beta(50,50)",25,10000,1,0
"Beta(50,50)",26,10,1,0
"Beta(50,50)",26,20,1,0
"Beta(50,50)",26,40,1,0
"Beta(50,50)",26,75,1,0
"Beta(50,50)",26,125,1,0
"Beta(50,50)",26,200,1,0
"Beta(50,50)",26,350,1,0
"Beta(50,50)",26,500,1,0
"Beta(50,50)",26,1000,1,0
"Beta(50,50)",26,2000,1,0
"Beta(50,50)",26,5000,1,0
"Beta(50,50)",26,10000,1,0
"Beta(50,50)",27,10,1,0
"Beta(50,50)",27,20,1,0
"Beta(50,50)",27,40,1,0
"Beta(50,50)",27,75,1,0
"Beta(50,50)",27,125,1,0
"Beta(50,50)",27,200,1,0
"Beta(50,50)",27,350,1,0
"Beta(50,50)",27,500,1,0
"Beta(50,50)",27,1000,1,0
"Beta(50,50)",27,2000,1,0
"Beta(50,50)",27,5000,1,0
"Beta(50,50)",27,10000,1,0
"Beta(50,50)",28,10,1,0
"Beta(50,50)",28,20,1,0
"Beta(50,50)",28,40,1,0
"Beta(50,50)",28,75,1,0
"Beta(50,50)",28,125,1,0
"Beta(50,50)",28,200,1,0
"Beta(50,50)",28,350,1,0
"Beta(50,50)",28,500,1,0
"Beta(50,50)",28,1000,1,0
"Beta(50,50)",28,2000,1,0
"Beta(50,50)",28,5000,1,0
"Beta(50,50)",28,10000,1,0
"Beta(50,50)",29,10,1,0
"Beta(50,50)",29,20,1,0
"Beta(50,50)",29,40,1,0
"Beta(50,50)",29,75,1,0
"Beta(50,50)",29,125,1,0
"Beta(50,50)",29,200,1,0
"Beta(50,50)",29,350,1,0
"Beta(50,50)",29,500,1,0
"Beta(50,50)",29,1000,1,0
"Beta(50,50)",29,2000,1,0
"Beta(50,50)",29,5000,1,0
"Beta(50,50)",29,10000,1,0
"Beta(50,50)",30,10,1,0
"Beta(50,50)",30,20,1,0
"Beta(50,50)",30,40,1,0
"Beta(50,50)",30,75,1,0
"Beta(50,50)",30,125,1,0
"Beta(50,50)",30,200,1,0
"Beta(50,50)",30,350,1,0
"Beta(50,50)",30,500,1,0
"Beta(50,50)",30,1000,1,0
"Beta(50,50)",30,2000,1,0
"Beta(50,50)",30,5000,1,0
"Beta(50,50)",30,10000,1,0
"Beta(50,50)",31,10,1,0
"Beta(50,50)",31,20,1,0
"Beta(50,50)",31,40,1,0
"Beta(50,50)",31,75,1,0
"Beta(50,50)",31,125,1,0
"Beta(50,50)",31,200,1,0
"Beta(50,50)",31,350,1,0
"Beta(50,50)",31,500,1,0
"Beta(50,50)",31,1000,1,0
"Beta(50,50)",31,2000,1,0
"Beta(50,50)",31,5000,1,0
"Beta(50,50)",31,10000,1,0
"Beta(50,50)",32,10,1,0
"Beta(50,50)",32,20,1,0
"Beta(50,50)",32,40,1,0
"Beta(50,50)",32,75,1,0
"Beta(50,50)",32,125,1,0
"Beta(50,50)",32,200,1,0
"Beta(50,50)",32,350,1,0
"Beta(50,50)",32,500,1,0
"Beta(50,50)",32,1000,1,0
"Beta(50,50)",32,2000,1,0
"Beta(50,50)",32,5000,1,0
"Beta(50,50)",32,10000,1,0
"Beta(50,50)",33,10,1,0
"Beta(50,50)",33,20,1,0
"Beta(50,50)",33,40,1,0
"Beta(50,50)",33,75,1,0
"Beta(50,50)",33,125,1,0
"Beta(50,50)",33,200,1,0
"Beta(50,50)",33,350,1,0
"Beta(50,50)",33,500,1,0
"Beta(50,50)",33,1000,1,0
"Beta(50,50)",33,2000,1,0
"Beta(50,50)",33,5000,1,0
"Beta(50,50)",33,10000,1,0
"Beta(50,50)",34,10,1,0
"Beta(50,50)",34,20,1,0
"Beta(50,50)",34,40,1,0
"Beta(50,50)",34,75,1,0
"Beta(50,50)",34,125,1,0
"Beta(50,50)",34,200,1,0
"Beta(50,50)",34,350,1,0
"Beta(50,50)",34,500,1,0
"Beta(50,50)",34,1000,1,0
"Beta(50,50)",34,2000,1,0
"Beta(50,50)",34,5000,1,0
"Beta(50,50)",34,10000,1,0
"Beta(50,50)",35,10,1,0
"Beta(50,50)",35,20,1,0
"Beta(50,50)",35,40,1,0
"Beta(50,50)",35,75,1,0
"Beta(50,50)",35,125,1,0
"Beta(50,50)",35,200,1,0
"Beta(50,50)",35,350,1,0
"Beta(50,50)",35,500,1,0
"Beta(50,50)",35,1000,1,0
"Beta(50,50)",35,2000,1,0
"Beta(50,50)",35,5000,1,0
"Beta(50,50)",35,10000,1,0
"Beta(50,50)",36,10,1,0
"Beta(50,50)",36,20,1,0
"Beta(50,50)",36,40,1,0
"Beta(50,50)",36,75,1,0
"Beta(50,50)",36,125,1,0
"Beta(50,50)",36,200,1,0
"Beta(50,50)",36,350,1,0
"Beta(50,50)",36,500,1,0
"Beta(50,50)",36,1000,1,0
"Beta(50,50)",36,2000,1,0
"Beta(50,50)",36,5000,1,0
"Beta(50,50)",36,10000,1,0
"Beta(50,50)",37,10,1,0
"Beta(50,50)",37,20,1,0
"Beta(50,50)",37,40,1,0
"Beta(50,50)",37,75,1,0
"Beta(50,50)",37,125,1,0
"Beta(50,50)",37,200,1,0
"Beta(50,50)",37,350,1,0
"Beta(50,50)",37,500,1,0
"Beta(50,50)",37,1000,1,0
"Beta(50,50)",37,2000,1,0
"Beta(50,50)",37,5000,1,0
"Beta(50,50)",37,10000,1,0
"Beta(50,50)",38,10,1,0
"Beta(50,50)",38,20,1,0
"Beta(50,50)",38,40,1,0
"Beta(50,50)",38,75,1,0
"Beta(50,50)",38,125,1,0
"Beta(50,50)",38,200,1,0
"Beta(50,50)",38,350,1,0
"Beta(50,50)",38,500,1,0
"Beta(50,50)",38,1000,1,0
"Beta(50,50)",38,2000,1,0
"Beta(50,50)",38,5000,1,0
"Beta(50,50)",38,10000,1,0
"Beta(50,50)",39,10,1,0
"Beta(50,50)",39,20,1,0
"Beta(50,50)",39,40,1,0
"Beta(50,50)",39,75,1,0
"Beta(50,50)",39,125,1,0
"Beta(50,50)",39,200,1,0
"Beta(50,50)",39,350,1,0
"Beta(50,50)",39,500,1,0
"Beta(50,50)",39,1000,1,0
"Beta(50,50)",39,2000,1,0
"Beta(50,50)",39,5000,1,0
"Beta(50,50)",39,10000,1,0
"Beta(20,80)",0,10,1,0
"Beta(20,80)",0,20,1,0
"Beta(20,80)",0,40,1,0
"Beta(20,80)",0,75,1,0
"Beta(20,80)",0,125,1,0
"Beta(20,80)",0,200,1,0
"Beta(20,80)",0,350,1,0
"Beta(20,80)",0,500,1,0
"Beta(20,80)",0,1000,1,0
"Beta(20,80)",0,2000,1,0
"Beta(20,80)",0,5000,1,0
"Beta(20,80)",0,10000,1,0
"Beta(20,80)",1,10,1,0
"Beta(20,80)",1,20,1,0
"Beta(20,80)",1,40,1,0
"Beta(20,80)",1,75,1,0
"Beta(20,80)",1,125,1,0
"Beta(20,80)",1,200,1,0
"Beta(20,80)",1,350,1,0
"Beta(20,80)",1,500,1,0
"Beta(20,80)",1,1000,1,0
"Beta(20,80)",1,2000,1,0
"Beta(20,80)",1,5000,1,0
"Beta(20,80)",1,10000,1,0
"Beta(20,80)",2,10,1,0
"Beta(20,80)",2,20,1,0
"Beta(20,80)",2,40,1,0
"Beta(20,80)",2,75,1,0
"Beta(20,80)",2,125,1,0
"Beta(20,80)",2,200,1,0
"Beta(20,80)",2,350,1,0
"Beta(20,80)",2,500,1,0
"Beta(20,80)",2,1000,1,0
"Beta(20,80)",2,2000,1,0
"Beta(20,80)",2,5000,1,0
"Beta(20,80)",2,10000,1,0
"Beta(20,80)",3,10,1,0
"Beta(20,80)",3,20,1,0
"Beta(20,80)",3,40,1,0
"Beta(20,80)",3,75,1,0
"Beta(20,80)",3,125,1,0
"Beta(20,80)",3,200,1,0
"Beta(20,80)",3,350,1,0
"Beta(20,80)",3,500,1,0
"Beta(20,80)",3,1000,1,0
"Beta(20,80)",3,2000,1,0
"Beta(20,80)",3,5000,1,0
"Beta(20,80)",3,10000,1,0
"Beta(20,80)",4,10,1,0
"Beta(20,80)",4,20,1,0
"Beta(20,80)",4,40,1,0
"Beta(20,80)",4,75,1,0
"Beta(20,80)",4,125,1,0
"Beta(20,80)",4,200,1,0
"Beta(20,80)",4,350,1,0
"Beta(20,80)",4,500,1,0
"Beta(20,80)",4,1000,1,0
"Beta(20,80)",4,2000,1,0
"Beta(20,80)",4,5000,1,0
"Beta(20,80)",4,10000,1,0
"Beta(20,80)",5,10,1,0
"Beta(20,80)",5,20,1,0
"Beta(20,80)",5,40,1,0
"Beta(20,80)",5,75,1,0
"Beta(20,80)",5,125,1,0
"Beta(20,80)",5,200,1,0
"Beta(20,80)",5,350,1,0
"Beta(20,80)",5,500,1,0
"Beta(20,80)",5,1000,1,0
"Beta(20,80)",5,2000,1,0
"Beta(20,80)",5,5000,1,0
"Beta(20,80)",5,10000,1,0
"Beta(20,80)",6,10,1,0
"Beta(20,80)",6,20,1,0
"Beta(20,80)",6,40,1,0
"Beta(20,80)",6,75,1,0
"Beta(20,80)",6,125,1,0
"Beta(20,80)",6,200,1,0
"Beta(20,80)",6,350,1,0
"Beta(20,80)",6,500,1,0
"Beta(20,80)",6,1000,1,0
"Beta(20,80)",6,2000,1,0
"Beta(20,80)",6,5000,1,0
"Beta(20,80)",6,10000,1,0
"Beta(20,80)",7,10,1,0
"Beta(20,80)",7,20,1,0
"Beta(20,80)",7,40,1,0
"Beta(20,80)",7,75,1,0
"Beta(20,80)",7,125,1,0
"Beta(20,80)",7,200,1,0
"Beta(20,80)",7,350,1,0
"Beta(20,80)",7,500,1,0
"Beta(20,80)",7,1000,1,0
"Beta(20,80)",7,2000,1,0
"Beta(20,80)",7,5000,1,0
"Beta(20,80)",7,10000,1,0
"Beta(20,80)",8,10,1,0
"Beta(20,80)",8,20,1,0
"Beta(20,80)",8,40,1,0
"Beta(20,80)",8,75,1,0
"Beta(20,80)",8,125,1,0
"Beta(20,80)",8,200,1,0
"Beta(20,80)",8,350,1,0
"Beta(20,80)",8,500,1,0
"Beta(20,80)",8,1000,1,0
"Beta(20,80)",8,2000,1,0
"Beta(20,80)",8,5000,1,0
"Beta(20,80)",8,10000,1,0
"Beta(20,80)",9,10,1,0
"Beta(20,80)",9,20,1,0
"Beta(20,80)",9,40,1,0
"Beta(20,80)",9,75,1,0
"Beta(20,80)",9,125,1,0
"Beta(20,80)",9,200,1,0
"Beta(20,80)",9,350,1,0
"Beta(20,80)",9,500,1,0
"Beta(20,80)",9,1000,1,0
"Beta(20,80)",9,2000,1,0
"Beta(20,80)",9,5000,1,0
"Beta(20,80)",9,10000,1,0
"Beta(20,80)",10,10,1,0
"Beta(20,80)",10,20,1,0
"Beta(20,80)",10,40,1,0
"Beta(20,80)",10,75,1,0
"Beta(20,80)",10,125,1,0
"Beta(20,80)",10,200,1,0
"Beta(20,80)",10,350,1,0
"Beta(20,80)",10,500,1,0
"Beta(20,80)",10,1000,1,0
"Beta(20,80)",10,2000,1,0
"Beta(20,80)",10,5000,1,0
"Beta(20,80)",10,10000,1,0
"Beta(20,80)",11,10,1,0
"Beta(20,80)",11,20,1,0
"Beta(20,80)",11,40,1,0
"Beta(20,80)",11,75,1,0
"Beta(20,80)",11,125,1,0
"Beta(20,80)",11,200,1,0
"Beta(20,80)",11,350,1,0
"Beta(20,80)",11,500,1,0
"Beta(20,80)",11,1000,1,0
"Beta(20,80)",11,2000,1,0
"Beta(20,80)",11,5000,1,0
"Beta(20,80)",11,10000,1,0
"Beta(20,80)",12,10,1,0
"Beta(20,80)",12,20,1,0
"Beta(20,80)",12,40,1,0
"Beta(20,80)",12,75,1,0
"Beta(20,80)",12,125,1,0
"Beta(20,80)",12,200,1,0
"Beta(20,80)",12,350,1,0
"Beta(20,80)",12,500,1,0
"Beta(20,80)",12,1000,1,0
"Beta(20,80)",12,2000,1,0
"Beta(20,80)",12,5000,1,0
"Beta(20,80)",12,10000,1,0
"Beta(20,80)",13,10,1,0
"Beta(20,80)",13,20,1,0
"Beta(20,80)",13,40,1,0
"Beta(20,80)",13,75,1,0
"Beta(20,80)",13,125,1,0
"Beta(20,80)",13,200,1,0
"Beta(20,80)",13,350,1,0
"Beta(20,80)",13,500,1,0
"Beta(20,80)",13,1000,1,0
"Beta(20,80)",13,2000,1,0
"Beta(20,80)",13,5000,1,0
"Beta(20,80)",13,10000,1,0
"Beta(20,80)",14,10,1,0
"Beta(20,80)",14,20,1,0
"Beta(20,80)",14,40,1,0
"Beta(20,80)",14,75,1,0
"Beta(20,80)",14,125,1,0
"Beta(20,80)",14,200,1,0
"Beta(20,80)",14,350,1,0
"Beta(20,80)",14,500,1,0
"Beta(20,80)",14,1000,1,0
"Beta(20,80)",14,2000,1,0
"Beta(20,80)",14,5000,1,0
"Beta(20,80)",14,10000,1,0
"Beta(20,80)",15,10,1,0
"Beta(20,80)",15,20,1,0
"Beta(20,80)",15,40,1,0
"Beta(20,80)",15,75,1,0
"Beta(20,80)",15,125,1,0
"Beta(20,80)",15,200,1,0
"Beta(20,80)",15,350,1,0
"Beta(20,80)",15,500,1,0
"Beta(20,80)",15,1000,1,0
"Beta(20,80)",15,2000,1,0
"Beta(20,80)",15,5000,1,0
"Beta(20,80)",15,10000,1,0
"Beta(20,80)",16,10,1,0
"Beta(20,80)",16,20,1,0
"Beta(20,80)",16,40,1,0
"Beta(20,80)",16,75,1,0
"Beta(20,80)",16,125,1,0
"Beta(20,80)",16,200,1,0
"Beta(20,80)",16,350,1,0
"Beta(20,80)",16,500,1,0
"Beta(20,80)",16,1000,1,0
"Beta(20,80)",16,2000,1,0
"Beta(20,80)",16,5000,1,0
"Beta(20,80)",16,10000,1,0
"Beta(20,80)",17,10,1,0
"Beta(20,80)",17,20,1,0
"Beta(20,80)",17,40,1,0
"Beta(20,80)",17,75,1,0
"Beta(20,80)",17,125,1,0
"Beta(20,80)",17,200,1,0
"Beta(20,80)",17,350,1,0
"Beta(20,80)",17,500,1,0
"Beta(20,80)",17,1000,1,0
"Beta(20,80)",17,2000,1,0
"Beta(20,80)",17,5000,1,0
"Beta(20,80)",17,10000,1,0
"Beta(20,80)",18,10,1,0
"Beta(20,80)",18,20,1,0
"Beta(20,80)",18,40,1,0
"Beta(20,80)",18,75,1,0
"Beta(20,80)",18,125,1,0
"Beta(20,80)",18,200,1,0
"Beta(20,80)",18,350,1,0
"Beta(20,80)",18,500,1,0
"Beta(20,80)",18,1000,1,0
"Beta(20,80)",18,2000,1,0
"Beta(20,80)",18,5000,1,0
"Beta(20,80)",18,10000,1,0
"Beta(20,80)",19,10,1,0
"Beta(20,80)",19,20,1,0
"Beta(20,80)",19,40,1,0
"Beta(20,80)",19,75,1,0
"Beta(20,80)",19,125,1,0
"Beta(20,80)",19,200,1,0
"Beta(20,80)",19,350,1,0
"Beta(20,80)",19,500,1,0
"Beta(20,80)",19,1000,1,0
"Beta(20,80)",19,2000,1,0
"Beta(20,80)",19,5000,1,0
"Beta(20,80)",19,10000,1,0
"Beta(20,80)",20,10,1,0
"Beta(20,80)",20,20,1,0
"Beta(20,80)",20,40,1,0
"Beta(20,80)",20,75,1,0
"Beta(20,80)",20,125,1,0
"Beta(20,80)",20,200,1,0
"Beta(20,80)",20,350,1,0
"Beta(20,80)",20,500,1,0
"Beta(20,80)",20,1000,1,0
"Beta(20,80)",20,2000,1,0
"Beta(20,80)",20,5000,1,0
"Beta(20,80)",20,10000,1,0
"Beta(20,80)",21,10,1,0
"Beta(20,80)",21,20,1,0
"Beta(20,80)",21,40,1,0
"Beta(20,80)",21,75,1,0
"Beta(20,80)",21,125,1,0
"Beta(20,80)",21,200,1,0
"Beta(20,80)",21,350,1,0
"Beta(20,80)",21,500,1,0
"Beta(20,80)",21,1000,1,0
"Beta(20,80)",21,2000,1,0
