distribution,n,rep,method,calibration,width_c1,width_c05,difference_c05_minus_c1,relative_change,c05_narrower,c05_wider
"Beta(1,5)",10,43,STaR betting,Deterministic,0.5220314946094045,0.659999634257842,0.13796813964843757,0.2642908350801103,False,True
"Beta(1,5)",10,43,STaR betting,Uniformly randomized,0.4463545581272559,0.5838246509006935,0.13747009277343758,0.3079840684280517,False,True
"Beta(1,5)",10,43,Efficient betting,Deterministic,0.5240839845500886,0.659999634257842,0.13591564970775338,0.25933944504034634,False,True
"Beta(1,5)",10,43,Efficient betting,Uniformly randomized,0.46511259488761425,0.6011637511133419,0.1360511562257276,0.29251230287281693,False,True
"Beta(1,5)",10,44,STaR betting,Deterministic,0.5147320725054166,0.6339245773882293,0.11919250488281263,0.23156222673798577,False,True
"Beta(1,5)",10,44,STaR betting,Uniformly randomized,0.39987375599773456,0.5252141345238732,0.12534037852613866,0.31344987423192827,False,True
"Beta(1,5)",10,44,Efficient betting,Deterministic,0.5721778338775039,0.6771637233853478,0.10498588950784393,0.18348471977039238,False,True
"Beta(1,5)",10,44,Efficient betting,Uniformly randomized,0.4278769353404641,0.542220020315114,0.11434308497464984,0.267233579402139,False,True
"Beta(1,5)",10,45,STaR betting,Deterministic,0.5549940119507801,0.6788984308960928,0.12390441894531268,0.22325361405214794,False,True
"Beta(1,5)",10,45,STaR betting,Uniformly randomized,0.4899140851452198,0.6115467755749073,0.12163269042968755,0.24827351186205093,False,True
"Beta(1,5)",10,45,Efficient betting,Deterministic,0.5590146309696138,0.6788984308960928,0.11988379992647902,0.21445556750194528,False,True
"Beta(1,5)",10,45,Efficient betting,Uniformly randomized,0.5038708955980837,0.6235322199585926,0.11966132436050891,0.23748409643401525,False,True
"Beta(1,5)",10,46,STaR betting,Deterministic,0.5031037745173887,0.6459071192439514,0.14280334472656264,0.283844709500638,False,True
"Beta(1,5)",10,46,STaR betting,Uniformly randomized,0.465847508311923,0.6079184311634854,0.14207092285156242,0.30497302296706574,False,True
"Beta(1,5)",10,46,Efficient betting,Deterministic,0.5066579910926521,0.6459071192439514,0.1392491281512993,0.27483851157858274,False,True
"Beta(1,5)",10,46,Efficient betting,Uniformly randomized,0.4819826874881983,0.6226192369139228,0.14063654942572457,0.2917875539443897,False,True
"Beta(1,5)",10,47,STaR betting,Deterministic,0.5272874500704341,0.6620939686251217,0.13480651855468762,0.25566039650039163,False,True
"Beta(1,5)",10,47,STaR betting,Uniformly randomized,0.35588701657235133,0.47511919430672633,0.119232177734375,0.3350281751852986,False,True
"Beta(1,5)",10,47,Efficient betting,Deterministic,0.5333332405425608,0.6620939686251217,0.1287607280825609,0.24142640715881947,False,True
"Beta(1,5)",10,47,Efficient betting,Uniformly randomized,0.36778442841023207,0.4870190273109301,0.11923459890069804,0.324196974341997,False,True
"Beta(1,5)",10,48,STaR betting,Deterministic,0.48709189630194705,0.6361000750128845,0.1490081787109374,0.3059138939535295,False,True
"Beta(1,5)",10,48,STaR betting,Uniformly randomized,0.40564658380194707,0.5483217547003845,0.1426751708984374,0.3517228459345221,False,True
"Beta(1,5)",10,48,Efficient betting,Deterministic,0.4900732678361237,0.6361000750128845,0.14602680717676075,0.29796933797578795,False,True
"Beta(1,5)",10,48,Efficient betting,Uniformly randomized,0.40564865758642554,0.5483217547003845,0.14267309711395892,0.35171593556564806,False,True
"Beta(1,5)",10,49,STaR betting,Deterministic,0.4743150561190772,0.6271684496737648,0.15285339355468763,0.3222613146741724,False,True
"Beta(1,5)",10,49,STaR betting,Uniformly randomized,0.28101061275970224,0.39747179440032726,0.11646118164062502,0.414436951319747,False,True
"Beta(1,5)",10,49,Efficient betting,Deterministic,0.4750327910296619,0.6271684496737648,0.15213565864410294,0.32026348815697503,False,True
"Beta(1,5)",10,49,Efficient betting,Uniformly randomized,0.28101251600310206,0.39747179440032726,0.1164592783972252,0.4144273716119449,False,True
Bernoulli(0.5),10,0,STaR betting,Deterministic,0.8861465454101562,0.8861465454101562,0.0,0.0,False,False
Bernoulli(0.5),10,0,STaR betting,Uniformly randomized,0.8634414672851562,0.8634414672851562,0.0,0.0,False,False
Bernoulli(0.5),10,0,Efficient betting,Deterministic,0.976330145727843,0.9763290405273437,-1.1052004993405973e-06,-1.1319946476850973e-06,True,False
Bernoulli(0.5),10,0,Efficient betting,Uniformly randomized,0.9202658500305496,0.9202621459960938,-3.7040344558203486e-06,-4.024961325788112e-06,True,False
Bernoulli(0.5),10,1,STaR betting,Deterministic,0.9547653198242188,0.9547653198242188,0.0,0.0,False,False
Bernoulli(0.5),10,1,STaR betting,Uniformly randomized,0.8215103149414062,0.8215103149414062,0.0,0.0,False,False
Bernoulli(0.5),10,1,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,1,Efficient betting,Uniformly randomized,0.8861122156029893,0.8861160278320312,3.8122290419995153e-06,4.30219669111942e-06,False,True
Bernoulli(0.5),10,2,STaR betting,Deterministic,0.6031030273437501,0.6541918945312502,0.05108886718750005,0.08471001615181906,False,True
Bernoulli(0.5),10,2,STaR betting,Uniformly randomized,0.58596923828125,0.5622094726562501,-0.02375976562499993,-0.04054780366063493,True,False
Bernoulli(0.5),10,2,Efficient betting,Deterministic,0.5811187908984721,0.6541918945312502,0.07307310363277808,0.12574555284952882,False,True
Bernoulli(0.5),10,2,Efficient betting,Uniformly randomized,0.547298452530834,0.5622094726562501,0.014911020125416119,0.02724476938764231,False,True
Bernoulli(0.5),10,3,STaR betting,Deterministic,0.8742752075195312,0.8742752075195312,0.0,0.0,False,False
Bernoulli(0.5),10,3,STaR betting,Uniformly randomized,0.7189315795898437,0.7146011352539063,-0.004330444335937322,-0.006023444314976256,True,False
Bernoulli(0.5),10,3,Efficient betting,Deterministic,0.9281855816952884,0.9281814575195313,-4.124175757125315e-06,-4.4432663450777454e-06,True,False
Bernoulli(0.5),10,3,Efficient betting,Uniformly randomized,0.7289093861833621,0.7449111938476562,0.016001807664294154,0.02195308219047787,False,True
Bernoulli(0.5),10,4,STaR betting,Deterministic,0.8651901245117186,0.8651901245117186,0.0,0.0,False,False
Bernoulli(0.5),10,4,STaR betting,Uniformly randomized,0.7531570434570312,0.7531570434570312,0.0,0.0,False,False
Bernoulli(0.5),10,4,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,4,Efficient betting,Uniformly randomized,0.8008169403404719,0.8008224487304687,5.508389996800034e-06,6.878463378212629e-06,False,True
Bernoulli(0.5),10,5,STaR betting,Deterministic,0.6592569986979167,0.7231648763020835,0.06390787760416683,0.09693924786599117,False,True
Bernoulli(0.5),10,5,STaR betting,Uniformly randomized,0.6536824544270834,0.7180786132812502,0.06439615885416683,0.09851290702089677,False,True
Bernoulli(0.5),10,5,Efficient betting,Deterministic,0.7011136463843286,0.7230021158854167,0.021888469501088137,0.031219574193096733,False,True
Bernoulli(0.5),10,5,Efficient betting,Uniformly randomized,0.6815555254352319,0.7185506184895835,0.03699509305435156,0.05428038020926773,False,True
Bernoulli(0.5),10,6,STaR betting,Deterministic,0.9615554809570312,0.9615554809570312,0.0,0.0,False,False
Bernoulli(0.5),10,6,STaR betting,Uniformly randomized,0.8191452026367188,0.8266448974609375,0.00749969482421875,0.009155513332774534,False,True
Bernoulli(0.5),10,6,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,6,Efficient betting,Uniformly randomized,0.8661820050139979,0.8661842346191406,2.229605142733959e-06,2.574060797622124e-06,False,True
Bernoulli(0.5),10,7,STaR betting,Deterministic,0.7688441472576735,0.7844513081328284,0.015607160875154902,0.02029951184622103,False,True
Bernoulli(0.5),10,7,STaR betting,Uniformly randomized,0.7549222239263392,0.772692384397095,0.017770160470755747,0.023539061253665894,False,True
Bernoulli(0.5),10,7,Efficient betting,Deterministic,0.8099776352755725,0.8099784326705666,7.973949940343061e-07,9.844654460522406e-07,False,True
Bernoulli(0.5),10,7,Efficient betting,Uniformly randomized,0.8002476293367544,0.8002449344903626,-2.6948463918152754e-06,-3.367515620245065e-06,True,False
Bernoulli(0.5),10,8,STaR betting,Deterministic,0.64515380859375,0.7231648763020833,0.07801106770833321,0.12091855720169264,False,True
Bernoulli(0.5),10,8,STaR betting,Uniformly randomized,0.62852783203125,0.7043660481770833,0.0758382161458333,0.12066007626224362,False,True
Bernoulli(0.5),10,8,Efficient betting,Deterministic,0.6879212851636112,0.7207885742187499,0.03286728905513869,0.04777768876176247,False,True
Bernoulli(0.5),10,8,Efficient betting,Uniformly randomized,0.6286960194902012,0.7043660481770833,0.07567002868688211,0.1203602795962373,False,True
Bernoulli(0.5),10,9,STaR betting,Deterministic,0.6792683919270833,0.7231648763020833,0.04389648437499993,0.06462318120009325,False,True
Bernoulli(0.5),10,9,STaR betting,Uniformly randomized,0.6714640299479167,0.71246337890625,0.04099934895833335,0.0610596355571178,False,True
Bernoulli(0.5),10,9,Efficient betting,Deterministic,0.707993236836046,0.7171590169270833,0.009165780091037301,0.01294614074563527,False,True
Bernoulli(0.5),10,9,Efficient betting,Uniformly randomized,0.6795481182728145,0.7079386393229166,0.02839052105010209,0.04177852941784521,False,True
Bernoulli(0.5),10,10,STaR betting,Deterministic,0.65992431640625,0.7134806315104166,0.053556315104166585,0.08115523821855541,False,True
Bernoulli(0.5),10,10,STaR betting,Uniformly randomized,0.5894002278645833,0.40399169921875,-0.18540852864583335,-0.31457152522247,True,False
Bernoulli(0.5),10,10,Efficient betting,Deterministic,0.7085139038972557,0.7143351236979166,0.0058212198006609706,0.008216098186134113,False,True
Bernoulli(0.5),10,10,Efficient betting,Uniformly randomized,0.5580612556742288,0.40399169921875,-0.15406955645547882,-0.27608000893976725,True,False
Bernoulli(0.5),10,11,STaR betting,Deterministic,0.9528160095214844,0.9528160095214844,0.0,0.0,False,False
Bernoulli(0.5),10,11,STaR betting,Uniformly randomized,0.8996009826660156,0.8996009826660156,0.0,0.0,False,False
Bernoulli(0.5),10,11,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,11,Efficient betting,Uniformly randomized,0.9308720688622231,0.9308738708496094,1.8019873863073244e-06,1.935805624242448e-06,False,True
Bernoulli(0.5),10,12,STaR betting,Deterministic,0.7810483130794046,0.7938678149929874,0.012819501913582831,0.016413199668839917,False,True
Bernoulli(0.5),10,12,STaR betting,Uniformly randomized,0.7570408822230583,0.780917787241739,0.023876905018680672,0.031539782829912655,False,True
Bernoulli(0.5),10,12,Efficient betting,Deterministic,0.83223025361076,0.8322330879925466,2.834381786609441e-06,3.405766342057248e-06,False,True
Bernoulli(0.5),10,12,Efficient betting,Uniformly randomized,0.7882367351473255,0.78823655742513,-1.77722195515706e-07,-2.2546804478995597e-07,True,False
Bernoulli(0.5),10,13,STaR betting,Deterministic,0.7658700228137225,0.7677719707339923,0.0019019479202697642,0.002483382119177646,False,True
Bernoulli(0.5),10,13,STaR betting,Uniformly randomized,0.7223303326781354,0.7435873976693856,0.02125706499125024,0.02942845403215566,False,True
Bernoulli(0.5),10,13,Efficient betting,Deterministic,0.8485331046395004,0.8485301711525052,-2.9334869952046816e-06,-3.4571273402894676e-06,True,False
Bernoulli(0.5),10,13,Efficient betting,Uniformly randomized,0.7351458133557122,0.7386833554828078,0.003537542127095672,0.004812027849206979,False,True
Bernoulli(0.5),10,14,STaR betting,Deterministic,0.6095662434895833,0.6903523763020833,0.08078613281250002,0.1325305226057527,False,True
Bernoulli(0.5),10,14,STaR betting,Uniformly randomized,0.6054484049479166,0.6879842122395833,0.08253580729166665,0.1363217850062166,False,True
Bernoulli(0.5),10,14,Efficient betting,Deterministic,0.688778389710933,0.7000854492187499,0.011307059507816963,0.016416106655962714,False,True
Bernoulli(0.5),10,14,Efficient betting,Uniformly randomized,0.6564214345832491,0.6863159179687499,0.029894483385500825,0.04554160149337649,False,True
Bernoulli(0.5),10,15,STaR betting,Deterministic,0.7776453180259808,0.791285268062033,0.013639950036052229,0.0175400657856164,False,True
Bernoulli(0.5),10,15,STaR betting,Uniformly randomized,0.7118789423907708,0.7457690438132245,0.033890101422453744,0.04760655134514491,False,True
Bernoulli(0.5),10,15,Efficient betting,Deterministic,0.8294475567527115,0.8294454290309748,-2.127721736688848e-06,-2.565227565476391e-06,True,False
Bernoulli(0.5),10,15,Efficient betting,Uniformly randomized,0.7098626472456657,0.7427203331763215,0.032857685930655744,0.04628738539511357,False,True
Bernoulli(0.5),10,16,STaR betting,Deterministic,0.8968612670898437,0.8968612670898437,0.0,0.0,False,False
Bernoulli(0.5),10,16,STaR betting,Uniformly randomized,0.7660232543945313,0.7567855834960937,-0.009237670898437633,-0.012059256485286607,True,False
Bernoulli(0.5),10,16,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,16,Efficient betting,Uniformly randomized,0.7967583527572744,0.7967575073242188,-8.454330555629497e-07,-1.0610909225716725e-06,True,False
Bernoulli(0.5),10,17,STaR betting,Deterministic,0.6590942382812501,0.7231648763020835,0.06407063802083335,0.09721013217762797,False,True
Bernoulli(0.5),10,17,STaR betting,Uniformly randomized,0.6401896158854168,0.6930297851562502,0.05284016927083346,0.08253831046252236,False,True
Bernoulli(0.5),10,17,Efficient betting,Deterministic,0.6889828280545771,0.7231648763020835,0.03418204824750637,0.049612336992524764,False,True
Bernoulli(0.5),10,17,Efficient betting,Uniformly randomized,0.6252867972999139,0.6930297851562502,0.06774298785633637,0.10833906640738489,False,True
Bernoulli(0.5),10,18,STaR betting,Deterministic,0.7594924926757811,0.7594924926757811,0.0,0.0,False,False
Bernoulli(0.5),10,18,STaR betting,Uniformly randomized,0.6669479370117187,0.6624252319335937,-0.004522705078125022,-0.006781196592929195,True,False
Bernoulli(0.5),10,18,Efficient betting,Deterministic,0.9417532570660114,0.9417556762695312,2.419203519732349e-06,2.568829469584699e-06,False,True
Bernoulli(0.5),10,18,Efficient betting,Uniformly randomized,0.6880063897023452,0.6705429077148438,-0.01746348198750136,-0.025382732266566066,True,False
Bernoulli(0.5),10,19,STaR betting,Deterministic,0.76417318692407,0.7868753594037605,0.02270217247969053,0.0297081510685695,False,True
Bernoulli(0.5),10,19,STaR betting,Uniformly randomized,0.6998705653255382,0.7341895373574645,0.034318972031926354,0.04903617001804217,False,True
Bernoulli(0.5),10,19,Efficient betting,Deterministic,0.8106605126522481,0.8106590316812514,-1.4809709967256168e-06,-1.8268695386458589e-06,True,False
Bernoulli(0.5),10,19,Efficient betting,Uniformly randomized,0.6897016777928664,0.7330707444631881,0.0433690666703217,0.06288090643640043,False,True
Bernoulli(0.5),10,20,STaR betting,Deterministic,0.762299208826157,0.7854302519153201,0.02313104308916314,0.030343784725661793,False,True
Bernoulli(0.5),10,20,STaR betting,Uniformly randomized,0.7305627837251852,0.7717436855086731,0.04118090178348788,0.056368737500566146,False,True
Bernoulli(0.5),10,20,Efficient betting,Deterministic,0.8094059680588543,0.8094097129493094,3.7448904550707596e-06,4.626714656064124e-06,False,True
Bernoulli(0.5),10,20,Efficient betting,Uniformly randomized,0.7524021589197218,0.7678652034751817,0.015463044555459882,0.02055156856229834,False,True
Bernoulli(0.5),10,21,STaR betting,Deterministic,0.6520955403645833,0.7231648763020833,0.07106933593749998,0.1089860787849668,False,True
Bernoulli(0.5),10,21,STaR betting,Uniformly randomized,0.6458780924479166,0.7173868815104166,0.07150878906250002,0.11071561320724999,False,True
Bernoulli(0.5),10,21,Efficient betting,Deterministic,0.695554603356868,0.7212117513020833,0.02565714794521523,0.036887323901515945,False,True
Bernoulli(0.5),10,21,Efficient betting,Uniformly randomized,0.6729786698706448,0.7165486653645833,0.043569995493938474,0.0647420155267524,False,True
Bernoulli(0.5),10,22,STaR betting,Deterministic,0.7688814403541493,0.786418518971931,0.017537078617781754,0.02280856019844113,False,True
Bernoulli(0.5),10,22,STaR betting,Uniformly randomized,0.6975117769734387,0.7224328886934439,0.024921111720005218,0.035728589168974256,False,True
Bernoulli(0.5),10,22,Efficient betting,Deterministic,0.8192054596729577,0.8192084740483463,3.014375388632473e-06,3.6796329334620737e-06,False,True
Bernoulli(0.5),10,22,Efficient betting,Uniformly randomized,0.6877845120616257,0.7224328886934439,0.03464837663181819,0.05037679102130421,False,True
Bernoulli(0.5),10,23,STaR betting,Deterministic,0.8764633178710937,0.8764633178710937,0.0,0.0,False,False
Bernoulli(0.5),10,23,STaR betting,Uniformly randomized,0.7900741577148438,0.8062789916992188,0.016204833984375,0.020510522747946514,False,True
Bernoulli(0.5),10,23,Efficient betting,Deterministic,0.9373485301621258,0.9373458862304689,-2.643931656942655e-06,-2.820649493640026e-06,True,False
Bernoulli(0.5),10,23,Efficient betting,Uniformly randomized,0.8011406227014959,0.8107925415039063,0.009651918802410453,0.012047721122745658,False,True
Bernoulli(0.5),10,24,STaR betting,Deterministic,0.7714453407368661,0.7817475586383272,0.01030221790146113,0.013354436610662157,False,True
Bernoulli(0.5),10,24,STaR betting,Uniformly randomized,0.7424219884045142,0.764779199741803,0.02235721133728874,0.030113886289029557,False,True
Bernoulli(0.5),10,24,Efficient betting,Deterministic,0.8275959775783122,0.8275994207554187,3.4431771065435157e-06,4.160456551050018e-06,False,True
Bernoulli(0.5),10,24,Efficient betting,Uniformly randomized,0.7735468675382435,0.7770672750306046,0.003520407492361044,0.004550994438855982,False,True
Bernoulli(0.5),10,25,STaR betting,Deterministic,0.9573593139648438,0.9573593139648438,0.0,0.0,False,False
Bernoulli(0.5),10,25,STaR betting,Uniformly randomized,0.9000015258789062,0.9000015258789062,0.0,0.0,False,False
Bernoulli(0.5),10,25,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,25,Efficient betting,Uniformly randomized,0.993989638518542,0.9939918518066406,2.2132880985736847e-06,2.226671197425034e-06,False,True
Bernoulli(0.5),10,26,STaR betting,Deterministic,0.67259521484375,0.7231648763020833,0.050569661458333304,0.07518587754163719,False,True
Bernoulli(0.5),10,26,STaR betting,Uniformly randomized,0.65037841796875,0.6859822591145833,0.03560384114583337,0.054743269706013065,False,True
Bernoulli(0.5),10,26,Efficient betting,Deterministic,0.7016396480612457,0.7233194986979166,0.021679850636670883,0.030898839164200886,False,True
Bernoulli(0.5),10,26,Efficient betting,Uniformly randomized,0.6341428509913385,0.6859822591145833,0.051839408123244834,0.08174720891705345,False,True
Bernoulli(0.5),10,27,STaR betting,Deterministic,0.8168533325195312,0.8168533325195312,0.0,0.0,False,False
Bernoulli(0.5),10,27,STaR betting,Uniformly randomized,0.7343063354492186,0.7369125366210936,0.0026062011718749334,0.0035492015335540916,False,True
Bernoulli(0.5),10,27,Efficient betting,Deterministic,0.934877650346607,0.9348739624023439,-3.6879442630866066e-06,-3.944841618253037e-06,True,False
Bernoulli(0.5),10,27,Efficient betting,Uniformly randomized,0.8090815227478743,0.8090805053710938,-1.0173767804877443e-06,-1.2574465636516763e-06,True,False
Bernoulli(0.5),10,28,STaR betting,Deterministic,0.7594924926757811,0.7594924926757811,0.0,0.0,False,False
Bernoulli(0.5),10,28,STaR betting,Uniformly randomized,0.6722488403320314,0.6710952758789063,-0.0011535644531250888,-0.0017159783459876898,True,False
Bernoulli(0.5),10,28,Efficient betting,Deterministic,0.9417532570660114,0.9417556762695312,2.419203519732349e-06,2.568829469584699e-06,False,True
Bernoulli(0.5),10,28,Efficient betting,Uniformly randomized,0.7050786595791578,0.7050735473632813,-5.112215876512671e-06,-7.250561064431338e-06,True,False
Bernoulli(0.5),10,29,STaR betting,Deterministic,0.8752365112304688,0.8752365112304688,0.0,0.0,False,False
Bernoulli(0.5),10,29,STaR betting,Uniformly randomized,0.7109298706054688,0.7180435180664062,0.007113647460937456,0.010006116995589176,False,True
Bernoulli(0.5),10,29,Efficient betting,Deterministic,0.9295188919641078,0.9295181274414063,-7.645227014796419e-07,-8.224929133326953e-07,True,False
Bernoulli(0.5),10,29,Efficient betting,Uniformly randomized,0.7366233896464109,0.7366256713867189,2.2817403079189447e-06,3.0975670064492533e-06,False,True
Bernoulli(0.5),10,30,STaR betting,Deterministic,0.8531417846679686,0.8531417846679686,0.0,0.0,False,False
Bernoulli(0.5),10,30,STaR betting,Uniformly randomized,0.7968307495117188,0.7968307495117188,0.0,0.0,False,False
Bernoulli(0.5),10,30,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,30,Efficient betting,Uniformly randomized,0.8990643247961998,0.8990646362304688,3.1143426904023386e-07,3.463982058971027e-07,False,True
Bernoulli(0.5),10,31,STaR betting,Deterministic,0.768760237790603,0.768760237790603,0.0,0.0,False,False
Bernoulli(0.5),10,31,STaR betting,Uniformly randomized,0.7136503644733748,0.7280175298907068,0.014367165417331962,0.020131938737163013,False,True
Bernoulli(0.5),10,31,Efficient betting,Deterministic,0.8616650993935764,0.861666664386133,1.5649925566574296e-06,1.816242247487665e-06,False,True
Bernoulli(0.5),10,31,Efficient betting,Uniformly randomized,0.724144805688411,0.7272530214129512,0.003108215724540231,0.004292257156474966,False,True
Bernoulli(0.5),10,32,STaR betting,Deterministic,0.9259986877441406,0.9259986877441406,0.0,0.0,False,False
Bernoulli(0.5),10,32,STaR betting,Uniformly randomized,0.8594017028808594,0.8624992370605469,0.0030975341796875,0.0036042914149507777,False,True
Bernoulli(0.5),10,32,Efficient betting,Deterministic,0.9796894979663193,0.9796867370605469,-2.760905772447586e-06,-2.8181436855234665e-06,True,False
Bernoulli(0.5),10,32,Efficient betting,Uniformly randomized,0.876983490306884,0.8769798278808594,-3.6624260246753693e-06,-4.17616302372803e-06,True,False
Bernoulli(0.5),10,33,STaR betting,Deterministic,0.7583927569703088,0.7856446872200565,0.027251930249747702,0.03593379551594866,False,True
Bernoulli(0.5),10,33,STaR betting,Uniformly randomized,0.704765284237997,0.7512511289951782,0.046485844757181205,0.06595932829955209,False,True
Bernoulli(0.5),10,33,Efficient betting,Deterministic,0.8040665737353265,0.8046175500521593,0.000550976316832763,0.0006852371866090667,False,True
Bernoulli(0.5),10,33,Efficient betting,Uniformly randomized,0.7027063476853073,0.7475311426217095,0.044824794936402235,0.06378880037736057,False,True
Bernoulli(0.5),10,34,STaR betting,Deterministic,0.67503662109375,0.7231648763020835,0.048128255208333526,0.07129725070375015,False,True
Bernoulli(0.5),10,34,STaR betting,Uniformly randomized,0.6706583658854168,0.7171508789062502,0.04649251302083335,0.06932369054914123,False,True
Bernoulli(0.5),10,34,Efficient betting,Deterministic,0.6998131196014583,0.7211385091145834,0.021325389513125126,0.030472977593317907,False,True
Bernoulli(0.5),10,34,Efficient betting,Uniformly randomized,0.6828669500537217,0.7158650716145836,0.032998121560861904,0.048322914966474784,False,True
Bernoulli(0.5),10,35,STaR betting,Deterministic,0.6799682617187501,0.7231648763020835,0.04319661458333335,0.0635273982849518,False,True
Bernoulli(0.5),10,35,STaR betting,Uniformly randomized,0.6424194335937501,0.6335408528645834,-0.008878580729166696,-0.013820535719941018,True,False
Bernoulli(0.5),10,35,Efficient betting,Deterministic,0.7075634035281837,0.7213012695312502,0.013737866003066479,0.01941573848303091,False,True
Bernoulli(0.5),10,35,Efficient betting,Uniformly randomized,0.6182982469908893,0.6335408528645834,0.015242605873694082,0.024652513488233607,False,True
Bernoulli(0.5),10,36,STaR betting,Deterministic,0.7569290029336306,0.7841063469904266,0.02717734405679595,0.03590474661621457,False,True
Bernoulli(0.5),10,36,STaR betting,Uniformly randomized,0.7067791114476943,0.7563882530347305,0.04960914158703611,0.07019044675135033,False,True
Bernoulli(0.5),10,36,Efficient betting,Deterministic,0.8038057298399508,0.803806425203809,6.953638581608246e-07,8.650894518513752e-07,False,True
Bernoulli(0.5),10,36,Efficient betting,Uniformly randomized,0.710918094497174,0.7529106717883548,0.04199257729118078,0.05906809464581397,False,True
Bernoulli(0.5),10,37,STaR betting,Deterministic,0.7726200732758561,0.7823442481819413,0.009724174906085126,0.012585972384661526,False,True
Bernoulli(0.5),10,37,STaR betting,Uniformly randomized,0.7323901454525031,0.7562577271970649,0.023867581744561717,0.03258861672669733,False,True
Bernoulli(0.5),10,37,Efficient betting,Deterministic,0.8172376374714077,0.8172412632092437,3.625737836077114e-06,4.436577159205868e-06,False,True
Bernoulli(0.5),10,37,Efficient betting,Uniformly randomized,0.7405087775550783,0.7551202877545506,0.014611510199472377,0.01973171776263727,False,True
Bernoulli(0.5),10,38,STaR betting,Deterministic,0.8580612182617187,0.8580612182617187,0.0,0.0,False,False
Bernoulli(0.5),10,38,STaR betting,Uniformly randomized,0.7681289672851562,0.7681289672851562,0.0,0.0,False,False
Bernoulli(0.5),10,38,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,38,Efficient betting,Uniformly randomized,0.8379145571961999,0.8379196166992187,5.059503018767231e-06,6.038208759218122e-06,False,True
Bernoulli(0.5),10,39,STaR betting,Deterministic,0.8289596557617187,0.8289596557617187,0.0,0.0,False,False
Bernoulli(0.5),10,39,STaR betting,Uniformly randomized,0.6567276000976563,0.6691024780273438,0.0123748779296875,0.01884324326836162,False,True
Bernoulli(0.5),10,39,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,39,Efficient betting,Uniformly randomized,0.6700186338275671,0.6785507202148438,0.00853208638727665,0.012734103137603814,False,True
Bernoulli(0.5),10,40,STaR betting,Deterministic,0.8870834350585937,0.8870834350585937,0.0,0.0,False,False
Bernoulli(0.5),10,40,STaR betting,Uniformly randomized,0.7168838500976563,0.7141555786132813,-0.0027282714843750444,-0.003805737127434816,True,False
Bernoulli(0.5),10,40,Efficient betting,Deterministic,1.0,1.0,0.0,0.0,False,False
Bernoulli(0.5),10,40,Efficient betting,Uniformly randomized,0.7423519920557737,0.7423538208007814,1.8287450076481804e-06,2.4634472961526654e-06,False,True
Bernoulli(0.5),10,41,STaR betting,Deterministic,0.8668685913085937,0.8668685913085937,0.0,0.0,False,False
Bernoulli(0.5),10,41,STaR betting,Uniformly randomized,0.7287002563476562,0.7287002563476562,0.0,0.0,False,False
Bernoulli(0.5),10,41,Efficient betting,Deterministic,0.9240728239528835,0.9240707397460939,-2.0842067895987526e-06,-2.2554572924882166e-06,True,False
Bernoulli(0.5),10,41,Efficient betting,Uniformly randomized,0.7732732510194182,0.7732742309570313,9.799376130548154e-07,1.267259163162393e-06,False,True
Bernoulli(0.5),10,42,STaR betting,Deterministic,0.8423599243164063,0.8459121704101562,0.0035522460937499334,0.004217016967696718,False,True
Bernoulli(0.5),10,42,STaR betting,Uniformly randomized,0.8201217651367188,0.8311630249023437,0.011041259765624978,0.013462951765198294,False,True
Bernoulli(0.5),10,42,Efficient betting,Deterministic,0.8872551242820919,0.8872573852539063,2.260971814438406e-06,2.5482769865359245e-06,False,True
Bernoulli(0.5),10,42,Efficient betting,Uniformly randomized,0.8479951447807252,0.8479995727539062,4.427973181009293e-06,5.221696383728158e-06,False,True
Bernoulli(0.5),10,43,STaR betting,Deterministic,0.8764633178710938,0.8764633178710938,0.0,0.0,False,False
Bernoulli(0.5),10,43,STaR betting,Uniformly randomized,0.7284957885742187,0.7165756225585938,-0.011920166015624956,-0.016362710948480075,True,False
Bernoulli(0.5),10,43,Efficient betting,Deterministic,0.9373485301621258,0.9373458862304688,-2.6439316570536775e-06,-2.8206494937510485e-06,True,False
Bernoulli(0.5),10,43,Efficient betting,Uniformly randomized,0.711617502849549,0.7146438598632813,0.003026357013732217,0.004252786084678384,False,True
Bernoulli(0.5),10,44,STaR betting,Deterministic,0.7545329214850555,0.7800973391192697,0.025564417634214243,0.033881116259180555,False,True
Bernoulli(0.5),10,44,STaR betting,Uniformly randomized,0.6940435190011821,0.7484168536630116,0.054373334661829476,0.07834283178680157,False,True
