distribution,n,rep,method,calibration,width_c1,width_c05,difference_c05_minus_c1,relative_change,c05_narrower,c05_wider
Bernoulli(0.5),50,58,Efficient betting,Uniformly randomized,0.3557730130851269,0.35768015629305216,0.0019071432079252881,0.0053605617564618235,False,True
Bernoulli(0.5),50,59,STaR betting,Deterministic,0.3692975725446429,0.3798610142299107,0.010563441685267794,0.02860414600746064,False,True
Bernoulli(0.5),50,59,STaR betting,Uniformly randomized,0.36328125,0.37451171875,0.01123046875,0.03091397849462374,False,True
Bernoulli(0.5),50,59,Efficient betting,Deterministic,0.39883672539144754,0.4006391252790178,0.0018023998875702496,0.004519142227439765,False,True
Bernoulli(0.5),50,59,Efficient betting,Uniformly randomized,0.381585362367332,0.39123099190848226,0.00964562954115028,0.02527777659318331,False,True
"Uniform(0,1)",50,50,STaR betting,Deterministic,0.23349303282651157,0.2558737481989559,0.02238071537244435,0.09585174812934794,False,True
"Uniform(0,1)",50,50,STaR betting,Uniformly randomized,0.22505109442136095,0.23806521731825725,0.013014122896896296,0.05782741439386241,False,True
"Uniform(0,1)",50,50,Efficient betting,Deterministic,0.2499774657189846,0.2678252852027986,0.017847819483813976,0.07139771351981716,False,True
"Uniform(0,1)",50,50,Efficient betting,Uniformly randomized,0.2190917618572712,0.23463735609595393,0.015545594238682736,0.07095471827375244,False,True
"Uniform(0,1)",50,51,STaR betting,Deterministic,0.20813613837065714,0.2472496205976238,0.039113482226966645,0.1879225901525654,False,True
"Uniform(0,1)",50,51,STaR betting,Uniformly randomized,0.20056738749977537,0.2308288592475375,0.030261471747762114,0.15087932352808853,False,True
"Uniform(0,1)",50,51,Efficient betting,Deterministic,0.2251860834658146,0.24361409425559133,0.01842801078977674,0.08183458989184955,False,True
"Uniform(0,1)",50,51,Efficient betting,Uniformly randomized,0.19854610227048397,0.22996057286932248,0.031414470598838506,0.15822255002539332,False,True
"Uniform(0,1)",50,52,STaR betting,Deterministic,0.2122353570088809,0.24088098125538954,0.028645624246508627,0.13497102768465652,False,True
"Uniform(0,1)",50,52,STaR betting,Uniformly randomized,0.18399730682229865,0.20203893775245435,0.018041630930155705,0.09805377720870667,False,True
"Uniform(0,1)",50,52,Efficient betting,Deterministic,0.230671938508749,0.25056852191676326,0.019896583408014257,0.08625489314669976,False,True
"Uniform(0,1)",50,52,Efficient betting,Uniformly randomized,0.18719214014708996,0.20152770323798003,0.014335563090890069,0.07658207807029505,False,True
"Uniform(0,1)",50,53,STaR betting,Deterministic,0.24191069927632647,0.26696437333860623,0.025053674062279763,0.10356579571398705,False,True
"Uniform(0,1)",50,53,STaR betting,Uniformly randomized,0.23382361875632962,0.238788995479429,0.0049653767230993795,0.02123556529280246,False,True
"Uniform(0,1)",50,53,Efficient betting,Deterministic,0.2570190755650401,0.2729062830443246,0.015887207479284515,0.06181333990233018,False,True
"Uniform(0,1)",50,53,Efficient betting,Uniformly randomized,0.2291460894048214,0.23789517430681295,0.008749084901991555,0.038181253386065706,False,True
"Uniform(0,1)",50,54,STaR betting,Deterministic,0.2138483062765239,0.23944691558633935,0.025598609309815445,0.11970452212380067,False,True
"Uniform(0,1)",50,54,STaR betting,Uniformly randomized,0.19782060305557858,0.21102388187384952,0.013203278818270936,0.06674369916141343,False,True
"Uniform(0,1)",50,54,Efficient betting,Deterministic,0.23276785388588905,0.2511044557291081,0.018336601843219058,0.07877634964237079,False,True
"Uniform(0,1)",50,54,Efficient betting,Uniformly randomized,0.19854401424527168,0.2082039837923334,0.00965996954706172,0.048654045722719585,False,True
"Uniform(0,1)",50,55,STaR betting,Deterministic,0.2063369960526249,0.24140543558999983,0.03506843953737493,0.16995711001061076,False,True
"Uniform(0,1)",50,55,STaR betting,Uniformly randomized,0.20365696896602858,0.2153806619235641,0.011723692957535503,0.057565881575557976,False,True
"Uniform(0,1)",50,55,Efficient betting,Deterministic,0.22673906665295362,0.24333961684058153,0.016600550187627905,0.0732143359002031,False,True
"Uniform(0,1)",50,55,Efficient betting,Uniformly randomized,0.20546748954802752,0.21554260398581798,0.010075114437790467,0.04903507829853271,False,True
"Uniform(0,1)",50,56,STaR betting,Deterministic,0.21993619166334744,0.2506397992906668,0.030703607627319385,0.13960234282094364,False,True
"Uniform(0,1)",50,56,STaR betting,Uniformly randomized,0.21087005993102298,0.23489812003583532,0.024028060104812343,0.11394723420039843,False,True
"Uniform(0,1)",50,56,Efficient betting,Deterministic,0.24472392816096544,0.260136138406353,0.015412210245387581,0.06297794564351022,False,True
"Uniform(0,1)",50,56,Efficient betting,Uniformly randomized,0.21301514841616154,0.23264686435358384,0.0196317159374223,0.09216112602033544,False,True
"Uniform(0,1)",50,57,STaR betting,Deterministic,0.24011373014125265,0.26144048116852264,0.021326751027269997,0.08881937328083667,False,True
"Uniform(0,1)",50,57,STaR betting,Uniformly randomized,0.23873321540995135,0.2596300125058968,0.02089679709594544,0.08753200538124362,False,True
"Uniform(0,1)",50,57,Efficient betting,Deterministic,0.27335459366440773,0.28105777680618893,0.0077031831417812,0.02818018544527634,False,True
"Uniform(0,1)",50,57,Efficient betting,Uniformly randomized,0.2588104857131839,0.2720132037448303,0.01320271803164641,0.05101307234621788,False,True
"Uniform(0,1)",50,58,STaR betting,Deterministic,0.23526447987716237,0.2574970871907948,0.022232607313632413,0.09450048441328929,False,True
"Uniform(0,1)",50,58,STaR betting,Uniformly randomized,0.227311046842277,0.2381524931538216,0.0108414463115446,0.047694322216847995,False,True
"Uniform(0,1)",50,58,Efficient betting,Deterministic,0.2522599147632718,0.2677834557416445,0.015523540978372719,0.061537882437407765,False,True
"Uniform(0,1)",50,58,Efficient betting,Uniformly randomized,0.22240736428648233,0.23160686603374225,0.00919950174725992,0.04136329647524639,False,True
"Uniform(0,1)",50,59,STaR betting,Deterministic,0.2091097303363521,0.24090227211324888,0.03179254177689678,0.15203760114729525,False,True
"Uniform(0,1)",50,59,STaR betting,Uniformly randomized,0.19082529757248418,0.1982305694556597,0.007405271883175524,0.03880655226209018,False,True
"Uniform(0,1)",50,59,Efficient betting,Deterministic,0.22960684821009636,0.24806675773950793,0.018459909529411567,0.08039790482433817,False,True
"Uniform(0,1)",50,59,Efficient betting,Uniformly randomized,0.18328129686415195,0.1961554297142319,0.012874132850079933,0.07024248011308121,False,True
"Beta(0.5,0.5)",50,50,STaR betting,Deterministic,0.2790884189118936,0.29172748753950883,0.012639068627615213,0.04528696918665509,False,True
"Beta(0.5,0.5)",50,50,STaR betting,Uniformly randomized,0.27846916806204836,0.29039689212368713,0.011927724061638778,0.04283319458540946,False,True
"Beta(0.5,0.5)",50,50,Efficient betting,Deterministic,0.284747208468616,0.3020610376184687,0.01731382914985269,0.06080421031330663,False,True
"Beta(0.5,0.5)",50,50,Efficient betting,Uniformly randomized,0.2760180225595832,0.2955223837731772,0.019504361213594,0.0706633611556422,False,True
"Beta(0.5,0.5)",50,51,STaR betting,Deterministic,0.27460460896833394,0.29487649853821185,0.02027188956987791,0.07382210242587584,False,True
"Beta(0.5,0.5)",50,51,STaR betting,Uniformly randomized,0.26728280629470924,0.28370579029414145,0.016422983999432206,0.061444221673294,False,True
"Beta(0.5,0.5)",50,51,Efficient betting,Deterministic,0.29555606935173273,0.31127579696490293,0.015719727613170198,0.05318695585460165,False,True
"Beta(0.5,0.5)",50,51,Efficient betting,Uniformly randomized,0.2720908308401704,0.2895946158169232,0.017503784976752812,0.06433066826509393,False,True
"Beta(0.5,0.5)",50,52,STaR betting,Deterministic,0.2673839271743611,0.28081712056488234,0.013433193390521236,0.050239345096317,False,True
"Beta(0.5,0.5)",50,52,STaR betting,Uniformly randomized,0.2501912946209234,0.2561859924308704,0.005994697809947047,0.023960457213469066,False,True
"Beta(0.5,0.5)",50,52,Efficient betting,Deterministic,0.2961725052446127,0.29790772886472106,0.0017352236201083615,0.005858827505528241,False,True
"Beta(0.5,0.5)",50,52,Efficient betting,Uniformly randomized,0.2453425843268633,0.25744119991454173,0.01209861558767844,0.04931314969585454,False,True
"Beta(0.5,0.5)",50,53,STaR betting,Deterministic,0.2747446304089124,0.29310153502458824,0.01835690461567585,0.06681442541153437,False,True
"Beta(0.5,0.5)",50,53,STaR betting,Uniformly randomized,0.26679170573877703,0.28341053370472735,0.016618827965950322,0.062291396653171294,False,True
"Beta(0.5,0.5)",50,53,Efficient betting,Deterministic,0.30164581909775734,0.31446947383626744,0.012823654738510104,0.04251229066216311,False,True
"Beta(0.5,0.5)",50,53,Efficient betting,Uniformly randomized,0.26478016935288906,0.2792152817913932,0.01443511243850415,0.05451734725369706,False,True
"Beta(0.5,0.5)",50,54,STaR betting,Deterministic,0.2924458432022016,0.31479871052468295,0.022352867322481318,0.07643421112683146,False,True
"Beta(0.5,0.5)",50,54,STaR betting,Uniformly randomized,0.2835000248275827,0.30148175374247316,0.01798172891489047,0.06342760966538363,False,True
"Beta(0.5,0.5)",50,54,Efficient betting,Deterministic,0.30786336679011583,0.3152491713529461,0.007385804562830278,0.0239905274857386,False,True
"Beta(0.5,0.5)",50,54,Efficient betting,Uniformly randomized,0.28811880480498075,0.295181975640541,0.00706317083556024,0.02451478597636525,False,True
"Beta(0.5,0.5)",50,55,STaR betting,Deterministic,0.2578880286457226,0.2726643847604391,0.014776356114716505,0.057297565118913374,False,True
"Beta(0.5,0.5)",50,55,STaR betting,Uniformly randomized,0.25711833169348386,0.26362272728196723,0.006504395588483369,0.025297284505709117,False,True
"Beta(0.5,0.5)",50,55,Efficient betting,Deterministic,0.26895420253276825,0.2903004844921685,0.02134628195940025,0.0793677204460097,False,True
"Beta(0.5,0.5)",50,55,Efficient betting,Uniformly randomized,0.2554869679734111,0.26080253331072123,0.005315565337310146,0.020805622218129427,False,True
"Beta(0.5,0.5)",50,56,STaR betting,Deterministic,0.2354417817575417,0.2605626851484351,0.0251209033908934,0.10669687938720651,False,True
"Beta(0.5,0.5)",50,56,STaR betting,Uniformly randomized,0.21770579768066084,0.21808272720984084,0.00037692952918000344,0.0017313711127384668,False,True
"Beta(0.5,0.5)",50,56,Efficient betting,Deterministic,0.27095753885805607,0.28900056839611366,0.018043029538057587,0.06658987830380902,False,True
"Beta(0.5,0.5)",50,56,Efficient betting,Uniformly randomized,0.21615878958255053,0.210874674828751,-0.005284114753799529,-0.02444552342287032,True,False
"Beta(0.5,0.5)",50,57,STaR betting,Deterministic,0.27834079788966803,0.2943595320969786,0.016018734207310592,0.05755079502811622,False,True
"Beta(0.5,0.5)",50,57,STaR betting,Uniformly randomized,0.2624255722448876,0.2723122082780661,0.00988663603317852,0.03767405725213635,False,True
"Beta(0.5,0.5)",50,57,Efficient betting,Deterministic,0.2907582800835371,0.29738637339520735,0.006628093311670247,0.022795888425829025,False,True
"Beta(0.5,0.5)",50,57,Efficient betting,Uniformly randomized,0.2547377459704876,0.26740339311565364,0.012665647145166048,0.0497203392332497,False,True
"Beta(0.5,0.5)",50,58,STaR betting,Deterministic,0.2672642164819561,0.28447557931757267,0.017211362835616584,0.06439830614877162,False,True
"Beta(0.5,0.5)",50,58,STaR betting,Uniformly randomized,0.2624198981226936,0.2757173689841706,0.013297470861476979,0.050672494565407566,False,True
"Beta(0.5,0.5)",50,58,Efficient betting,Deterministic,0.29855115711688995,0.31414855455721136,0.015597397440321403,0.05224363419303257,False,True
"Beta(0.5,0.5)",50,58,Efficient betting,Uniformly randomized,0.28276046086102724,0.2963545312640261,0.01359407040299887,0.048076277572910664,False,True
"Beta(0.5,0.5)",50,59,STaR betting,Deterministic,0.26273405813422535,0.2798426313584762,0.017108573224250856,0.06511745506366906,False,True
"Beta(0.5,0.5)",50,59,STaR betting,Uniformly randomized,0.2560156367745433,0.27007449962878105,0.014058862854237741,0.05491407880925059,False,True
"Beta(0.5,0.5)",50,59,Efficient betting,Deterministic,0.2919641602784395,0.3056353303492193,0.013671170070779781,0.046824822806134536,False,True
"Beta(0.5,0.5)",50,59,Efficient betting,Uniformly randomized,0.25199109595268965,0.2631145170516723,0.011123421098982678,0.04414211961311154,False,True
Bernoulli(0.1),50,50,STaR betting,Deterministic,0.29987060546875,0.30071393694196424,0.0008433314732142483,0.0028123179059047487,False,True
Bernoulli(0.1),50,50,STaR betting,Uniformly randomized,0.29970947265625003,0.29338762555803577,-0.006321847098214262,-0.021093250881212722,True,False
Bernoulli(0.1),50,50,Efficient betting,Deterministic,0.2757590967230499,0.30071393694196424,0.024954840218914365,0.09049507528658962,False,True
Bernoulli(0.1),50,50,Efficient betting,Uniformly randomized,0.2747522392310202,0.29338762555803577,0.018635386327015557,0.06782614903948558,False,True
Bernoulli(0.1),50,51,STaR betting,Deterministic,0.27696463448660713,0.30071393694196424,0.023749302455357113,0.0857485017875288,False,True
Bernoulli(0.1),50,51,STaR betting,Uniformly randomized,0.2768955775669643,0.29924490792410713,0.022349330357142816,0.08071393033259211,False,True
Bernoulli(0.1),50,51,Efficient betting,Deterministic,0.26200206438079476,0.30071393694196424,0.03871187256116948,0.14775407458204404,False,True
Bernoulli(0.1),50,51,Efficient betting,Uniformly randomized,0.26160181360319257,0.29924490792410713,0.03764309432091456,0.14389462290966004,False,True
Bernoulli(0.1),50,52,STaR betting,Deterministic,0.3208001540730328,0.2772354167567585,-0.043564737316274305,-0.13580023813316633,True,False
Bernoulli(0.1),50,52,STaR betting,Uniformly randomized,0.30721677402290376,0.2570135284530571,-0.05020324556984668,-0.16341310050376323,True,False
Bernoulli(0.1),50,52,Efficient betting,Deterministic,0.28747770143672824,0.2772354167567585,-0.010242284679969738,-0.03562810134066685,True,False
Bernoulli(0.1),50,52,Efficient betting,Uniformly randomized,0.27570716571062803,0.2590484405624321,-0.01665872514819594,-0.06042180697501465,True,False
Bernoulli(0.1),50,53,STaR betting,Deterministic,0.3353679366958684,0.3287675346675074,-0.0066004020283609854,-0.019681076531614328,True,False
Bernoulli(0.1),50,53,STaR betting,Uniformly randomized,0.33466796248727987,0.2993087955704952,-0.035359166916784646,-0.10565447213408896,True,False
Bernoulli(0.1),50,53,Efficient betting,Deterministic,0.3322165706194937,0.3464120224347772,0.014195451815283477,0.04272951162193017,False,True
Bernoulli(0.1),50,53,Efficient betting,Uniformly randomized,0.3293950133956969,0.3182026859513546,-0.011192327444342287,-0.03397843619113061,True,False
Bernoulli(0.1),50,54,STaR betting,Deterministic,0.2674368451460556,0.29603758581862655,0.028600740672570957,0.10694390541793597,False,True
Bernoulli(0.1),50,54,STaR betting,Uniformly randomized,0.25470881311114374,0.20815256484573721,-0.046556248265406525,-0.18278224336545212,True,False
Bernoulli(0.1),50,54,Efficient betting,Deterministic,0.2599001214839518,0.3009448781177646,0.041044756633812796,0.15792511523064912,False,True
Bernoulli(0.1),50,54,Efficient betting,Uniformly randomized,0.23546721134334803,0.21413828261917472,-0.0213289287241733,-0.09058131109843737,True,False
Bernoulli(0.1),50,55,STaR betting,Deterministic,0.10742041015625,0.19263564453125004,0.08521523437500003,0.7932871811888347,False,True
Bernoulli(0.1),50,55,STaR betting,Uniformly randomized,0.10734130859375002,0.19248095703125004,0.08513964843750002,0.7931676029749586,False,True
Bernoulli(0.1),50,55,Efficient betting,Deterministic,0.10846098093315959,0.19208896484375002,0.08362798391059043,0.7710421129431533,False,True
Bernoulli(0.1),50,55,Efficient betting,Uniformly randomized,0.1072949874214828,0.19113798828125003,0.08384300085976723,0.7814251427274042,False,True
Bernoulli(0.1),50,56,STaR betting,Deterministic,0.30863252476980224,0.2987452338692322,-0.009887290900570056,-0.03203580344600632,True,False
Bernoulli(0.1),50,56,STaR betting,Uniformly randomized,0.28392152011610233,0.2735894826542153,-0.010332037461887045,-0.03639046965394532,True,False
Bernoulli(0.1),50,56,Efficient betting,Deterministic,0.29912193585187197,0.3088086326874911,0.009686696835619124,0.03238377288523586,False,True
Bernoulli(0.1),50,56,Efficient betting,Uniformly randomized,0.2602135380730033,0.269795562497283,0.00958202442427969,0.036823696780877935,False,True
Bernoulli(0.1),50,57,STaR betting,Deterministic,0.30312522046745516,0.2772354167567585,-0.025889803710696657,-0.08540959960629968,True,False
Bernoulli(0.1),50,57,STaR betting,Uniformly randomized,0.30312332807627684,0.27654658636784735,-0.026576741708429497,-0.08767633252476636,True,False
Bernoulli(0.1),50,57,Efficient betting,Deterministic,0.2730612079612911,0.2772354167567585,0.004174208795467427,0.015286714750266439,False,True
Bernoulli(0.1),50,57,Efficient betting,Uniformly randomized,0.27304258244112134,0.27654658636784735,0.003504003926726007,0.012833177504397497,False,True
Bernoulli(0.1),50,58,STaR betting,Deterministic,0.30929164341517856,0.30071393694196424,-0.00857770647321432,-0.027733392271772517,True,False
Bernoulli(0.1),50,58,STaR betting,Uniformly randomized,0.30928955078125003,0.3005381556919643,-0.00875139508928574,-0.028295152769242105,True,False
Bernoulli(0.1),50,58,Efficient betting,Deterministic,0.28551781037822366,0.30071393694196424,0.015196126563740586,0.053223042526175046,False,True
Bernoulli(0.1),50,58,Efficient betting,Uniformly randomized,0.285498337354511,0.3005381556919643,0.01503981833745327,0.05267918011998063,False,True
Bernoulli(0.1),50,59,STaR betting,Deterministic,0.26052944291392066,0.25369275069946684,-0.006836692214453821,-0.026241533924105,True,False
Bernoulli(0.1),50,59,STaR betting,Uniformly randomized,0.2605178468767263,0.23127429764925975,-0.029243549227466553,-0.11225161568798092,True,False
Bernoulli(0.1),50,59,Efficient betting,Deterministic,0.23412068141624331,0.25269383492400865,0.01857315350776534,0.0793315370321519,False,True
Bernoulli(0.1),50,59,Efficient betting,Uniformly randomized,0.2339708493091166,0.23127429764925975,-0.002696551659856855,-0.011525160795968326,True,False
"Beta(50,50)",50,50,STaR betting,Deterministic,0.10748535156249994,0.18564843749999999,0.07816308593750004,0.7271975650751836,False,True
"Beta(50,50)",50,50,STaR betting,Uniformly randomized,0.08867797851562498,0.15434777832031243,0.06566979980468746,0.7405423635487642,False,True
"Beta(50,50)",50,50,Efficient betting,Deterministic,0.110702995210886,0.18649999999999994,0.07579700478911394,0.6846879313854413,False,True
"Beta(50,50)",50,50,Efficient betting,Uniformly randomized,0.08955179620534182,0.15460681152343758,0.06505501531809577,0.726451261445666,False,True
"Beta(50,50)",50,51,STaR betting,Deterministic,0.10833374023437492,0.1858427734375,0.07750903320312508,0.7154653115034886,False,True
"Beta(50,50)",50,51,STaR betting,Uniformly randomized,0.10235839843749989,0.17616992187499997,0.07381152343750008,0.7211086199494363,False,True
"Beta(50,50)",50,51,Efficient betting,Deterministic,0.10939161665737629,0.1863066406249999,0.07691502396762362,0.7031162562349538,False,True
"Beta(50,50)",50,51,Efficient betting,Uniformly randomized,0.10337730217725039,0.1765839843749999,0.0732066821977495,0.7081504416920221,False,True
"Beta(50,50)",50,52,STaR betting,Deterministic,0.10677978515624997,0.18510937499999996,0.07832958984374999,0.7335619727004596,False,True
"Beta(50,50)",50,52,STaR betting,Uniformly randomized,0.08622924804687493,0.15131457519531244,0.06508532714843751,0.7547940939141276,False,True
"Beta(50,50)",50,52,Efficient betting,Deterministic,0.1078876843675971,0.18554394531249996,0.07765626094490286,0.7197880036085571,False,True
"Beta(50,50)",50,52,Efficient betting,Uniformly randomized,0.08701162319630384,0.15158044433593743,0.06456882113963358,0.7420712172437256,False,True
"Beta(50,50)",50,53,STaR betting,Deterministic,0.10890624999999987,0.1864296875,0.07752343750000013,0.7118364418938328,False,True
"Beta(50,50)",50,53,STaR betting,Uniformly randomized,0.106348876953125,0.18139746093749998,0.07504858398437497,0.7056829007931495,False,True
"Beta(50,50)",50,53,Efficient betting,Deterministic,0.11003263853490353,0.18708105468750003,0.0770484161525965,0.7002323781243864,False,True
"Beta(50,50)",50,53,Efficient betting,Uniformly randomized,0.10743516869843006,0.18178808593749995,0.0743529172390699,0.6920724204173601,False,True
"Beta(50,50)",50,54,STaR betting,Deterministic,0.10598388671874992,0.18539257812499987,0.07940869140624995,0.749252493607611,False,True
"Beta(50,50)",50,54,STaR betting,Uniformly randomized,0.08648803710937503,0.15101721191406248,0.06452917480468745,0.7461052067013867,False,True
"Beta(50,50)",50,54,Efficient betting,Deterministic,0.1090177046135068,0.18561132812500003,0.07659362351149324,0.7025796753200364,False,True
"Beta(50,50)",50,54,Efficient betting,Uniformly randomized,0.08726185653358698,0.1513133544921874,0.06405149795860043,0.7340148434035103,False,True
"Beta(50,50)",50,55,STaR betting,Deterministic,0.10893310546875007,0.18649609375000004,0.07756298828124997,0.7120240256393009,False,True
"Beta(50,50)",50,55,STaR betting,Uniformly randomized,0.1030908203125,0.1759697265625001,0.0728789062500001,0.7069388528394838,False,True
"Beta(50,50)",50,55,Efficient betting,Deterministic,0.11002272367477417,0.18713378906250006,0.07711106538772589,0.7008649014694932,False,True
"Beta(50,50)",50,55,Efficient betting,Uniformly randomized,0.10409531090408564,0.17637890625000008,0.07228359534591444,0.6943981887187713,False,True
"Beta(50,50)",50,56,STaR betting,Deterministic,0.10669067382812503,0.18512597656250002,0.07843530273437499,0.7351655015388838,False,True
"Beta(50,50)",50,56,STaR betting,Uniformly randomized,0.08230590820312489,0.14441760253906255,0.06211169433593766,0.7546444197256241,False,True
"Beta(50,50)",50,56,Efficient betting,Deterministic,0.108343037776649,0.18589160156250006,0.07754856378585107,0.7157687782921385,False,True
"Beta(50,50)",50,56,Efficient betting,Uniformly randomized,0.08301636204123497,0.1447557373046875,0.06173937526345252,0.7437012866546238,False,True
"Beta(50,50)",50,57,STaR betting,Deterministic,0.10691772460937499,0.18518261718750006,0.07826489257812508,0.7320104581730174,False,True
"Beta(50,50)",50,57,STaR betting,Uniformly randomized,0.09003295898437491,0.15760095214843756,0.06756799316406265,0.7504806453799766,False,True
"Beta(50,50)",50,57,Efficient betting,Deterministic,0.10846787039190531,0.18562207031250005,0.07715419992059475,0.7113092535312888,False,True
"Beta(50,50)",50,57,Efficient betting,Uniformly randomized,0.0909351073205471,0.15791394042968754,0.06697883310914043,0.7365563761093878,False,True
"Beta(50,50)",50,58,STaR betting,Deterministic,0.10839233398437498,0.18621972656250002,0.07782739257812504,0.7180156540345746,False,True
"Beta(50,50)",50,58,STaR betting,Uniformly randomized,0.10705322265625006,0.18343554687500002,0.07638232421874996,0.7134985974594625,False,True
"Beta(50,50)",50,58,Efficient betting,Deterministic,0.11000956129282713,0.18668066406249995,0.07667110276967282,0.6969494457448759,False,True
"Beta(50,50)",50,58,Efficient betting,Uniformly randomized,0.10805760137736797,0.18388183593750002,0.07582423456013204,0.70170199591357,False,True
"Beta(50,50)",50,59,STaR betting,Deterministic,0.10752075195312505,0.18539453124999994,0.07787377929687489,0.7242674356558154,False,True
"Beta(50,50)",50,59,STaR betting,Uniformly randomized,0.10403930664062488,0.1799355468749999,0.07589624023437502,0.7294958288845357,False,True
"Beta(50,50)",50,59,Efficient betting,Deterministic,0.10995862074196339,0.1858662109375,0.07590759019553661,0.6903286862215805,False,True
"Beta(50,50)",50,59,Efficient betting,Uniformly randomized,0.1050679087638855,0.18035156250000006,0.07528365373611456,0.7165237665983837,False,True
"Beta(20,80)",50,50,STaR betting,Deterministic,0.11577526855468745,0.1888042724609375,0.07302900390625006,0.6307824185417819,False,True
"Beta(20,80)",50,50,STaR betting,Uniformly randomized,0.10867919921874997,0.17890856933593746,0.0702293701171875,0.6462080197686175,False,True
"Beta(20,80)",50,50,Efficient betting,Deterministic,0.13212235365062952,0.19620173339843755,0.06407937974780803,0.48500028933221095,False,True
"Beta(20,80)",50,50,Efficient betting,Uniformly randomized,0.11354209948331118,0.18095080566406246,0.06740870618075129,0.5936890940673443,False,True
"Beta(20,80)",50,51,STaR betting,Deterministic,0.11074743652343755,0.18736384277343748,0.07661640624999994,0.6918120062651343,False,True
"Beta(20,80)",50,51,STaR betting,Uniformly randomized,0.09959472656250007,0.1706763916015625,0.07108166503906244,0.7137091238907671,False,True
"Beta(20,80)",50,51,Efficient betting,Deterministic,0.12011710740625858,0.18876765136718748,0.0686505439609289,0.5715301129317065,False,True
"Beta(20,80)",50,51,Efficient betting,Uniformly randomized,0.10168381221592426,0.17172131347656255,0.07003750126063829,0.6887772963499299,False,True
"Beta(20,80)",50,52,STaR betting,Deterministic,0.11380554199218745,0.18812966308593754,0.07432412109375008,0.6530799800492344,False,True
"Beta(20,80)",50,52,STaR betting,Uniformly randomized,0.09899291992187492,0.1652501220703126,0.06625720214843767,0.6693125346815485,False,True
"Beta(20,80)",50,52,Efficient betting,Deterministic,0.12174223270267248,0.18970192871093755,0.06795969600826507,0.5582261348388531,False,True
"Beta(20,80)",50,52,Efficient betting,Uniformly randomized,0.10152449458837509,0.1664732666015626,0.0649487720131875,0.6397349947568649,False,True
"Beta(20,80)",50,53,STaR betting,Deterministic,0.11187902832031249,0.18572766113281258,0.07384863281250009,0.6600757436064746,False,True
"Beta(20,80)",50,53,STaR betting,Uniformly randomized,0.10371093749999993,0.17319299316406256,0.06948205566406263,0.6699588041431279,False,True
"Beta(20,80)",50,53,Efficient betting,Deterministic,0.12563156243413687,0.18958264160156257,0.0639510791674257,0.5090367255517694,False,True
"Beta(20,80)",50,53,Efficient betting,Uniformly randomized,0.10807706136256456,0.17412561035156254,0.06604854898899798,0.6111245823702207,False,True
"Beta(20,80)",50,54,STaR betting,Deterministic,0.11284289550781246,0.18692868652343753,0.07408579101562507,0.6565392591374606,False,True
"Beta(20,80)",50,54,STaR betting,Uniformly randomized,0.10541259765625,0.17646203613281247,0.07104943847656248,0.6740127845843851,False,True
"Beta(20,80)",50,54,Efficient betting,Deterministic,0.12777310982346535,0.19090817871093757,0.06313506888747222,0.4941185901689431,False,True
"Beta(20,80)",50,54,Efficient betting,Uniformly randomized,0.11102373339235783,0.17737023925781248,0.06634650586545465,0.597588496064946,False,True
"Beta(20,80)",50,55,STaR betting,Deterministic,0.10917297363281248,0.18714245605468754,0.07796948242187507,0.714183005439736,False,True
"Beta(20,80)",50,55,STaR betting,Uniformly randomized,0.08420654296875002,0.14751501464843753,0.0633084716796875,0.7518236641442695,False,True
"Beta(20,80)",50,55,Efficient betting,Deterministic,0.1138944486156106,0.18799450683593755,0.07410005822032695,0.6506028969894029,False,True
"Beta(20,80)",50,55,Efficient betting,Uniformly randomized,0.08548375964164734,0.14813879394531254,0.0626550343036652,0.732946638827288,False,True
"Beta(20,80)",50,56,STaR betting,Deterministic,0.1116768798828125,0.1880791259765625,0.07640224609375001,0.6841366464922936,False,True
"Beta(20,80)",50,56,STaR betting,Uniformly randomized,0.037270507812499964,0.05699218749999996,0.019721679687499993,0.5291497445303293,False,True
"Beta(20,80)",50,56,Efficient betting,Deterministic,0.12331211008131504,0.19046560058593753,0.06715349050462249,0.5445814726577936,False,True
"Beta(20,80)",50,56,Efficient betting,Uniformly randomized,0.03991204220801592,0.058171386718749996,0.018259344510734077,0.45748960716089027,False,True
"Beta(20,80)",50,57,STaR betting,Deterministic,0.11349035644531252,0.18786857910156252,0.07437822265624999,0.6553704207642572,False,True
"Beta(20,80)",50,57,STaR betting,Uniformly randomized,0.10301635742187493,0.1705872802734375,0.06757092285156258,0.6559242099276001,False,True
"Beta(20,80)",50,57,Efficient betting,Deterministic,0.12632669787853956,0.1909935791015625,0.06466688122302294,0.5119019360832084,False,True
"Beta(20,80)",50,57,Efficient betting,Uniformly randomized,0.1086695147678256,0.17203259277343746,0.06336307800561186,0.5830805276069211,False,True
"Beta(20,80)",50,58,STaR betting,Deterministic,0.11683850097656245,0.1893923583984375,0.07255385742187503,0.6209755929377181,False,True
"Beta(20,80)",50,58,STaR betting,Uniformly randomized,0.10041870117187501,0.16358215332031245,0.06316345214843744,0.6290008873977357,False,True
"Beta(20,80)",50,58,Efficient betting,Deterministic,0.13234848529100418,0.1968081298828125,0.06445964459180831,0.4870448229919384,False,True
"Beta(20,80)",50,58,Efficient betting,Uniformly randomized,0.10994614940136671,0.16542419433593747,0.05547804493457076,0.5045928869418062,False,True
