distribution,n,method,calibration,replications,mean_width_c1,mean_width_c05,mean_paired_difference,mean_relative_change,fraction_c05_narrower,fraction_c05_wider,relative_change_of_means
"Beta(1,5)",1000,Efficient betting,Uniformly randomized,120,0.023484568520752577,0.024261113467377346,0.0007765449466247675,0.032452163521121104,0.125,0.875,0.03306617900765607
"Beta(1,5)",1000,STaR betting,Deterministic,120,0.024005186720763187,0.02525175420111613,0.0012465674803529413,0.052097693738941,0.016666666666666666,0.9833333333333333,0.05192908911117655
"Beta(1,5)",1000,STaR betting,Uniformly randomized,120,0.0237299617958872,0.024290135921012247,0.0005601741251250479,0.023170375755412566,0.19166666666666668,0.8083333333333333,0.023606195827172938
"Beta(1,5)",5000,Efficient betting,Deterministic,60,0.010421759047782359,0.010543183377966666,0.00012142433018430635,0.011602267984386027,0.0,1.0,0.011651039870293811
"Beta(1,5)",5000,Efficient betting,Uniformly randomized,60,0.010249252847519747,0.010268400968926146,1.91481214063996e-05,0.0016887459591854023,0.31666666666666665,0.6833333333333333,0.0018682455873877402
"Beta(1,5)",5000,STaR betting,Deterministic,60,0.010452829900312413,0.010542118836215844,8.928893590343147e-05,0.008462841980385069,0.0,0.9833333333333333,0.00854208255132538
"Beta(1,5)",5000,STaR betting,Uniformly randomized,60,0.010427640570946398,0.010434331106612661,6.69053566626406e-06,0.0005498134387377895,0.25,0.75,0.0006416154853767786
"Beta(1,5)",10000,Efficient betting,Deterministic,60,0.007349881145139661,0.0074084729248265575,5.8591779686896496e-05,0.00795052968780527,0.0,0.9666666666666667,0.007971799615513753
"Beta(1,5)",10000,Efficient betting,Uniformly randomized,60,0.007278054488662505,0.007307471733526778,2.9417244864272477e-05,0.003990501313318529,0.23333333333333334,0.7666666666666667,0.004041910500958368
"Beta(1,5)",10000,STaR betting,Deterministic,60,0.007425274931942362,0.007461881608762624,3.6606676820262475e-05,0.004909269830736867,0.03333333333333333,0.95,0.004930009616584741
"Beta(1,5)",10000,STaR betting,Uniformly randomized,60,0.007419172465335064,0.007439046141625282,1.9873676290218153e-05,0.0026820623377363925,0.25,0.7333333333333333,0.0026786917790462272
"Beta(1,5)",50000,Efficient betting,Deterministic,30,0.003262570387756104,0.0032737523816264344,1.1181993870330402e-05,0.0034253811167221926,0.0,0.9666666666666667,0.0034273571268514935
"Beta(1,5)",50000,Efficient betting,Uniformly randomized,30,0.0032405149196200857,0.0032354278125898295,-5.08710703025587e-06,-0.001622333627211344,0.43333333333333335,0.5666666666666667,-0.0015698452734951296
"Beta(1,5)",50000,STaR betting,Deterministic,30,0.0033184374288319227,0.0033214967525868927,3.0593237549697562e-06,0.0009164379548738611,0.0,0.7666666666666667,0.0009219169626009105
"Beta(1,5)",50000,STaR betting,Uniformly randomized,30,0.0033166153073647332,0.0033132658864395955,-3.3494209251379766e-06,-0.0009979203289004737,0.3333333333333333,0.4666666666666667,-0.0010098912942059224
"Beta(1,5)",100000,Efficient betting,Deterministic,30,0.0023028635584713244,0.0023071849432206265,4.321384749302511e-06,0.0018768853735738223,0.0,0.9666666666666667,0.0018765266111426815
"Beta(1,5)",100000,Efficient betting,Uniformly randomized,30,0.002293058722220116,0.0022927444269064245,-3.1429531369142616e-07,-0.00014560137825978166,0.3333333333333333,0.6666666666666666,-0.0001370637876151326
"Beta(1,5)",100000,STaR betting,Deterministic,30,0.0023356825714826697,0.0023368594123380315,1.1768408553621453e-06,0.0005052393379556615,0.0,0.7666666666666667,0.0005038530790657525
"Beta(1,5)",100000,STaR betting,Uniformly randomized,30,0.002335460805650849,0.00233552682286253,6.601721168064678e-08,2.748688743670069e-05,0.2,0.6333333333333333,2.826731731953025e-05
"Beta(1,5)",500000,Efficient betting,Deterministic,30,0.0010279932984449847,0.00102876642918562,7.731307406351936e-07,0.0007522091971916925,0.0,1.0,0.0007520776077087898
"Beta(1,5)",500000,Efficient betting,Uniformly randomized,30,0.0010264400047505146,0.001026279327265911,-1.6067748460357745e-07,-0.00015717022186575446,0.4,0.6,-0.00015653860319164714
"Beta(1,5)",500000,STaR betting,Deterministic,30,0.0010509630864990423,0.0010510291716804528,6.608518141049124e-08,6.228043184563307e-05,0.0,0.5666666666666667,6.288059234371701e-05
"Beta(1,5)",500000,STaR betting,Uniformly randomized,30,0.0010509359251455834,0.001050885199011442,-5.0726134141291604e-08,-4.7536088712167116e-05,0.2,0.3333333333333333,-4.8267580285088485e-05
"Beta(1,5)",1000000,Efficient betting,Deterministic,30,0.0007263298551052177,0.0007267826401387752,4.527850335574642e-07,0.0006234036366590701,0.0,1.0,0.0006233876115306902
"Beta(1,5)",1000000,Efficient betting,Uniformly randomized,30,0.0007255623521505041,0.0007254980622829644,-6.428986753977591e-08,-8.971844702324225e-05,0.3,0.7,-8.86069506627063e-05
"Beta(1,5)",1000000,STaR betting,Deterministic,30,0.0007406882408397144,0.0007407042911606247,1.605032091030652e-08,2.1431907944739295e-05,0.0,0.4,2.1669469049578893e-05
"Beta(1,5)",1000000,STaR betting,Uniformly randomized,30,0.0007406830841444426,0.0007406813661051374,-1.718039305265151e-09,-2.115003658324325e-06,0.06666666666666667,0.3,-2.3195336061876404e-06
"Beta(2,2)",10,Efficient betting,Deterministic,120,0.6075541054690485,0.664478971986216,0.05692486651716747,0.10069061299047531,0.008333333333333333,0.95,0.09369513925549056
"Beta(2,2)",10,Efficient betting,Uniformly randomized,120,0.4678187772878592,0.5526203261392447,0.08480154885138548,0.19359147564219728,0.0,0.9833333333333333,0.18127008356316
"Beta(2,2)",10,STaR betting,Deterministic,120,0.5270549703472993,0.6245325709414676,0.09747760059416849,0.19183174197826072,0.0,1.0,0.18494769251476018
"Beta(2,2)",10,STaR betting,Uniformly randomized,120,0.4405783069824056,0.5420341532897286,0.10145584630732296,0.23794078008876196,0.0,1.0,0.23027880560486746
"Beta(2,2)",50,Efficient betting,Deterministic,120,0.1978582555955949,0.22960864494721367,0.03175038935161877,0.16466064043253867,0.0,1.0,0.1604703794443323
"Beta(2,2)",50,Efficient betting,Uniformly randomized,120,0.17270708930713158,0.19739929134927525,0.024692202042143636,0.14222049311314758,0.041666666666666664,0.9583333333333334,0.14297156035229452
"Beta(2,2)",50,STaR betting,Deterministic,120,0.18385283052104617,0.2252888108834155,0.041435980362369326,0.22853534330273806,0.0,1.0,0.225375808710359
"Beta(2,2)",50,STaR betting,Uniformly randomized,120,0.17196038342654166,0.1969011616852202,0.024940778258678527,0.1447819056024517,0.058333333333333334,0.9416666666666667,0.14503793118914965
"Beta(2,2)",100,Efficient betting,Deterministic,120,0.12987792374824303,0.14244535465405816,0.012567430905815156,0.09817748995115953,0.0,1.0,0.09676341092560126
"Beta(2,2)",100,Efficient betting,Uniformly randomized,120,0.12028779843828387,0.13096157908740666,0.010673780649122798,0.0884057594118563,0.041666666666666664,0.9583333333333334,0.08873535626806905
"Beta(2,2)",100,STaR betting,Deterministic,120,0.12392016929778779,0.1402929134884881,0.01637274419070032,0.13308034770163166,0.0,1.0,0.1321233200654819
"Beta(2,2)",100,STaR betting,Uniformly randomized,120,0.12088801692835478,0.1312712162858992,0.010383199357544419,0.08554953570811707,0.041666666666666664,0.9583333333333334,0.08589105538639186
"Beta(2,2)",500,Efficient betting,Deterministic,120,0.05384166631020513,0.05515938330749642,0.001317716997291292,0.02453308450904367,0.0,1.0,0.02447392674846549
"Beta(2,2)",500,Efficient betting,Uniformly randomized,120,0.05184368494783735,0.05234776827658804,0.0005040833287506851,0.009255991777930357,0.20833333333333334,0.7916666666666666,0.009723138493297201
"Beta(2,2)",500,STaR betting,Deterministic,120,0.052996025784842006,0.05430192916246097,0.0013059033776189578,0.024729889690317457,0.0,1.0,0.02464153412032788
"Beta(2,2)",500,STaR betting,Uniformly randomized,120,0.05262277803666526,0.05298589060557489,0.0003631125689096256,0.006723255450714617,0.25833333333333336,0.7416666666666667,0.006900292657613605
"Beta(2,2)",1000,Efficient betting,Deterministic,120,0.03749780114964061,0.038057794855914664,0.0005599937062740595,0.014977988444039199,0.0,1.0,0.014934041173222834
"Beta(2,2)",1000,Efficient betting,Uniformly randomized,120,0.03661532581100262,0.03685605610750355,0.00024073029650092484,0.006498536534621705,0.20833333333333334,0.7916666666666666,0.006574577480028543
"Beta(2,2)",1000,STaR betting,Deterministic,120,0.037453151829173865,0.037902522776860244,0.0004493709476863778,0.012035861936408964,0.008333333333333333,0.9916666666666667,0.011998214455648082
"Beta(2,2)",1000,STaR betting,Uniformly randomized,120,0.03732172897962761,0.03751581591552882,0.0001940869359012202,0.0051628437943434975,0.21666666666666667,0.7833333333333333,0.005200373648475809
"Beta(2,2)",5000,Efficient betting,Deterministic,60,0.016485690431764132,0.016576271660187325,9.058122842319124e-05,0.005503923565229196,0.0,1.0,0.005494536537496986
"Beta(2,2)",5000,Efficient betting,Uniformly randomized,60,0.016310183160795976,0.01632692529345174,1.6742132655764296e-05,0.0009894310768639003,0.3333333333333333,0.6666666666666666,0.0010264834239266385
"Beta(2,2)",5000,STaR betting,Deterministic,60,0.016568728434988026,0.016608872599350778,4.0144164362752406e-05,0.002420931682436093,0.0,0.95,0.002422887460571843
"Beta(2,2)",5000,STaR betting,Uniformly randomized,60,0.01655562383129082,0.016560705213459623,5.0813821688033835e-06,0.00027356442134791046,0.2833333333333333,0.7,0.00030692785850816584
"Beta(2,2)",10000,Efficient betting,Deterministic,60,0.011618170784284782,0.011666061246810636,4.789046252585416e-05,0.004123038009668441,0.0,1.0,0.004122031205689769
"Beta(2,2)",10000,Efficient betting,Uniformly randomized,60,0.011521519552192628,0.011508123368501563,-1.339618369106584e-05,-0.001186677958560885,0.45,0.55,-0.0011627097997256586
"Beta(2,2)",10000,STaR betting,Deterministic,60,0.011770792645998321,0.011784479932467602,1.3687286469279968e-05,0.0011621360310205664,0.0,1.0,0.0011628177371669768
"Beta(2,2)",10000,STaR betting,Uniformly randomized,60,0.011765056048029276,0.011762218459531397,-2.8375884978809607e-06,-0.00023507501588356053,0.25,0.75,-0.00024118784358484469
"Beta(2,2)",50000,Efficient betting,Deterministic,30,0.00517612224016271,0.005185113559664519,8.991319501809128e-06,0.0017378496551062308,0.0,1.0,0.0017370763449213733
"Beta(2,2)",50000,Efficient betting,Uniformly randomized,30,0.005155587236004326,0.005155516999778553,-7.023622577243907e-08,-1.5769226119318376e-05,0.3,0.7,-1.36233221469384e-05
"Beta(2,2)",50000,STaR betting,Deterministic,30,0.005249299963209345,0.005251275505535768,1.975542326423015e-06,0.00037919230468565305,0.0,0.9,0.0003763439582933348
"Beta(2,2)",50000,STaR betting,Uniformly randomized,30,0.005248158674513714,0.005247580038853161,-5.786356605530507e-07,-0.00010534220016753157,0.3,0.6333333333333333,-0.00011025498587968752
"Beta(2,2)",100000,Efficient betting,Deterministic,30,0.003652968749423208,0.0036567217920662034,3.7530426429954744e-06,0.0010275553013801082,0.0,0.9666666666666667,0.0010273952230190897
"Beta(2,2)",100000,Efficient betting,Uniformly randomized,30,0.0036443921352239633,0.0036441963174852227,-1.9581773874066677e-07,-5.46748780038131e-05,0.4666666666666667,0.5333333333333333,-5.37312483055441e-05
"Beta(2,2)",100000,STaR betting,Deterministic,30,0.003743097705988117,0.0037435251425462315,4.2743655811472434e-07,0.00011396228131731838,0.0,0.8666666666666667,0.00011419326763251192
"Beta(2,2)",100000,STaR betting,Uniformly randomized,30,0.0037429897124222435,0.00374304127830052,5.1565878276630764e-08,1.3787997105740856e-05,0.16666666666666666,0.6666666666666666,1.3776655090724788e-05
"Beta(2,2)",500000,Efficient betting,Deterministic,30,0.0016317044533586103,0.0016323531450689452,6.48691710334696e-07,0.00039750912742485175,0.0,0.9666666666666667,0.000397554660710453
"Beta(2,2)",500000,Efficient betting,Uniformly randomized,30,0.0016297223117044143,0.0016297892980061976,6.698630178325615e-08,4.0791266176942734e-05,0.3,0.7,4.110289299119607e-05
"Beta(2,2)",500000,STaR betting,Deterministic,30,0.0016536127894742569,0.0016536365931881698,2.3803713912936194e-08,1.4531795640075154e-05,0.0,0.5333333333333333,1.4394974485298917e-05
"Beta(2,2)",500000,STaR betting,Uniformly randomized,30,0.0016535992846525812,0.0016536044340340486,5.149381467524823e-09,3.4872620987595285e-06,0.16666666666666666,0.3333333333333333,3.1140443246258087e-06
"Beta(2,2)",1000000,Efficient betting,Deterministic,30,0.0011530218702145083,0.0011534354378026932,4.1356758818481926e-07,0.00035872444398105476,0.0,0.9333333333333333,0.0003586814776617153
"Beta(2,2)",1000000,Efficient betting,Uniformly randomized,30,0.0011518995691725856,0.0011517833102695108,-1.1625890307490986e-07,-0.00010144610141354556,0.36666666666666664,0.6333333333333333,-0.00010092798555205729
"Beta(2,2)",1000000,STaR betting,Deterministic,30,0.0011573461892230982,0.0011573693862653224,2.3197042224124924e-08,1.9984091963887173e-05,0.0,0.26666666666666666,2.004330462246351e-05
"Beta(2,2)",1000000,STaR betting,Uniformly randomized,30,0.0011573361794946354,0.0011573279859398654,-8.193554769849362e-09,-6.586235402616936e-06,0.13333333333333333,0.16666666666666666,-7.079667010523316e-06
"Beta(20,80)",10,Efficient betting,Deterministic,120,0.5317253081905224,0.66583268915706,0.13410738096653743,0.25230470644470704,0.0,1.0,0.2522117696878281
"Beta(20,80)",10,Efficient betting,Uniformly randomized,120,0.43446267576790937,0.5677719563332624,0.13330928056535296,0.31189583493248857,0.0,1.0,0.30683713009346514
"Beta(20,80)",10,STaR betting,Deterministic,120,0.5046449626921216,0.6411160523731111,0.13647108968098962,0.2704457529053154,0.0,1.0,0.2704299057162076
"Beta(20,80)",10,STaR betting,Uniformly randomized,120,0.40922584278803226,0.5470868848401131,0.13786104205208094,0.342152710683622,0.0,1.0,0.3368825417105663
"Beta(20,80)",50,Efficient betting,Deterministic,120,0.12637274480710428,0.19284367146809897,0.06647092666099469,0.5285109280742665,0.0,1.0,0.5259910019558103
"Beta(20,80)",50,Efficient betting,Uniformly randomized,120,0.09709698699816632,0.1577241554900507,0.0606271684918844,0.6282070016985801,0.0,1.0,0.6243980412392129
"Beta(20,80)",50,STaR betting,Deterministic,120,0.11414038492838542,0.1881367419433594,0.07399635701497397,0.64928754598002,0.0,1.0,0.6482925133063215
"Beta(20,80)",50,STaR betting,Uniformly randomized,120,0.09328797416649758,0.1565577567946911,0.06326978262819351,0.6798702721277247,0.0,1.0,0.6782201370915348
"Beta(20,80)",100,Efficient betting,Deterministic,120,0.06649312419798226,0.10484345418294269,0.03835032998496045,0.5815073080122791,0.0,1.0,0.5767563255228152
"Beta(20,80)",100,Efficient betting,Uniformly randomized,120,0.051734666214807615,0.085234638671875,0.03349997245706739,0.646486297787855,0.0,1.0,0.6475343306163817
"Beta(20,80)",100,STaR betting,Deterministic,120,0.060358246866861996,0.10214501241048175,0.04178676554361977,0.6938750527204395,0.0,1.0,0.6923124463139703
"Beta(20,80)",100,STaR betting,Uniformly randomized,120,0.04993833719889325,0.08451682393391928,0.03457848673502603,0.689099588265078,0.0,1.0,0.6924236703618631
"Beta(20,80)",500,Efficient betting,Deterministic,120,0.015358176084558174,0.02369986077880859,0.008341684694250416,0.5459920857910541,0.0,1.0,0.5431429258476554
"Beta(20,80)",500,Efficient betting,Uniformly randomized,120,0.01318569177580261,0.019953660786946614,0.006767969011144003,0.509187740463332,0.0,1.0,0.5132812996254068
"Beta(20,80)",500,STaR betting,Deterministic,120,0.014693452148437506,0.023345290730794267,0.008651838582356762,0.5903172316428524,0.0,1.0,0.5888227283114535
"Beta(20,80)",500,STaR betting,Uniformly randomized,120,0.013025870463053394,0.019840486063639324,0.006814615600585932,0.5181284956800329,0.0,1.0,0.5231600928256517
"Beta(20,80)",1000,Efficient betting,Deterministic,120,0.008905035461873816,0.012851600390372597,0.003946564928498782,0.44502938597334263,0.0,1.0,0.44318351626960695
"Beta(20,80)",1000,Efficient betting,Uniformly randomized,120,0.007928615614969175,0.010950505530203566,0.0030218899152343903,0.37308864997080743,0.016666666666666666,0.9833333333333333,0.3811371444882614
"Beta(20,80)",1000,STaR betting,Deterministic,120,0.008595448697033417,0.012626102025427832,0.004030653328394415,0.47056760371356326,0.0,1.0,0.4689287866711984
"Beta(20,80)",1000,STaR betting,Uniformly randomized,120,0.007827403942262048,0.010865250896045947,0.0030378469537839,0.37975715281949946,0.016666666666666666,0.9833333333333333,0.38810402225210683
"Beta(20,80)",5000,Efficient betting,Deterministic,60,0.0031579766781620316,0.003641448767256431,0.00048347208909439954,0.15330548555059195,0.0,1.0,0.1530955223443209
"Beta(20,80)",5000,Efficient betting,Uniformly randomized,60,0.003016896666936693,0.003347317178008609,0.0003304205110719156,0.10862908161792054,0.03333333333333333,0.9666666666666667,0.10952331072294208
"Beta(20,80)",5000,STaR betting,Deterministic,60,0.003084145414476527,0.0035949026425704006,0.0005107572280938736,0.1662538191431773,0.0,1.0,0.165607375610908
"Beta(20,80)",5000,STaR betting,Uniformly randomized,60,0.0030004328755706927,0.0033375549382387176,0.0003371220626680248,0.11131590824723223,0.08333333333333333,0.9166666666666666,0.11235780857250566
"Beta(20,80)",10000,Efficient betting,Deterministic,60,0.0021450535448326443,0.002306858656440603,0.00016180511160795858,0.07542972467133373,0.0,1.0,0.07543173549105164
"Beta(20,80)",10000,Efficient betting,Uniformly randomized,60,0.0020781025778166926,0.0021632720822556514,8.516950443895888e-05,0.03975632554091981,0.13333333333333333,0.8666666666666667,0.04098426388962961
"Beta(20,80)",10000,STaR betting,Deterministic,60,0.002145664848091129,0.00230817527605638,0.00016251042796525117,0.07579996633200756,0.0,1.0,0.07573896180003459
"Beta(20,80)",10000,STaR betting,Uniformly randomized,60,0.002116478769887006,0.0021867013569826345,7.022258709562847e-05,0.03245505039571853,0.21666666666666667,0.7833333333333333,0.03317897070112252
"Beta(20,80)",50000,Efficient betting,Deterministic,30,0.0009321967019373619,0.0009485607432607151,1.6364041323353266e-05,0.01753503337553124,0.0,1.0,0.017554279359006664
"Beta(20,80)",50000,Efficient betting,Uniformly randomized,30,0.0009221789031541195,0.0009286465422723821,6.467639118262758e-06,0.00692787070012368,0.3,0.7,0.007013432096680372
"Beta(20,80)",50000,STaR betting,Deterministic,30,0.000937560821550959,0.0009467449414822147,9.184119931255711e-06,0.009719915036524585,0.0,1.0,0.009795759080528654
"Beta(20,80)",50000,STaR betting,Uniformly randomized,30,0.0009349058866146981,0.0009380133218280425,3.107435213344408e-06,0.003268744219381588,0.4,0.6,0.003323794681191483
"Beta(20,80)",100000,Efficient betting,Deterministic,30,0.0006551950107855689,0.0006608919091194561,5.696898333887312e-06,0.008690675086202011,0.0,1.0,0.008694965987388503
"Beta(20,80)",100000,Efficient betting,Uniformly randomized,30,0.0006477161057160109,0.0006472816050948996,-4.3450062111131486e-07,-0.0007822842948221035,0.43333333333333335,0.5666666666666667,-0.0006708195415814355
"Beta(20,80)",100000,STaR betting,Deterministic,30,0.0006670401198450443,0.0006696010586298669,2.560938784822627e-06,0.0038419437355724064,0.0,0.9666666666666667,0.0038392575028582954
"Beta(20,80)",100000,STaR betting,Uniformly randomized,30,0.0006651734337474717,0.0006643349244598658,-8.385092876058339e-07,-0.0013452770089942094,0.3,0.6666666666666666,-0.001260587457442286
"Beta(20,80)",500000,Efficient betting,Deterministic,30,0.00029127391849542716,0.00029239559617398695,1.1216776785597885e-06,0.0038501665792734026,0.0,1.0,0.003850937579148228
"Beta(20,80)",500000,Efficient betting,Uniformly randomized,30,0.00029038975050449666,0.0002907105132807897,3.207627762930043e-07,0.0010947855063242991,0.3333333333333333,0.6666666666666666,0.001104594000772341
"Beta(20,80)",500000,STaR betting,Deterministic,30,0.00029560188365066554,0.0002958716889807626,2.6980533009701715e-07,0.0009154676096707392,0.0,0.9,0.0009127321069979377
"Beta(20,80)",500000,STaR betting,Uniformly randomized,30,0.0002955233546441264,0.00029554503688479874,2.168224067233826e-08,6.659446486260897e-05,0.3,0.6333333333333333,7.336895826193235e-05
"Beta(20,80)",1000000,Efficient betting,Deterministic,30,0.00020570238350704114,0.00020622570464943942,5.233211423982809e-07,0.002543497216789414,0.0,1.0,0.002544069414637473
"Beta(20,80)",1000000,Efficient betting,Uniformly randomized,30,0.0002050510081007012,0.00020494942071548709,-1.0158738521411544e-07,-0.0005023987587967663,0.4,0.6,-0.0004954249489191875
"Beta(20,80)",1000000,STaR betting,Deterministic,30,0.00020983301188069273,0.0002098961823214618,6.317044076905217e-08,0.0002995870831959661,0.0,0.6333333333333333,0.0003010510129120014
"Beta(20,80)",1000000,STaR betting,Uniformly randomized,30,0.00020980831905290098,0.00020979465804684774,-1.3661006053230137e-08,-6.697308234142237e-05,0.3333333333333333,0.4,-6.511184167956596e-05
"Beta(50,50)",10,Efficient betting,Deterministic,120,0.4375810826057568,0.5906202189127605,0.15303913630700366,0.3497629568423849,0.0,1.0,0.3497389224316305
"Beta(50,50)",10,Efficient betting,Uniformly randomized,120,0.37423142593477066,0.5265420532226562,0.15231062728788564,0.4112500836180193,0.0,1.0,0.40699582325946526
"Beta(50,50)",10,STaR betting,Deterministic,120,0.4291123453776041,0.5879344177246094,0.15882207234700527,0.3701251985144019,0.0,1.0,0.3701176954190104
"Beta(50,50)",10,STaR betting,Uniformly randomized,120,0.3686331176757813,0.5242565409342448,0.15562342325846357,0.4262693292565228,0.0,1.0,0.42216343512396204
"Beta(50,50)",50,Efficient betting,Deterministic,120,0.10943912333312131,0.18607610677083336,0.07663698343771204,0.7005673682048819,0.0,1.0,0.7002704435454681
"Beta(50,50)",50,Efficient betting,Uniformly randomized,120,0.09037383829216862,0.15558561401367185,0.06521177572150323,0.7081426772029309,0.008333333333333333,0.9916666666666667,0.7215780247230486
"Beta(50,50)",50,STaR betting,Deterministic,120,0.10753536987304682,0.18555738118489584,0.07802201131184902,0.7256226726678461,0.0,1.0,0.7255474306171037
"Beta(50,50)",50,STaR betting,Uniformly randomized,120,0.08951277085952457,0.155267436726888,0.06575466586736343,0.7209256642602495,0.008333333333333333,0.9916666666666667,0.7345841854293
"Beta(50,50)",100,Efficient betting,Deterministic,120,0.05852476145792752,0.10124247639973959,0.04271771494181208,0.7303980844352743,0.0,1.0,0.7299083990717523
"Beta(50,50)",100,Efficient betting,Uniformly randomized,120,0.048614083726253886,0.08378198750813802,0.03516790378188414,0.7214620462932374,0.0,1.0,0.7234097834675801
"Beta(50,50)",100,STaR betting,Deterministic,120,0.05740079243977864,0.10088862304687503,0.04348783060709639,0.758002604100998,0.0,1.0,0.7576172515862238
"Beta(50,50)",100,STaR betting,Uniformly randomized,120,0.048173940022786445,0.08358684285481771,0.035412902832031266,0.7331637645338518,0.0,1.0,0.7351049720093652
"Beta(50,50)",500,Efficient betting,Deterministic,120,0.015134581237989875,0.02308686346307236,0.007952282225082485,0.5260952103459974,0.0,1.0,0.5254378763464671
"Beta(50,50)",500,Efficient betting,Uniformly randomized,120,0.013401203591730108,0.019376014187747294,0.005974810596017185,0.4353419766969917,0.008333333333333333,0.9916666666666667,0.4458413421690157
"Beta(50,50)",500,STaR betting,Deterministic,120,0.014871880396723857,0.023038052238367808,0.00816617184164395,0.5502973102106471,0.0,1.0,0.5491015005367368
"Beta(50,50)",500,STaR betting,Uniformly randomized,120,0.013347131403300122,0.019349263406963538,0.0060021320036634145,0.43935209598874125,0.008333333333333333,0.9916666666666667,0.44969453152902705
"Beta(50,50)",1000,Efficient betting,Deterministic,120,0.00951485283276685,0.012645965345555534,0.003131112512788685,0.3298744782552775,0.0,1.0,0.329076294486226
"Beta(50,50)",1000,Efficient betting,Uniformly randomized,120,0.008641918692031307,0.010715778272181887,0.0020738595801505794,0.23358565574413223,0.016666666666666666,0.9833333333333333,0.23997675216070724
"Beta(50,50)",1000,STaR betting,Deterministic,120,0.009300672559809516,0.012643467209952446,0.0033427946501429296,0.3601402488340668,0.0,1.0,0.3594142927456627
"Beta(50,50)",1000,STaR betting,Uniformly randomized,120,0.008610103183167685,0.01071340110926507,0.0021032979260973833,0.23843010104619422,0.016666666666666666,0.9833333333333333,0.2442825459059801
"Beta(50,50)",5000,Efficient betting,Deterministic,60,0.0038056746260764023,0.004031303773952441,0.0002256291478760386,0.0593516668386379,0.0,1.0,0.05928755609584502
"Beta(50,50)",5000,Efficient betting,Uniformly randomized,60,0.0036524409826699023,0.0037480909130363127,9.564993036641026e-05,0.02461810614354527,0.18333333333333332,0.8166666666666667,0.026187946860811717
"Beta(50,50)",5000,STaR betting,Deterministic,60,0.00378718288398718,0.004034681002287892,0.00024749811830071245,0.0652761185505704,0.0,1.0,0.06535150952101465
"Beta(50,50)",5000,STaR betting,Uniformly randomized,60,0.0037156007030858013,0.003810096236060717,9.449553297491605e-05,0.0238281555778728,0.21666666666666667,0.7833333333333333,0.02543210116642447
"Beta(50,50)",10000,Efficient betting,Deterministic,60,0.0026387718006930082,0.00272916965645717,9.039785576416179e-05,0.03427622719626162,0.0,1.0,0.034257549569243206
"Beta(50,50)",10000,Efficient betting,Uniformly randomized,60,0.0025786186485710545,0.002617281996556445,3.8663347985390394e-05,0.014613027324881575,0.2,0.8,0.014993821597782953
"Beta(50,50)",10000,STaR betting,Deterministic,60,0.0026347489213426824,0.002711848038300895,7.709911695821247e-05,0.02928297176806254,0.0,1.0,0.029262415228135774
"Beta(50,50)",10000,STaR betting,Uniformly randomized,60,0.002616441389302032,0.002644386028200265,2.7944638898232583e-05,0.010482720149920546,0.25,0.75,0.010680399344121128
"Beta(50,50)",50000,Efficient betting,Deterministic,30,0.0011595386232992112,0.0011725131619439444,1.2974538644733302e-05,0.011195471428023122,0.0,1.0,0.011189397562124448
"Beta(50,50)",50000,Efficient betting,Uniformly randomized,30,0.0011466909935597292,0.0011480387402651707,1.3477467054416141e-06,0.001137407497653505,0.4666666666666667,0.5333333333333333,0.00117533556381888
"Beta(50,50)",50000,STaR betting,Deterministic,30,0.001174365101096475,0.0011805337674742602,6.1686663777852735e-06,0.0052802183486489575,0.0,1.0,0.005252767109671153
"Beta(50,50)",50000,STaR betting,Uniformly randomized,30,0.0011728754598564336,0.0011740659044484458,1.1904445920122668e-06,0.0010435899714381599,0.3333333333333333,0.6666666666666666,0.0010149795376892534
"Beta(50,50)",100000,Efficient betting,Deterministic,30,0.000817657690814331,0.0008240832618321481,6.4255710178170075e-06,0.007860453309918351,0.0,1.0,0.007858509850763529
"Beta(50,50)",100000,Efficient betting,Uniformly randomized,30,0.0008110845406860634,0.0008118373172502931,7.527765642297475e-07,0.0008846453064179453,0.3333333333333333,0.6666666666666666,0.000928111098743134
"Beta(50,50)",100000,STaR betting,Deterministic,30,0.0008269562308862352,0.0008295692146705336,2.612983784298454e-06,0.003193092636180913,0.0,1.0,0.0031597606822528768
"Beta(50,50)",100000,STaR betting,Uniformly randomized,30,0.0008261203100111543,0.0008263519423031514,2.316322919970748e-07,0.00030951014587685306,0.3,0.7,0.0002803856644004732
"Beta(50,50)",500000,Efficient betting,Deterministic,30,0.0003638523746313275,0.00036500015809277084,1.1477834614433598e-06,0.0031543857759019985,0.0,1.0,0.0031545306323927935
"Beta(50,50)",500000,Efficient betting,Uniformly randomized,30,0.0003628414662330807,0.0003630531996908918,2.117334578111141e-07,0.0005812311078450224,0.36666666666666664,0.6333333333333333,0.0005835426143798728
"Beta(50,50)",500000,STaR betting,Deterministic,30,0.0003690715402946983,0.00036923452398907226,1.6298369437395266e-07,0.00044526753221389254,0.0,0.9,0.00044160461205922097
"Beta(50,50)",500000,STaR betting,Uniformly randomized,30,0.00036904920676797404,0.0003691396071035802,9.040033560614447e-08,0.00024693048152700053,0.23333333333333334,0.7,0.00024495469424756777
"Beta(50,50)",1000000,Efficient betting,Deterministic,30,0.0002569076633740471,0.00025743212554045584,5.24462166408742e-07,0.0020414594316344294,0.0,1.0,0.002041442281327077
