distribution,n,method,replications,coverage,mean_width,q10_width,q90_width,mean_sqrt_n_width,q10_sqrt_n_width,q90_sqrt_n_width,mean_sqrt_n_largest_component,mean_normalized_halfwidth,mean_runtime_seconds,mean_score_evaluations,empty_rate
Bernoulli(0.5),100000,Squared-hinge feedback,40,1.0,0.008351389776117647,0.008021523191256418,0.00861389898496452,2.6409413320375563,2.536628358823274,2.7239540327100573,2.6409413320375434,2.6409413320375563,0.02979291166739127,31.0,0.0
Bernoulli(0.5),100000,Target-capped feedback,40,1.0,0.008166929622622613,0.00816157911994746,0.00817127075337156,2.582609909778701,2.5809179322706717,2.5839826958574292,2.5826099097786863,2.582609909778701,0.02979291166739127,31.0,0.0
Bernoulli(0.5),300000,Capped original feedback,30,1.0,0.004803980055918683,0.0047709536496928304,0.0048386861040963704,2.6312482424316217,2.613158934748401,2.6502575279003837,2.631248242431592,2.6312482424316217,0.14525547739661607,31.0,0.0
Bernoulli(0.5),300000,Common-clock Efficient betting,30,1.0,0.00470310590849597,0.0047005512397810196,0.0047050804966529206,2.5759971964190984,2.5745979467369704,2.5770787228944414,2.575997196419071,2.5759971964190984,0.28168166318597887,123.0,0.0
Bernoulli(0.5),300000,Common-clock STaR betting,30,1.0,0.0047914417887821,0.00459917605442638,0.00488681152844394,2.6243807506888865,2.51907247094696,2.6766169084050793,2.62438075068886,2.6243807506888865,0.06705375605573252,123.0,0.0
Bernoulli(0.5),300000,Efficient betting,30,1.0,0.004703117980575696,0.004700597206549995,0.004705075353341093,2.5760038085694523,2.574623123773203,2.577075905786507,2.5760038085694523,2.5760038085694523,0.39852591027738526,31.0,0.0
Bernoulli(0.5),300000,Gaffke,30,1.0,0.0047060935710681795,0.00470607452166177,0.00470610259663442,2.5776336066041146,2.577623172814534,2.5776385501103447,2.577633606604084,2.5776336066041146,0.00029953920554053,0.0,0.0
Bernoulli(0.5),300000,Regularized Efficient betting,30,1.0,0.004741736524095476,0.00452493031381523,0.004930883046499901,2.5971560559932576,2.4784064040155678,2.7007558729878034,2.5971560559932314,2.5971560559932576,0.4072433532642511,31.0,0.0
Bernoulli(0.5),300000,STaR betting,30,1.0,0.004791503542040627,0.0045994421043290806,0.004886885353727811,2.624414574341584,2.5192181924800834,2.676657344178362,2.6244145743415546,2.624414574341584,0.09521333306717371,31.0,0.0
Bernoulli(0.5),300000,Square-root feedback,30,1.0,0.004791521650163953,0.0045994421043290806,0.00488690346185411,2.6244244925691995,2.5192181924800834,2.6766672624076095,2.624424492569174,2.6244244925691995,0.08657271006425916,31.0,0.0
Bernoulli(0.5),300000,Squared-hinge feedback,30,1.0,0.004809074416726858,0.004585118585985311,0.00493322242786044,2.6340385387623235,2.5113728783803966,2.7020372049295895,2.6340385387623,2.6340385387623235,0.08657271006425916,31.0,0.0
