distribution,n,repetition,method,lower,upper,empty,width,normalized_width
"Beta(1,5)",5000,178,Symmetric empirical-variance bound,0.1559299814580748,0.1774917417716247,False,0.021561760313549894,2.1010549415523667
"Beta(1,5)",5000,178,Optimistic hard-boundary benchmark (not valid),0.1614535548390223,0.1726494448101381,False,0.011195889971115813,1.0909675094619695
"Beta(1,5)",5000,179,Chronological GE,0.163092824164778,0.1734995604492724,False,0.0104067362844944,1.0140695554540944
"Beta(1,5)",5000,179,Exact Bernoulli rounding,0.156300988159334,0.18353220790460262,False,0.027231219745268626,2.653507319360205
"Beta(1,5)",5000,179,Symmetric empirical-variance bound,0.1575455661764449,0.1791403218751312,False,0.021594755698686297,2.104270129736501
"Beta(1,5)",5000,179,Optimistic hard-boundary benchmark (not valid),0.16307199277443202,0.17429183534472448,False,0.01121984257029246,1.0933015362821958
"Beta(1,5)",5000,180,Chronological GE,0.16333433939144015,0.1736620026640594,False,0.010327663272619247,1.0063643987355442
"Beta(1,5)",5000,180,Exact Bernoulli rounding,0.1523165641454157,0.17940132583879603,False,0.027084761693380338,2.6392359236496867
"Beta(1,5)",5000,180,Symmetric empirical-variance bound,0.15746735582367521,0.1791520005484593,False,0.021684644724784097,2.1130292375147017
"Beta(1,5)",5000,180,Optimistic hard-boundary benchmark (not valid),0.16300613331700586,0.1742912305494126,False,0.011285097232406727,1.0996601836421869
"Beta(1,5)",5000,181,Chronological GE,0.16101183975115418,0.17127908719703555,False,0.010267247445881367,1.0004772647784979
"Beta(1,5)",5000,181,Exact Bernoulli rounding,0.15688129182759525,0.18421936044750156,False,0.027338068619906314,2.663919055359132
"Beta(1,5)",5000,181,Symmetric empirical-variance bound,0.15529425504070082,0.17682603029098864,False,0.02153177525028782,2.0981330898842567
"Beta(1,5)",5000,181,Optimistic hard-boundary benchmark (not valid),0.16081438477514498,0.1719885073054408,False,0.011174122530295816,1.0888464122771975
"Beta(1,5)",5000,182,Chronological GE,0.16633082693442702,0.1773016839288175,False,0.010970856994390488,1.0690394924130155
"Beta(1,5)",5000,182,Exact Bernoulli rounding,0.15333646964330225,0.18052244082560687,False,0.02718597118230462,2.6490981377613387
"Beta(1,5)",5000,182,Symmetric empirical-variance bound,0.1606682781523786,0.1826503210840278,False,0.02198204293164918,2.142008781070338
"Beta(1,5)",5000,182,Optimistic hard-boundary benchmark (not valid),0.1662443829777122,0.1777453749757555,False,0.011500991998043275,1.1206977407618113
"Beta(1,5)",5000,183,Chronological GE,0.16128833452239633,0.1714301179163158,False,0.010141783393919468,0.9882515994094196
"Beta(1,5)",5000,183,Exact Bernoulli rounding,0.14932756913718562,0.1762380653031244,False,0.026910496165938796,2.622254868195546
"Beta(1,5)",5000,183,Symmetric empirical-variance bound,0.1555721477904879,0.17707616231675133,False,0.021504014526263437,2.0954279857765994
"Beta(1,5)",5000,183,Optimistic hard-boundary benchmark (not valid),0.16108820384652883,0.17224217352247534,False,0.011153969675946507,1.0868826461652816
"Beta(1,5)",5000,184,Chronological GE,0.16037899488583207,0.17028686357662082,False,0.009907868690788746,0.965458115214824
"Beta(1,5)",5000,184,Exact Bernoulli rounding,0.1536363907433537,0.18073333219836862,False,0.027096941455014928,2.6404227631283352
"Beta(1,5)",5000,184,Symmetric empirical-variance bound,0.15418625333053812,0.17574755043443244,False,0.021561297103894317,2.1010098047489856
"Beta(1,5)",5000,184,Optimistic hard-boundary benchmark (not valid),0.1597115454967873,0.1709070995192205,False,0.011195554022433218,1.0909347734223602
"Beta(1,5)",5000,185,Chronological GE,0.16307799564674497,0.17331593623384833,False,0.010237940587103367,0.9976214997777989
"Beta(1,5)",5000,185,Exact Bernoulli rounding,0.149817938185365,0.17674196700673675,False,0.026924028821371737,2.6235735384783165
"Beta(1,5)",5000,185,Symmetric empirical-variance bound,0.1572451720963332,0.17900702828063558,False,0.021761856184302375,2.1205529979223066
"Beta(1,5)",5000,185,Optimistic hard-boundary benchmark (not valid),0.1627947169745118,0.17413586566233236,False,0.011341148687820546,1.1051220376682886
"Beta(1,5)",5000,186,Chronological GE,0.16010316787287593,0.1704924856312573,False,0.010389317758381367,1.0123722320522872
"Beta(1,5)",5000,186,Exact Bernoulli rounding,0.1476790690289761,0.1744526920333035,False,0.026773623004327396,2.608917458429943
"Beta(1,5)",5000,186,Symmetric empirical-variance bound,0.15430331152611762,0.1761554775584079,False,0.021852166032290288,2.129353112088616
"Beta(1,5)",5000,186,Optimistic hard-boundary benchmark (not valid),0.1598681912783534,0.1712749006452946,False,0.011406709366941215,1.1115105044184477
"Beta(1,5)",5000,187,Chronological GE,0.1592354471795261,0.16954534174874425,False,0.010309894569218159,1.0046329528079883
"Beta(1,5)",5000,187,Exact Bernoulli rounding,0.14842701089313182,0.1753956730380779,False,0.026968662144946087,2.627922768953477
"Beta(1,5)",5000,187,Symmetric empirical-variance bound,0.15351539043604737,0.175203226756542,False,0.021687836320494647,2.1133402380008204
"Beta(1,5)",5000,187,Optimistic hard-boundary benchmark (not valid),0.15905864236848505,0.17034605724019686,False,0.01128741487171181,1.0998860226944658
"Beta(1,5)",5000,188,Chronological GE,0.16309710824862123,0.17332234093919396,False,0.010225232690572739,0.9963831969484314
"Beta(1,5)",5000,188,Exact Bernoulli rounding,0.15588146905340114,0.18320186003197597,False,0.027320390978574832,2.662196482844904
"Beta(1,5)",5000,188,Symmetric empirical-variance bound,0.1572200676204314,0.178979747119547,False,0.021759679499115614,2.120340893942792
"Beta(1,5)",5000,188,Optimistic hard-boundary benchmark (not valid),0.16276934100983403,0.1741089095442913,False,0.011339568534457278,1.1049680618804112
"Beta(1,5)",5000,189,Chronological GE,0.16224669804796576,0.17290054308250546,False,0.0106538450345397,1.0381487147079536
"Beta(1,5)",5000,189,Exact Bernoulli rounding,0.15461063930543242,0.1819031111591376,False,0.027292471853705175,2.65947594359309
"Beta(1,5)",5000,189,Symmetric empirical-variance bound,0.15673950511112789,0.1785722050249442,False,0.02183269991381631,2.1274562639733494
"Beta(1,5)",5000,189,Optimistic hard-boundary benchmark (not valid),0.162299237807976,0.1736918153726013,False,0.011392577564625306,1.1101334511233036
"Beta(1,5)",5000,190,Chronological GE,0.16061561787500978,0.17102749133482575,False,0.010411873459815979,1.014570140166941
"Beta(1,5)",5000,190,Exact Bernoulli rounding,0.15469618992633216,0.18185147810020755,False,0.027155288173875386,2.646108275823145
"Beta(1,5)",5000,190,Symmetric empirical-variance bound,0.15513465779890495,0.17685948681132418,False,0.021724829012419233,2.116944938036403
"Beta(1,5)",5000,190,Optimistic hard-boundary benchmark (not valid),0.16068130486810056,0.17199557417413797,False,0.011314269306037406,1.1025028146966906
"Beta(1,5)",5000,191,Chronological GE,0.16308569116517901,0.1731864116154611,False,0.010100720450282097,0.9842502795083832
"Beta(1,5)",5000,191,Exact Bernoulli rounding,0.16177902828893956,0.18954732056469495,False,0.02776829227575539,2.7058415851039035
"Beta(1,5)",5000,191,Symmetric empirical-variance bound,0.15730562703392437,0.17901147518208033,False,0.02170584814815596,2.11509537482471
"Beta(1,5)",5000,191,Optimistic hard-boundary benchmark (not valid),0.16284746433788866,0.1741479541570191,False,0.011300489819130455,1.1011600922734333
"Beta(1,5)",5000,192,Chronological GE,0.16002766462042928,0.17037507193163037,False,0.010347407311201096,1.0082883283788269
"Beta(1,5)",5000,192,Exact Bernoulli rounding,0.15451643600580023,0.18180385593964157,False,0.027287419933841345,2.658983666476571
"Beta(1,5)",5000,192,Symmetric empirical-variance bound,0.1543837964483187,0.17573064859474355,False,0.021346852146424844,2.0801135221157407
"Beta(1,5)",5000,192,Optimistic hard-boundary benchmark (not valid),0.15987961233646492,0.17091949074823964,False,0.011039878411774728,1.0757651858610118
"Beta(1,5)",5000,193,Chronological GE,0.16009078593924642,0.1702780113555491,False,0.010187225416302681,0.9926796323851125
"Beta(1,5)",5000,193,Exact Bernoulli rounding,0.1523482171766935,0.1795346061509171,False,0.027186388974223596,2.6491388488982377
"Beta(1,5)",5000,193,Symmetric empirical-variance bound,0.15438711755677367,0.17586054317225788,False,0.02147342561548421,2.0924472930495304
"Beta(1,5)",5000,193,Optimistic hard-boundary benchmark (not valid),0.15990020889988787,0.17103197287707622,False,0.011131763977188347,1.0847188435615982
"Beta(1,5)",5000,194,Chronological GE,0.1610326780937612,0.17124385247007012,False,0.010211174376308918,0.9950133045915752
"Beta(1,5)",5000,194,Exact Bernoulli rounding,0.1489177040738344,0.17572470450811908,False,0.02680700043428469,2.6121698744260535
"Beta(1,5)",5000,194,Symmetric empirical-variance bound,0.1554627162925302,0.17704929537130185,False,0.02158657907877165,2.1034733706858932
"Beta(1,5)",5000,194,Optimistic hard-boundary benchmark (not valid),0.16099015526887134,0.17220406242485908,False,0.011213907155987746,1.0927231683115974
"Beta(1,5)",5000,195,Chronological GE,0.16452107625082135,0.17493191687390208,False,0.01041084062308073,1.0144694968662618
"Beta(1,5)",5000,195,Exact Bernoulli rounding,0.14959133290156618,0.17665595790240568,False,0.027064625000839504,2.637273732402117
"Beta(1,5)",5000,195,Symmetric empirical-variance bound,0.15878169655533278,0.18048667411719685,False,0.02170497756186407,2.115010541786775
"Beta(1,5)",5000,195,Optimistic hard-boundary benchmark (not valid),0.16432190652996193,0.17562176408669006,False,0.011299857556728132,1.1010984823665686
"Beta(1,5)",5000,196,Chronological GE,0.15924400882795453,0.1698054508306086,False,0.010561442002654076,1.0291446332259926
"Beta(1,5)",5000,196,Exact Bernoulli rounding,0.1511567877500077,0.17815903186567464,False,0.02700224411566693,2.6311951161321883
"Beta(1,5)",5000,196,Symmetric empirical-variance bound,0.1537765139662285,0.17539005359797083,False,0.02161353963174234,2.1061005032679416
"Beta(1,5)",5000,196,Optimistic hard-boundary benchmark (not valid),0.15930935662214551,0.17054283600828496,False,0.011233479386139444,1.0946303563277624
"Beta(1,5)",5000,197,Chronological GE,0.16248546401038766,0.17292501823976636,False,0.0104395542293787,1.0172674532262638
"Beta(1,5)",5000,197,Exact Bernoulli rounding,0.149298799433408,0.1762311077557182,False,0.026932308322310194,2.624380322623366
"Beta(1,5)",5000,197,Symmetric empirical-variance bound,0.1566962486678157,0.17827087077403145,False,0.021574622106215746,2.1023082405708533
"Beta(1,5)",5000,197,Optimistic hard-boundary benchmark (not valid),0.16222079474890966,0.1734260215571034,False,0.011205226808193747,1.091877324217156
"Beta(1,5)",5000,198,Chronological GE,0.1634820275940001,0.17374889692291617,False,0.010266869328916073,1.000440419710801
"Beta(1,5)",5000,198,Exact Bernoulli rounding,0.1572060093608298,0.18453481021290738,False,0.02732880085207759,2.6630159709582975
"Beta(1,5)",5000,198,Symmetric empirical-variance bound,0.15749215887692494,0.17944244267948486,False,0.021950283802559922,2.1389140580912285
"Beta(1,5)",5000,198,Optimistic hard-boundary benchmark (not valid),0.16306717405137616,0.17454511115548238,False,0.011477937104106217,1.1184511895466502
"Beta(1,5)",5000,199,Chronological GE,0.1603291821666062,0.17064932035282254,False,0.010320138186216354,1.0056311274375385
"Beta(1,5)",5000,199,Exact Bernoulli rounding,0.1564441894038457,0.18388171854027133,False,0.027437529136425637,2.673610843352478
"Beta(1,5)",5000,199,Symmetric empirical-variance bound,0.15456493163299737,0.17592621488091717,False,0.021361283247919804,2.0815197401919603
"Beta(1,5)",5000,199,Optimistic hard-boundary benchmark (not valid),0.16006253243271318,0.17111288701770622,False,0.011050354584993038,1.076786021599319
Bernoulli(0.5),50,0,Chronological GE,0.49367658188566566,0.8314898363314569,False,0.33781325444579124,0.9273519897619287
Bernoulli(0.5),50,0,Exact Bernoulli rounding,0.5018987802874022,0.8233881505500428,False,0.3214893702626406,0.8825402889814986
Bernoulli(0.5),50,0,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,0,Optimistic hard-boundary benchmark (not valid),0.45938165671691367,0.8729159199993193,False,0.4135342632824056,1.135218399049558
Bernoulli(0.5),50,1,Chronological GE,0.3487964295782149,0.736191947478801,False,0.38739551790058613,1.0634633177414607
Bernoulli(0.5),50,1,Exact Bernoulli rounding,0.3537413715660621,0.7167330835829092,False,0.3629917120168471,0.9964709258023787
Bernoulli(0.5),50,1,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,1,Optimistic hard-boundary benchmark (not valid),0.3187046748815311,0.7551489858037859,False,0.4364443109222548,1.1981101831484675
Bernoulli(0.5),50,2,Chronological GE,0.3173195910640061,0.6907960488460958,False,0.3734764577820897,1.0252532477497431
Bernoulli(0.5),50,2,Exact Bernoulli rounding,0.3356837109371803,0.6939433974238214,False,0.3582596864866411,0.9834807508069066
Bernoulli(0.5),50,2,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,2,Optimistic hard-boundary benchmark (not valid),0.29980970838297694,0.7371172936840056,False,0.43730758530102865,1.2004800108634275
Bernoulli(0.5),50,3,Chronological GE,0.35973609099164605,0.7276159697212279,False,0.36787987872958183,1.0098897335835577
Bernoulli(0.5),50,3,Exact Bernoulli rounding,0.3642367993958177,0.7191769466519228,False,0.35494014725610507,0.9743680790274032
Bernoulli(0.5),50,3,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,3,Optimistic hard-boundary benchmark (not valid),0.3187046748815311,0.7551489858037859,False,0.4364443109222548,1.1981101831484675
Bernoulli(0.5),50,4,Chronological GE,0.3827951508574188,0.7680624234490097,False,0.3852672725915909,1.0576209403450019
Bernoulli(0.5),50,4,Exact Bernoulli rounding,0.3733306264424397,0.7306519278503905,False,0.35732130140795076,0.9809047320792992
Bernoulli(0.5),50,4,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,4,Optimistic hard-boundary benchmark (not valid),0.3378893524447363,0.772890271696336,False,0.43500091925159967,1.1941478396934015
Bernoulli(0.5),50,5,Chronological GE,0.34699553390964866,0.6950191189534962,False,0.34802358504384756,0.9553809977171331
Bernoulli(0.5),50,5,Exact Bernoulli rounding,0.34979926623697716,0.6966400335405559,False,0.34684076730357877,0.9521339718218246
Bernoulli(0.5),50,5,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,5,Optimistic hard-boundary benchmark (not valid),0.29980970838297694,0.7371172936840056,False,0.43730758530102865,1.2004800108634275
Bernoulli(0.5),50,6,Chronological GE,0.13868294609710574,0.4547197469510138,False,0.31603680085390806,0.8675721045661221
Bernoulli(0.5),50,6,Exact Bernoulli rounding,0.13257868489463465,0.44444715712483035,False,0.3118684722301957,0.8561293686985704
Bernoulli(0.5),50,6,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,6,Optimistic hard-boundary benchmark (not valid),0.08171408977049577,0.47528035373304944,False,0.3935662639625537,1.080403013160663
Bernoulli(0.5),50,7,Chronological GE,0.23762942710891366,0.5609856355004013,False,0.3233562083914876,0.8876650614129118
Bernoulli(0.5),50,7,Exact Bernoulli rounding,0.22772389770555718,0.5652180257357847,False,0.33749412803022755,0.9264759361655589
Bernoulli(0.5),50,7,Symmetric empirical-variance bound,0.0,1.0,False,1.0,2.745161646434866
Bernoulli(0.5),50,7,Optimistic hard-boundary benchmark (not valid),0.17567306651126585,0.6027774220293267,False,0.42710435551806086,1.1724704957934624
Bernoulli(0.5),50,8,Chronological GE,0.31479627219960093,0.6721049374900758,False,0.3573086652904749,0.9808700438942445
Bernoulli(0.5),50,8,Exact Bernoulli rounding,0.3343787971053363,0.6858521080251829,False,0.3514733109198466,0.9648510528826397
