distribution,population_mean,population_variance,population_size,replication,n,sampling_fraction,method,calibration,width,sqrt_n_width
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2825337648391723,1.4126688241958616
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.19093784689903254,0.9546892344951627
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,WSR running intersection,Deterministic Markov,0.2810045480728149,1.4050227403640745
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,WSR running intersection,Uniformly randomized Markov,0.22553312778472895,1.1276656389236448
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,0,25,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2824805974960327,1.4124029874801636
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2607848346233368,1.303924173116684
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,WSR running intersection,Deterministic Markov,0.2818832993507385,1.4094164967536926
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2768639028072357,1.3843195140361786
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,1,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,Bridge-efficient betting,Deterministic Markov,0.27130433917045593,1.3565216958522797
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.22999146580696106,1.1499573290348053
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,WSR running intersection,Deterministic Markov,0.2664586007595062,1.3322930037975311
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2518969774246216,1.259484887123108
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,2,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,Bridge-efficient betting,Deterministic Markov,0.26429277658462524,1.3214638829231262
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.25276875495910645,1.2638437747955322
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,WSR running intersection,Deterministic Markov,0.2472529113292694,1.236264556646347
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2472529113292694,1.236264556646347
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,3,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2974960505962372,1.487480252981186
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2452593445777893,1.2262967228889465
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,WSR running intersection,Deterministic Markov,0.2692820727825165,1.3464103639125824
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,WSR running intersection,Uniformly randomized Markov,0.26314860582351685,1.3157430291175842
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,4,25,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2543097734451294,1.271548867225647
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.21330928802490234,1.0665464401245117
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,WSR running intersection,Deterministic Markov,0.2523728013038635,1.2618640065193176
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,WSR running intersection,Uniformly randomized Markov,0.22731053829193115,1.1365526914596558
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,5,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2660273015499116,1.330136507749558
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.21708104014396679,1.0854052007198338
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,WSR running intersection,Deterministic Markov,0.250425159931183,1.2521257996559148
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2204389274120332,1.1021946370601658
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,2.5000000000000004
"Uniform(0,1)",0.49999999999999994,0.0833,50,6,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,2.5000000000000004
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,Bridge-efficient betting,Deterministic Markov,0.32183638215065,1.6091819107532501
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.22653260827064514,1.1326630413532257
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,WSR running intersection,Deterministic Markov,0.3064436614513397,1.5322183072566986
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2546485662460327,1.2732428312301636
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,7,25,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,Bridge-efficient betting,Deterministic Markov,0.28040701150894165,1.4020350575447083
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23853832483291626,1.1926916241645813
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,WSR running intersection,Deterministic Markov,0.2739265561103821,1.3696327805519104
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,WSR running intersection,Uniformly randomized Markov,0.25559449195861816,1.2779724597930908
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,8,25,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,Bridge-efficient betting,Deterministic Markov,0.28563961386680603,1.4281980693340302
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2773113250732422,1.386556625366211
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,WSR running intersection,Deterministic Markov,0.279374897480011,1.396874487400055
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,WSR running intersection,Uniformly randomized Markov,0.27411940693855286,1.3705970346927643
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,2.5000000000000004
"Uniform(0,1)",0.49999999999999994,0.0833,50,9,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,2.5000000000000004
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,Bridge-efficient betting,Deterministic Markov,0.27594900131225586,1.3797450065612793
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2630637586116791,1.3153187930583954
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,WSR running intersection,Deterministic Markov,0.27241697907447815,1.3620848953723907
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2653484642505646,1.3267423212528229
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,10,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,Bridge-efficient betting,Deterministic Markov,0.26184552907943726,1.3092276453971863
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23327606916427612,1.1663803458213806
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,WSR running intersection,Deterministic Markov,0.25133970379829407,1.2566985189914703
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,WSR running intersection,Uniformly randomized Markov,0.24168193340301514,1.2084096670150757
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,11,25,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2702826261520386,1.3514131307601929
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2090577483177185,1.0452887415885925
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,WSR running intersection,Deterministic Markov,0.275909423828125,1.379547119140625
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2431682050228119,1.2158410251140594
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,12,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2700917422771454,1.350458711385727
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2388932704925537,1.1944663524627686
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,WSR running intersection,Deterministic Markov,0.2733227610588074,1.3666138052940369
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2639399766921997,1.3196998834609985
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,13,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2807231843471527,1.4036159217357635
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23419666290283203,1.1709833145141602
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,WSR running intersection,Deterministic Markov,0.23982155323028564,1.1991077661514282
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,WSR running intersection,Uniformly randomized Markov,0.18746086955070496,0.9373043477535248
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,14,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,Bridge-efficient betting,Deterministic Markov,0.3144564628601074,1.572282314300537
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2427828311920166,1.213914155960083
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,WSR running intersection,Deterministic Markov,0.28691577911376953,1.4345788955688477
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2682994604110718,1.3414973020553589
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,15,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,Bridge-efficient betting,Deterministic Markov,0.30337947607040405,1.5168973803520203
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.1773594319820404,0.886797159910202
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,WSR running intersection,Deterministic Markov,0.292814165353775,1.4640708267688751
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,WSR running intersection,Uniformly randomized Markov,0.18506905436515808,0.9253452718257904
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,16,25,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2887742221355438,1.4438711106777191
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23001962900161743,1.1500981450080872
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,WSR running intersection,Deterministic Markov,0.28698864579200745,1.4349432289600372
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,WSR running intersection,Uniformly randomized Markov,0.24599552154541016,1.2299776077270508
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,17,25,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,Bridge-efficient betting,Deterministic Markov,0.29059773683547974,1.4529886841773987
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23696941137313843,1.1848470568656921
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,WSR running intersection,Deterministic Markov,0.27871114015579224,1.3935557007789612
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,WSR running intersection,Uniformly randomized Markov,0.25512903928756714,1.2756451964378357
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,18,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,Bridge-efficient betting,Deterministic Markov,0.3211279809474945,1.6056399047374725
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2519015073776245,1.2595075368881226
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,WSR running intersection,Deterministic Markov,0.2964351773262024,1.482175886631012
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,WSR running intersection,Uniformly randomized Markov,0.26832181215286255,1.3416090607643127
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,19,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,Bridge-efficient betting,Deterministic Markov,0.262460321187973,1.3123016059398651
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.25641632080078125,1.2820816040039062
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,WSR running intersection,Deterministic Markov,0.26096731424331665,1.3048365712165833
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,WSR running intersection,Uniformly randomized Markov,0.25929197669029236,1.2964598834514618
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,20,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,Bridge-efficient betting,Deterministic Markov,0.26518484950065613,1.3259242475032806
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2141837477684021,1.0709187388420105
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,WSR running intersection,Deterministic Markov,0.25716543197631836,1.2858271598815918
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,WSR running intersection,Uniformly randomized Markov,0.21026235818862915,1.0513117909431458
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,21,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,Bridge-efficient betting,Deterministic Markov,0.3001737892627716,1.500868946313858
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2475135624408722,1.237567812204361
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,WSR running intersection,Deterministic Markov,0.30856773257255554,1.5428386628627777
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,WSR running intersection,Uniformly randomized Markov,0.28506994247436523,1.4253497123718262
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,22,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,Bridge-efficient betting,Deterministic Markov,0.309203177690506,1.54601588845253
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2555082440376282,1.2775412201881409
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,WSR running intersection,Deterministic Markov,0.29978302121162415,1.4989151060581207
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,WSR running intersection,Uniformly randomized Markov,0.268236368894577,1.3411818444728851
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,23,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,Bridge-efficient betting,Deterministic Markov,0.25482597947120667,1.2741298973560333
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.21756434440612793,1.0878217220306396
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,WSR running intersection,Deterministic Markov,0.24849805235862732,1.2424902617931366
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2264918088912964,1.132459044456482
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,24,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2901991605758667,1.4509958028793335
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2506827116012573,1.2534135580062866
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,WSR running intersection,Deterministic Markov,0.2803467810153961,1.4017339050769806
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2691453695297241,1.3457268476486206
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,Bridge-efficient betting,Deterministic Markov,0.28071129322052,1.4035564661026
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.22646686434745789,1.1323343217372894
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,WSR running intersection,Deterministic Markov,0.2692786455154419,1.3463932275772095
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,WSR running intersection,Uniformly randomized Markov,0.24866721034049988,1.2433360517024994
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,26,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,Bridge-efficient betting,Deterministic Markov,0.26716676354408264,1.3358338177204132
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2348528504371643,1.1742642521858215
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,WSR running intersection,Deterministic Markov,0.2771179974079132,1.385589987039566
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,WSR running intersection,Uniformly randomized Markov,0.24571233987808228,1.2285616993904114
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,27,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2836454212665558,1.418227106332779
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.24212726950645447,1.2106363475322723
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,WSR running intersection,Deterministic Markov,0.27071884274482727,1.3535942137241364
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,WSR running intersection,Uniformly randomized Markov,0.25550830364227295,1.2775415182113647
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,28,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,Bridge-efficient betting,Deterministic Markov,0.24406176805496216,1.2203088402748108
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.1922348141670227,0.9611740708351135
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,WSR running intersection,Deterministic Markov,0.2265564203262329,1.1327821016311646
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,WSR running intersection,Uniformly randomized Markov,0.20090189576148987,1.0045094788074493
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,29,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,Bridge-efficient betting,Deterministic Markov,0.28777262568473816,1.4388631284236908
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.20825546979904175,1.0412773489952087
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,WSR running intersection,Deterministic Markov,0.2819399833679199,1.4096999168395996
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,WSR running intersection,Uniformly randomized Markov,0.23916876316070557,1.1958438158035278
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,30,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,Bridge-efficient betting,Deterministic Markov,0.2833656668663025,1.4168283343315125
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.23298707604408264,1.1649353802204132
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,WSR running intersection,Deterministic Markov,0.27717748284339905,1.3858874142169952
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,WSR running intersection,Uniformly randomized Markov,0.24690794944763184,1.2345397472381592
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,Bardenet--Maillard EBS,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,31,25,0.5,Shekhar--Ramdas AS-CI,As published,0.5,2.5
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,Bridge-efficient betting,Deterministic Markov,0.30646902322769165,1.5323451161384583
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.2308303713798523,1.1541518568992615
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,WSR running intersection,Deterministic Markov,0.2873258590698242,1.436629295349121
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,WSR running intersection,Uniformly randomized Markov,0.2579708695411682,1.289854347705841
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,32,25,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,2.4999999999999996
"Uniform(0,1)",0.49999999999999994,0.0833,50,33,25,0.5,Bridge-efficient betting,Deterministic Markov,0.29068824648857117,1.4534412324428558
