distribution,population_mean,population_variance,population_size,replication,n,sampling_fraction,method,calibration,width,sqrt_n_width
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07989034056663513,0.5649100156597043
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06290507316589355,0.4448060380663926
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,WSR running intersection,Deterministic Markov,0.07716161012649536,0.5456149776771745
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06112194061279297,0.4321973868658735
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,10,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07940790057182306,0.5614986497412322
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07103258371353144,0.502276216290392
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,WSR running intersection,Deterministic Markov,0.07676652073860163,0.5428212738236294
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06872487068176264,0.48595822095242913
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,11,50,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08045071363449091,0.5688724516224556
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07631289958953852,0.5396136879177079
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,WSR running intersection,Deterministic Markov,0.07756128907203669,0.5484411346040721
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07401895523071284,0.5233930517998052
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,12,50,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07946556806564331,0.5619064205005755
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.03984382748603821,0.2817384060380457
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,WSR running intersection,Deterministic Markov,0.07693454623222351,0.5440093934831519
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,WSR running intersection,Uniformly randomized Markov,0.038787275552749634,0.2742674556710046
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,13,50,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08059543371200562,0.5698957771043005
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.058941394090652466,0.4167785945408906
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,WSR running intersection,Deterministic Markov,0.07812997698783875,0.5524623654204969
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,WSR running intersection,Uniformly randomized Markov,0.057292819023132324,0.405121408445505
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,14,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,Bridge-efficient betting,Deterministic Markov,0.079384446144104,0.5613328018923421
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06780308485031128,0.47944021083021976
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,WSR running intersection,Deterministic Markov,0.07689443230628967,0.5437257451926737
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06574496626853943,0.4648871147736506
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,15,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07970604300498968,0.5636068351037479
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.05341058969497686,0.37766990160490477
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,WSR running intersection,Deterministic Markov,0.07709631323814398,0.545153258951738
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,WSR running intersection,Uniformly randomized Markov,0.05209735035896307,0.36838389720674203
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,16,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08042067289352423,0.5686600315059614
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.04581627249717718,0.323969969714447
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,WSR running intersection,Deterministic Markov,0.07779899239540106,0.5501219509226873
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,WSR running intersection,Uniformly randomized Markov,0.044714868068695124,0.31618186431236145
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,17,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07990029454231262,0.5649804008967175
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06176045536994934,0.43671236801260305
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,WSR running intersection,Deterministic Markov,0.0774446427822113,0.5476163207787142
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,WSR running intersection,Uniformly randomized Markov,0.05994302034378052,0.4238611616989038
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,18,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08085417747497553,0.5717253717981581
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07074066996574396,0.5002120743845709
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,WSR running intersection,Deterministic Markov,0.07793128490447992,0.5510574002253859
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06868207454681391,0.4856556065801209
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,19,50,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08057296276092529,0.5697368834854144
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.0612623393535614,0.4331901558825476
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,WSR running intersection,Deterministic Markov,0.0778132975101471,0.5502231033591131
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,WSR running intersection,Uniformly randomized Markov,0.059482455253601074,0.420604474714467
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,20,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08221086859703064,0.5813186267219655
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06657761335372925,0.47077481877637994
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,WSR running intersection,Deterministic Markov,0.07773366570472717,0.5496600214630075
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06465592980384827,0.45718646408222513
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,21,50,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08087864518165588,0.5718983846112956
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06685855984687805,0.47276141048094095
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,WSR running intersection,Deterministic Markov,0.07795307040214539,0.5512114469566936
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06467539072036743,0.45732407354261323
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,22,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07912728190422053,0.5595143761133393
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06890109181404108,0.4872042925286537
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,WSR running intersection,Deterministic Markov,0.07657584547996515,0.541472996139766
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,WSR running intersection,Uniformly randomized Markov,0.0668142139911651,0.4724478379280195
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,23,50,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08017271757125854,0.5669067226079079
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07882422208786011,0.5573714196008033
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,WSR running intersection,Deterministic Markov,0.07758459448814392,0.5486059287817501
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07638394832611084,0.5401160783519581
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,24,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07939672470092779,0.561419624400275
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07474142313003546,0.5285016713078114
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,WSR running intersection,Deterministic Markov,0.07685220241546636,0.5434271347709744
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07238352298736578,0.5118287995053868
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,25,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08054909110069275,0.5695680853571283
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.054447025060653687,0.3849986063582212
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,WSR running intersection,Deterministic Markov,0.07783344388008118,0.5503655597070799
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,WSR running intersection,Uniformly randomized Markov,0.052709758281707764,0.37271427515699346
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,26,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08077427744865417,0.5711603932938699
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07743057608604431,0.5475168542162285
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,WSR running intersection,Deterministic Markov,0.07779562473297119,0.5500981379532782
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07496911287307739,0.5301116809209272
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,27,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08055168390274048,0.5695864192362305
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.0682697594165802,0.4827400983343802
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,WSR running intersection,Deterministic Markov,0.07803714275360107,0.5518059282549397
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,WSR running intersection,Uniformly randomized Markov,0.0662347674369812,0.4683505320500333
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,28,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07991772890090942,0.5651036804286119
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06501945853233337,0.45975700037290457
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,WSR running intersection,Deterministic Markov,0.07722696661949158,0.5460771178710965
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06308048963546753,0.4460464198180682
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,29,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07997441291809082,0.5655044969579505
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07455387711524963,0.5271755207194158
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,WSR running intersection,Deterministic Markov,0.07745260000228882,0.5476725868214763
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07224950194358826,0.5108811276166191
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,30,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08062279224395752,0.5700892311389655
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06926840543746948,0.48980159206813795
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,WSR running intersection,Deterministic Markov,0.07811397314071655,0.5523492011322452
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06719273328781128,0.4751243735427042
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,31,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,Bridge-efficient betting,Deterministic Markov,0.0793389081954956,0.5610107999697189
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.061818063259124756,0.43711971730346083
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,WSR running intersection,Deterministic Markov,0.07679805159568787,0.5430442306522525
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,WSR running intersection,Uniformly randomized Markov,0.05992916226387024,0.423763170276116
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,32,50,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07978186011314392,0.564142943016806
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.04750925302505493,0.3359411498312384
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,WSR running intersection,Deterministic Markov,0.0773809552192688,0.5471659817023754
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,WSR running intersection,Uniformly randomized Markov,0.04622688889503479,0.3268734661083621
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,33,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08130806684494019,0.574934854312263
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.0469893217086792,0.3322646802356331
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,WSR running intersection,Deterministic Markov,0.07785150408744812,0.5504932646580679
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,WSR running intersection,Uniformly randomized Markov,0.04558393359184265,0.32232708555949197
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,34,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07997485995292664,0.5655076579715888
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06257882714271545,0.4424991303131488
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,WSR running intersection,Deterministic Markov,0.07730832695960999,0.5466524223532702
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,WSR running intersection,Uniformly randomized Markov,0.060645341873168945,0.4288273248589424
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,35,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07973214983940125,0.5637914383002252
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07514512538909912,0.5313562773574539
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,WSR running intersection,Deterministic Markov,0.07725438475608826,0.5462709933742466
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07286092638969421,0.5152045513368665
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,36,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08084002137184132,0.5716252730329443
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07456719875335682,0.5272697189258368
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,WSR running intersection,Deterministic Markov,0.07782214879989613,0.550285691429151
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07204139232635487,0.5094095704008604
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,Bardenet--Maillard EBS,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,37,50,0.5,Shekhar--Ramdas AS-CI,As published,0.4999999999999999,3.535533905932737
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,Bridge-efficient betting,Deterministic Markov,0.0799219012260437,0.5651331832225694
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.049793392419815063,0.35209245438334064
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,WSR running intersection,Deterministic Markov,0.07735934853553772,0.5470131993765234
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,WSR running intersection,Uniformly randomized Markov,0.04839730262756348,0.3422206087908765
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,38,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08028396964073181,0.5676933935353637
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07631257176399231,0.5396113698410402
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,WSR running intersection,Deterministic Markov,0.0776178240776062,0.5488408974621983
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07385388016700745,0.5222257948302964
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,39,50,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07973536849021917,0.5638141975984214
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.06537231802940374,0.4622520938047499
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,WSR running intersection,Deterministic Markov,0.07688018679618841,0.543625014224733
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,WSR running intersection,Uniformly randomized Markov,0.06345713138580328,0.448709679175472
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,Bardenet--Maillard EBS,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,40,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5000000000000001,3.5355339059327386
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,Bridge-efficient betting,Deterministic Markov,0.08110809326171875,0.5735208275447226
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.05661824345588684,0.4003514388652845
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,WSR running intersection,Deterministic Markov,0.07847395539283752,0.5548946600480605
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,WSR running intersection,Uniformly randomized Markov,0.05503779649734497,0.38917599124837843
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,Bardenet--Maillard EBS,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,41,50,0.5,Shekhar--Ramdas AS-CI,As published,0.49999999999999994,3.5355339059327373
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,Bridge-efficient betting,Deterministic Markov,0.07924515008926392,0.5603478300426425
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.07217884063720703,0.5103814767275224
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,WSR running intersection,Deterministic Markov,0.07675585150718689,0.5427458309647953
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,WSR running intersection,Uniformly randomized Markov,0.07001501321792603,0.49508090631261253
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,Bardenet--Maillard EBS,As published,0.5,3.5355339059327378
"Beta(50,50)",0.5,0.0024462210278909822,100,42,50,0.5,Shekhar--Ramdas AS-CI,As published,0.5,3.5355339059327378
