distribution,population_mean,population_variance,n,sampling_fraction,method,calibration,normalized_mean_width,normalized_standard_error,num_simulations
Bernoulli(0.5),0.5,0.25,2800,0.7,Bridge-efficient betting,Deterministic Markov,1.0175915380593132,9.450076704365874e-05,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Bridge-efficient betting,Deterministic Markov,1.0203224162751814,0.00010134466363433936,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Bridge-efficient betting,Deterministic Markov,1.0268619969179498,0.00016384180116848143,200
Bernoulli(0.5),0.5,0.25,400,0.1,Bridge-efficient betting,Uniformly randomized Markov,0.9982594839707091,0.00081855888963495,200
Bernoulli(0.5),0.5,0.25,1200,0.3,Bridge-efficient betting,Uniformly randomized Markov,0.9991138248209316,0.000523821183837488,200
Bernoulli(0.5),0.5,0.25,2000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.9997606163434091,0.0004526560820700167,200
Bernoulli(0.5),0.5,0.25,2800,0.7,Bridge-efficient betting,Uniformly randomized Markov,1.0007008273582458,0.0005018683492947967,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Bridge-efficient betting,Uniformly randomized Markov,1.0018948778108077,0.0005829204050859251,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Bridge-efficient betting,Uniformly randomized Markov,1.001322811068728,0.0007236767335529448,200
Bernoulli(0.5),0.5,0.25,400,0.1,WSR running intersection,Deterministic Markov,1.158119160589247,0.004002217989046166,200
Bernoulli(0.5),0.5,0.25,1200,0.3,WSR running intersection,Deterministic Markov,1.1774661168453513,0.003834467016431431,200
Bernoulli(0.5),0.5,0.25,2000,0.5,WSR running intersection,Deterministic Markov,1.207446050263137,0.004276795346000801,200
Bernoulli(0.5),0.5,0.25,2800,0.7,WSR running intersection,Deterministic Markov,1.277227543423595,0.00377941662828078,200
Bernoulli(0.5),0.5,0.25,3200,0.8,WSR running intersection,Deterministic Markov,1.3550129418271843,0.002988720489706644,200
Bernoulli(0.5),0.5,0.25,3600,0.9,WSR running intersection,Deterministic Markov,1.5297206973388655,0.0031441200703639697,200
Bernoulli(0.5),0.5,0.25,400,0.1,WSR running intersection,Uniformly randomized Markov,1.094705681626219,0.0062275463147010955,200
Bernoulli(0.5),0.5,0.25,1200,0.3,WSR running intersection,Uniformly randomized Markov,1.097944601243736,0.0059429978925404055,200
Bernoulli(0.5),0.5,0.25,2000,0.5,WSR running intersection,Uniformly randomized Markov,1.1211252544710453,0.006558275418847375,200
Bernoulli(0.5),0.5,0.25,2800,0.7,WSR running intersection,Uniformly randomized Markov,1.1879501055896196,0.006198257976151253,200
Bernoulli(0.5),0.5,0.25,3200,0.8,WSR running intersection,Uniformly randomized Markov,1.263620424370723,0.006857802387376104,200
Bernoulli(0.5),0.5,0.25,3600,0.9,WSR running intersection,Uniformly randomized Markov,1.4041099859416182,0.00772395737486326,200
Bernoulli(0.5),0.5,0.25,400,0.1,Exact hypergeometric,As published,1.0123665485642035,0.00012456981102788113,200
Bernoulli(0.5),0.5,0.25,1200,0.3,Exact hypergeometric,As published,1.007474030088507,0.0001249356078605852,200
Bernoulli(0.5),0.5,0.25,2000,0.5,Exact hypergeometric,As published,1.0065665158963852,1.5740324710485608e-17,200
Bernoulli(0.5),0.5,0.25,2800,0.7,Exact hypergeometric,As published,1.0028332368175799,0.0001221400699688739,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Exact hypergeometric,As published,1.0039273475925106,0.00035748361987753533,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Exact hypergeometric,As published,1.0003675391826332,0.0006137446493674862,200
Bernoulli(0.5),0.5,0.25,400,0.1,Bardenet--Maillard EBS,As published,2.700261040906274,0.00018319599843737722,200
Bernoulli(0.5),0.5,0.25,1200,0.3,Bardenet--Maillard EBS,As published,2.2668774284088573,5.0545220244826843e-05,200
Bernoulli(0.5),0.5,0.25,2000,0.5,Bardenet--Maillard EBS,As published,2.198459229949654,1.9181653233224648e-05,200
Bernoulli(0.5),0.5,0.25,2800,0.7,Bardenet--Maillard EBS,As published,2.267270050806443,7.166744308790258e-06,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Bardenet--Maillard EBS,As published,2.387316858030762,4.888377912224007e-06,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Bardenet--Maillard EBS,As published,2.7020944792680406,2.2422059407544944e-06,200
Bernoulli(0.5),0.5,0.25,400,0.1,Shekhar--Ramdas AS-CI,As published,2.405535767640923,0.004123897278137608,200
Bernoulli(0.5),0.5,0.25,1200,0.3,Shekhar--Ramdas AS-CI,As published,2.3936984092567624,0.0021389713578673854,200
Bernoulli(0.5),0.5,0.25,2000,0.5,Shekhar--Ramdas AS-CI,As published,2.3738318669966456,0.0013169394500705813,200
Bernoulli(0.5),0.5,0.25,2800,0.7,Shekhar--Ramdas AS-CI,As published,2.329761419193015,0.0008637684511710397,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Shekhar--Ramdas AS-CI,As published,2.2885068436372387,0.0006812074171372927,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Shekhar--Ramdas AS-CI,As published,2.208855967477881,0.00042921359302577525,200
Bernoulli(0.5),0.5,0.25,400,0.1,Shekhar--Ramdas rate CI,As published,3.8029439386745527,0.0004531989938033784,200
Bernoulli(0.5),0.5,0.25,1200,0.3,Shekhar--Ramdas rate CI,As published,3.976517388337841,0.00013666677465307557,200
Bernoulli(0.5),0.5,0.25,2000,0.5,Shekhar--Ramdas rate CI,As published,4.008159656461061,5.280396803190815e-05,200
Bernoulli(0.5),0.5,0.25,2800,0.7,Shekhar--Ramdas rate CI,As published,4.011462631287437,1.9905551719788213e-05,200
Bernoulli(0.5),0.5,0.25,3200,0.8,Shekhar--Ramdas rate CI,As published,4.000470158914716,1.3636194072977376e-05,200
Bernoulli(0.5),0.5,0.25,3600,0.9,Shekhar--Ramdas rate CI,As published,3.9552961445304016,6.3155904715748304e-06,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,Bridge-efficient betting,Deterministic Markov,1.4105882442672653,0.002269792034307708,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,Bridge-efficient betting,Deterministic Markov,1.1704177238181364,0.0018033357406464902,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,Bridge-efficient betting,Deterministic Markov,1.1295271404755736,0.001611574771074618,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,Bridge-efficient betting,Deterministic Markov,1.131871047773426,0.001517057415885625,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,Bridge-efficient betting,Deterministic Markov,1.151067523291118,0.0014462061987983174,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,Bridge-efficient betting,Deterministic Markov,1.2038435172237212,0.0016745815627795917,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,Bridge-efficient betting,Uniformly randomized Markov,1.2358748109915392,0.010427851624741597,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,Bridge-efficient betting,Uniformly randomized Markov,1.0692056215756685,0.00627506473208468,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0464460344305846,0.004663171835190134,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,Bridge-efficient betting,Uniformly randomized Markov,1.0518926739413725,0.004916224212143982,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,Bridge-efficient betting,Uniformly randomized Markov,1.0657647513359239,0.004931487586390281,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,Bridge-efficient betting,Uniformly randomized Markov,1.0870172159914562,0.006637416158428107,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,WSR running intersection,Deterministic Markov,1.384130543545976,0.0031085281194840123,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,WSR running intersection,Deterministic Markov,1.1830081364770757,0.00509683026612813,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,WSR running intersection,Deterministic Markov,1.2115165499697569,0.00421886098084006,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,WSR running intersection,Deterministic Markov,1.2707245302907446,0.0037936248257952566,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,WSR running intersection,Deterministic Markov,1.3413960891890202,0.0031578061627794388,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,WSR running intersection,Deterministic Markov,1.509337805955415,0.002567235087923702,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,WSR running intersection,Uniformly randomized Markov,1.2293084448027494,0.010338317728947666,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,WSR running intersection,Uniformly randomized Markov,1.090255646791809,0.007511729395740412,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,WSR running intersection,Uniformly randomized Markov,1.118614977554441,0.006795624857142027,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,WSR running intersection,Uniformly randomized Markov,1.1729741688409363,0.006753094276875619,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,WSR running intersection,Uniformly randomized Markov,1.2366095781789872,0.0066285772377412625,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,WSR running intersection,Uniformly randomized Markov,1.367657133197102,0.007878055276114324,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,Bardenet--Maillard EBS,As published,14.09765572227634,0.003273028057857353,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,Bardenet--Maillard EBS,As published,9.729514627588975,0.0018796616836506508,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,Bardenet--Maillard EBS,As published,9.036794328474645,0.0011941878867239575,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,Bardenet--Maillard EBS,As published,9.728893198691425,0.000799947010860646,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,Bardenet--Maillard EBS,As published,10.935853831595347,0.000574564035408989,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,Bardenet--Maillard EBS,As published,14.09888800914507,0.00041712768799705233,200
"Beta(50,50)",0.5,0.002474547035930437,400,0.1,Shekhar--Ramdas AS-CI,As published,24.13931945793138,0.0040313801341682765,200
"Beta(50,50)",0.5,0.002474547035930437,1200,0.3,Shekhar--Ramdas AS-CI,As published,24.066067967317966,0.001965701541869918,200
"Beta(50,50)",0.5,0.002474547035930437,2000,0.5,Shekhar--Ramdas AS-CI,As published,23.845613519961088,0.0014127231139707873,200
"Beta(50,50)",0.5,0.002474547035930437,2800,0.7,Shekhar--Ramdas AS-CI,As published,23.401181812373412,0.0008210461120382338,200
"Beta(50,50)",0.5,0.002474547035930437,3200,0.8,Shekhar--Ramdas AS-CI,As published,22.990790970468055,0.0006506752376619732,200
"Beta(50,50)",0.5,0.002474547035930437,3600,0.9,Shekhar--Ramdas AS-CI,As published,22.195193374805548,0.0004663399199489842,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,Bridge-efficient betting,Deterministic Markov,1.8131560260448127,0.007340965887152666,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,Bridge-efficient betting,Deterministic Markov,1.3253309958734298,0.005167450425887316,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,Bridge-efficient betting,Deterministic Markov,1.2270061154806324,0.004659642377705451,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,Bridge-efficient betting,Deterministic Markov,1.2023128628274524,0.004106214712789736,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,Bridge-efficient betting,Deterministic Markov,1.2268330375776935,0.0043190736015903085,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,Bridge-efficient betting,Deterministic Markov,1.2968084666459236,0.005136415722221989,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,Bridge-efficient betting,Uniformly randomized Markov,1.5174041354128252,0.015081473848753078,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,Bridge-efficient betting,Uniformly randomized Markov,1.1823491838640487,0.009969151888621585,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.120847141364709,0.00792729996834743,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,Bridge-efficient betting,Uniformly randomized Markov,1.0925109421439216,0.0076195583449591665,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,Bridge-efficient betting,Uniformly randomized Markov,1.1062720169178994,0.008546822040895043,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,Bridge-efficient betting,Uniformly randomized Markov,1.156719926627223,0.009431067795540987,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,WSR running intersection,Deterministic Markov,1.80506833307156,0.004069307143721922,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,WSR running intersection,Deterministic Markov,1.3638627867615267,0.0035995765018721963,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,WSR running intersection,Deterministic Markov,1.2791739990865971,0.002799075369425968,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,WSR running intersection,Deterministic Markov,1.297194982169455,0.0026742151776077473,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,WSR running intersection,Deterministic Markov,1.352389285284974,0.002742026501166616,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,WSR running intersection,Deterministic Markov,1.5012364399630362,0.002225149549383222,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,WSR running intersection,Uniformly randomized Markov,1.5384039267621148,0.014557377754055335,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,WSR running intersection,Uniformly randomized Markov,1.2105030323052832,0.010466009652334556,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,WSR running intersection,Uniformly randomized Markov,1.1658960957151865,0.008224529693196753,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,WSR running intersection,Uniformly randomized Markov,1.1748695827035733,0.007103967209098242,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,WSR running intersection,Uniformly randomized Markov,1.2237679966518342,0.00730150356025246,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,WSR running intersection,Uniformly randomized Markov,1.3523439496911562,0.009201757089100576,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,Bardenet--Maillard EBS,As published,17.259381795918035,0.0037325914404731236,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,Bardenet--Maillard EBS,As published,11.801556629589806,0.0018285120594690887,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,Bardenet--Maillard EBS,As published,10.93594865451361,0.0011004702697023957,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,Bardenet--Maillard EBS,As published,11.799780090909005,0.0007337877996849676,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,Bardenet--Maillard EBS,As published,13.307855409559993,0.0006115712460088155,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,Bardenet--Maillard EBS,As published,17.262776342861994,0.00040763271334445236,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,400,0.1,Shekhar--Ramdas AS-CI,As published,19.48318744660824,0.006624125768734832,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,1200,0.3,Shekhar--Ramdas AS-CI,As published,19.15385147498979,0.003303150283380304,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2000,0.5,Shekhar--Ramdas AS-CI,As published,18.82981682226254,0.0021363177617794047,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,2800,0.7,Shekhar--Ramdas AS-CI,As published,18.323180287429828,0.0013580120949231026,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3200,0.8,Shekhar--Ramdas AS-CI,As published,17.88726628223457,0.0010727610547934733,200
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,3600,0.9,Shekhar--Ramdas AS-CI,As published,17.051458983566995,0.0006840865755755705,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,Bridge-efficient betting,Deterministic Markov,2.041612696307732,0.0012641179815617045,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,Bridge-efficient betting,Deterministic Markov,1.4211262963580318,0.0013944471113554908,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,Bridge-efficient betting,Deterministic Markov,1.299231081330645,0.0016059575255651611,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,Bridge-efficient betting,Deterministic Markov,1.279606895630162,0.0017732554135162434,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,Bridge-efficient betting,Deterministic Markov,1.3110104270350809,0.0017606271234684306,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,Bridge-efficient betting,Deterministic Markov,1.4050641846433125,0.0017709366845581212,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,Bridge-efficient betting,Uniformly randomized Markov,1.7075754012122104,0.01838850376688771,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,Bridge-efficient betting,Uniformly randomized Markov,1.268875323223645,0.009043634004583332,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1686548505245378,0.007348431771396899,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,Bridge-efficient betting,Uniformly randomized Markov,1.1549976303458884,0.006350384542290822,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,Bridge-efficient betting,Uniformly randomized Markov,1.1792129091023333,0.008598016796801042,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,Bridge-efficient betting,Uniformly randomized Markov,1.2334677664677278,0.009077309037726695,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,WSR running intersection,Deterministic Markov,2.0166077356520984,0.0014833061344049871,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,WSR running intersection,Deterministic Markov,1.3880521854921852,0.0028909649581791846,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,WSR running intersection,Deterministic Markov,1.2657403440290134,0.003638374860348055,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,WSR running intersection,Deterministic Markov,1.2690766917421532,0.003183179351684511,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,WSR running intersection,Deterministic Markov,1.3347128368345482,0.0032329527283013015,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,WSR running intersection,Deterministic Markov,1.4878250356084832,0.002194372241187204,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,WSR running intersection,Uniformly randomized Markov,1.691449953634828,0.018189261304024085,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,WSR running intersection,Uniformly randomized Markov,1.2506330003445882,0.008959468631449167,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,WSR running intersection,Uniformly randomized Markov,1.156822711909526,0.007033987951864045,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,WSR running intersection,Uniformly randomized Markov,1.1695042005258918,0.005757937468902072,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,WSR running intersection,Uniformly randomized Markov,1.2250179167462405,0.007717802459656982,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,WSR running intersection,Uniformly randomized Markov,1.3493291314140796,0.007658880806193057,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,Bardenet--Maillard EBS,As published,23.246724728045407,0.0022355218591765653,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,Bardenet--Maillard EBS,As published,15.719184623091719,0.001224792771682614,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,Bardenet--Maillard EBS,As published,14.527466508316213,0.0007539006260050953,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,Bardenet--Maillard EBS,As published,15.71985232252231,0.0004650266399928432,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,Bardenet--Maillard EBS,As published,17.799110704921738,0.0003362328049506745,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,Bardenet--Maillard EBS,As published,23.25153285953055,0.0002168182847547455,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,400,0.1,Shekhar--Ramdas AS-CI,As published,41.593035210777515,0.0038908601475563724,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,1200,0.3,Shekhar--Ramdas AS-CI,As published,41.4724417722925,0.0020545768568850536,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2000,0.5,Shekhar--Ramdas AS-CI,As published,41.09268103127085,0.0012803129328400461,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,2800,0.7,Shekhar--Ramdas AS-CI,As published,40.324898750410455,0.0008317121585717489,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3200,0.8,Shekhar--Ramdas AS-CI,As published,39.61771058083129,0.0007186009059668469,200
"Uniform(0.45,0.55)",0.5,0.0008333332812500005,3600,0.9,Shekhar--Ramdas AS-CI,As published,38.247047688023024,0.0004932731574088966,200
