distribution,population_mean,population_variance,population_size,n,sampling_fraction,method,calibration,sqrt_n_mean_width,sqrt_n_standard_error,gaussian_sqrt_n_width,num_simulations
Bernoulli(0.1),0.1,0.09000000000000004,4000,3200,0.8,Shekhar--Ramdas AS-CI,As published,1.1372540666238973,0.0009451723604773665,0.691253942684486,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,3600,0.9,Shekhar--Ramdas AS-CI,As published,0.7541021560677033,0.0004692761142442315,0.4887903503941371,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,400,0.1,Shekhar--Ramdas rate CI,As published,5.87274564137428,0.021395550027730602,1.4663710511824113,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,1200,0.3,Shekhar--Ramdas rate CI,As published,5.229588109939437,0.011215878584494743,1.2932177103910087,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,2000,0.5,Shekhar--Ramdas rate CI,As published,4.412985027464184,0.00622639143645245,1.0929684502272319,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,2800,0.7,Shekhar--Ramdas rate CI,As published,3.3901935562277914,0.00322104696222366,0.8466097211320397,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,3200,0.8,Shekhar--Ramdas rate CI,As published,2.742947283004037,0.001968019352234429,0.691253942684486,200
Bernoulli(0.1),0.1,0.09000000000000004,4000,3600,0.9,Shekhar--Ramdas rate CI,As published,1.8251669154009593,0.0010709640751702574,0.4887903503941371,200
"Beta(2,2)",0.5,0.0499997232432935,4000,400,0.1,Bridge-efficient betting,Deterministic Markov,1.1543159484118228,0.002817149507709484,1.09296542535956,200
"Beta(2,2)",0.5,0.0499997232432935,4000,1200,0.3,Bridge-efficient betting,Deterministic Markov,0.9950770111851824,0.0012911536258851822,0.9639049023644412,200
"Beta(2,2)",0.5,0.0499997232432935,4000,2000,0.5,Bridge-efficient betting,Deterministic Markov,0.8404424576128007,0.0008996028657253181,0.814648329386983,200
"Beta(2,2)",0.5,0.0499997232432935,4000,2800,0.7,Bridge-efficient betting,Deterministic Markov,0.6511544437169122,0.0006384556766262912,0.6310238825462958,200
"Beta(2,2)",0.5,0.0499997232432935,4000,3200,0.8,Bridge-efficient betting,Deterministic Markov,0.5347695668580874,0.0006910268821966823,0.5152288425827894,200
"Beta(2,2)",0.5,0.0499997232432935,4000,3600,0.9,Bridge-efficient betting,Deterministic Markov,0.38165368348360024,0.0005192269999247438,0.3643218084531866,200
"Beta(2,2)",0.5,0.0499997232432935,4000,400,0.1,Bridge-efficient betting,Uniformly randomized Markov,1.1047357575874783,0.0025522090144279165,1.09296542535956,200
