distribution,population_mean,population_variance,population_size,n,sampling_fraction,method,calibration,sqrt_n_mean_width,sqrt_n_standard_error,gaussian_sqrt_n_width,num_simulations
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,Bridge-efficient betting,Deterministic Markov,1.418896698951721,0.01272130854371382,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,Bridge-efficient betting,Deterministic Markov,1.2658972177417551,0.010390550546561721,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,Bridge-efficient betting,Deterministic Markov,1.1345522423693677,0.005789250646804321,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,1.108794776646847,0.004053055559893633,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,1.0740386247634888,0.0016629569048536002,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,1.066897905359434,0.0009881612278968158,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,1.0585440689774137,0.0006057816867067476,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,1.056493975064972,0.00046727319914940734,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,1.0539636015891958,0.0002168728632456198,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,1.0532423685887584,0.0002469482547422246,1.051578435489385,20
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1828269630670547,0.015743121730964607,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1064155870986847,0.012862740593977911,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.062581193993028,0.005422188451049614,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0604979561806518,0.003918208616034483,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0539570450782776,0.001594949516535452,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0534212398138327,0.0013111672049553242,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0524284694693935,0.0006767160679784687,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.051938685516874,0.0005681307480470058,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0518327355384756,0.000404834830221012,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.051544904264982,0.00016209819129598747,1.051578435489385,20
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,WSR running intersection,Deterministic Markov,1.36635961830616,0.012265823490565887,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,WSR running intersection,Deterministic Markov,1.3073318182302938,0.00922233893067517,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,WSR running intersection,Deterministic Markov,1.2762457336305113,0.011806852835523032,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,WSR running intersection,Deterministic Markov,1.2693781227959382,0.009645239269871498,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,WSR running intersection,Deterministic Markov,1.2707486152648926,0.008498274049741392,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,WSR running intersection,Deterministic Markov,1.2681658392978117,0.007800575312894391,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,WSR running intersection,Deterministic Markov,1.2730325236680715,0.008515577681569636,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,WSR running intersection,Deterministic Markov,1.2690385385884089,0.008175116652987455,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,WSR running intersection,Deterministic Markov,1.2767039239406515,0.018370635692825234,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,WSR running intersection,Deterministic Markov,1.2713923491387202,0.00961671755395408,1.051578435489385,20
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,WSR running intersection,Uniformly randomized Markov,1.2466625541448593,0.01593993345525335,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,WSR running intersection,Uniformly randomized Markov,1.2023495651149207,0.013816077992386816,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,WSR running intersection,Uniformly randomized Markov,1.1829747189385076,0.017082659804692653,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,1.1856673302875733,0.013024030366523505,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,1.2066649794578552,0.01117062266518698,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,1.193906758997437,0.01029065858741031,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,1.2021173291880425,0.011588378969334436,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,1.183050701066164,0.02003162567715963,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,1.1627271771430898,0.03342523920344396,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,1.1928274625007758,0.016231080323555865,1.051578435489385,20
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,3.8064789415719653e-17,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,6.531683220313437e-17,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,Bardenet--Maillard EBS,As published,5.409573171282276,0.005001288206243285,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,Bardenet--Maillard EBS,As published,4.270328449022234,0.003479558654685564,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,Bardenet--Maillard EBS,As published,2.7446571172582783,0.0012205682427037065,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,Bardenet--Maillard EBS,As published,2.3874823155025795,0.001050065912907002,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,Bardenet--Maillard EBS,As published,1.9068219514528666,0.0005115021695733419,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,Bardenet--Maillard EBS,As published,1.792407748197731,0.00041607831159699724,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,Bardenet--Maillard EBS,As published,1.6410411024348854,0.00017641318649566802,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,Bardenet--Maillard EBS,As published,1.604491335643927,0.00012789868288526834,1.051578435489385,20
"Uniform(0,1)",0.49999999999999994,0.0833,50,25,0.5,Shekhar--Ramdas AS-CI,As published,2.5,3.8064789415719653e-17,1.062041629209329,50
"Uniform(0,1)",0.5,0.08332500000000001,100,50,0.5,Shekhar--Ramdas AS-CI,As published,3.5305075818023828,0.0020582394458860836,1.056822719840894,50
"Uniform(0,1)",0.5,0.083333,500,250,0.5,Shekhar--Ramdas AS-CI,As published,4.081131447802994,0.007210649438092424,1.0526289623464398,50
"Uniform(0,1)",0.5,0.08333325,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,4.158744293563447,0.005208544398876315,1.0521035672738557,50
"Uniform(0,1)",0.5,0.08333333,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,4.345072294956813,0.002325465325437775,1.0516830622341677,50
"Uniform(0,1)",0.5,0.08333333250000001,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,4.421068569373364,0.0020300721814659173,1.0516304872816398,50
"Uniform(0,1)",0.5,0.08333333329999999,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,4.585954055287781,0.001014948839632313,1.0515884254270798,30
"Uniform(0,1)",0.5,0.08333333332499998,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,4.655782581069228,0.0009574484738411885,1.0515831675769651,30
"Uniform(0,1)",0.5,0.08333333333300001,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,4.817622629760073,0.000582830407182703,1.0515789612779454,20
"Uniform(0,1)",0.5,0.08333333333324999,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,4.883846298915173,0.0002600414513911793,1.051578435489385,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,Bridge-efficient betting,Deterministic Markov,1.7051213145256043,0.014384813001713612,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,Bridge-efficient betting,Deterministic Markov,1.5120353440956675,0.009680992149723736,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,Bridge-efficient betting,Deterministic Markov,1.3715683100932134,0.00410815154412144,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,1.347460419352973,0.003808305515965669,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,1.3112821877002716,0.001773332156859613,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,1.308265699670228,0.0016768971595795077,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,1.2948325507829577,0.0007314558161476138,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,1.2936229300374837,0.00043492997711343543,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,1.2904331088066032,0.0002511037067339792,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,1.2898105219379732,0.00023643729083325777,1.2879152957322593,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.409696564078331,0.02021091555957686,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.333746289219229,0.013765587020364357,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.3055344242567903,0.005738035724409787,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2974383687694597,0.0037745606511328106,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2875670194625854,0.0018345157685969622,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2911545006432903,0.001327155822680652,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2883431198423172,0.0004974828313786057,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.289086077561239,0.0005153261369305966,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2884363532066276,0.00023302827465804325,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.2880719644368988,0.00023382293852112045,1.2879152957322593,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,WSR running intersection,Deterministic Markov,1.6550370901823044,0.011634477432169762,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,WSR running intersection,Deterministic Markov,1.581550290833959,0.011325538664777215,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,WSR running intersection,Deterministic Markov,1.558962147381574,0.009625042833430495,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,WSR running intersection,Deterministic Markov,1.5704557016349288,0.008714555322834156,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,WSR running intersection,Deterministic Markov,1.5658605694770813,0.009364555936599711,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,WSR running intersection,Deterministic Markov,1.566812718021457,0.008646645343029528,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,WSR running intersection,Deterministic Markov,1.5401112073269385,0.021262490909874532,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,WSR running intersection,Deterministic Markov,1.5448880100532423,0.013999890944629174,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,WSR running intersection,Deterministic Markov,1.5523716807365349,0.012685183565958,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,WSR running intersection,Deterministic Markov,1.5423017546546116,0.018640939290432652,1.2879152957322593,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,WSR running intersection,Uniformly randomized Markov,1.505846518278122,0.01852662539526139,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,WSR running intersection,Uniformly randomized Markov,1.4621834405476783,0.018749578995867072,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,WSR running intersection,Uniformly randomized Markov,1.451952280930092,0.016045951649632684,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,1.4795000461925385,0.014788640369801556,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,1.4450439512729645,0.019030246840689664,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,1.4904531652318451,0.010883598786271214,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,1.4341851284616742,0.024526406050424193,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,1.4727490790934472,0.02118017294220798,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,1.490057259798043,0.012969462280553703,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,1.4501445093719034,0.02311164619348237,1.2879152957322593,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,4.1114671657129845e-17,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,6.832838811750647e-17,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,Bardenet--Maillard EBS,As published,5.754731530843957,0.0046177221839242485,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,Bardenet--Maillard EBS,As published,4.6119100904621755,0.0028281362952624835,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,Bardenet--Maillard EBS,As published,3.08877778461321,0.001461198442616387,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,Bardenet--Maillard EBS,As published,2.729282207702294,0.0010089294786649792,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,Bardenet--Maillard EBS,As published,2.248265781004255,0.00048103696808322877,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,Bardenet--Maillard EBS,As published,2.1342376503102543,0.0004101752561296804,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,Bardenet--Maillard EBS,As published,1.9818143352378246,0.0002016925912154202,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,Bardenet--Maillard EBS,As published,1.945364537322238,0.0001335483507032456,1.2879152957322593,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,50,25,0.5,Shekhar--Ramdas AS-CI,As published,2.5,4.1114671657129845e-17,1.3009902626560355,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,100,50,0.5,Shekhar--Ramdas AS-CI,As published,3.505399818621578,0.01083697285441349,1.2944029278597224,50
"Beta(0.5,0.5)",0.5,0.125,500,250,0.5,Shekhar--Ramdas AS-CI,As published,4.070474605957649,0.010215761588748326,1.2892045015236338,50
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,4.162709742186451,0.006243277980319493,1.2885590924711579,50
"Beta(0.5,0.5)",0.5,0.125,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,4.343788227481547,0.0032576244511335287,1.288043462561568,50
"Beta(0.5,0.5)",0.5,0.125,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,4.420077975510676,0.0018909023473283068,1.2879790523371215,50
"Beta(0.5,0.5)",0.5,0.125,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,4.587376431091739,0.001262582197630127,1.2879275311141585,30
"Beta(0.5,0.5)",0.49999999999999994,0.125,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,4.655947975962224,0.0008583444094412949,1.2879210913960064,30
"Beta(0.5,0.5)",0.5,0.125,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,4.816929695284639,0.0005231150600444558,1.287915939691034,20
"Beta(0.5,0.5)",0.49999999999999994,0.125,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,4.8846258742081705,0.000504972060010483,1.2879152957322593,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Bridge-efficient betting,Deterministic Markov,1.1498950600624085,0.03377677431920327,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Bridge-efficient betting,Deterministic Markov,1.177147591522686,0.022330098878081846,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,Bridge-efficient betting,Deterministic Markov,1.244163127402925,0.021395890092341076,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,1.1823481242338603,0.013138187740361301,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,1.1245549023151398,0.005778873160018197,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,1.1234870037153133,0.003982336157526239,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,1.1102344322828155,0.0028062882774992975,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,1.1020370966765367,0.0017430831773440766,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,1.0996803641319275,0.0011241895060312825,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,1.095891818268139,0.0006492737150643312,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1100065052509307,0.0347025509741165,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1544448122506565,0.023102951435165355,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.1348982751940284,0.02164115731647776,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.120726592035341,0.013653718530741734,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0940892100334167,0.006796116676761606,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0956294119893102,0.004684249082672767,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.096532410773052,0.0029366961270234,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0910463805181136,0.0019246342163717093,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.0943979024887085,0.0011088230506925538,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,1.092402059211437,0.0008490536602182937,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,WSR running intersection,Deterministic Markov,1.5390996307134628,0.06869957654832518,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,WSR running intersection,Deterministic Markov,1.7350576562768285,0.06615479941801031,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,WSR running intersection,Deterministic Markov,1.4880244853183007,0.04976263507395422,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,WSR running intersection,Deterministic Markov,1.3912172952460535,0.014484070838740972,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,WSR running intersection,Deterministic Markov,1.328228920698166,0.009731176738819597,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,WSR running intersection,Deterministic Markov,1.3283285689389297,0.008804056602585549,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,WSR running intersection,Deterministic Markov,1.3282282634784297,0.00905368776611387,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,WSR running intersection,Deterministic Markov,1.324005003117485,0.009025543000771847,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,WSR running intersection,Deterministic Markov,1.3158425688743591,0.01164204229818323,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,WSR running intersection,Deterministic Markov,1.311448713963468,0.014410398134328681,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,WSR running intersection,Uniformly randomized Markov,1.5164607614278793,0.07007805991870183,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,WSR running intersection,Uniformly randomized Markov,1.7209316553096445,0.06744328372032496,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,WSR running intersection,Uniformly randomized Markov,1.3679598503560717,0.0536196266591436,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,1.290733210019257,0.020752838231962546,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,1.257252961397171,0.01162809858025272,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,1.2445867427515431,0.014348713524634777,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,1.2513308236442862,0.015722372909502774,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,1.242469385247677,0.019951776818039287,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,1.2476138770580292,0.017377454921430474,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,1.235055443695047,0.023427749446994467,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Exact hypergeometric,As published,1.0999999999999999,0.02587252896610691,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Exact hypergeometric,As published,1.0931870837144024,0.020123090605327104,1.0983373054527974,50
Bernoulli(0.1),0.1,0.09,500,250,0.5,Exact hypergeometric,As published,1.1175489251035053,0.009459257424365194,1.0939262944363009,50
Bernoulli(0.1),0.1,0.09000000000000004,1000,500,0.5,Exact hypergeometric,As published,1.1140090663903952,0.0061508253967434675,1.0933786466951272,50
Bernoulli(0.1),0.1,0.09000000000000004,5000,2500,0.5,Exact hypergeometric,As published,1.0981999999999998,0.0025981154865849644,1.0929411202083428,50
Bernoulli(0.1),0.1,0.09000000000000002,10000,5000,0.5,Exact hypergeometric,As published,1.0996924661013185,0.0014602208387635017,1.0928864663205622,50
Bernoulli(0.1),0.1,0.09000000000000004,50000,25000,0.5,Exact hypergeometric,As published,1.096783301801733,0.0015616329011671301,1.0928427491132036,30
Bernoulli(0.1),0.1,0.09000000000000002,100000,50000,0.5,Exact hypergeometric,As published,1.0934372409973971,0.0009033780792243012,1.0928372848311545,30
Bernoulli(0.1),0.1,0.09000000000000004,500000,250000,0.5,Exact hypergeometric,As published,1.0942499999999997,0.0004095890109545749,1.0928329134645296,20
Bernoulli(0.1),0.1,0.09000000000000002,1000000,500000,0.5,Exact hypergeometric,As published,1.0929395963409871,0.00037089862425423385,1.0928323670473898,20
Bernoulli(0.1),0.1,0.09,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,2.837181889425455e-17,1.1039268443781,50
Bernoulli(0.1),0.1,0.09,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,2.197671641581216e-17,1.0983373054527974,50
