distribution,population_mean,population_variance,population_size,n,sampling_fraction,method,calibration,sqrt_n_mean_width,sqrt_n_standard_error,gaussian_sqrt_n_width,num_simulations
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,Bridge-efficient betting,Deterministic Markov,0.2044590278675926,0.0002438294068381444,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,Bridge-efficient betting,Deterministic Markov,0.13088494539260873,0.0002601138608950746,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,Bridge-efficient betting,Deterministic Markov,0.11976056507164513,0.0002426098373041338,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,Bridge-efficient betting,Deterministic Markov,0.1095723489815908,0.00013658361024390005,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,Bridge-efficient betting,Deterministic Markov,0.108211395240537,0.00010326467263432449,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,Bridge-efficient betting,Deterministic Markov,0.10644495487213552,6.188822642120243e-05,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,Bridge-efficient betting,Deterministic Markov,0.10597087488214973,2.4330692618190803e-05,0.10515784354893852,20
"Uniform(0.45,0.55)",0.5,0.0008330000000000001,50,25,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.5993169277906418,0.012284465190400327,0.10620416292093292,50
"Uniform(0.45,0.55)",0.5000000000000001,0.000833250000000001,100,50,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.45268412699004884,0.008623573778633086,0.10568227198408944,50
"Uniform(0.45,0.55)",0.5,0.0008333300000000006,500,250,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.22899114459307893,0.004432469314535548,0.10526289623464402,50
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.17240900398772208,0.0034371249535247307,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.11743336915969856,0.0016481881988438907,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.11092780788236854,0.0011460607561210186,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.10583890388832948,0.0006300089566407811,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.10636435605428678,0.0003994429453960014,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.10531991720200003,0.0001834397957997157,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,Bridge-efficient betting,Uniformly randomized Markov,0.10507209333765491,0.00017625325212686842,0.10515784354893852,20
"Uniform(0.45,0.55)",0.5,0.0008330000000000001,50,25,0.5,WSR running intersection,Deterministic Markov,0.7119639843702317,0.00011005180175242226,0.10620416292093292,50
"Uniform(0.45,0.55)",0.5000000000000001,0.000833250000000001,100,50,0.5,WSR running intersection,Deterministic Markov,0.5331227318575577,0.0001045053235016776,0.10568227198408944,50
"Uniform(0.45,0.55)",0.5,0.0008333300000000006,500,250,0.5,WSR running intersection,Deterministic Markov,0.2622448170513575,0.00019154007151970902,0.10526289623464402,50
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,WSR running intersection,Deterministic Markov,0.19820163673134963,0.00029737456414411607,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,WSR running intersection,Deterministic Markov,0.12941318750381478,0.0005436529375521459,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,WSR running intersection,Deterministic Markov,0.12837420079551357,0.0006936435005161359,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,WSR running intersection,Deterministic Markov,0.1260096228307056,0.001339291324950343,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,WSR running intersection,Deterministic Markov,0.12645298970534397,0.001252954769709704,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,WSR running intersection,Deterministic Markov,0.12477934360504565,0.0012120717498271048,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,WSR running intersection,Deterministic Markov,0.12773340011074985,0.0010507849420586784,0.10515784354893852,20
"Uniform(0.45,0.55)",0.5,0.0008330000000000001,50,25,0.5,WSR running intersection,Uniformly randomized Markov,0.5803214877843856,0.01184690826152161,0.10620416292093292,50
"Uniform(0.45,0.55)",0.5000000000000001,0.000833250000000001,100,50,0.5,WSR running intersection,Uniformly randomized Markov,0.438962664118927,0.008325258989600084,0.10568227198408944,50
"Uniform(0.45,0.55)",0.5,0.0008333300000000006,500,250,0.5,WSR running intersection,Uniformly randomized Markov,0.22253195001831183,0.004281739467630348,0.10526289623464402,50
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,WSR running intersection,Uniformly randomized Markov,0.16800716418945727,0.0033135362656676903,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,WSR running intersection,Uniformly randomized Markov,0.11807820200920112,0.0014632104997147277,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,WSR running intersection,Uniformly randomized Markov,0.1176067346721929,0.0014517466632012596,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,WSR running intersection,Uniformly randomized Markov,0.11665127125274653,0.0020445382036056335,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,WSR running intersection,Uniformly randomized Markov,0.12083723532559745,0.0017617592762491222,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,WSR running intersection,Uniformly randomized Markov,0.11844933032989917,0.0015744426763305305,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,WSR running intersection,Uniformly randomized Markov,0.117545453154454,0.002091641855795572,0.10515784354893852,20
"Uniform(0.45,0.55)",0.5,0.0008330000000000001,50,25,0.5,Bardenet--Maillard EBS,As published,2.5,3.3569988834012606e-17,0.10620416292093292,50
"Uniform(0.45,0.55)",0.5000000000000001,0.000833250000000001,100,50,0.5,Bardenet--Maillard EBS,As published,3.5355339059327378,6.593014924743647e-17,0.10568227198408944,50
"Uniform(0.45,0.55)",0.5,0.0008333300000000006,500,250,0.5,Bardenet--Maillard EBS,As published,4.044811358616833,0.00041861130569597395,0.10526289623464402,50
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,Bardenet--Maillard EBS,As published,2.904861256850598,0.0002714850938176938,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,Bardenet--Maillard EBS,As published,1.3825094258842392,0.00014539604310741253,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,Bardenet--Maillard EBS,As published,1.0220454486916133,8.773083688685802e-05,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,Bardenet--Maillard EBS,As published,0.5410011355726851,5.921515122034553e-05,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,Bardenet--Maillard EBS,As published,0.4269849060983806,3.573778573569565e-05,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,Bardenet--Maillard EBS,As published,0.2748660514626869,2.535817458542194e-05,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,Bardenet--Maillard EBS,As published,0.23875134793128958,1.1371907475273883e-05,0.10515784354893852,20
"Uniform(0.45,0.55)",0.5,0.0008330000000000001,50,25,0.5,Shekhar--Ramdas AS-CI,As published,2.5,3.3569988834012606e-17,0.10620416292093292,50
"Uniform(0.45,0.55)",0.5000000000000001,0.000833250000000001,100,50,0.5,Shekhar--Ramdas AS-CI,As published,3.5355339059327378,6.593014924743647e-17,0.10568227198408944,50
"Uniform(0.45,0.55)",0.5,0.0008333300000000006,500,250,0.5,Shekhar--Ramdas AS-CI,As published,4.079203474146911,0.0006800383622587699,0.10526289623464402,50
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333325000000006,1000,500,0.5,Shekhar--Ramdas AS-CI,As published,4.164404560381629,0.0005834827071399434,0.10521035672738561,50
"Uniform(0.45,0.55)",0.5,0.0008333333000000007,5000,2500,0.5,Shekhar--Ramdas AS-CI,As published,4.345978713676627,0.00026244878691658146,0.10516830622341682,50
"Uniform(0.45,0.55)",0.5,0.0008333333250000007,10000,5000,0.5,Shekhar--Ramdas AS-CI,As published,4.419821184403267,0.00017543313605225484,0.10516304872816401,50
"Uniform(0.45,0.55)",0.5,0.0008333333330000005,50000,25000,0.5,Shekhar--Ramdas AS-CI,As published,4.586464656116377,0.00012430662357177053,0.10515884254270802,30
"Uniform(0.45,0.55)",0.5000000000000001,0.0008333333332500007,100000,50000,0.5,Shekhar--Ramdas AS-CI,As published,4.656766669181106,7.999115308490086e-05,0.10515831675769659,30
"Uniform(0.45,0.55)",0.5,0.0008333333333300007,500000,250000,0.5,Shekhar--Ramdas AS-CI,As published,4.816853654955278,4.471160717267349e-05,0.1051578961277946,20
"Uniform(0.45,0.55)",0.5,0.0008333333333325006,1000000,500000,0.5,Shekhar--Ramdas AS-CI,As published,4.884547377522614,3.304212940306534e-05,0.10515784354893852,20
