distribution,population_mean,population_variance,replication,n,sampling_fraction,method,width,calibration,normalized_width
"Uniform(0,1)",0.5,0.08333332812500001,146,2000,0.5,WSR running intersection,0.028793489560484886,Uniformly randomized Markov,1.224372495019423
"Uniform(0,1)",0.5,0.08333332812500001,146,2000,0.5,Bardenet--Maillard EBS,0.06498707275999704,As published,2.763415814954331
"Uniform(0,1)",0.5,0.08333332812500001,146,2000,0.5,Shekhar--Ramdas AS-CI,0.0970041782066664,As published,4.124864665976415
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,Bridge-efficient betting,0.015672982670366986,Deterministic Markov,1.018027030463688
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,Bridge-efficient betting,0.015599631797522273,Uniformly randomized Markov,1.0132625786146339
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,WSR running intersection,0.018467498011887074,Deterministic Markov,1.1995427135054213
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,WSR running intersection,0.01842079488560544,Uniformly randomized Markov,1.196509146381548
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,Bardenet--Maillard EBS,0.044280161255821515,As published,2.876185217568527
"Uniform(0,1)",0.5,0.08333332812500001,146,2800,0.7,Shekhar--Ramdas AS-CI,0.061939515264516576,As published,4.023235533356179
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,Bridge-efficient betting,0.0119631968438626,Deterministic Markov,1.0174111850777614
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,Bridge-efficient betting,0.011686435341835222,Uniformly randomized Markov,0.9938739774704123
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,WSR running intersection,0.01604944597929736,Deterministic Markov,1.364926621767955
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,WSR running intersection,0.014234980754554205,Uniformly randomized Markov,1.2106152584524386
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,Bardenet--Maillard EBS,0.03625715464352741,As published,3.0834930792218396
"Uniform(0,1)",0.5,0.08333332812500001,146,3200,0.8,Shekhar--Ramdas AS-CI,0.04654156531040171,As published,3.9581317381835497
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,Bridge-efficient betting,0.00810430552810415,Deterministic Markov,1.0338471228713564
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,Bridge-efficient betting,0.007864197343588009,Uniformly randomized Markov,1.0032170886409038
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,WSR running intersection,0.012202595267445049,Deterministic Markov,1.5566562693204486
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,WSR running intersection,0.009986077621579159,Uniformly randomized Markov,1.2739003461848477
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,Bardenet--Maillard EBS,0.028457997409600866,As published,3.6303195434290236
"Uniform(0,1)",0.5,0.08333332812500001,146,3600,0.9,Shekhar--Ramdas AS-CI,0.030039763505538553,As published,3.8321017099169135
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,Bridge-efficient betting,0.07433828869834536,Deterministic Markov,1.0536844427727472
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,Bridge-efficient betting,0.07381448177620786,Uniformly randomized Markov,1.0462599080607282
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,WSR running intersection,0.08191420733928667,Deterministic Markov,1.1610668933436008
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,WSR running intersection,0.08191420733928667,Uniformly randomized Markov,1.1610668933436008
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,Bardenet--Maillard EBS,0.2592459349482956,As published,3.674599096779785
"Uniform(0,1)",0.5,0.08333332812500001,147,400,0.1,Shekhar--Ramdas AS-CI,0.29658850704432277,As published,4.203899514635372
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,Bridge-efficient betting,0.036065860744565637,Deterministic Markov,1.0039848796888895
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,Bridge-efficient betting,0.03557525854557747,Uniformly randomized Markov,0.9903277208256991
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,WSR running intersection,0.04316546050831671,Deterministic Markov,1.2016202796903415
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,WSR running intersection,0.042188251111656305,Uniformly randomized Markov,1.174417172977166
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,Bardenet--Maillard EBS,0.10266867896866994,As published,2.858043567356394
"Uniform(0,1)",0.5,0.08333332812500001,147,1200,0.3,Shekhar--Ramdas AS-CI,0.15052552616992648,As published,4.1902605167850275
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,Bridge-efficient betting,0.024124461691826582,Deterministic Markov,1.0258335409667791
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,Bridge-efficient betting,0.022427357733249664,Uniformly randomized Markov,0.9536683591917374
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,WSR running intersection,0.029397580306977034,Deterministic Markov,1.250059971799444
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,WSR running intersection,0.022435199469327927,Uniformly randomized Markov,0.9540018097777547
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,Bardenet--Maillard EBS,0.06446752054304672,As published,2.7413231317168902
"Uniform(0,1)",0.5,0.08333332812500001,147,2000,0.5,Shekhar--Ramdas AS-CI,0.09730343036757033,As published,4.137589629865083
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,Bridge-efficient betting,0.016071367822587446,Deterministic Markov,1.043903844215459
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,Bridge-efficient betting,0.015519008226692776,Uniformly randomized Markov,1.0080257340316232
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,WSR running intersection,0.01962992576882261,Deterministic Markov,1.2750473511618565
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,WSR running intersection,0.019332894310354898,Uniformly randomized Markov,1.255753891839024
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,Bardenet--Maillard EBS,0.04409412860105166,As published,2.864101603677809
"Uniform(0,1)",0.5,0.08333332812500001,147,2800,0.7,Shekhar--Ramdas AS-CI,0.06207419751313292,As published,4.031983719486335
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,Bridge-efficient betting,0.012043324671685784,Deterministic Markov,1.0242256636262035
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,Bridge-efficient betting,0.011978277750313071,Uniformly randomized Markov,1.0186937421654758
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,WSR running intersection,0.01567873898893607,Deterministic Markov,1.3333998113925507
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,WSR running intersection,0.015078257955610963,Uniformly randomized Markov,1.2823318462235715
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,Bardenet--Maillard EBS,0.03613586510376304,As published,3.0731779990639376
"Uniform(0,1)",0.5,0.08333332812500001,147,3200,0.8,Shekhar--Ramdas AS-CI,0.04660203607784674,As published,3.963274480209096
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,Bridge-efficient betting,0.008108112309127946,Deterministic Markov,1.0343327449391826
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,Bridge-efficient betting,0.007915099430829353,Uniformly randomized Markov,1.0097105477362103
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,WSR running intersection,0.012082076910883366,Deterministic Markov,1.541282027104086
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,WSR running intersection,0.011132057942450202,Uniformly randomized Markov,1.4200903501884203
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,Bardenet--Maillard EBS,0.02839719063406937,As published,3.6225625666323915
"Uniform(0,1)",0.5,0.08333332812500001,147,3600,0.9,Shekhar--Ramdas AS-CI,0.0300408148833331,As published,3.83223583169998
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,Bridge-efficient betting,0.07554979557171448,Deterministic Markov,1.0708565618399664
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,Bridge-efficient betting,0.06636899895966064,Uniformly randomized Markov,0.9407262786202882
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,WSR running intersection,0.08577366471290604,Deterministic Markov,1.2157715450558457
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,WSR running intersection,0.06502941241487858,Uniformly randomized Markov,0.9217387349641216
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,Bardenet--Maillard EBS,0.25549504032289216,As published,3.621433233232599
"Uniform(0,1)",0.5,0.08333332812500001,148,400,0.1,Shekhar--Ramdas AS-CI,0.29622343519323474,As published,4.198724919729823
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,Bridge-efficient betting,0.036271728482097365,Deterministic Markov,1.0097157312873437
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,Bridge-efficient betting,0.035308362077921485,Uniformly randomized Markov,0.9828979794459828
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,WSR running intersection,0.04206553911790245,Deterministic Markov,1.1710011728113052
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,WSR running intersection,0.030200163554400028,Uniformly randomized Markov,0.8406982932555619
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,Bardenet--Maillard EBS,0.10277401439857131,As published,2.8609758467123623
"Uniform(0,1)",0.5,0.08333332812500001,148,1200,0.3,Shekhar--Ramdas AS-CI,0.1496103431446037,As published,4.164784071731364
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,Bridge-efficient betting,0.023832969833165407,Deterministic Markov,1.0134385648900823
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,Bridge-efficient betting,0.02323694108054042,Uniformly randomized Markov,0.9880939046181204
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,WSR running intersection,0.026004732586443424,Deterministic Markov,1.1057874472732179
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,WSR running intersection,0.025535757187753916,Uniformly randomized Markov,1.085845419135572
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,Bardenet--Maillard EBS,0.06437389597512172,As published,2.7373419766858325
"Uniform(0,1)",0.5,0.08333332812500001,148,2000,0.5,Shekhar--Ramdas AS-CI,0.09678742857344869,As published,4.115647919647011
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,Bridge-efficient betting,0.015881840419024185,Deterministic Markov,1.0315932314942566
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,Bridge-efficient betting,0.01542415022850041,Uniformly randomized Markov,1.0018643027172067
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,WSR running intersection,0.017764300759881613,Deterministic Markov,1.1538670546123089
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,WSR running intersection,0.01660412354394797,Uniformly randomized Markov,1.0785085991868681
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,Bardenet--Maillard EBS,0.044008913258171245,As published,2.858566503927682
"Uniform(0,1)",0.5,0.08333332812500001,148,2800,0.7,Shekhar--Ramdas AS-CI,0.06182364354572123,As published,4.015709171317703
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,Bridge-efficient betting,0.012155520170926915,Deterministic Markov,1.0337673402644065
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,Bridge-efficient betting,0.011983542516827594,Uniformly randomized Markov,1.0191414847219689
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,WSR running intersection,0.01615358479320994,Deterministic Markov,1.373783116855198
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,WSR running intersection,0.015038515068590663,Uniformly randomized Markov,1.2789519087110932
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,Bardenet--Maillard EBS,0.03615897368151266,As published,3.075143270201791
"Uniform(0,1)",0.5,0.08333332812500001,148,3200,0.8,Shekhar--Ramdas AS-CI,0.04645064762519319,As published,3.9503996352130977
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,Bridge-efficient betting,0.008406762685626568,Deterministic Markov,1.0724308683893453
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,Bridge-efficient betting,0.007985464017838284,Uniformly randomized Markov,1.0186867919781066
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,WSR running intersection,0.012037566397338995,Deterministic Markov,1.5356039259755196
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,WSR running intersection,0.011032133828848212,Uniformly randomized Markov,1.407343266925747
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,Bardenet--Maillard EBS,0.028401973255546387,As published,3.623172674362986
"Uniform(0,1)",0.5,0.08333332812500001,148,3600,0.9,Shekhar--Ramdas AS-CI,0.029920843379785844,As published,3.8169313502316093
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,Bridge-efficient betting,0.07276204917579882,Deterministic Markov,1.0313425367096365
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,Bridge-efficient betting,0.06894265310838837,Uniformly randomized Markov,0.9772057212477093
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,WSR running intersection,0.08568202704191208,Deterministic Markov,1.2144726560177879
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,WSR running intersection,0.07429026542231432,Uniformly randomized Markov,1.0530037521121076
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,Bardenet--Maillard EBS,0.2548747836036733,As published,3.6126416015309575
"Uniform(0,1)",0.5,0.08333332812500001,149,400,0.1,Shekhar--Ramdas AS-CI,0.29763064148902846,As published,4.218670918051987
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,Bridge-efficient betting,0.03772752117365591,Deterministic Markov,1.0502414201274914
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,Bridge-efficient betting,0.03609821973368543,Uniformly randomized Markov,1.004885674377484
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,WSR running intersection,0.043841529078781194,Deterministic Markov,1.2204403662865417
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,WSR running intersection,0.04200989399105293,Uniformly randomized Markov,1.169452149307306
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,Bardenet--Maillard EBS,0.10328257874307828,As published,2.8751330275391314
"Uniform(0,1)",0.5,0.08333332812500001,149,1200,0.3,Shekhar--Ramdas AS-CI,0.14838185234592516,As published,4.130585908669471
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,Bridge-efficient betting,0.024535974953323658,Deterministic Markov,1.0433321327110816
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,Bridge-efficient betting,0.023962821811437662,Uniformly randomized Markov,1.018960201657534
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,WSR running intersection,0.02907183580100542,Deterministic Markov,1.2362084859391587
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,WSR running intersection,0.027471105568111,Uniformly randomized Markov,1.1681413603833994
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,Bardenet--Maillard EBS,0.06496493345942506,As published,2.7624743955191366
"Uniform(0,1)",0.5,0.08333332812500001,149,2000,0.5,Shekhar--Ramdas AS-CI,0.09660117136379814,As published,4.107727788812708
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,Bridge-efficient betting,0.015663367789238825,Deterministic Markov,1.0174025029510232
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,Bridge-efficient betting,0.015563376434147458,Uniformly randomized Markov,1.0109076382251043
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,WSR running intersection,0.02055411972105481,Deterministic Markov,1.33507768773221
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,WSR running intersection,0.019919873960316137,Uniformly randomized Markov,1.2938807221023199
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,Bardenet--Maillard EBS,0.04432951360150661,As published,2.879390862784942
"Uniform(0,1)",0.5,0.08333332812500001,149,2800,0.7,Shekhar--Ramdas AS-CI,0.062059849870354344,As published,4.031051778931099
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,Bridge-efficient betting,0.01217312812805188,Deterministic Markov,1.0352648106110975
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,Bridge-efficient betting,0.011540326289832703,Uniformly randomized Markov,0.9814481195924043
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,WSR running intersection,0.016129079461097817,Deterministic Markov,1.3716990586130475
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,WSR running intersection,0.015264471434056903,Uniformly randomized Markov,1.2981683887678273
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,Bardenet--Maillard EBS,0.036169902018173994,As published,3.07607267160667
"Uniform(0,1)",0.5,0.08333332812500001,149,3200,0.8,Shekhar--Ramdas AS-CI,0.04651063870469546,As published,3.955501582133065
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,Bridge-efficient betting,0.00784159097820536,Deterministic Markov,1.0003332479801115
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,Bridge-efficient betting,0.007777574565261736,Uniformly randomized Markov,0.9921668253164051
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,WSR running intersection,0.011808715201914288,Deterministic Markov,1.5064099192669829
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,WSR running intersection,0.011654629558324636,Uniformly randomized Markov,1.486753577493031
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,Bardenet--Maillard EBS,0.028359241113728062,As published,3.617721435916977
"Uniform(0,1)",0.5,0.08333332812500001,149,3600,0.9,Shekhar--Ramdas AS-CI,0.03002601616153666,As published,3.8303479936985165
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,Bridge-efficient betting,0.07338249944150432,Deterministic Markov,1.0401369117744295
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,Bridge-efficient betting,0.06829004734754568,Uniformly randomized Markov,0.9679555683385648
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,WSR running intersection,0.08474086923524726,Deterministic Markov,1.2011325138590012
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,WSR running intersection,0.07400856642052556,Uniformly randomized Markov,1.049010899156696
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,Bardenet--Maillard EBS,0.25406348405025736,As published,3.6011420939039827
"Uniform(0,1)",0.5,0.08333332812500001,150,400,0.1,Shekhar--Ramdas AS-CI,0.29292265272110946,As published,4.1519390278192825
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,Bridge-efficient betting,0.036940353363752176,Deterministic Markov,1.028328603890595
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,Bridge-efficient betting,0.03628060705959807,Uniformly randomized Markov,1.0099628890531596
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,WSR running intersection,0.04510680558159924,Deterministic Markov,1.255662552898194
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,WSR running intersection,0.04313311651349061,Uniformly randomized Markov,1.2007199024060136
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,Bardenet--Maillard EBS,0.10318923793684714,As published,2.8725346490121986
"Uniform(0,1)",0.5,0.08333332812500001,150,1200,0.3,Shekhar--Ramdas AS-CI,0.14970605251835262,As published,4.1674483853538495
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,Bridge-efficient betting,0.023889309260994196,Deterministic Markov,1.015834260822449
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,Bridge-efficient betting,0.023383216932415962,Uniformly randomized Markov,0.9943139263124599
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,WSR running intersection,0.029533691238611937,Deterministic Markov,1.255847755201493
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,WSR running intersection,0.026908989064395428,Uniformly randomized Markov,1.1442387352882342
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,Bardenet--Maillard EBS,0.06451789827922155,As published,2.7434653213394524
"Uniform(0,1)",0.5,0.08333332812500001,150,2000,0.5,Shekhar--Ramdas AS-CI,0.09697883814632768,As published,4.123787142085617
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,Bridge-efficient betting,0.015598180051892951,Deterministic Markov,1.0131682815479497
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,Bridge-efficient betting,0.015411357209086707,Uniformly randomized Markov,1.0010333415760948
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,WSR running intersection,0.02027486460283401,Deterministic Markov,1.3169388774799906
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,WSR running intersection,0.015563940256834163,Uniformly randomized Markov,1.0109442609118977
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,Bardenet--Maillard EBS,0.04414170361541392,As published,2.867191803648938
"Uniform(0,1)",0.5,0.08333332812500001,150,2800,0.7,Shekhar--Ramdas AS-CI,0.06221116075949373,As published,4.040880066142737
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,Bridge-efficient betting,0.01207206528633853,Deterministic Markov,1.02666991186481
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,Bridge-efficient betting,0.011879933252930797,Uniformly randomized Markov,1.0103300252649294
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,WSR running intersection,0.015859901160001688,Deterministic Markov,1.3488067650321782
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,WSR running intersection,0.015600447542965301,Uniformly randomized Markov,1.326741508109057
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,Bardenet--Maillard EBS,0.03617437377159033,As published,3.076452972290682
"Uniform(0,1)",0.5,0.08333332812500001,150,3200,0.8,Shekhar--Ramdas AS-CI,0.0465895280786619,As published,3.9622107362584034
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,Bridge-efficient betting,0.008100654836743937,Deterministic Markov,1.0333814127934036
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,Bridge-efficient betting,0.007967875618487552,Uniformly randomized Markov,1.0164430813971557
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,WSR running intersection,0.012049624416976878,Deterministic Markov,1.5371421390731037
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,WSR running intersection,0.011749222129583403,Uniformly randomized Markov,1.498820528486148
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,Bardenet--Maillard EBS,0.028388358389029922,As published,3.621435857984641
"Uniform(0,1)",0.5,0.08333332812500001,150,3600,0.9,Shekhar--Ramdas AS-CI,0.030013271509944373,As published,3.8287221885835696
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,Bridge-efficient betting,0.0761368389241398,Deterministic Markov,1.0791774212317362
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,Bridge-efficient betting,0.07527489513158825,Uniformly randomized Markov,1.0669600729357385
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,WSR running intersection,0.0851263965480028,Deterministic Markov,1.2065970482036497
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,WSR running intersection,0.0851263965480028,Uniformly randomized Markov,1.2065970482036497
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,Bardenet--Maillard EBS,0.25554526888993323,As published,3.62214518208965
"Uniform(0,1)",0.5,0.08333332812500001,151,400,0.1,Shekhar--Ramdas AS-CI,0.2908144855476601,As published,4.122057482355656
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,Bridge-efficient betting,0.03765758126974095,Deterministic Markov,1.0482944651798518
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,Bridge-efficient betting,0.03669024463742959,Uniformly randomized Markov,1.021366191949714
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,WSR running intersection,0.04399378700181816,Deterministic Markov,1.224678852472262
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,WSR running intersection,0.042955396324395934,Uniformly randomized Markov,1.1957726093431857
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,Bardenet--Maillard EBS,0.10394923319796301,As published,2.893691048306246
"Uniform(0,1)",0.5,0.08333332812500001,151,1200,0.3,Shekhar--Ramdas AS-CI,0.14794045743249207,As published,4.118298559638846
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,Bridge-efficient betting,0.023695917800068966,Deterministic Markov,1.0076107634574953
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,Bridge-efficient betting,0.023593994323164336,Uniformly randomized Markov,1.0032767176845219
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,WSR running intersection,0.029330946039408556,Deterministic Markov,1.247226513066864
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,WSR running intersection,0.02930051088333141,Uniformly randomized Markov,1.2459323327312641
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,Bardenet--Maillard EBS,0.06477239415877584,As published,2.7542871341790347
"Uniform(0,1)",0.5,0.08333332812500001,151,2000,0.5,Shekhar--Ramdas AS-CI,0.0956343494544667,As published,4.066616059340636
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,Bridge-efficient betting,0.015828200150281357,Deterministic Markov,1.028109067397988
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,Bridge-efficient betting,0.015384015440940813,Uniformly randomized Markov,0.9992573771908462
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,WSR running intersection,0.0202685608528555,Deterministic Markov,1.3165294220491786
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,WSR running intersection,0.01791297337040304,Uniformly randomized Markov,1.1635239743820587
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,Bardenet--Maillard EBS,0.04429502996146323,As published,2.8771510033777523
"Uniform(0,1)",0.5,0.08333332812500001,151,2800,0.7,Shekhar--Ramdas AS-CI,0.061647791654375284,As published,4.004286841406829
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,Bridge-efficient betting,0.011975301429629104,Deterministic Markov,1.0184406206968777
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,Bridge-efficient betting,0.011774834245443233,Uniformly randomized Markov,1.0013918704260516
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,WSR running intersection,0.015276036411524085,Deterministic Markov,1.2991519333490835
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,WSR running intersection,0.01419249027967473,Uniformly randomized Markov,1.2070016520756597
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,Bardenet--Maillard EBS,0.03623021427367967,As published,3.081201932969633
"Uniform(0,1)",0.5,0.08333332812500001,151,3200,0.8,Shekhar--Ramdas AS-CI,0.04648025751411344,As published,3.9529178109624032
"Uniform(0,1)",0.5,0.08333332812500001,151,3600,0.9,Bridge-efficient betting,0.00818119440227738,Deterministic Markov,1.0436556550236984
"Uniform(0,1)",0.5,0.08333332812500001,151,3600,0.9,Bridge-efficient betting,0.0077168628573418,Uniformly randomized Markov,0.9844219760705358
"Uniform(0,1)",0.5,0.08333332812500001,151,3600,0.9,WSR running intersection,0.010626855213195063,Deterministic Markov,1.3556428307438562
"Uniform(0,1)",0.5,0.08333332812500001,151,3600,0.9,WSR running intersection,0.010318940039724334,Uniformly randomized Markov,1.3163628190170997
