distribution,population_mean,population_variance,replication,n,sampling_fraction,method,width,calibration,normalized_width
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,1200,0.3,WSR running intersection,0.005701443832367703,Uniformly randomized Markov,1.151315194191258
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,1200,0.3,Bardenet--Maillard EBS,0.05833688638579071,As published,11.780199130695982
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,1200,0.3,Shekhar--Ramdas AS-CI,0.09458836239684426,As published,19.100603640592436
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,Bridge-efficient betting,0.0038550719618797302,Deterministic Markov,1.1891325521421268
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,Bridge-efficient betting,0.0036269058473408222,Uniformly randomized Markov,1.118752606767071
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,WSR running intersection,0.004060547333210707,Deterministic Markov,1.252513328202664
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,WSR running intersection,0.0036473870277404785,Uniformly randomized Markov,1.1250702160258228
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,Bardenet--Maillard EBS,0.03539064311035606,As published,10.916570735880288
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2000,0.5,Shekhar--Ramdas AS-CI,0.061000149993562125,As published,18.816059663780685
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,Bridge-efficient betting,0.002562436088919595,Deterministic Markov,1.2073667554161747
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,Bridge-efficient betting,0.001994004473090172,Uniformly randomized Markov,0.9395335639279481
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,WSR running intersection,0.0027097902260720674,Deterministic Markov,1.276796969594099
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,WSR running intersection,0.0019126947037876318,Uniformly randomized Markov,0.9012220865135641
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,Bardenet--Maillard EBS,0.02502792011202748,As published,11.792637026593964
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,2800,0.7,Shekhar--Ramdas AS-CI,0.03885945328117574,As published,18.30976867217068
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,Bridge-efficient betting,0.0019055146723985783,Deterministic Markov,1.1755472001247593
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,Bridge-efficient betting,0.0018561881035566996,Uniformly randomized Markov,1.1451167286443997
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,WSR running intersection,0.002146442793309722,Deterministic Markov,1.3241802083460534
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,WSR running intersection,0.0021139560267329216,Uniformly randomized Markov,1.3041385219483346
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,Bardenet--Maillard EBS,0.02155234738816525,As published,13.296041219342715
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3200,0.8,Shekhar--Ramdas AS-CI,0.028983272799616877,As published,17.880316369936093
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,Bridge-efficient betting,0.0013285335153341293,Deterministic Markov,1.229395299478649
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,Bridge-efficient betting,0.0011846635490655733,Uniformly randomized Markov,1.0962612398367808
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,WSR running intersection,0.0015977470204233124,Deterministic Markov,1.4785194757923894
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,WSR running intersection,0.0013985853642224932,Uniformly randomized Markov,1.294219718847161
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,Bardenet--Maillard EBS,0.018646685316237477,As published,17.25522692054511
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,36,3600,0.9,Shekhar--Ramdas AS-CI,0.01842616487134574,As published,17.0511622166745
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,Bridge-efficient betting,0.01688890792429454,Deterministic Markov,1.7365132118153965
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,Bridge-efficient betting,0.015697386860847484,Uniformly randomized Markov,1.614001319506731
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,WSR running intersection,0.017294410988688447,Deterministic Markov,1.7782069336302169
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,WSR running intersection,0.016189890727400735,Uniformly randomized Markov,1.6646404416437897
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,Bardenet--Maillard EBS,0.1682912212073576,As published,17.303660507186464
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,400,0.1,Shekhar--Ramdas AS-CI,0.18962661574005155,As published,19.497360339726974
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,Bridge-efficient betting,0.00673718443140392,Deterministic Markov,1.3604664064055059
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,Bridge-efficient betting,0.006418733671307519,Uniformly randomized Markov,1.2961603798128551
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,WSR running intersection,0.00686846990138304,Deterministic Markov,1.3869774027088282
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,WSR running intersection,0.006729513872414883,Uniformly randomized Markov,1.3589174599681344
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,Bardenet--Maillard EBS,0.05861764570267913,As published,11.836893974484378
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,1200,0.3,Shekhar--Ramdas AS-CI,0.0949750961237576,As published,19.17869831783433
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,Bridge-efficient betting,0.004142785910516977,Deterministic Markov,1.277880576929471
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,Bridge-efficient betting,0.003558156080543995,Uniformly randomized Markov,1.0975461062247505
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,WSR running intersection,0.004309766925871372,Deterministic Markov,1.3293874133546038
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,WSR running intersection,0.00374250253662467,Uniformly randomized Markov,1.1544094732293657
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,Bardenet--Maillard EBS,0.035540168603402145,As published,10.962693255229967
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2000,0.5,Shekhar--Ramdas AS-CI,0.06104837777558725,As published,18.830935968578824
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,Bridge-efficient betting,0.0025674995966255554,Deterministic Markov,1.2097525752601916
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,Bridge-efficient betting,0.002554845437407499,Uniformly randomized Markov,1.203790197808637
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,WSR running intersection,0.0028007679618894943,Deterministic Markov,1.3196637923741785
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,WSR running intersection,0.0028007679618894943,Uniformly randomized Markov,1.3196637923741785
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,Bardenet--Maillard EBS,0.025079196572275475,As published,11.816797431494033
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,2800,0.7,Shekhar--Ramdas AS-CI,0.0388749215408693,As published,18.31705699541859
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,Bridge-efficient betting,0.0019097378477454519,Deterministic Markov,1.1781525550068626
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,Bridge-efficient betting,0.0016901943832635657,Uniformly randomized Markov,1.042712136354769
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,WSR running intersection,0.0022220984101296026,Deterministic Markov,1.3708535558749773
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,WSR running intersection,0.0020295031368732785,Uniformly randomized Markov,1.2520379741776995
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,Bardenet--Maillard EBS,0.021575220331834177,As published,13.310151960801754
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3200,0.8,Shekhar--Ramdas AS-CI,0.029013655299755914,As published,17.899059895498286
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,Bridge-efficient betting,0.0014703385531902313,Deterministic Markov,1.3606185203989267
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,Bridge-efficient betting,0.0013904334045946876,Uniformly randomized Markov,1.2866760771307204
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,WSR running intersection,0.0016096968203783146,Deterministic Markov,1.4895775542863257
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,WSR running intersection,0.0015527157112955603,Uniformly randomized Markov,1.4368485061615592
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,Bardenet--Maillard EBS,0.018658669850277476,As published,17.266317141187013
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,37,3600,0.9,Shekhar--Ramdas AS-CI,0.01842863584549692,As published,17.053448801071152
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,Bridge-efficient betting,0.017695822846144432,Deterministic Markov,1.8194799985895544
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,Bridge-efficient betting,0.016522240731865145,Uniformly randomized Markov,1.6988125844659525
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,WSR running intersection,0.017782641761004997,Deterministic Markov,1.828406697306052
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,WSR running intersection,0.016716526541858928,Uniformly randomized Markov,1.718789001972329
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,Bardenet--Maillard EBS,0.1671565028609986,As published,17.186989055783307
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,400,0.1,Shekhar--Ramdas AS-CI,0.1886813489141005,As published,19.400168245406086
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,Bridge-efficient betting,0.006582172121852692,Deterministic Markov,1.3291641551652453
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,Bridge-efficient betting,0.006189264915883591,Uniformly randomized Markov,1.2498228427819917
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,WSR running intersection,0.006548264157026973,Deterministic Markov,1.322316985175369
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,WSR running intersection,0.006354165636002995,Uniformly randomized Markov,1.2831219000363554
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,Bardenet--Maillard EBS,0.05823709717870307,As published,11.760048299833795
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,1200,0.3,Shekhar--Ramdas AS-CI,0.09442843152466085,As published,19.068308164467652
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,Bridge-efficient betting,0.0037737376987934113,Deterministic Markov,1.164044247488723
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,Bridge-efficient betting,0.00375362578779459,Uniformly randomized Markov,1.157840542787236
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,WSR running intersection,0.0041802446357905865,Deterministic Markov,1.2894350667094434
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,WSR running intersection,0.004159664269536734,Uniformly randomized Markov,1.2830868626578826
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,Bardenet--Maillard EBS,0.03542655730620087,As published,10.927648801292651
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2000,0.5,Shekhar--Ramdas AS-CI,0.06088534128609796,As published,18.780645857588482
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,Bridge-efficient betting,0.0024699507281183974,Deterministic Markov,1.1637895710029167
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,Bridge-efficient betting,0.002447887323796749,Uniformly randomized Markov,1.1533937523503253
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,WSR running intersection,0.00276575060561296,Deterministic Markov,1.3031643401483564
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,WSR running intersection,0.0027598452754318825,Uniformly randomized Markov,1.300381871008455
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,Bardenet--Maillard EBS,0.025029796462671616,As published,11.793521124113129
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,2800,0.7,Shekhar--Ramdas AS-CI,0.038821836548946775,As published,18.292044447891673
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,Bridge-efficient betting,0.002042414061725173,Deterministic Markov,1.2600029622098101
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,Bridge-efficient betting,0.0019422816112637797,Uniformly randomized Markov,1.198229403870659
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,WSR running intersection,0.002204903960227933,Deterministic Markov,1.360245982114262
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,WSR running intersection,0.0020965289324522407,Uniformly randomized Markov,1.2933874255727935
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,Bardenet--Maillard EBS,0.021573823806919246,As published,13.309290418785084
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3200,0.8,Shekhar--Ramdas AS-CI,0.028948360190131806,As published,17.858778136238023
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,Bridge-efficient betting,0.001302463002502946,Deterministic Markov,1.2052702280674141
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,Bridge-efficient betting,0.0009900223463773505,Uniformly randomized Markov,0.9161446098023555
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,WSR running intersection,0.0016160036437212477,Deterministic Markov,1.4954137480164433
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,WSR running intersection,0.0013064702041447052,Uniformly randomized Markov,1.2089784031383328
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,Bardenet--Maillard EBS,0.018649506476791256,As published,17.25783755963239
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,38,3600,0.9,Shekhar--Ramdas AS-CI,0.018401177501447985,As published,17.028039461588484
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,Bridge-efficient betting,0.017885688040405495,Deterministic Markov,1.8390018895120548
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,Bridge-efficient betting,0.01629325803369286,Uniformly randomized Markov,1.675268641753036
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,WSR running intersection,0.01682385597378025,Deterministic Markov,1.7298245868297675
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,WSR running intersection,0.015736648533493325,Uniformly randomized Markov,1.618038194689726
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,Bardenet--Maillard EBS,0.1680342296817827,As published,17.27723670397279
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,400,0.1,Shekhar--Ramdas AS-CI,0.18926939206420212,As published,19.46063069234738
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,Bridge-efficient betting,0.006542338803410541,Deterministic Markov,1.321120454989309
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,Bridge-efficient betting,0.004843739606440134,Uniformly randomized Markov,0.9781155738027543
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,WSR running intersection,0.006903681065887124,Deterministic Markov,1.39408773298492
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,WSR running intersection,0.005203080456703868,Uniformly randomized Markov,1.0506786986823753
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,Bardenet--Maillard EBS,0.058428642940959175,As published,11.7987278962575
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,1200,0.3,Shekhar--Ramdas AS-CI,0.09485959485000278,As published,19.155374686955525
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,Bridge-efficient betting,0.004074579570442438,Deterministic Markov,1.2568417013787372
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,Bridge-efficient betting,0.0038683065213263035,Uniformly randomized Markov,1.1932148742380044
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,WSR running intersection,0.004255215171724558,Deterministic Markov,1.3125604209472297
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,WSR running intersection,0.004056763369590044,Uniformly randomized Markov,1.2513461296751278
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,Bardenet--Maillard EBS,0.03546271132773593,As published,10.938800843154207
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2000,0.5,Shekhar--Ramdas AS-CI,0.0609544014621749,As published,18.8019481067402
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,Bridge-efficient betting,0.0026192690245806782,Deterministic Markov,1.234145256322642
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,Bridge-efficient betting,0.0018705605529248104,Uniformly randomized Markov,0.8813693482386714
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,WSR running intersection,0.002758636046200913,Deterministic Markov,1.2998121072670437
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,WSR running intersection,0.0019785320386290217,Uniformly randomized Markov,0.9322432736161125
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,Bardenet--Maillard EBS,0.025037965623739833,As published,11.797370263428663
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,2800,0.7,Shekhar--Ramdas AS-CI,0.03883905771858476,As published,18.300158705960463
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,Bridge-efficient betting,0.0018125414848327859,Deterministic Markov,1.1181903233120154
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,Bridge-efficient betting,0.0016825351864099836,Uniformly randomized Markov,1.0379870363348884
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,WSR running intersection,0.0021439490839839093,Deterministic Markov,1.3226417929990888
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,WSR running intersection,0.002023356780409824,Uniformly randomized Markov,1.2482461733397203
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,Bardenet--Maillard EBS,0.021562410148291078,As published,13.302249121943936
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3200,0.8,Shekhar--Ramdas AS-CI,0.028990618719054617,As published,17.884848203331273
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,Bridge-efficient betting,0.00147989802062512,Deterministic Markov,1.3694646384639388
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,Bridge-efficient betting,0.0010828744620084707,Uniformly randomized Markov,1.002067887752056
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,WSR running intersection,0.0015909626148641887,Deterministic Markov,1.472241338125651
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,WSR running intersection,0.0013058803044260492,Uniformly randomized Markov,1.2084325230887074
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,Bardenet--Maillard EBS,0.01865147554275476,As published,17.25965968938068
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,39,3600,0.9,Shekhar--Ramdas AS-CI,0.018413736053900565,As published,17.039660866073394
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,Bridge-efficient betting,0.017600492946803603,Deterministic Markov,1.809678202616219
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,Bridge-efficient betting,0.014840694330632787,Uniformly randomized Markov,1.525916411716962
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,WSR running intersection,0.01715766945853836,Deterministic Markov,1.7641472043230364
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,WSR running intersection,0.01486225510016087,Uniformly randomized Markov,1.528133284549134
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,Bardenet--Maillard EBS,0.167485481521391,As published,17.22081455786654
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,400,0.1,Shekhar--Ramdas AS-CI,0.18844135148268637,As published,19.375491770626276
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,Bridge-efficient betting,0.006364412605762482,Deterministic Markov,1.2851911113318415
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,Bridge-efficient betting,0.005402402859181227,Uniformly randomized Markov,1.0909286629479338
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,WSR running intersection,0.006910554971545996,Deterministic Markov,1.3954758080517244
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,WSR running intersection,0.00543453302234409,Uniformly randomized Markov,1.0974168343881647
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,Bardenet--Maillard EBS,0.05843539710548845,As published,11.8000917915225
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,1200,0.3,Shekhar--Ramdas AS-CI,0.0943894796574618,As published,19.060442459241585
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,Bridge-efficient betting,0.0037813675589859486,Deterministic Markov,1.16639774833461
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,Bridge-efficient betting,0.0035587078891694546,Uniformly randomized Markov,1.0977163166917858
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,WSR running intersection,0.004245784133672714,Deterministic Markov,1.3096513301549348
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,WSR running intersection,0.003576069138944149,Uniformly randomized Markov,1.103071554533544
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,Bardenet--Maillard EBS,0.035446806529894626,As published,10.933894861363113
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2000,0.5,Shekhar--Ramdas AS-CI,0.0608230231421259,As published,18.761423250509022
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,Bridge-efficient betting,0.0023542899638414327,Deterministic Markov,1.1092926169918949
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,Bridge-efficient betting,0.0020313980989158376,Uniformly randomized Markov,0.9571526650956249
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,WSR running intersection,0.0026004452258348576,Deterministic Markov,1.2252758726472306
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,WSR running intersection,0.002388596534729004,Uniformly randomized Markov,1.1254571618798987
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,Bardenet--Maillard EBS,0.025040043729442518,As published,11.798349423748217
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,2800,0.7,Shekhar--Ramdas AS-CI,0.03883453293937911,As published,18.29802672381577
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,Bridge-efficient betting,0.0018459642305969637,Deterministic Markov,1.138809432559862
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,Bridge-efficient betting,0.0013290012255310624,Uniformly randomized Markov,0.8198854053791435
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,WSR running intersection,0.0020532943308353424,Deterministic Markov,1.2667152012045189
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,WSR running intersection,0.001761915907263767,Uniformly randomized Markov,1.0869584693525562
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,Bardenet--Maillard EBS,0.021574346647724396,As published,13.309612968935712
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3200,0.8,Shekhar--Ramdas AS-CI,0.028981784031960556,As published,17.87939792166835
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,Bridge-efficient betting,0.0013679517433047017,Deterministic Markov,1.2658720489331867
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,Bridge-efficient betting,0.001217147987335937,Uniformly randomized Markov,1.126321614870485
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,WSR running intersection,0.0015776846557855329,Deterministic Markov,1.4599542107859513
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,WSR running intersection,0.0013947612605988424,Uniformly randomized Markov,1.2906809786005868
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,Bardenet--Maillard EBS,0.018660440673861578,As published,17.267955821856617
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,40,3600,0.9,Shekhar--Ramdas AS-CI,0.01841443234229928,As published,17.040305195835934
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,Bridge-efficient betting,0.01724126217886804,Deterministic Markov,1.7727421865394568
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,Bridge-efficient betting,0.012894415576010981,Uniformly randomized Markov,1.3258005258096999
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,WSR running intersection,0.01753493892028926,Deterministic Markov,1.8029379543041242
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,WSR running intersection,0.013503846991807261,Uniformly randomized Markov,1.3884621087829405
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,Bardenet--Maillard EBS,0.16729385529238516,As published,17.20111159780005
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,400,0.1,Shekhar--Ramdas AS-CI,0.18869378540082837,As published,19.40144696180435
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,Bridge-efficient betting,0.0062568278983234915,Deterministic Markov,1.2634661041268347
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,Bridge-efficient betting,0.006170628964900948,Uniformly randomized Markov,1.2460596111944573
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,WSR running intersection,0.006835008505731793,Deterministic Markov,1.3802204102057334
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,WSR running intersection,0.006711823213845419,Uniformly randomized Markov,1.3553451150314635
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,Bardenet--Maillard EBS,0.05836455505438498,As published,11.785786374820844
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,1200,0.3,Shekhar--Ramdas AS-CI,0.09465541189947524,As published,19.11414321292037
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,2000,0.5,Bridge-efficient betting,0.00391362002119422,Deterministic Markov,1.2071922417884025
"Beta(20,80)",0.19999940298608823,0.0015836590846305262,41,2000,0.5,Bridge-efficient betting,0.003574180882424116,Uniformly randomized Markov,1.1024891043699754
