distribution,population_mean,population_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Uniform(0,1)",0.5,0.08333325,2,75,0.075,Hedged-WoR,0.3963320883235931,0.5721631886682509,0.17583110034465776,1.3984629239201258
"Uniform(0,1)",0.5,0.08333325,2,125,0.125,Hedged-WoR,0.418959499101162,0.56018097023201,0.141221471130848,1.4908955171533418
"Uniform(0,1)",0.5,0.08333325,2,200,0.2,Hedged-WoR,0.4350459942016602,0.5470090755615235,0.11196308135986327,1.5636528624261987
"Uniform(0,1)",0.5,0.08333325,2,350,0.35,Hedged-WoR,0.45760496057128913,0.5367220411405563,0.0791170805692672,1.6215976070744123
"Uniform(0,1)",0.5,0.08333325,2,500,0.5,Hedged-WoR,0.46654934932899483,0.5327636723728181,0.06621432304382324,1.8494706380634336
"Uniform(0,1)",0.5,0.08333325,2,650,0.65,Hedged-WoR,0.47374353997707397,0.5274139522790913,0.0536704123020173,2.042928115313632
"Uniform(0,1)",0.5,0.08333325,2,800,0.8,Hedged-WoR,0.478950655376435,0.5215346931571969,0.04258403778076192,2.378878886176274
"Uniform(0,1)",0.5,0.08333325,2,900,0.9,Hedged-WoR,0.4836227369136813,0.5181989025897982,0.03457616567611688,2.8973007767128496
"Uniform(0,1)",0.5,0.08333325,2,950,0.95,Hedged-WoR,0.4869148522949222,0.5161052108144761,0.029190358519553927,3.5539533851604648
"Uniform(0,1)",0.5,0.08333325,3,10,0.01,Stitched bridge-efficient,0.2394346951828003,0.8446612816438676,0.6052265864610673,1.6990098543494556
"Uniform(0,1)",0.5,0.08333325,3,20,0.02,Stitched bridge-efficient,0.3220277187232971,0.7374909076099396,0.4154631888866425,1.657791878856135
"Uniform(0,1)",0.5,0.08333325,3,40,0.04,Stitched bridge-efficient,0.4294973015747071,0.6717353653869629,0.24223806381225577,1.3811226998493638
"Uniform(0,1)",0.5,0.08333325,3,75,0.075,Stitched bridge-efficient,0.43516528743791577,0.6120267926483155,0.17686150521039973,1.4066581919844356
"Uniform(0,1)",0.5,0.08333325,3,125,0.125,Stitched bridge-efficient,0.4477857140631675,0.5929325086803435,0.14514679461717606,1.5323357255174146
"Uniform(0,1)",0.5,0.08333325,3,200,0.2,Stitched bridge-efficient,0.45864173757934557,0.5631022630920407,0.10446052551269513,1.4588737443146607
"Uniform(0,1)",0.5,0.08333325,3,350,0.35,Stitched bridge-efficient,0.4647577820806501,0.54136164174366,0.07660385966300987,1.5700861890808195
"Uniform(0,1)",0.5,0.08333325,3,500,0.5,Stitched bridge-efficient,0.4709219885234831,0.5311126065616606,0.06019061803817749,1.6812190419106765
"Uniform(0,1)",0.5,0.08333325,3,650,0.65,Stitched bridge-efficient,0.4845293283891675,0.5272593200635906,0.04272999167442304,1.626488368816111
"Uniform(0,1)",0.5,0.08333325,3,800,0.8,Stitched bridge-efficient,0.4859205220985408,0.5158267473030087,0.029906225204467896,1.6706562226534942
"Uniform(0,1)",0.5,0.08333325,3,900,0.9,Stitched bridge-efficient,0.4933818820743555,0.5134792987136837,0.02009741663932818,1.6840577808564772
"Uniform(0,1)",0.5,0.08333325,3,950,0.95,Stitched bridge-efficient,0.4934163600025172,0.507488119584083,0.014071759581565813,1.713249858393115
"Uniform(0,1)",0.5,0.08333325,3,10,0.01,Hedged-WoR,0.2846669101104736,0.7916747468099593,0.5070078366994857,1.423287294468909
"Uniform(0,1)",0.5,0.08333325,3,20,0.02,Hedged-WoR,0.3493632742767334,0.7103435572986603,0.36098028302192686,1.4403927896105828
"Uniform(0,1)",0.5,0.08333325,3,40,0.04,Hedged-WoR,0.4377514100036621,0.638615190979004,0.2008637809753419,1.145226819917225
"Uniform(0,1)",0.5,0.08333325,3,75,0.075,Hedged-WoR,0.4518518476514817,0.6026354922680854,0.15078364461660376,1.1992493712235106
"Uniform(0,1)",0.5,0.08333325,3,125,0.125,Hedged-WoR,0.4605169905157088,0.5853163463802337,0.12479935586452484,1.317524868648686
"Uniform(0,1)",0.5,0.08333325,3,200,0.2,Hedged-WoR,0.4676770387878417,0.5671665846099854,0.09948954582214364,1.389450086732298
"Uniform(0,1)",0.5,0.08333325,3,350,0.35,Hedged-WoR,0.4739747850685119,0.5479886351613996,0.07401385009288775,1.5170008971187028
