distribution,population_mean,population_variance,replication,n,sampling_fraction,method,lower,upper,width,normalized_width
"Uniform(0,1)",0.5,0.08333325,20,900,0.9,Stitched bridge-efficient,0.4903947069854731,0.5109765782566066,0.02058187127113348,1.7246525302615898
"Uniform(0,1)",0.5,0.08333325,20,950,0.95,Stitched bridge-efficient,0.49228796580028483,0.5061707518358227,0.013882786035537886,1.6902421528467158
"Uniform(0,1)",0.5,0.08333325,20,10,0.01,Hedged-WoR,0.32306175128936765,0.8438270296287536,0.5207652783393859,1.4619075888176796
"Uniform(0,1)",0.5,0.08333325,20,20,0.02,Hedged-WoR,0.3762833520088196,0.7320597776088715,0.3557764256000519,1.4196282241726004
"Uniform(0,1)",0.5,0.08333325,20,40,0.04,Hedged-WoR,0.4393962505187989,0.65658462789917,0.21718837738037117,1.2383016666446143
"Uniform(0,1)",0.5,0.08333325,20,75,0.075,Hedged-WoR,0.4604509545912743,0.6248318745245933,0.16438091993331905,1.3073945478133604
"Uniform(0,1)",0.5,0.08333325,20,125,0.125,Hedged-WoR,0.46188223831510544,0.5969144823417664,0.13503224402666092,1.4255549505214677
"Uniform(0,1)",0.5,0.08333325,20,200,0.2,Hedged-WoR,0.47783044575500483,0.5812757372741698,0.10344529151916498,1.4446951997378688
"Uniform(0,1)",0.5,0.08333325,20,350,0.35,Hedged-WoR,0.4812881202220915,0.556784084510803,0.07549596428871147,1.5473785705119292
"Uniform(0,1)",0.5,0.08333325,20,500,0.5,Hedged-WoR,0.4832263122234344,0.5483043323192596,0.0650780200958252,1.8177319017649984
"Uniform(0,1)",0.5,0.08333325,20,650,0.65,Hedged-WoR,0.4879796092233657,0.5409788195810314,0.05299921035766575,2.017379265130541
"Uniform(0,1)",0.5,0.08333325,20,800,0.8,Hedged-WoR,0.4903357136306761,0.5324841606674192,0.04214844703674314,2.3545454110536257
"Uniform(0,1)",0.5,0.08333325,20,900,0.9,Hedged-WoR,0.4912595226974481,0.5256549551696771,0.03439543247222898,2.8821562850735147
"Uniform(0,1)",0.5,0.08333325,20,950,0.95,Hedged-WoR,0.4922700039405818,0.5213386080522531,0.02906860411167128,3.539129672400552
"Uniform(0,1)",0.5,0.08333325,21,10,0.01,Stitched bridge-efficient,0.09631018686676024,0.8047907857933045,0.7084805989265444,1.988867551622396
"Uniform(0,1)",0.5,0.08333325,21,20,0.02,Stitched bridge-efficient,0.26153836293983457,0.7114265219764708,0.44988815903663626,1.795155278240468
"Uniform(0,1)",0.5,0.08333325,21,40,0.04,Stitched bridge-efficient,0.41448713714599617,0.7060115855407716,0.2915244483947754,1.6621295055889482
"Uniform(0,1)",0.5,0.08333325,21,75,0.075,Stitched bridge-efficient,0.4070057169446947,0.5949296981940269,0.18792398124933218,1.4946429828256302
"Uniform(0,1)",0.5,0.08333325,21,125,0.125,Stitched bridge-efficient,0.44109553018093106,0.5906805313515663,0.14958500117063522,1.5791905146777825
"Uniform(0,1)",0.5,0.08333325,21,200,0.2,Stitched bridge-efficient,0.44862994155883773,0.5641727348327634,0.11554279327392569,1.6136463666518823
"Uniform(0,1)",0.5,0.08333325,21,350,0.35,Stitched bridge-efficient,0.4600576054182052,0.5342356871690749,0.0741780817508697,1.5203670180836473
"Uniform(0,1)",0.5,0.08333325,21,500,0.5,Stitched bridge-efficient,0.4715834704837798,0.531745627304077,0.06016215682029724,1.680424075136521
"Uniform(0,1)",0.5,0.08333325,21,650,0.65,Stitched bridge-efficient,0.47444584200382256,0.5179050935268403,0.04345925152301777,1.6542471540417563
"Uniform(0,1)",0.5,0.08333325,21,800,0.8,Stitched bridge-efficient,0.4826114935150144,0.5112774771919248,0.028665983676910423,1.6013724126292985
"Uniform(0,1)",0.5,0.08333325,21,900,0.9,Stitched bridge-efficient,0.4915143064403533,0.5096231273555757,0.018108820915222368,1.51742392127848
"Uniform(0,1)",0.5,0.08333325,21,950,0.95,Stitched bridge-efficient,0.49389287197780646,0.5083132621068958,0.0144203901290893,1.7556959528359586
"Uniform(0,1)",0.5,0.08333325,21,10,0.01,Hedged-WoR,0.16950038063907613,0.7306635354795455,0.5611631548404694,1.5753136945729964
"Uniform(0,1)",0.5,0.08333325,21,20,0.02,Hedged-WoR,0.2901073579387664,0.6624605063991549,0.3723531484603885,1.4857730891594545
"Uniform(0,1)",0.5,0.08333325,21,40,0.04,Hedged-WoR,0.41045784408569336,0.6624605220031738,0.2520026779174805,1.4367957430687295
"Uniform(0,1)",0.5,0.08333325,21,75,0.075,Hedged-WoR,0.410457840646267,0.5886386544356348,0.1781808137893678,1.4171512397403792
"Uniform(0,1)",0.5,0.08333325,21,125,0.125,Hedged-WoR,0.44430477836608884,0.5860614545035362,0.14175667613744736,1.4965457538964337
"Uniform(0,1)",0.5,0.08333325,21,200,0.2,Hedged-WoR,0.45406049690246575,0.5663038154602048,0.11224331855773906,1.5675665962328664
"Uniform(0,1)",0.5,0.08333325,21,350,0.35,Hedged-WoR,0.4618510197725296,0.5438181530561446,0.08196713328361493,1.6800127890852798
"Uniform(0,1)",0.5,0.08333325,21,500,0.5,Hedged-WoR,0.470415130039215,0.5373327878913878,0.06691765785217285,1.869115890283405
"Uniform(0,1)",0.5,0.08333325,21,650,0.65,Hedged-WoR,0.47344688305854815,0.5277111215353014,0.05426423847675327,2.0655317089128498
"Uniform(0,1)",0.5,0.08333325,21,800,0.8,Hedged-WoR,0.4781518859138488,0.521234909938812,0.04308302402496328,2.4067538342245136
"Uniform(0,1)",0.5,0.08333325,21,900,0.9,Hedged-WoR,0.48363495387077327,0.5185015610599516,0.034866607189178334,2.921638247479999
"Uniform(0,1)",0.5,0.08333325,21,950,0.95,Hedged-WoR,0.48627549970340755,0.5156716492195133,0.029396149516105696,3.5790086309992843
"Uniform(0,1)",0.5,0.08333325,22,10,0.01,Stitched bridge-efficient,0.16297697862815855,0.7872067531032563,0.6242297744750978,1.7523561620334622
"Uniform(0,1)",0.5,0.08333325,22,20,0.02,Stitched bridge-efficient,0.3458056068401336,0.7386505794506073,0.3928449726104737,1.5675400917908913
"Uniform(0,1)",0.5,0.08333325,22,40,0.04,Stitched bridge-efficient,0.42930974145507805,0.7164362253723144,0.2871264839172364,1.637054467927782
"Uniform(0,1)",0.5,0.08333325,22,75,0.075,Stitched bridge-efficient,0.4276220614290237,0.6411894450163842,0.2135673835873605,1.6985963638976087
"Uniform(0,1)",0.5,0.08333325,22,125,0.125,Stitched bridge-efficient,0.4496391676769256,0.6098486297235488,0.16020946204662323,1.6913544863836512
"Uniform(0,1)",0.5,0.08333325,22,200,0.2,Stitched bridge-efficient,0.44887569828796386,0.5646599618988037,0.11578426361083988,1.617018690626187
"Uniform(0,1)",0.5,0.08333325,22,350,0.35,Stitched bridge-efficient,0.4628145883646012,0.54593262177372,0.08311803340911883,1.7036018406032365
"Uniform(0,1)",0.5,0.08333325,22,500,0.5,Stitched bridge-efficient,0.46631372579002395,0.5277072847690584,0.061393558979034424,1.71481908261436
"Uniform(0,1)",0.5,0.08333325,22,650,0.65,Stitched bridge-efficient,0.47146910926723473,0.5167800178232193,0.04531090855598452,1.7247292325337042
"Uniform(0,1)",0.5,0.08333325,22,800,0.8,Stitched bridge-efficient,0.48087872869873066,0.5108801425209046,0.030001413822173972,1.6759737595679385
"Uniform(0,1)",0.5,0.08333325,22,900,0.9,Stitched bridge-efficient,0.4860515036048893,0.5064495779933932,0.020398074388503884,1.7092513184618687
"Uniform(0,1)",0.5,0.08333325,22,950,0.95,Stitched bridge-efficient,0.49130627092742973,0.5041947740020756,0.01288850307464584,1.5691872746648476
"Uniform(0,1)",0.5,0.08333325,22,10,0.01,Hedged-WoR,0.2061772324724197,0.7240601768178939,0.5178829443454742,1.4538162161504324
"Uniform(0,1)",0.5,0.08333325,22,20,0.02,Hedged-WoR,0.35822429060745237,0.6865556371192936,0.3283313465118412,1.310116165236823
"Uniform(0,1)",0.5,0.08333325,22,40,0.04,Hedged-WoR,0.440897227722168,0.6716609873352049,0.23076375961303686,1.3157018417681974
"Uniform(0,1)",0.5,0.08333325,22,75,0.075,Hedged-WoR,0.4437652180171013,0.6255259016728401,0.18176068365573878,1.4456235365682186
"Uniform(0,1)",0.5,0.08333325,22,125,0.125,Hedged-WoR,0.4595861472592353,0.6037911437854766,0.1442049965262413,1.522393026715352
"Uniform(0,1)",0.5,0.08333325,22,200,0.2,Hedged-WoR,0.4622987596588134,0.5744119493560791,0.11211318969726569,1.5657492439173344
"Uniform(0,1)",0.5,0.08333325,22,350,0.35,Hedged-WoR,0.47070971828365327,0.5565375934209825,0.08582787513732926,1.7591432335666588
"Uniform(0,1)",0.5,0.08333325,22,500,0.5,Hedged-WoR,0.47311548002624526,0.5415034056510927,0.06838792562484741,1.9101827916825607
"Uniform(0,1)",0.5,0.08333325,22,650,0.65,Hedged-WoR,0.47628338834667194,0.5319022973480223,0.05561890900135036,2.1170963305168846
"Uniform(0,1)",0.5,0.08333325,22,800,0.8,Hedged-WoR,0.4808773339500429,0.5248731673469547,0.043995833396911765,2.457746249580041
"Uniform(0,1)",0.5,0.08333325,22,900,0.9,Hedged-WoR,0.4839944221439365,0.5195000984134676,0.03550567626953105,2.975188874238999
"Uniform(0,1)",0.5,0.08333325,22,950,0.95,Hedged-WoR,0.4865127134027486,0.5164745855035788,0.029961872100830234,3.6478858835241783
"Uniform(0,1)",0.5,0.08333325,23,10,0.01,Stitched bridge-efficient,0.25130327257347096,0.8889611026926038,0.6376578301191328,1.790051794337672
"Uniform(0,1)",0.5,0.08333325,23,20,0.02,Stitched bridge-efficient,0.291844501777649,0.7264312007865905,0.43458669900894153,1.7340989997371148
"Uniform(0,1)",0.5,0.08333325,23,40,0.04,Stitched bridge-efficient,0.3427640969543457,0.6497090585021974,0.3069449615478517,1.750049712776312
"Uniform(0,1)",0.5,0.08333325,23,75,0.075,Stitched bridge-efficient,0.36655022680091853,0.5696879106693269,0.20313768386840836,1.6156443244916978
"Uniform(0,1)",0.5,0.08333325,23,125,0.125,Stitched bridge-efficient,0.4055409703812599,0.5544752452931404,0.1489342749118805,1.5723207033502082
"Uniform(0,1)",0.5,0.08333325,23,200,0.2,Stitched bridge-efficient,0.42091556234741223,0.533767277435303,0.11285171508789071,1.5760633343031965
"Uniform(0,1)",0.5,0.08333325,23,350,0.35,Stitched bridge-efficient,0.4411583740720748,0.518333499551773,0.07717512547969818,1.5817949537960967
"Uniform(0,1)",0.5,0.08333325,23,500,0.5,Stitched bridge-efficient,0.45399405026626594,0.5145575251598359,0.060563474893569946,1.6916335228650858
"Uniform(0,1)",0.5,0.08333325,23,650,0.65,Stitched bridge-efficient,0.46518506392288206,0.5088081209306717,0.04362305700778968,1.6604822995517252
"Uniform(0,1)",0.5,0.08333325,23,800,0.8,Stitched bridge-efficient,0.48153981589126615,0.5073515715484622,0.025811755657196067,1.4419262180859846
"Uniform(0,1)",0.5,0.08333325,23,900,0.9,Stitched bridge-efficient,0.4858200169296266,0.505978099176407,0.020158082246780396,1.6891412395961622
"Uniform(0,1)",0.5,0.08333325,23,950,0.95,Stitched bridge-efficient,0.4924214527254109,0.5057112381105426,0.013289785385131758,1.6180437703739052
"Uniform(0,1)",0.5,0.08333325,23,10,0.01,Hedged-WoR,0.2923110029382706,0.8157287177724838,0.5234177148342132,1.4693535864713823
"Uniform(0,1)",0.5,0.08333325,23,20,0.02,Hedged-WoR,0.3355896034679413,0.6923373129806519,0.3567477095127106,1.4235038661681865
"Uniform(0,1)",0.5,0.08333325,23,40,0.04,Hedged-WoR,0.3823259217529298,0.6315547234802246,0.24922880172729478,1.4209804607281045
"Uniform(0,1)",0.5,0.08333325,23,75,0.075,Hedged-WoR,0.3900471958451271,0.5689424398474694,0.1788952440023423,1.4228334208938542
"Uniform(0,1)",0.5,0.08333325,23,125,0.125,Hedged-WoR,0.4144107599220276,0.5519652266464233,0.13755446672439575,1.4521824207156502
"Uniform(0,1)",0.5,0.08333325,23,200,0.2,Hedged-WoR,0.4270158354797363,0.5360824648895264,0.10906662940979006,1.523201623253395
"Uniform(0,1)",0.5,0.08333325,23,350,0.35,Hedged-WoR,0.4401383091220854,0.5200013865242004,0.07986307740211496,1.63688768944761
"Uniform(0,1)",0.5,0.08333325,23,500,0.5,Hedged-WoR,0.4496465470809937,0.5151046659965516,0.06545811891555786,1.8283486622231981
"Uniform(0,1)",0.5,0.08333325,23,650,0.65,Hedged-WoR,0.4578795103673935,0.5111126212720872,0.05323311090469374,2.02628253199985
"Uniform(0,1)",0.5,0.08333325,23,800,0.8,Hedged-WoR,0.4672096671943668,0.5095834078674321,0.04237374067306526,2.367131025348724
"Uniform(0,1)",0.5,0.08333325,23,900,0.9,Hedged-WoR,0.47277380592536944,0.5072429633827211,0.034469157457351685,2.8883340509559443
"Uniform(0,1)",0.5,0.08333325,23,950,0.95,Hedged-WoR,0.4775731072072986,0.5067412987594608,0.029168191552162215,3.551254536198136
"Uniform(0,1)",0.5,0.08333325,24,10,0.01,Stitched bridge-efficient,0.08872099001884459,0.8776593997049332,0.7889384096860886,2.2147310817411987
"Uniform(0,1)",0.5,0.08333325,24,20,0.02,Stitched bridge-efficient,0.32072397635269173,0.8082639317302704,0.4875399553775787,1.9453944423060725
"Uniform(0,1)",0.5,0.08333325,24,40,0.04,Stitched bridge-efficient,0.33218217745971673,0.6459727086181639,0.3137905311584472,1.7890797951415676
"Uniform(0,1)",0.5,0.08333325,24,75,0.075,Stitched bridge-efficient,0.4178805903511047,0.6291471094803809,0.2112665191292762,1.6802965657885751
"Uniform(0,1)",0.5,0.08333325,24,125,0.125,Stitched bridge-efficient,0.46171689940929417,0.6133168728494645,0.1515999734401703,1.6004628686603768
"Uniform(0,1)",0.5,0.08333325,24,200,0.2,Stitched bridge-efficient,0.45776760891723633,0.5546059878234862,0.09683837890624991,1.3524244467940518
"Uniform(0,1)",0.5,0.08333325,24,350,0.35,Stitched bridge-efficient,0.4605332639331818,0.5397227939481735,0.07918953001499168,1.6230825436642784
"Uniform(0,1)",0.5,0.08333325,24,500,0.5,Stitched bridge-efficient,0.47041631794548033,0.5305391655025482,0.06012284755706787,1.6793261053196504
"Uniform(0,1)",0.5,0.08333325,24,650,0.65,Stitched bridge-efficient,0.4823921839733123,0.5268787453908919,0.04448656141757956,1.6933510136307255
"Uniform(0,1)",0.5,0.08333325,24,800,0.8,Stitched bridge-efficient,0.4838596619377134,0.5137214220771789,0.029861760139465454,1.668172263643986
"Uniform(0,1)",0.5,0.08333325,24,900,0.9,Stitched bridge-efficient,0.4882293435020445,0.5082703622264864,0.02004101872444186,1.6793319323012688
"Uniform(0,1)",0.5,0.08333325,24,950,0.95,Stitched bridge-efficient,0.4903302453184129,0.5046486668014526,0.01431842148303969,1.7432811750398762
"Uniform(0,1)",0.5,0.08333325,24,10,0.01,Hedged-WoR,0.1966302498149872,0.7934335948991776,0.5968033450841904,1.675363883691492
"Uniform(0,1)",0.5,0.08333325,24,20,0.02,Hedged-WoR,0.3492460076599121,0.7477748136310578,0.3985288059711457,1.5902198695380954
"Uniform(0,1)",0.5,0.08333325,24,40,0.04,Hedged-WoR,0.3596097745056151,0.6335130108947753,0.2739032363891602,1.5616619922807362
"Uniform(0,1)",0.5,0.08333325,24,75,0.075,Hedged-WoR,0.4179958210306167,0.611406712325096,0.1934108912944793,1.5382828181561397
"Uniform(0,1)",0.5,0.08333325,24,125,0.125,Hedged-WoR,0.454162018134594,0.5975836084628106,0.14342159032821655,1.5141224940591453
"Uniform(0,1)",0.5,0.08333325,24,200,0.2,Hedged-WoR,0.4541620524291992,0.5610667975311281,0.10690474510192888,1.4930092013839371
"Uniform(0,1)",0.5,0.08333325,24,350,0.35,Hedged-WoR,0.462409317147255,0.5456944491977693,0.08328513205051435,1.7070267237647825
"Uniform(0,1)",0.5,0.08333325,24,500,0.5,Hedged-WoR,0.47111363268470763,0.5374516651687622,0.06633803248405457,1.8529260381467005
"Uniform(0,1)",0.5,0.08333325,24,650,0.65,Hedged-WoR,0.47864393396568294,0.5326743762035366,0.05403044223785369,2.056632412462232
"Uniform(0,1)",0.5,0.08333325,24,800,0.8,Hedged-WoR,0.48135167729949946,0.5239449895629882,0.042593312263488725,2.3793969880822647
"Uniform(0,1)",0.5,0.08333325,24,900,0.9,Hedged-WoR,0.4844529839439392,0.5190276833457947,0.034574699401855535,2.8971779106438915
"Uniform(0,1)",0.5,0.08333325,24,950,0.95,Hedged-WoR,0.48631257933616634,0.5156497440958023,0.029337164759635992,3.571827181864703
"Uniform(0,1)",0.5,0.08333325,25,10,0.01,Stitched bridge-efficient,0.049724347120285034,0.7234295268115998,0.6737051796913147,1.891244973084879
"Uniform(0,1)",0.5,0.08333325,25,20,0.02,Stitched bridge-efficient,0.2260425798416138,0.6838154403686523,0.45777286052703847,1.8266170164826017
"Uniform(0,1)",0.5,0.08333325,25,40,0.04,Stitched bridge-efficient,0.2909499994812012,0.6081541887817382,0.317204189300537,1.8085428005642823
"Uniform(0,1)",0.5,0.08333325,25,75,0.075,Stitched bridge-efficient,0.33896138265228276,0.5623396937499046,0.2233783110976218,1.7766270327922158
"Uniform(0,1)",0.5,0.08333325,25,125,0.125,Stitched bridge-efficient,0.3943874506187439,0.5517309946846962,0.1573435440659523,1.6610985753263834
"Uniform(0,1)",0.5,0.08333325,25,200,0.2,Stitched bridge-efficient,0.43415809152221685,0.5507528829345705,0.11659479141235363,1.6283383515494108
"Uniform(0,1)",0.5,0.08333325,25,350,0.35,Stitched bridge-efficient,0.47026763822937,0.5499429282178877,0.0796752899885177,1.6330387655700231
"Uniform(0,1)",0.5,0.08333325,25,500,0.5,Stitched bridge-efficient,0.4814463284568785,0.540637555416107,0.059191226959228516,1.6533044703876034
"Uniform(0,1)",0.5,0.08333325,25,650,0.65,Stitched bridge-efficient,0.48156732653999323,0.5244551781358718,0.0428878515958786,1.6324972004607794
"Uniform(0,1)",0.5,0.08333325,25,800,0.8,Stitched bridge-efficient,0.48693050801086407,0.5170816129379271,0.03015110492706302,1.6843359776061215
"Uniform(0,1)",0.5,0.08333325,25,900,0.9,Stitched bridge-efficient,0.49116880934715257,0.5112520400810239,0.020083230733871305,1.6828690766119525
"Uniform(0,1)",0.5,0.08333325,25,950,0.95,Stitched bridge-efficient,0.4934540641670227,0.5078234416608811,0.014369377493858415,1.749485116900411
"Uniform(0,1)",0.5,0.08333325,25,10,0.01,Hedged-WoR,0.12412350905513765,0.6876745648441314,0.5635510557889937,1.5820170802693783
"Uniform(0,1)",0.5,0.08333325,25,20,0.02,Hedged-WoR,0.24731053156852725,0.6318886677742006,0.3845781362056734,1.5345535490061117
"Uniform(0,1)",0.5,0.08333325,25,40,0.04,Hedged-WoR,0.3042791048583984,0.5876551882324219,0.28337608337402354,1.615671522397912
"Uniform(0,1)",0.5,0.08333325,25,75,0.075,Hedged-WoR,0.3503916595826148,0.549116449500084,0.19872478991746917,1.5805466167171167
"Uniform(0,1)",0.5,0.08333325,25,125,0.125,Hedged-WoR,0.3888406051230431,0.5396850747895241,0.15084446966648102,1.5924869059376678
"Uniform(0,1)",0.5,0.08333325,25,200,0.2,Hedged-WoR,0.418420844055176,0.5371360349426271,0.11871519088745108,1.657951404963567
"Uniform(0,1)",0.5,0.08333325,25,350,0.35,Hedged-WoR,0.4490277465810776,0.5360500689973833,0.0870223224163057,1.7836248352060036
"Uniform(0,1)",0.5,0.08333325,25,500,0.5,Hedged-WoR,0.4633448150711058,0.5319972065048216,0.06865239143371582,1.9175697394876465
"Uniform(0,1)",0.5,0.08333325,25,650,0.65,Hedged-WoR,0.46875161265754683,0.5242926869335174,0.05554107427597055,2.1141336040907985
"Uniform(0,1)",0.5,0.08333325,25,800,0.8,Hedged-WoR,0.47561035811233493,0.5197546547584533,0.04414429664611835,2.466039875720637
"Uniform(0,1)",0.5,0.08333325,25,900,0.9,Hedged-WoR,0.480492842607498,0.5160040799903867,0.03551123738288864,2.9756548662810682
"Uniform(0,1)",0.5,0.08333325,25,950,0.95,Hedged-WoR,0.48360569599914544,0.5135956776504518,0.02998998165130634,3.6513082475216256
"Uniform(0,1)",0.5,0.08333325,26,10,0.01,Stitched bridge-efficient,0.25565587206077567,0.7721985541124343,0.5165426820516587,1.450053792463924
"Uniform(0,1)",0.5,0.08333325,26,20,0.02,Stitched bridge-efficient,0.3418769482269287,0.7130568805828092,0.37117993235588054,1.4810916921495085
"Uniform(0,1)",0.5,0.08333325,26,40,0.04,Stitched bridge-efficient,0.41140504486083984,0.6757626498413086,0.2643576049804688,1.5072374810562879
"Uniform(0,1)",0.5,0.08333325,26,75,0.075,Stitched bridge-efficient,0.4276983513541222,0.6227048843212128,0.19500653296709064,1.5509736658766786
"Uniform(0,1)",0.5,0.08333325,26,125,0.125,Stitched bridge-efficient,0.4468816116266251,0.6020746350102425,0.1551930233836174,1.6383952171247969
"Uniform(0,1)",0.5,0.08333325,26,200,0.2,Stitched bridge-efficient,0.4614691789093019,0.580573611968994,0.11910443305969215,1.6633874793320949
"Uniform(0,1)",0.5,0.08333325,26,350,0.35,Stitched bridge-efficient,0.47580684576606747,0.556518782716751,0.08071193695068357,1.6542860641449169
"Uniform(0,1)",0.5,0.08333325,26,500,0.5,Stitched bridge-efficient,0.48195111104393007,0.5418106252803803,0.059859514236450195,1.6719707897003424
"Uniform(0,1)",0.5,0.08333325,26,650,0.65,Stitched bridge-efficient,0.4838698044872285,0.525960178718567,0.042090374231338545,1.6021417614122169
"Uniform(0,1)",0.5,0.08333325,26,800,0.8,Stitched bridge-efficient,0.4887392795715333,0.5182377374801637,0.02949845790863037,1.6478770532488656
"Uniform(0,1)",0.5,0.08333325,26,900,0.9,Stitched bridge-efficient,0.49086692534256,0.5110630949573518,0.020196169614791815,1.6923327606559615
"Uniform(0,1)",0.5,0.08333325,26,950,0.95,Stitched bridge-efficient,0.49483945394897466,0.5085340740814208,0.013694620132446156,1.6673327785813514
"Uniform(0,1)",0.5,0.08333325,26,10,0.01,Hedged-WoR,0.26706825299453735,0.7532242213029863,0.4861559683084489,1.3647513169185435
"Uniform(0,1)",0.5,0.08333325,26,20,0.02,Hedged-WoR,0.3662429848804475,0.69120830809021,0.32496532320976257,1.2966849726703282
"Uniform(0,1)",0.5,0.08333325,26,40,0.04,Hedged-WoR,0.4332864916992188,0.6564486277770996,0.22316213607788077,1.2723611105268422
"Uniform(0,1)",0.5,0.08333325,26,75,0.075,Hedged-WoR,0.4440079583830835,0.6157385557003021,0.17173059731721863,1.3658498000640191
"Uniform(0,1)",0.5,0.08333325,26,125,0.125,Hedged-WoR,0.46270776240158085,0.597963643055439,0.13525588065385818,1.4279159147735025
"Uniform(0,1)",0.5,0.08333325,26,200,0.2,Hedged-WoR,0.471000676864624,0.5800226266326904,0.10902194976806645,1.5225776367676287
"Uniform(0,1)",0.5,0.08333325,26,350,0.35,Hedged-WoR,0.48115295622920984,0.5623092368659972,0.08115628063678737,1.6633934105348498
"Uniform(0,1)",0.5,0.08333325,26,500,0.5,Hedged-WoR,0.48510872670555116,0.5509695346012116,0.0658608078956604,1.8395964015450734
"Uniform(0,1)",0.5,0.08333325,26,650,0.65,Hedged-WoR,0.4876351193046571,0.5405270591831206,0.05289193987846352,2.01329608655028
"Uniform(0,1)",0.5,0.08333325,26,800,0.8,Hedged-WoR,0.49008857375717174,0.5327787793312073,0.04269020557403558,2.3848097545244307
"Uniform(0,1)",0.5,0.08333325,26,900,0.9,Hedged-WoR,0.49152364931869524,0.5261932512359622,0.03466960191726692,2.9051302421484615
"Uniform(0,1)",0.5,0.08333325,26,950,0.95,Hedged-WoR,0.49316296602630616,0.5225225868358612,0.02935962080955501,3.5745612268944535
"Uniform(0,1)",0.5,0.08333325,27,10,0.01,Stitched bridge-efficient,0.14725389145183565,0.9328267457323074,0.7855728542804717,2.205283195730543
"Uniform(0,1)",0.5,0.08333325,27,20,0.02,Stitched bridge-efficient,0.2953106003360748,0.7497556393699645,0.45444503903388966,1.8133382577545203
"Uniform(0,1)",0.5,0.08333325,27,40,0.04,Stitched bridge-efficient,0.37039185708618155,0.6678424567565919,0.2974505996704104,1.6959175152878048
"Uniform(0,1)",0.5,0.08333325,27,75,0.075,Stitched bridge-efficient,0.4213224283351899,0.6291611379876139,0.20783870965242396,1.6530336728518675
"Uniform(0,1)",0.5,0.08333325,27,125,0.125,Stitched bridge-efficient,0.442285102786541,0.595381793560505,0.15309669077396404,1.6162639302520045
"Uniform(0,1)",0.5,0.08333325,27,200,0.2,Stitched bridge-efficient,0.44302568766784667,0.5594301733703612,0.11640448570251449,1.6256805820033087
"Uniform(0,1)",0.5,0.08333325,27,350,0.35,Stitched bridge-efficient,0.453909529314041,0.5351453493690489,0.0812358200550079,1.6650236644487513
"Uniform(0,1)",0.5,0.08333325,27,500,0.5,Stitched bridge-efficient,0.4714803925800324,0.5303747586059571,0.05889436602592468,1.6450126755840808
"Uniform(0,1)",0.5,0.08333325,27,650,0.65,Stitched bridge-efficient,0.47754169309043887,0.5200574150075912,0.042515721917152305,1.6183323347441803
"Uniform(0,1)",0.5,0.08333325,27,800,0.8,Stitched bridge-efficient,0.4780100270309453,0.5068567677536016,0.02884674072265625,1.6114700722703625
"Uniform(0,1)",0.5,0.08333325,27,900,0.9,Stitched bridge-efficient,0.4872885080776219,0.506100854536057,0.018812346458435103,1.5763756605164585
"Uniform(0,1)",0.5,0.08333325,27,950,0.95,Stitched bridge-efficient,0.49429966751384774,0.5061399096612933,0.011840242147445557,1.4415605287220292
"Uniform(0,1)",0.5,0.08333325,27,10,0.01,Hedged-WoR,0.22739836655426027,0.8522764094905855,0.6248780429363252,1.754176000303175
"Uniform(0,1)",0.5,0.08333325,27,20,0.02,Hedged-WoR,0.3204622273998261,0.7141444855289458,0.3936822581291197,1.5708810499557169
"Uniform(0,1)",0.5,0.08333325,27,40,0.04,Hedged-WoR,0.3870894164428711,0.6498688239440917,0.26277940750122064,1.4982393726288525
"Uniform(0,1)",0.5,0.08333325,27,75,0.075,Hedged-WoR,0.42975996052169807,0.6179800680770875,0.18822010755538943,1.4969982070095587
"Uniform(0,1)",0.5,0.08333325,27,125,0.125,Hedged-WoR,0.4530503274817467,0.5946505935807229,0.14160026609897625,1.4948945104748277
"Uniform(0,1)",0.5,0.08333325,27,200,0.2,Hedged-WoR,0.454241183731079,0.5682797941894531,0.11403861045837405,1.5926392655915789
"Uniform(0,1)",0.5,0.08333325,27,350,0.35,Hedged-WoR,0.46229557202815996,0.5465116600847243,0.08421608805656433,1.7261077619026912
"Uniform(0,1)",0.5,0.08333325,27,500,0.5,Hedged-WoR,0.47090279376983646,0.5383509031581879,0.06744810938835144,1.8839322396165945
"Uniform(0,1)",0.5,0.08333325,27,650,0.65,Hedged-WoR,0.47567881250286115,0.5298619201173783,0.05418310761451717,2.0624435172561677
"Uniform(0,1)",0.5,0.08333325,27,800,0.8,Hedged-WoR,0.4771997376480107,0.5205284043350225,0.04332866668701174,2.4204762093853587
"Uniform(0,1)",0.5,0.08333325,27,900,0.9,Hedged-WoR,0.4819899770221714,0.5170132609806063,0.0350232839584349,2.9347669364593405
"Uniform(0,1)",0.5,0.08333325,27,950,0.95,Hedged-WoR,0.4854843551282886,0.5150670999650959,0.02958274483680734,3.6017267853932595
"Uniform(0,1)",0.5,0.08333325,28,10,0.01,Stitched bridge-efficient,0.08544149578475951,0.8024510794963835,0.7170095837116239,2.0128103682824814
"Uniform(0,1)",0.5,0.08333325,28,20,0.02,Stitched bridge-efficient,0.2812450922966004,0.7573465265274048,0.47610143423080437,1.8997521616648854
"Uniform(0,1)",0.5,0.08333325,28,40,0.04,Stitched bridge-efficient,0.35553448669433596,0.6901379298400878,0.33460344314575186,1.907744817241117
