distribution,replication,method,simultaneously_covered
"Beta(50,50)",32,Stitched bridge-efficient,1
"Beta(50,50)",32,Hedged-WoR,1
"Beta(50,50)",33,Stitched bridge-efficient,1
"Beta(50,50)",33,Hedged-WoR,1
"Beta(50,50)",34,Stitched bridge-efficient,1
"Beta(50,50)",34,Hedged-WoR,1
"Beta(50,50)",35,Stitched bridge-efficient,1
"Beta(50,50)",35,Hedged-WoR,1
"Beta(50,50)",36,Stitched bridge-efficient,1
"Beta(50,50)",36,Hedged-WoR,1
"Beta(50,50)",37,Stitched bridge-efficient,1
"Beta(50,50)",37,Hedged-WoR,1
"Beta(50,50)",38,Stitched bridge-efficient,1
"Beta(50,50)",38,Hedged-WoR,1
"Beta(50,50)",39,Stitched bridge-efficient,1
"Beta(50,50)",39,Hedged-WoR,1
"Beta(20,80)",0,Stitched bridge-efficient,1
"Beta(20,80)",0,Hedged-WoR,1
"Beta(20,80)",1,Stitched bridge-efficient,1
"Beta(20,80)",1,Hedged-WoR,1
"Beta(20,80)",2,Stitched bridge-efficient,1
"Beta(20,80)",2,Hedged-WoR,1
"Beta(20,80)",3,Stitched bridge-efficient,1
"Beta(20,80)",3,Hedged-WoR,1
"Beta(20,80)",4,Stitched bridge-efficient,1
"Beta(20,80)",4,Hedged-WoR,1
"Beta(20,80)",5,Stitched bridge-efficient,1
"Beta(20,80)",5,Hedged-WoR,1
"Beta(20,80)",6,Stitched bridge-efficient,1
"Beta(20,80)",6,Hedged-WoR,1
"Beta(20,80)",7,Stitched bridge-efficient,1
"Beta(20,80)",7,Hedged-WoR,1
"Beta(20,80)",8,Stitched bridge-efficient,1
"Beta(20,80)",8,Hedged-WoR,1
"Beta(20,80)",9,Stitched bridge-efficient,1
"Beta(20,80)",9,Hedged-WoR,1
"Beta(20,80)",10,Stitched bridge-efficient,1
"Beta(20,80)",10,Hedged-WoR,1
"Beta(20,80)",11,Stitched bridge-efficient,1
"Beta(20,80)",11,Hedged-WoR,1
"Beta(20,80)",12,Stitched bridge-efficient,1
"Beta(20,80)",12,Hedged-WoR,1
"Beta(20,80)",13,Stitched bridge-efficient,1
"Beta(20,80)",13,Hedged-WoR,1
"Beta(20,80)",14,Stitched bridge-efficient,1
"Beta(20,80)",14,Hedged-WoR,1
"Beta(20,80)",15,Stitched bridge-efficient,1
"Beta(20,80)",15,Hedged-WoR,1
"Beta(20,80)",16,Stitched bridge-efficient,1
"Beta(20,80)",16,Hedged-WoR,1
"Beta(20,80)",17,Stitched bridge-efficient,1
"Beta(20,80)",17,Hedged-WoR,1
"Beta(20,80)",18,Stitched bridge-efficient,1
"Beta(20,80)",18,Hedged-WoR,1
"Beta(20,80)",19,Stitched bridge-efficient,1
"Beta(20,80)",19,Hedged-WoR,1
"Beta(20,80)",20,Stitched bridge-efficient,1
"Beta(20,80)",20,Hedged-WoR,1
"Beta(20,80)",21,Stitched bridge-efficient,1
"Beta(20,80)",21,Hedged-WoR,1
"Beta(20,80)",22,Stitched bridge-efficient,1
"Beta(20,80)",22,Hedged-WoR,1
"Beta(20,80)",23,Stitched bridge-efficient,1
"Beta(20,80)",23,Hedged-WoR,1
"Beta(20,80)",24,Stitched bridge-efficient,1
"Beta(20,80)",24,Hedged-WoR,1
"Beta(20,80)",25,Stitched bridge-efficient,1
"Beta(20,80)",25,Hedged-WoR,1
"Beta(20,80)",26,Stitched bridge-efficient,1
"Beta(20,80)",26,Hedged-WoR,1
"Beta(20,80)",27,Stitched bridge-efficient,1
"Beta(20,80)",27,Hedged-WoR,1
"Beta(20,80)",28,Stitched bridge-efficient,1
"Beta(20,80)",28,Hedged-WoR,1
"Beta(20,80)",29,Stitched bridge-efficient,1
"Beta(20,80)",29,Hedged-WoR,1
"Beta(20,80)",30,Stitched bridge-efficient,1
"Beta(20,80)",30,Hedged-WoR,1
"Beta(20,80)",31,Stitched bridge-efficient,1
"Beta(20,80)",31,Hedged-WoR,1
"Beta(20,80)",32,Stitched bridge-efficient,1
"Beta(20,80)",32,Hedged-WoR,1
"Beta(20,80)",33,Stitched bridge-efficient,1
"Beta(20,80)",33,Hedged-WoR,1
"Beta(20,80)",34,Stitched bridge-efficient,1
"Beta(20,80)",34,Hedged-WoR,1
"Beta(20,80)",35,Stitched bridge-efficient,1
"Beta(20,80)",35,Hedged-WoR,1
"Beta(20,80)",36,Stitched bridge-efficient,1
"Beta(20,80)",36,Hedged-WoR,1
"Beta(20,80)",37,Stitched bridge-efficient,1
"Beta(20,80)",37,Hedged-WoR,1
"Beta(20,80)",38,Stitched bridge-efficient,1
"Beta(20,80)",38,Hedged-WoR,1
"Beta(20,80)",39,Stitched bridge-efficient,1
"Beta(20,80)",39,Hedged-WoR,1
"Uniform(0.45,0.55)",0,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",0,Hedged-WoR,1
"Uniform(0.45,0.55)",1,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",1,Hedged-WoR,1
"Uniform(0.45,0.55)",2,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",2,Hedged-WoR,1
"Uniform(0.45,0.55)",3,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",3,Hedged-WoR,1
"Uniform(0.45,0.55)",4,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",4,Hedged-WoR,1
"Uniform(0.45,0.55)",5,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",5,Hedged-WoR,1
"Uniform(0.45,0.55)",6,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",6,Hedged-WoR,1
"Uniform(0.45,0.55)",7,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",7,Hedged-WoR,1
"Uniform(0.45,0.55)",8,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",8,Hedged-WoR,1
"Uniform(0.45,0.55)",9,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",9,Hedged-WoR,1
"Uniform(0.45,0.55)",10,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",10,Hedged-WoR,1
"Uniform(0.45,0.55)",11,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",11,Hedged-WoR,1
"Uniform(0.45,0.55)",12,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",12,Hedged-WoR,1
"Uniform(0.45,0.55)",13,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",13,Hedged-WoR,1
"Uniform(0.45,0.55)",14,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",14,Hedged-WoR,1
"Uniform(0.45,0.55)",15,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",15,Hedged-WoR,1
"Uniform(0.45,0.55)",16,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",16,Hedged-WoR,1
"Uniform(0.45,0.55)",17,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",17,Hedged-WoR,1
"Uniform(0.45,0.55)",18,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",18,Hedged-WoR,1
"Uniform(0.45,0.55)",19,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",19,Hedged-WoR,1
"Uniform(0.45,0.55)",20,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",20,Hedged-WoR,1
"Uniform(0.45,0.55)",21,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",21,Hedged-WoR,1
"Uniform(0.45,0.55)",22,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",22,Hedged-WoR,1
"Uniform(0.45,0.55)",23,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",23,Hedged-WoR,1
"Uniform(0.45,0.55)",24,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",24,Hedged-WoR,1
"Uniform(0.45,0.55)",25,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",25,Hedged-WoR,1
"Uniform(0.45,0.55)",26,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",26,Hedged-WoR,1
"Uniform(0.45,0.55)",27,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",27,Hedged-WoR,1
"Uniform(0.45,0.55)",28,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",28,Hedged-WoR,1
"Uniform(0.45,0.55)",29,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",29,Hedged-WoR,1
"Uniform(0.45,0.55)",30,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",30,Hedged-WoR,1
"Uniform(0.45,0.55)",31,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",31,Hedged-WoR,1
"Uniform(0.45,0.55)",32,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",32,Hedged-WoR,1
"Uniform(0.45,0.55)",33,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",33,Hedged-WoR,1
"Uniform(0.45,0.55)",34,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",34,Hedged-WoR,1
"Uniform(0.45,0.55)",35,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",35,Hedged-WoR,1
"Uniform(0.45,0.55)",36,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",36,Hedged-WoR,1
"Uniform(0.45,0.55)",37,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",37,Hedged-WoR,1
"Uniform(0.45,0.55)",38,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",38,Hedged-WoR,1
"Uniform(0.45,0.55)",39,Stitched bridge-efficient,1
"Uniform(0.45,0.55)",39,Hedged-WoR,1
